link_id,road_name,road_rank,length_km,accident_cnt,epdo_total,epdo_avg,ALL_AADT_total,exposure,epdo_rate,epdo_rank,accident_uids
571370895,정조로,107,0.069,2,16.0,8.0,7485.0,516.465,30979.8341,1642,2024|2024
572782489,양재대로,104,0.018,2,16.0,8.0,28719.0,516.942,30951.2479,1643,2024|2024
478243224,향남로,107,0.029,1,8.0,8.0,8917.5,258.6075,30934.911,1644,2024
571360326,,107,0.034,1,8.0,8.0,7611.0,258.774,30915.0069,1645,2024
571610833,백제고분로32길,104,0.517,5,101.0,20.2,6320.0,3267.44,30911.0496,1646,2024|2024|2024|2024|2024
478243207,향남로,107,0.076,3,24.0,8.0,10224.0,777.024,30887.0768,1647,2024|2024|2024
572768276,미사강변동로110번길,107,0.422,4,154.0,38.5,11822.5,4989.095,30867.3216,1648,2024|2024|2024|2024
572781381,감일중앙로,107,0.044,4,32.0,8.0,23585.0,1037.74,30836.2403,1649,2024|2024|2024|2024
571370637,동탄산척로2길,107,0.054,1,8.0,8.0,4811.0,259.794,30793.6288,1650,2024
571362514,동탄기흥로257번가길,107,0.153,2,14.0,7.0,2971.5,454.6395,30793.6288,1651,2024|2024
478344038,와우안길,107,0.143,3,22.0,7.3333,4997.5,714.6425,30784.6231,1652,2024|2024|2024
478362323,봉영로,103,0.133,1,69.0,69.0,16920.0,2250.36,30661.7608,1653,2024
572755652,신장로,107,0.048,2,16.0,8.0,10885.5,522.504,30621.7751,1654,2024|2024
572672384,탄천동로,104,0.022,1,8.0,8.0,11881.0,261.382,30606.5452,1655,2024
571714463,올림픽로35길,104,0.248,3,85.0,28.3333,11199.5,2777.476,30603.3247,1656,2024|2024|2024
571557412,,107,0.039,1,8.0,8.0,6703.0,261.417,30602.4474,1657,2024
571383084,,107,0.049,1,8.0,8.0,5337.5,261.5375,30588.3478,1658,2024
571510250,내정로,107,0.03,1,8.0,8.0,8719.5,261.585,30582.7934,1659,2024
571682302,,105,0.025,1,8.0,8.0,10483.0,262.075,30525.6129,1660,2024
572672282,성남대로,103,0.294,7,239.0,34.1429,26639.0,7831.866,30516.3546,1661,2024|2024|2024|2024|2024|2024|2024
571728818,올림픽로,104,0.038,1,8.0,8.0,6899.0,262.162,30515.4828,1662,2024
571719798,오금로,104,0.22,7,110.0,15.7143,16386.5,3605.03,30512.9222,1663,2024|2024|2024|2024|2024|2024|2024
572783077,서하남로47번길,107,0.024,1,8.0,8.0,10927.0,262.248,30505.4757,1664,2024
571715824,삼전로,104,0.046,4,30.0,7.5,21400.0,984.4,30475.4165,1665,2024|2024|2024|2024
477248155,청원산단7길,107,0.19,1,8.0,8.0,1382.0,262.58,30466.9053,1666,2024
478344001,,107,0.056,1,6.0,6.0,3518.0,197.008,30455.616,1667,2024
571714938,백제고분로9길,104,0.042,1,8.0,8.0,6264.0,263.088,30408.0764,1668,2024
572710113,천현로,107,0.283,3,85.0,28.3333,9882.0,2796.606,30393.9847,1669,2024|2024|2024
478310091,세자로,106,0.286,4,93.0,23.25,10705.0,3061.63,30375.9762,1670,2024|2024|2024|2024
572602616,거마로,104,0.022,1,8.0,8.0,11971.5,263.373,30375.1713,1671,2024
571349853,,107,0.032,1,6.0,6.0,6173.0,197.536,30374.2103,1672,2024
478240725,마당바위로,106,0.111,1,8.0,8.0,2373.0,263.403,30371.7118,1673,2024
572772961,하남대로,103,0.191,2,77.0,38.5,13279.0,2536.289,30359.3163,1674,2024|2024
572769141,미사대로,107,0.431,2,77.0,38.5,5889.0,2538.159,30336.9489,1675,2024|2024
572650574,광명로,107,0.21,5,40.0,8.0,6286.0,1320.06,30301.653,1676,2024|2024|2024|2024|2024
572646968,산성대로372번길,107,0.045,2,16.0,8.0,11741.0,528.345,30283.243,1677,2024|2024
571556548,황새울로200번길,107,0.04,1,8.0,8.0,6611.0,264.44,30252.6093,1678,2024
2024002312,,107,0.052,1,8.0,8.0,5090.0,264.68,30225.1776,1679,2024
571728938,올림픽로,104,0.196,6,107.0,17.8333,18072.0,3542.112,30207.9663,1680,2024|2024|2024|2024|2024|2024
571648477,삼전로,104,0.078,1,8.0,8.0,3399.0,265.122,30174.7875,1681,2024
478240238,삼천병마로,107,0.036,1,8.0,8.0,7368.5,265.266,30158.407,1682,2024
478354735,삼천병마로,107,0.032,1,8.0,8.0,8291.0,265.312,30153.1781,1683,2024
477341402,남양성지로,107,0.181,4,32.0,8.0,5870.5,1062.5605,30115.9322,1684,2024|2024|2024|2024
478358198,상리3길,107,0.029,1,8.0,8.0,9208.5,267.0465,29957.3295,1685,2024
571367434,동탄치동천로,107,0.039,2,16.0,8.0,13714.0,534.846,29915.1531,1686,2024|2024
571554768,,107,0.04,1,8.0,8.0,6686.0,267.44,29913.2516,1687,2024
571378504,효행로809번길,107,0.157,2,16.0,8.0,3410.5,535.4485,29881.4919,1688,2024|2024
572651400,거마로,104,0.019,2,9.0,4.5,15852.5,301.1975,29880.7261,1689,2024|2024
478360909,삼천병마로,107,0.029,1,8.0,8.0,9244.0,268.076,29842.2835,1690,2024
572772604,초광산단서로,107,0.029,1,8.0,8.0,9246.5,268.1485,29834.215,1691,2024
478243800,,107,0.041,1,8.0,8.0,6545.5,268.3655,29810.0911,1692,2024
478344130,최루백로,107,0.325,1,69.0,69.0,7122.5,2314.8125,29808.0298,1693,2024
571772627,올림픽로,104,0.141,5,101.0,20.2,24044.0,3390.204,29791.7175,1694,2024|2024|2024|2024|2024
571739992,올림픽로35길,104,0.156,1,69.0,69.0,14851.5,2316.834,29782.0215,1695,2024
571643431,백제고분로36길,104,0.136,2,16.0,8.0,3953.0,537.608,29761.4619,1696,2024|2024
572500644,불정로376번길,107,0.081,2,16.0,8.0,6645.0,538.245,29726.2399,1697,2024|2024
572355332,,107,0.448,1,69.0,69.0,5181.5,2321.312,29724.5696,1698,2024
571541100,,107,0.037,1,6.0,6.0,5456.0,201.872,29721.8039,1699,2024
572666273,순환로,107,0.254,2,138.0,69.0,18289.0,4645.406,29706.7684,1700,2024|2024
571558800,,107,0.176,5,33.0,6.6,6328.0,1113.728,29630.2149,1701,2024|2024|2024|2024|2024
572664041,위례대로2길,107,0.036,1,8.0,8.0,7504.0,270.144,29613.8356,1702,2024
571385267,병점노을로,107,0.032,1,8.0,8.0,8449.5,270.384,29587.5496,1703,2024
571556362,정자일로6번길,107,0.038,1,8.0,8.0,7118.5,270.503,29574.5334,1704,2024
478356143,상리3길,107,0.031,1,8.0,8.0,8730.0,270.63,29560.6548,1705,2024
477142340,조암남로,107,0.127,1,6.0,6.0,1599.0,203.073,29546.0253,1706,2024
572647077,복정로118번길,107,0.048,1,8.0,8.0,5642.0,270.816,29540.3521,1707,2024
571543421,,107,0.072,3,17.0,5.6667,7994.5,575.604,29534.1936,1708,2024|2024|2024
2023001825,광명로204번길,107,0.521,1,69.0,69.0,4485.0,2336.685,29529.0123,1709,2024
571726495,올림픽로35길,104,0.039,1,8.0,8.0,6949.0,271.011,29519.097,1710,2024
571743139,올림픽로,104,0.041,1,8.0,8.0,6618.0,271.338,29483.5224,1711,2024
572542227,황새울로360번길,107,0.349,5,101.0,20.2,9817.5,3426.3075,29477.7979,1712,2024|2024|2024|2024|2024
571668242,,104,0.033,1,8.0,8.0,8228.0,271.524,29463.3255,1713,2024
571774489,올림픽로35길,104,0.042,2,16.0,8.0,12946.5,543.753,29425.125,1714,2024|2024
477242520,장안로,107,0.068,1,8.0,8.0,4001.0,272.068,29404.4136,1715,2024
572648185,산성대로,107,0.052,1,8.0,8.0,5233.0,272.116,29399.2268,1716,2024
572666271,신이배재로,106,0.032,1,8.0,8.0,8504.0,272.128,29397.9304,1717,2024
572710328,마천로,104,0.277,2,77.0,38.5,9461.5,2620.8355,29379.9439,1718,2024|2024
571254758,동탄순환대로,107,0.315,7,56.0,8.0,6058.0,1908.27,29345.9521,1719,2024|2024|2024|2024|2024|2024|2024
572500978,야탑로65번길,107,0.109,3,24.0,8.0,7509.5,818.5355,29320.6587,1720,2024|2024|2024
571380255,,107,0.045,1,8.0,8.0,6064.0,272.88,29316.9159,1721,2024
571565758,금토로,107,0.332,1,69.0,69.0,7092.0,2354.544,29305.0374,1722,2024
571344655,병점1로,107,0.031,1,8.0,8.0,8809.5,273.0945,29293.8891,1723,2024
571374370,동탄신리천로,107,0.132,3,85.0,28.3333,22005.0,2904.66,29263.3217,1724,2024|2024|2024
571700305,올림픽로35나길,104,0.031,1,8.0,8.0,8838.0,273.978,29199.4248,1725,2024
571651719,,104,0.02,1,8.0,8.0,13715.5,274.31,29164.0844,1726,2024
572610218,송파대로,103,0.133,2,138.0,69.0,35595.0,4734.135,29149.9926,1727,2024|2024
571772766,백제고분로,104,0.023,1,8.0,8.0,11936.0,274.528,29140.9255,1728,2024
572655576,공원로,107,0.065,1,8.0,8.0,4224.0,274.56,29137.5291,1729,2024
476240858,효자각로,107,1.006,1,69.0,69.0,2355.0,2369.13,29124.6154,1730,2024
571565198,판교대장로,107,0.033,1,8.0,8.0,8328.0,274.824,29109.5392,1731,2024
571659628,둔촌대로,107,0.025,1,8.0,8.0,10993.0,274.825,29109.4333,1732,2024
477343052,역골로,107,0.049,1,6.0,6.0,4210.0,206.29,29085.2683,1733,2024
572554306,,107,0.038,1,8.0,8.0,7244.0,275.272,29062.164,1734,2024
571762374,,104,0.047,1,8.0,8.0,5874.0,276.078,28977.318,1735,2024
572761830,대청로,107,0.028,1,8.0,8.0,9863.0,276.164,28968.2942,1736,2024
572776827,,107,0.027,1,6.0,6.0,7675.5,207.2385,28952.1493,1737,2024
478244202,발안로,105,0.048,2,16.0,8.0,11516.0,552.768,28945.2356,1738,2024|2024
571359062,경기대로,105,0.025,1,8.0,8.0,11056.0,276.4,28943.5601,1739,2024
572610982,,107,0.474,3,83.0,27.6667,6052.0,2868.648,28933.4906,1740,2024|2024|2024
478243796,삼천병마로,103,0.034,1,8.0,8.0,8134.0,276.556,28927.2335,1741,2024
572550734,,107,0.046,1,8.0,8.0,6018.5,276.851,28896.41,1742,2024
571254756,동탄대로,107,0.031,2,16.0,8.0,17902.0,554.962,28830.8028,1743,2024|2024
571361106,동탄기흥로,106,0.032,1,8.0,8.0,8672.5,277.52,28826.7512,1744,2024
571347830,동탄공원로3길,107,0.055,1,8.0,8.0,5052.0,277.86,28791.4777,1745,2024
572672437,성남대로,103,0.026,2,16.0,8.0,21403.0,556.478,28752.2597,1746,2024|2024
571368918,동탄원천로,107,0.039,1,8.0,8.0,7141.5,278.5185,28723.4062,1747,2024
571606204,중대로,104,0.013,1,8.0,8.0,21430.5,278.5965,28715.3643,1748,2024
571255221,경기동로,105,0.021,2,9.0,4.5,14939.0,313.719,28688.0935,1749,2024|2024
572756097,덕풍서로,107,0.402,2,77.0,38.5,6683.0,2686.566,28661.1235,1750,2024|2024
571357326,동탄공원로2길,107,0.052,1,8.0,8.0,5369.5,279.214,28651.8584,1751,2024
572767039,신장동로45번길,107,0.331,3,76.0,25.3333,8014.5,2652.7995,28648.9801,1752,2024|2024|2024
571371255,동탄순환대로,107,0.039,2,16.0,8.0,14325.0,558.675,28639.1909,1753,2024|2024
572611147,시민로,107,0.28,1,69.0,69.0,8607.5,2410.1,28629.5174,1754,2024
571354548,10용사로,107,0.031,1,8.0,8.0,9021.5,279.6665,28605.4998,1755,2024
571543540,백현로,107,0.097,1,69.0,69.0,24906.0,2415.882,28560.9976,1756,2024
571347222,동탄공원로,107,0.048,2,16.0,8.0,11680.5,560.664,28537.5911,1757,2024|2024
571370875,,107,0.045,1,8.0,8.0,6234.0,280.53,28517.4491,1758,2024
572356344,,107,0.027,1,8.0,8.0,10394.0,280.638,28506.4745,1759,2024
478200409,발안만세길,107,0.037,1,8.0,8.0,7592.5,280.9225,28477.605,1760,2024
572768304,,107,0.05,2,16.0,8.0,11239.5,561.975,28471.0174,1761,2024|2024
571661062,산성대로,107,0.016,1,8.0,8.0,17566.5,281.064,28463.2682,1762,2024
572611124,둔촌대로,107,0.019,1,8.0,8.0,14794.0,281.086,28461.0404,1763,2024
572603041,제일로,107,0.032,2,16.0,8.0,17568.5,562.192,28460.0279,1764,2024|2024
572752997,초일로,107,0.036,1,8.0,8.0,7811.0,281.196,28449.9068,1765,2024
571709481,백제고분로41길,104,0.496,4,86.0,21.5,6094.5,3022.872,28449.7657,1766,2024|2024|2024|2024
571255279,,107,0.053,1,8.0,8.0,5310.5,281.4565,28423.5752,1767,2024
571545030,운중로,107,0.05,2,16.0,8.0,11259.0,562.95,28421.7071,1768,2024|2024
571554856,,107,0.033,1,8.0,8.0,8536.0,281.688,28400.2158,1769,2024
571362170,동탄기흥로231번길,107,0.066,1,8.0,8.0,4271.0,281.886,28380.2672,1770,2024
571255220,경기동로,105,0.027,1,8.0,8.0,10447.0,282.069,28361.8547,1771,2024
571772959,강동대로,104,0.022,1,8.0,8.0,12832.0,282.304,28338.2453,1772,2024
921370723,,107,0.142,3,24.0,8.0,5964.5,846.959,28336.6727,1773,2024|2024|2024
571715737,올림픽로,104,0.043,3,22.0,7.3333,18073.0,777.139,28308.964,1774,2024|2024|2024
571543543,백현로,107,0.11,1,69.0,69.0,22184.5,2440.295,28275.27,1775,2024
571349955,동탄지성로,107,0.174,2,77.0,38.5,15665.0,2725.71,28249.5203,1776,2024|2024
478242951,향남로,107,0.031,1,8.0,8.0,9144.0,283.464,28222.2787,1777,2024
571543471,,107,0.051,1,8.0,8.0,5563.5,283.7385,28194.9753,1778,2024
572765990,덕풍로,107,0.041,1,8.0,8.0,6926.0,283.966,28172.3868,1779,2024
572643757,수정로456번길,107,0.065,2,9.0,4.5,4918.5,319.7025,28151.1718,1780,2024|2024
478250146,상신하길로,107,0.062,1,8.0,8.0,4585.0,284.27,28142.2591,1781,2024
572648280,산성대로,107,0.124,7,117.0,16.7143,33545.5,4159.642,28127.4206,1782,2024|2024|2024|2024|2024|2024|2024
571774424,올림픽로,104,0.036,3,22.0,7.3333,21734.0,782.424,28117.7469,1783,2024|2024|2024
572672189,성남대로,103,0.098,1,69.0,69.0,25047.0,2454.606,28110.4177,1784,2024
571501180,,107,0.036,2,16.0,8.0,15822.0,569.592,28090.2822,1785,2024|2024
571603328,양재대로62길,104,0.104,2,16.0,8.0,5477.0,569.608,28089.4931,1786,2024|2024
571376560,동탄지성로,107,0.03,1,8.0,8.0,9497.0,284.91,28079.0425,1787,2024
572656092,수정로366번길,107,0.041,1,8.0,8.0,6953.0,285.073,28062.9874,1788,2024
478243206,향남로,107,0.028,1,8.0,8.0,10198.5,285.558,28015.3244,1789,2024
571372033,,107,0.018,1,1.0,1.0,1984.5,35.721,27994.737,1790,2024
478245494,발안로,105,0.217,1,69.0,69.0,11361.5,2465.4455,27986.8283,1791,2024
571704608,토성로,104,0.063,2,16.0,8.0,9075.5,571.7565,27983.9407,1792,2024|2024
572500679,장안로41번길,107,0.057,1,8.0,8.0,5016.0,285.912,27980.6374,1793,2024
571510307,탄천로,107,0.183,3,78.0,26.0,15240.5,2789.0115,27966.8979,1794,2024|2024|2024
571668255,,104,0.05,1,8.0,8.0,5723.0,286.15,27957.365,1795,2024
571500975,백현로,107,0.018,2,16.0,8.0,31810.0,572.58,27943.6935,1796,2024|2024
478359744,,107,0.321,1,69.0,69.0,7695.0,2470.095,27934.1483,1797,2024
476340921,사강시장길,107,0.147,1,8.0,8.0,1948.5,286.4295,27930.084,1798,2024
571343591,병점중앙로170번길,107,0.063,1,8.0,8.0,4549.0,286.587,27914.7344,1799,2024
571347813,동탄공원로2길,107,0.046,1,8.0,8.0,6246.0,287.316,27843.9071,1800,2024
571371149,동탄산척로2길,107,0.189,4,32.0,8.0,6086.0,1150.254,27819.9424,1801,2024|2024|2024|2024
571347883,동탄원천로,107,0.032,1,8.0,8.0,8997.0,287.904,27787.0401,1802,2024
571544821,안양판교로,105,0.205,3,146.0,48.6667,25651.0,5258.455,27764.8092,1803,2024|2024|2024
571244281,발안로,105,0.332,4,85.0,21.25,9224.5,3062.534,27754.7939,1804,2024|2024|2024|2024
572610469,송이로,104,0.464,7,171.0,24.4286,13284.0,6163.776,27742.7343,1805,2024|2024|2024|2024|2024|2024|2024
572655540,공원로,107,0.019,1,8.0,8.0,15181.0,288.439,27735.5004,1806,2024
571542430,,107,0.055,1,8.0,8.0,5245.0,288.475,27732.0392,1807,2024
572753527,서하남로,107,0.645,4,154.0,38.5,8622.0,5561.19,27691.9149,1808,2024|2024|2024|2024
477341031,남양시장로,103,0.108,1,6.0,6.0,2006.5,216.702,27687.7925,1809,2024
571551148,정자일로,107,0.047,1,8.0,8.0,6150.5,289.0735,27674.6225,1810,2024
572672325,둔촌대로,107,0.029,1,8.0,8.0,9969.0,289.101,27671.9901,1811,2024
478354395,서해로,103,0.092,1,69.0,69.0,27113.0,2494.396,27662.0072,1812,2024
571347729,노작로4길,107,0.065,1,8.0,8.0,4456.0,289.64,27620.4944,1813,2024
571554962,,107,0.05,1,8.0,8.0,5793.5,289.675,27617.1572,1814,2024
572757059,미사강변대로,107,0.196,2,138.0,69.0,25509.5,4999.862,27600.7618,1815,2024|2024
571342168,효행로,107,0.045,1,8.0,8.0,6447.0,290.115,27575.2719,1816,2024
572650531,성내천로,104,0.058,1,8.0,8.0,5006.5,290.377,27550.3914,1817,2024
572610790,희망로,107,0.261,2,77.0,38.5,10725.5,2799.3555,27506.3314,1818,2024|2024
477350528,,107,0.203,1,8.0,8.0,1436.5,291.6095,27433.9485,1819,2024
572778976,하남대로,103,0.022,1,8.0,8.0,13264.0,291.808,27415.2868,1820,2024
478240450,마당바위로,106,0.642,1,69.0,69.0,3923.0,2518.566,27396.5423,1821,2024
477352483,,107,0.25,1,8.0,8.0,1168.5,292.125,27385.537,1822,2024
572552638,,107,0.045,1,8.0,8.0,6492.0,292.14,27384.1309,1823,2024
572540615,분당로,107,0.029,1,8.0,8.0,10075.0,292.175,27380.8505,1824,2024
571346855,삼성1로4길,107,0.068,2,16.0,8.0,8598.5,584.698,27364.554,1825,2024|2024
571369850,동탄대로,107,0.085,2,14.0,7.0,6021.0,511.785,27355.2371,1826,2024|2024
571357144,10용사로,107,0.027,1,8.0,8.0,10832.0,292.464,27353.794,1827,2024
478341955,효행로,105,0.143,1,69.0,69.0,17645.0,2523.235,27345.8477,1828,2024
571555846,용인서울고속도로,108,0.022,1,8.0,8.0,13306.0,292.732,27328.7512,1829,2024
572710160,대성로,107,0.389,1,69.0,69.0,6492.0,2525.388,27322.5342,1830,2024
571540604,판교로,107,0.155,5,86.0,17.2,20308.5,3147.8175,27320.5165,1831,2024|2024|2024|2024|2024
477352168,남양로621번길,103,0.028,1,8.0,8.0,10464.0,292.992,27304.4998,1832,2024
571718959,잠실로,104,0.378,2,138.0,69.0,13374.0,5055.372,27297.6944,1833,2024|2024
571500417,정자일로198번길,107,0.085,2,16.0,8.0,6897.5,586.2875,27290.3652,1834,2024|2024
571500329,성남대로144번길,107,0.088,2,14.0,7.0,5831.0,513.128,27283.6407,1835,2024|2024
571345603,효행로,105,0.082,4,32.0,8.0,14307.5,1173.215,27275.4781,1836,2024|2024|2024|2024
572500759,성남대로779번길,107,0.028,1,6.0,6.0,7858.0,220.024,27269.7524,1837,2024
571347446,동탄중앙로,107,0.089,3,15.0,5.0,6181.0,550.109,27267.3234,1838,2024|2024|2024
572647242,,107,0.045,1,6.0,6.0,4890.0,220.05,27266.5303,1839,2024
572782074,하남대로784번길,107,0.038,1,8.0,8.0,7733.5,293.873,27222.6438,1840,2024
571355082,10용사로,107,0.167,2,75.0,37.5,16500.5,2755.5835,27217.4659,1841,2024|2024
571772744,올림픽로,104,0.034,2,16.0,8.0,17296.0,588.064,27207.9229,1842,2024|2024
571541437,,107,0.031,1,8.0,8.0,9501.0,294.531,27161.8268,1843,2024
572661492,둔촌대로,106,0.014,1,8.0,8.0,21071.5,295.001,27118.5521,1844,2024
571367450,동탄치동천로,107,0.02,1,8.0,8.0,14757.5,295.15,27104.8619,1845,2024
571500519,정자일로,107,0.062,2,16.0,8.0,9530.0,590.86,27079.1727,1846,2024|2024
476340658,송산포도로,106,2.35,1,69.0,69.0,1085.0,2549.75,27061.4766,1847,2024
571346974,10용사로,107,0.041,2,12.0,6.0,10829.0,443.989,27027.6966,1848,2024|2024
572666181,헌릉로,107,0.043,2,16.0,8.0,13777.0,592.411,27008.2763,1849,2024|2024
478351444,삼천병마로,103,0.129,4,86.0,21.5,24709.5,3187.5255,26980.1763,1850,2024|2024|2024|2024
572767880,,107,0.04,1,8.0,8.0,7416.0,296.64,26968.7163,1851,2024
572759348,하남대로,103,0.142,1,69.0,69.0,18038.5,2561.467,26937.6884,1852,2024
572645817,,107,0.039,1,8.0,8.0,7616.5,297.0435,26932.0823,1853,2024
572655274,여수울로29번길,107,0.044,1,8.0,8.0,6754.0,297.176,26920.0743,1854,2024
571669077,청계산로,107,0.021,1,8.0,8.0,14163.0,297.423,26897.7181,1855,2024
571355976,동탄지성로,107,0.411,5,160.0,32.0,14473.5,5948.6085,26897.0466,1856,2024|2024|2024|2024|2024
572782717,강동대로,104,0.055,1,69.0,69.0,46748.0,2571.14,26836.345,1857,2024
571656482,오금로36길,104,0.114,2,16.0,8.0,5233.0,596.562,26820.3473,1858,2024|2024
572648631,산성대로,107,0.024,1,8.0,8.0,12445.0,298.68,26784.5185,1859,2024
571343749,병점중앙로156번길,107,0.063,1,8.0,8.0,4745.5,298.9665,26758.8509,1860,2024
572654154,광명로,107,0.061,4,25.0,6.25,15326.5,934.9165,26740.356,1861,2024|2024|2024|2024
572500831,황새울로,107,0.077,3,24.0,8.0,11656.5,897.5505,26739.4425,1862,2024|2024|2024
571657488,중대로8길,104,0.093,3,24.0,8.0,9662.0,898.566,26709.2234,1863,2024|2024|2024
572541625,판교로,107,0.03,2,14.0,7.0,17475.0,524.25,26704.8164,1864,2024|2024
478353622,봉영로,107,0.034,1,8.0,8.0,8812.0,299.608,26701.5567,1865,2024
571548984,판교로,107,0.025,1,8.0,8.0,11986.0,299.65,26697.8141,1866,2024
571348619,,107,0.053,1,8.0,8.0,5661.0,300.033,26663.7337,1867,2024
571343610,병점중앙로170번길,107,0.13,3,15.0,5.0,4331.5,563.095,26638.4891,1868,2024|2024|2024
572646290,마지로,106,0.239,3,85.0,28.3333,13384.5,3198.8955,26571.6714,1869,2024|2024|2024
571365902,동탄대로,107,0.209,5,162.0,32.4,29172.0,6096.948,26570.6711,1870,2024|2024|2024|2024|2024
571371049,,107,0.04,1,6.0,6.0,5651.0,226.04,26543.9745,1871,2024
477244728,매바위로,107,0.534,1,69.0,69.0,4871.5,2601.381,26524.373,1872,2024
571552822,,107,0.054,1,8.0,8.0,5586.0,301.644,26521.3298,1873,2024
571718729,한가람로,104,0.096,3,17.0,5.6667,6682.0,641.472,26501.5464,1874,2024|2024|2024
478250598,상신하길로356번길,107,0.135,2,16.0,8.0,4477.5,604.4625,26469.7975,1875,2024|2024
572766322,미사강변한강로136번길,107,0.08,2,16.0,8.0,7558.5,604.68,26460.2765,1876,2024|2024
572748244,감북로,107,0.259,1,69.0,69.0,10076.0,2609.684,26439.9828,1877,2024
572650452,둔촌대로,107,0.117,7,42.0,6.0,13586.5,1589.6205,26421.4006,1878,2024|2024|2024|2024|2024|2024|2024
571362182,동탄기흥로247번길,107,0.061,1,8.0,8.0,4964.5,302.8345,26417.0694,1879,2024
571350751,경기대로1010번길,107,0.059,1,8.0,8.0,5138.0,303.142,26390.2725,1880,2024
572647396,산성대로,107,0.044,1,8.0,8.0,6892.0,303.248,26381.0479,1881,2024
478241435,,107,0.035,1,8.0,8.0,8669.0,303.415,26366.5277,1882,2024
571700586,올림픽로35길,104,0.046,1,8.0,8.0,6606.0,303.876,26326.5279,1883,2024
571345672,병점2로,107,0.116,3,22.0,7.3333,7210.0,836.36,26304.4622,1884,2024|2024|2024
571356044,,107,0.064,2,8.0,4.0,4760.0,304.64,26260.5042,1885,2024|2024
571358526,효행로,105,0.227,5,101.0,20.2,16946.0,3846.742,26255.9849,1886,2024|2024|2024|2024|2024
477142586,포승장안로,107,1.063,2,69.0,34.5,2474.0,2629.862,26237.1181,1887,2024|2024
571740888,잠실로,104,0.03,1,8.0,8.0,10174.0,305.22,26210.6022,1888,2024
571501272,구미로,107,0.032,1,8.0,8.0,9547.5,305.52,26184.8651,1889,2024
571360904,동탄지성로,107,0.027,2,9.0,4.5,12733.5,343.8045,26177.6678,1890,2024|2024
572783074,서하남로,107,0.048,1,69.0,69.0,54928.0,2636.544,26170.6234,1891,2024
571457684,탄천상로,107,0.042,1,8.0,8.0,7283.5,305.907,26151.7389,1892,2024
477350536,,107,0.098,1,8.0,8.0,3123.5,306.103,26134.9938,1893,2024
571359554,메타폴리스로,107,0.047,1,8.0,8.0,6516.0,306.252,26122.2784,1894,2024
572649739,,107,0.037,2,9.0,4.5,9313.5,344.5995,26117.2753,1895,2024|2024
572660452,위례순환로,104,0.049,2,16.0,8.0,12519.0,613.431,26082.8031,1896,2024|2024
571344664,병점1로,107,0.037,2,16.0,8.0,16588.0,613.756,26068.9916,1897,2024|2024
478255700,향남로,103,0.057,1,6.0,6.0,4038.0,230.166,26068.1421,1898,2024
572610258,새말로,104,0.373,3,78.0,26.0,8025.0,2993.325,26057.979,1899,2024|2024|2024
572643732,수정로,107,0.202,4,93.0,23.25,17686.0,3572.572,26031.6657,1900,2024|2024|2024|2024
571254875,동탄순환대로3길,107,0.065,1,6.0,6.0,3551.0,230.815,25994.8444,1901,2024
572769479,올림픽대로,108,0.065,2,16.0,8.0,9479.0,616.135,25968.3349,1902,2024|2024
572751758,마천로,104,0.033,1,8.0,8.0,9336.0,308.088,25966.6069,1903,2024
478240814,평2길,107,0.134,1,8.0,8.0,2300.0,308.2,25957.1707,1904,2024
572755170,,104,0.164,3,22.0,7.3333,5169.0,847.716,25952.0877,1905,2024|2024|2024
572647403,산성대로,107,0.012,1,8.0,8.0,25698.0,308.376,25942.3561,1906,2024
478240550,시청로,106,0.06,1,8.0,8.0,5140.0,308.4,25940.3372,1907,2024
477350828,시청로160번길,107,0.072,1,8.0,8.0,4288.0,308.736,25912.1061,1908,2024
571350243,기산로,107,0.053,1,8.0,8.0,5826.0,308.778,25908.5816,1909,2024
571382399,동탄대로19길,107,0.055,1,8.0,8.0,5633.5,309.8425,25819.5696,1910,2024
572647080,복정로118번길,107,0.046,1,8.0,8.0,6740.5,310.063,25801.2081,1911,2024
571347947,동탄하나1길,107,0.05,1,8.0,8.0,6202.5,310.125,25796.05,1912,2024
571254724,동탄대로,107,0.147,2,77.0,38.5,20331.5,2988.7305,25763.4471,1913,2024|2024
477246342,포승향남로,103,0.059,1,8.0,8.0,5267.0,310.753,25743.9188,1914,2024
478244026,행정중앙1로,107,0.061,1,8.0,8.0,5101.0,311.161,25710.1629,1915,2024
572766712,미사강변남로,107,0.234,4,93.0,23.25,15467.0,3619.278,25695.7327,1916,2024|2024|2024|2024
571350390,세남로,107,0.05,1,8.0,8.0,6237.5,311.875,25651.3026,1917,2024
477352200,시청로32번길,107,0.09,1,8.0,8.0,3468.0,312.12,25631.1675,1918,2024
571704811,올림픽로,104,0.191,4,93.0,23.25,19013.0,3631.483,25609.3723,1919,2024|2024|2024|2024
477350830,남양성지로,107,0.035,1,8.0,8.0,8946.5,313.1275,25548.6982,1920,2024
571681888,중대로,104,0.041,3,24.0,8.0,22951.0,940.991,25505.0261,1921,2024|2024|2024
571382308,동탄순환대로27길,107,0.043,1,6.0,6.0,5471.0,235.253,25504.4569,1922,2024
571772171,올림픽로,104,0.066,1,8.0,8.0,4756.0,313.896,25486.1483,1923,2024
571739054,,104,0.038,1,8.0,8.0,8261.0,313.918,25484.3622,1924,2024
572648009,사기막골로,107,0.036,1,8.0,8.0,8728.0,314.208,25460.8412,1925,2024
