install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
413,다사664453,85.0,3,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,58.65,26.35,13.175,531,97.0
414,다사684438,85.0,3,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,58.65,26.35,13.175,373,110.8
415,다사626132,99.0,5,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,46.45,52.55,13.1375,359,112.51
416,다사614110,105.0,7,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,52.67,52.33,13.0825,353,113.9
417,다사640067,87.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,48.02,38.98,12.9933,569,94.87
418,다사662312,117.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,52.15,64.85,12.97,314,126.23
419,다사677450,71.0,3,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,45.26,25.74,12.87,705,88.28
420,다사660303,127.0,10,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,49.82,77.18,12.8633,285,137.2
421,다사616120,119.0,9,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,54.92,64.08,12.816,294,131.63
422,다사682404,99.0,6,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,47.97,51.03,12.7575,415,105.83
423,다사679382,78.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,446,102.29
424,다사671384,78.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,481,100.22
425,다사699393,78.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,823,84.89
426,다사688380,78.0,4,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,769,86.3
427,다사672371,109.0,6,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,58.09,50.91,12.7275,239,155.27
428,다사663420,118.0,8,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,54.45,63.55,12.71,305,128.61
429,다사585124,118.0,8,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,54.45,63.55,12.71,260,146.8
430,다사699372,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,422,105.3
431,다사655464,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,626,91.73
432,다사676455,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,654,90.79
433,다사664481,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,685,89.09
434,다사719519,85.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,644,91.03
435,다사745499,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,525,97.43
436,다사728497,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,550,95.62
437,다사732522,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,657,90.69
438,다사514136,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,617,92.05
439,다사487037,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,574,94.54
440,다사620114,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,495,99.09
441,다바476988,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,607,92.39
442,다사650085,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,668,89.85
443,다사622107,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,596,93.09
444,다사511134,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,582,94.09
445,다사597127,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,593,93.38
446,다사401112,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,567,94.91
447,다사593128,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,450,102.11
448,다사583113,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,659,90.45
449,다사641106,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,620,91.94
450,다사658459,110.0,9,0,1,3,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt,34.45,72.1,37.9,12.6333,296,131.34
451,다사663371,117.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,53.99,63.01,12.602,315,126.2
452,다사644464,117.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,53.99,63.01,12.602,299,130.45
453,다사678306,101.0,5,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,50.66,50.34,12.585,346,115.22
454,다사661473,101.0,5,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,50.66,50.34,12.585,383,109.74
455,다사727497,101.0,5,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,50.66,50.34,12.585,356,112.94
456,다사657334,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,846,84.33
457,다사671328,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,878,83.48
458,다사653268,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,699,88.54
459,다사659310,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,752,86.59
460,다사683342,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,647,91.01
461,다사687380,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,710,88.07
462,다사678386,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,576,94.53
463,다사704390,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,521,97.57
464,다사698381,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,547,95.81
465,다사674464,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,837,84.53
466,다바421970,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,952,81.97
467,다사651076,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,740,86.83
468,다사474039,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,326,120.29
469,다사446140,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,920,82.56
470,다사728516,109.0,7,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,46.47,62.53,12.506,331,119.18
471,다사667301,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,1001,79.97
472,다사679310,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,1193,75.92
473,다사679387,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,719,87.76
474,다사660462,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,988,80.32
475,다사657459,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,808,85.21
476,다사759483,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,1215,75.59
477,다사674381,76.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,38.76,37.24,12.4133,470,100.89
478,다사672453,83.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,45.82,37.18,12.3933,442,102.67
479,다사663446,117.0,7,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,67.49,49.51,12.3775,313,126.41
480,다사703386,93.0,4,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,43.64,49.36,12.34,352,114.01
481,다사480036,93.0,4,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,43.64,49.36,12.34,485,99.92
482,다사704372,77.0,2,0,1,2,crosswalk_cnt | speedbump_cnt,32.0,52.36,24.64,12.32,560,95.15
483,다사643446,75.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,38.25,36.75,12.25,811,85.19
484,다사675304,93.0,4,0,1,3,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt,39.44,56.32,36.68,12.2267,401,107.61
485,다사652462,102.0,7,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,53.49,48.51,12.1275,325,120.65
486,다사660476,78.0,3,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.82,24.18,12.09,660,90.44
487,다사643447,78.0,3,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.82,24.18,12.09,575,94.53
488,다사602147,93.0,4,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,45.06,47.94,11.985,479,100.39
489,다사644337,118.0,8,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,46.29,71.71,11.9517,295,131.34
490,다사645449,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,673,89.68
491,다사649454,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,904,82.96
492,다사666434,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,482,100.14
493,다사631453,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,578,94.5
494,다사665454,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,627,91.71
495,다사747502,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,982,80.86
496,다사742491,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,723,87.44
497,다사671370,102.0,6,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,54.36,47.64,11.91,275,141.4
498,다사679417,110.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,50.76,59.24,11.848,319,123.31
499,다사469033,110.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,50.76,59.24,11.848,338,117.52
500,다사666440,95.0,6,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,47.65,47.35,11.8375,404,107.22
501,다사686444,79.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.61,35.39,11.7967,467,101.28
502,다사687443,79.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.61,35.39,11.7967,449,102.16
503,다사673381,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,49.85,35.15,11.7167,372,110.83
504,다사659458,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,49.85,35.15,11.7167,419,105.44
505,다사722500,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,49.85,35.15,11.7167,571,94.79
506,다사672447,78.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.06,34.94,11.6467,887,83.35
507,다사537131,78.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.06,34.94,11.6467,785,85.69
508,다사658119,78.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.06,34.94,11.6467,810,85.2
509,다사662444,75.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,51.75,23.25,11.625,669,89.83
510,다사485036,101.0,5,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,43.06,57.94,11.588,364,111.66
511,다사669412,93.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,46.65,46.35,11.5875,316,125.52
512,다사616147,93.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,46.65,46.35,11.5875,429,104.46
513,다사614126,93.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,46.65,46.35,11.5875,505,98.42
514,다사650290,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,841,84.43
515,다사701395,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,484,100.1
516,다사657468,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,801,85.26
517,다사652473,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,806,85.23
518,다사669419,77.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,745,86.72
519,다사685425,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,874,83.55
520,다사658442,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,899,83.08
521,다사745488,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,483,100.1
522,다사727501,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,833,84.64
523,다사393124,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,358,112.65
524,다사630118,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,933,82.32
525,다사636082,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,831,84.72
526,다사414139,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,869,83.58
527,다사656085,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,840,84.44
528,다사648075,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,891,83.27
529,다사549120,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,813,85.13
530,다사534132,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,708,88.16
531,다바392983,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,879,83.45
532,다사407109,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,847,84.27
533,다사323129,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,795,85.39
534,다사674452,92.0,5,0,1,3,cctv_cam_cnt | cctv_cnt | child_zone_cnt,37.3,57.68,34.32,11.44,490,99.53
535,다사679345,70.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.7,34.3,11.4333,1261,74.83
536,다사589133,70.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.7,34.3,11.4333,1052,78.08
537,다사650338,103.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,45.91,57.09,11.418,343,115.91
538,다사690381,88.0,6,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,42.64,45.36,11.34,370,110.95
539,다사537129,91.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,45.65,45.35,11.3375,465,101.47
540,다사655326,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,360,112.29
541,다사620303,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,655,90.76
542,다사677384,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,395,108.3
543,다사690394,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,623,91.81
544,다사630456,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,478,100.39
545,다사649453,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,519,97.65
546,다사532094,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,597,93.03
547,다사647320,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1107,77.15
548,다사662316,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1369,73.61
549,다사665329,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,924,82.48
550,다사654327,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,756,86.56
551,다사679349,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,876,83.5
552,다사660290,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,999,79.98
553,다사642333,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1442,72.54
554,다사665268,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,937,82.3
555,다사674378,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,679,89.22
556,다사697401,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,702,88.32
557,다사673380,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,944,82.15
558,다사647362,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1110,77.09
559,다사698383,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,895,83.11
560,다사683365,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,649,90.97
561,다사707401,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,630,91.59
562,다사509162,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1155,76.54
563,다사634103,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1188,76.0
564,다사603116,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1237,75.27
565,다사408104,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1350,73.89
566,다사512037,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1115,77.04
567,다사384073,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1122,76.96
568,다사622119,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1148,76.64
569,다사671116,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1441,72.54
570,다사370100,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1182,76.1
571,다사677312,101.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,45.02,55.98,11.196,371,110.87
572,다사669423,89.0,7,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,44.64,44.36,11.09,423,105.25
573,다사686440,93.0,4,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,48.77,44.23,11.0575,433,103.95
574,다사621118,93.0,4,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,48.77,44.23,11.0575,379,109.97
575,다사431144,109.0,6,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,42.76,66.24,11.04,333,118.87
576,다사675375,138.0,2,0,2,1,bus_stop_cnt,8.0,126.96,11.04,11.04,165,180.33
577,다사600123,77.0,2,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,43.89,33.11,11.0367,614,92.16
578,다사654278,83.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,38.94,44.06,11.015,554,95.39
579,다사683381,83.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,38.94,44.06,11.015,448,102.16
580,다사728505,102.0,6,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,47.07,54.93,10.986,339,117.19
581,다사557112,102.0,6,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,47.07,54.93,10.986,366,111.4
582,다사626465,99.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,44.13,54.87,10.974,399,107.86
583,다사654311,108.0,7,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,42.36,65.64,10.94,328,120.08
584,다사673463,73.0,10,0,0,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,40.3,32.7,10.9,751,86.61
585,다사693381,101.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,46.61,54.39,10.878,297,130.95
586,다사661081,101.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,46.61,54.39,10.878,388,109.13
587,다사670427,70.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,48.3,21.7,10.85,925,82.48
588,다사637454,86.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,43.14,42.86,10.715,424,104.94
589,다사693384,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,1200,75.77
590,다사696392,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,893,83.22
591,다사669369,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,721,87.56
592,다사663483,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,850,84.25
593,다사663443,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,686,89.07
594,다사660449,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,875,83.52
595,다사662441,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,753,86.58
596,다사659481,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,1016,79.51
597,다사735491,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,692,88.91
598,다사735486,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,722,87.48
599,다사669346,93.0,4,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,39.65,53.35,10.67,341,116.86
600,다사659464,93.0,4,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,39.65,53.35,10.67,443,102.53
601,다사674317,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,882,83.39
602,다사664306,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,646,91.02
603,다사690415,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,743,86.79
604,다사677380,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,45.16,31.84,10.6133,523,97.5
