﻿bis_id,stn_nm,lon,lat,grid_gid,link_id
GGB233000543,불이원.묘희원,126.8545833,37.2058333,다사427120,477346100
GGB233000544,불이원.묘희원,126.85465,37.2056833,다사427120,477344214
GGB233000545,구장1리,126.8991167,37.1555667,다사466064,478241356
GGB233000546,수목원,126.8992,37.1479833,다사466056,478241740
GGB233000547,노하3리.장나루,126.8495667,37.1550833,다사422064,477245834
GGB233000548,상기1리세거리,126.9309167,37.2030333,다사494117,478343239
GGB233000549,상기1리호현리,126.9277,37.2028167,다사492117,478343239
GGB233000550,상기1리즘곰마을,126.9244167,37.2005833,다사489114,478343239
GGB233000551,상기2리입구,126.9191,37.1994,다사484113,478343239
GGB233000552,상기2리,126.916,37.1981,다사481111,478352580
GGB233000553,기천저수지,126.90095,37.1936833,다사468107,478345134
GGB233000554,청요리,126.8971167,37.1995,다사464113,478347322
GGB233000555,청요사거리,126.88055,37.1982,다사450112,478340991
GGB233000556,북양2리,126.8361167,37.2178333,다사410134,477348904
GGB233000557,북양교차로,126.8559833,37.2111833,다사428126,477346435
GGB233000558,자안리,126.87625,37.1980667,다사446112,478354112
GGB233000559,청요사거리,126.8796,37.1978833,다사449111,478351072
GGB233000560,청요3리,126.8860833,37.2007833,다사455115,478343349
GGB233000561,청요1리,126.8974333,37.19955,다사465113,478347322
GGB233000562,초당골앞,126.91065,37.1981167,다사476111,478345134
GGB233000563,상기2리입구,126.9192333,37.1994833,다사484113,478343239
GGB233000564,호현리.상기1리,126.9276,37.2028667,다사492117,478343239
GGB233000565,수기리,126.97985,37.1998333,다사538113,478342515
GGB233000566,아랫말.수기리,126.9780833,37.1991167,다사536112,478342515
GGB233000567,수원신학교,126.9642833,37.2030333,다사524117,478345932
GGB233000569,한백고등학교,127.11415,37.20775,다사657121,571367146
GGB233000570,봉담한신아파트,126.9501167,37.2180667,다사512133,478353718
GGB233000571,정현초.청림중,127.113,37.1726,다사656082,571371134
GGB233000572,수원신학교,126.9644167,37.2030333,다사524117,478345932
GGB233000573,수기리아랫말,126.9782,37.1993667,다사536113,478342515
GGB233000574,흥법사입구,126.98035,37.20005,다사538113,478342515
GGB233000575,수원대학교,126.9797667,37.2138333,다사538129,478340936
GGB233000576,수원대학교,126.97915,37.2141667,다사537129,478340936
GGB233000577,대양3리입구,126.9299333,37.08855,다바493990,478242373
GGB233000578,대양3리입구,126.92995,37.08845,다바493990,478242373
GGB233000579,동양콘크리트입구,126.9325167,37.0888167,다바495990,478242373
GGB233000580,신한바이오캠,126.9379,37.0885167,다바500990,478242373
GGB233000581,안녕농협삼거리,127.0147167,37.2051833,다사569119,571343780
GGB233000582,남수원현대아파트,127.0106,37.2071,다사565121,571342336
GGB233000583,우남블루존.원광병원,127.0092,37.2096667,다사564124,571352750
GGB233000584,용주사,127.0052,37.21055,다사560125,571377651
GGB233000586,신일해피트리2차아파트,126.97845,37.2166333,다사537132,478362108
GGB233000587,북촌말입구,126.9767,37.21955,다사535135,478345864
GGB233000588,봉담이마트,126.9736,37.2225333,다사532138,478350970
GGB233000589,SK매직.우림그린빌리지,126.97205,37.2247833,다사531141,478342704
GGB233000590,신일우남아파트,126.9716167,37.2266,다사531143,478341195
GGB233000591,화성시민캠퍼스,126.97035,37.2291167,다사530146,478342240
GGB233000593,수영오거리.방송통신대입구,126.9625167,37.2375167,다사523155,478342123
GGB233000594,광도와이드빌,126.9718833,37.2265833,다사531143,478341195
GGB233000595,우림그린빌리지,126.9724333,37.22455,다사531140,478342704
GGB233000596,신일해피트리1차,126.9739333,37.2224667,다사533138,478350970
GGB233000597,화성의과학대학교입구,126.8385167,37.2045,다사413119,477350948
GGB233000598,북촌말앞,126.9765333,37.2200667,다사535135,478345864
GGB233000599,홍익대.홍익디자인고,126.9784833,37.2170667,다사537132,478362108
GGB233000601,용주사,127.0043167,37.2105333,다사560125,571377650
GGB233000602,우남블루존.원광병원,127.0092333,37.2098333,다사564124,571352750
GGB233000603,남수원현대아파트,127.0105167,37.2076667,다사565122,571352750
GGB233001660,상봉초등학교,126.9537167,37.21825,다사515134,478343849
GGB233001661,봉담중.고등학교,126.9538667,37.2193333,다사515135,478351056
GGB233001662,병점고등학교,127.0430833,37.2051167,다사594119,571345693
GGB233001663,병점고등학교,127.0433667,37.20515,다사594119,571345693
GGB233001664,리체더포레스트,127.0494667,37.2089333,다사600123,571349680
GGB233001665,리체더포레스트,127.0501,37.20895,다사600123,571349683
GGB233001666,모아미래도2단지,127.0512833,37.2086667,다사601123,571349683
GGB233001667,자연앤아너스빌.한마음초교,127.0547333,37.20825,다사604122,571349689
GGB233001668,모아미래도1단지,127.0586167,37.2069167,다사608121,571349822
GGB233001669,모아미래도1단지,127.0587,37.2070833,다사608121,571349822
GGB233001670,백리앞,126.96075,37.1647833,다사521074,478242176
GGB233001671,백리앞,126.9607833,37.1647,다사521074,478242176
GGB233001672,미즈파크병원,127.0602333,37.20945,다사609123,571349955
GGB233001673,미즈파크병원,127.0604667,37.2096333,다사609124,571349955
GGB233001674,센트럴파크,127.0638167,37.2078,다사612121,571347240
GGB233001675,센트럴파크,127.0639333,37.2080667,다사613122,571347240
GGB233001676,금호어울림,127.0664833,37.20655,다사615120,571347463
GGB233001677,한화꿈에그린아파트,127.06655,37.2068167,다사615120,571347463
GGB233001678,메타폴리스,127.0707333,37.2053667,다사619119,571347470
GGB233001679,동탄1동행정복지센터.헌혈의집,127.0725667,37.20665,다사620120,571348003
GGB233001680,예당마을,127.0746167,37.20755,다사622121,571350177
GGB233001681,신일유토빌정문,127.07505,37.20915,다사622123,571351407
GGB233001682,예당예원초,127.0776667,37.2105667,다사625125,571351407
GGB233001683,전하리교회.우미제일,127.0792833,37.21315,다사626127,571349516
GGB233001684,늘푸른식당,126.8721667,37.1994,다사442113,477341089
GGB233001685,주공5단지,127.04775,37.2099833,다사598124,571344739
GGB233001686,에듀포레,127.0445667,37.2084167,다사595122,571345673
GGB233001687,구포리입구,126.87155,37.2542667,다사442174,477450232
GGB233001688,유진레미콘,126.9563667,37.1391667,다사517046,928256156
GGB233001689,신일해피트리아파트,127.053,37.2001167,다사603113,921348131
GGB233001690,두산신일아파트,127.0542667,37.2015667,다사604115,571349737
GGB233001691,두산신일아파트,127.0543667,37.2014167,다사604114,571349737
GGB233001692,모아포스코아파트,127.05795,37.2016333,다사607115,571349951
GGB233001693,모아포스코아파트,127.0577333,37.2015,다사607115,571349951
GGB233001694,수리재,126.9348333,37.1133833,다사497017,928241670
GGB233001695,호수부영1차,127.1185667,37.1700333,다사661079,571254805
GGB233001696,호수부영1차,127.119,37.1699167,다사661079,571254805
GGB233001697,센트럴포레스트정문,127.06575,37.1971167,다사614110,571348120
GGB233001698,센트럴포레스트정문,127.06605,37.1972,다사614110,571348120
GGB233001699,호수부영6차.호수공원행복주택,127.11705,37.1674,다사660076,571255496
GGB233001700,육탄10용사기념공원,127.0673333,37.1926833,다사616105,571348100
GGB233001701,육탄10용사기념공원,127.0675167,37.1930333,다사616105,571348100
GGB233001702,새강주공휴먼시아,127.0705167,37.1917167,다사618104,571349366
GGB233001703,한화꿈에그린,127.0716667,37.1919333,다사619104,571358213
GGB233001704,관항2리,126.9795333,37.1769167,다사537088,478345840
GGB233001706,월드반도,127.0804167,37.1931,다사627105,571347444
GGB233001707,솔빛동탄경남아너스빌,127.0745667,37.1992333,다사622112,571347044
GGB233001709,봉담초,126.94525,37.2237167,다사507140,478356582
GGB233001710,호수공원행복주택.호수부영6차,127.1173667,37.1671333,다사660076,571255496
GGB233001711,백토리상공회의소,126.9304,37.1305333,다사494036,478258873
GGB233001712,중흥에듀포레.에듀시티,126.94185,37.2317167,다사504149,478356631
GGB233001713,나루마을.한화꿈에그린2차,127.07455,37.1913167,다사622103,571351179
GGB233001714,신도브레뉴아파트,127.07385,37.1920333,다사621104,571355992
GGB233001715,능동주공단지,127.0625,37.2134667,다사611128,571364684
GGB233001716,능동주공단지,127.0624,37.2130167,다사611127,571364684
GGB233001717,능동마을입구,127.0579333,37.2175667,다사607132,571347873
GGB233001718,능동마을입구,127.0581333,37.21685,다사607132,571359024
GGB233001719,대우푸르지오.예당고등학교,127.0793,37.20895,다사626123,571347708
GGB233001720,동탄보건지소.우체국,127.07605,37.2071,다사623121,571348801
GGB233001721,우림필유,127.0595833,37.2008333,다사609114,571346881
GGB233001722,동탄고.동탄청소년문화의집,127.0594667,37.2038,다사609117,571347246
GGB233001723,동탄고등학교,127.0591667,37.2039333,다사608117,571347246
GGB233001724,능동중학교,127.06,37.2112667,다사609125,571349418
GGB233001725,능동중학교,127.0597167,37.2111833,다사609125,571349418
GGB233001726,능동초등학교,127.0580333,37.2128333,다사607127,571347267
GGB233001727,능동초등학교,127.0574,37.21295,다사607127,571348946
GGB233001728,이지더원.밀알교회,127.05595,37.21425,다사606129,571348944
GGB233001729,이지더원.밀알교회,127.05565,37.21425,다사605129,571348944
GGB233001730,상록예가,127.0570667,37.21545,다사607130,571348310
GGB233001731,상록예가.동탄1호어린이공원,127.0572167,37.2158667,다사607130,571348310
GGB233001732,쌍용상록아파트,127.0554833,37.2167,다사605131,571367866
GGB233001733,서해그랑블아파트,127.0702667,37.1988,다사618111,571364558
GGB233001734,복합문화센터,127.0711,37.2011167,다사619114,571349290
GGB233001735,동탄보건지소.우체국,127.0765667,37.2071,다사624121,571348801
GGB233001736,대우푸르지오.예당고등학교,127.07895,37.2085,다사626122,571347708
GGB233001737,전곡산업단지,126.6720833,37.1854667,다사265099,476345706
GGB233002969,우림주공아파트,126.9018167,37.12975,다사468036,478248664
GGB233002970,화성시보건소앞,126.9048,37.1296,다사471036,478241029
GGB233002971,화성시보건소앞,126.9048833,37.1297833,다사471036,478241029
GGB233002972,한국폴리텍대학,126.8876833,37.1297667,다사456036,478240954
GGB233002973,봉담2.LH2단지,126.9447167,37.2218333,다사507138,478354436
GGB233002974,주공7단지,126.9243667,37.1331667,다사488039,478243738
GGB233002980,(임시)동탄파크릭스,127.1416833,37.1912,다사681103,572355353
GGB233002981,(임시)행복주택,127.1415167,37.1881833,다사681099,572355353
GGB233002984,화성그린환경센터,126.9362,37.1507667,다사499059,478246646
GGB233002986,괘랑리,126.98075,37.1713833,다사539081,478341696
GGB233002987,괘랑리,126.9807,37.1721,다사538082,478341696
GGB233002988,마하리입구,126.9429667,37.17665,다사505087,478345588
GGB233002989,마하리입구,126.9429333,37.1767333,다사505088,478345588
GGB233002991,상신5리.문화마을,126.88555,37.0955833,다바453998,478243188
GGB233002992,소망슈퍼,126.8869667,37.0947,다바455997,478243188
GGB233002993,구문천4리입구,126.8912333,37.08995,다바458992,478245730
GGB233002994,구문천4리입구,126.8912667,37.09005,다바459992,478245730
GGB233002995,구문천4리종점,126.8962333,37.0883167,다바463990,478149008
GGB233002997,하길4리종점,126.9202333,37.0850333,다바484986,478141322
GGB233002998,정미소앞,126.8940333,37.10535,다사461009,478253914
GGB233002999,신리주유소앞,126.9763167,37.1628167,다사535072,478242453
GGB233003000,상신3리.검정골,126.90275,37.0989167,다사469001,478246920
GGB233003002,지화2리,126.67665,37.21165,다사269128,476341618
GGB233003004,신남3통.은강교,126.8089,37.1752667,다사386087,477341760
GGB233003005,신남3통.은강교,126.8089,37.17535,다사386087,477341760
GGB233003006,마도파출소,126.7743667,37.2056667,다사356121,477341140
GGB233003007,매송면복지센터후문,126.9091833,37.2514667,다사476171,478347880
GGB233003008,매송면복지센터후문,126.9091167,37.2514,다사475171,478347880
GGB233003009,매송농협창고,126.9073833,37.2521167,다사474171,478340228
GGB233003010,숙곡리삼거리,126.9045667,37.2532667,다사471173,478463130
GGB233003011,숙곡리삼거리,126.9040167,37.25305,다사471172,478300506
GGB233003012,송라리,126.9088833,37.2819167,다사475204,478445996
GGB233003013,송라2리낚시터,126.9047333,37.2843167,다사472207,478445994
GGB233003014,송라리,126.8943,37.2809333,다사463203,478441788
GGB233003015,원리다세대주택,126.8904667,37.2795333,다사459202,478442446
GGB233003016,원리마을회관,126.8874667,37.2787333,다사456201,478446146
GGB233003017,야목3리.당골마을,126.87775,37.2666833,다사448188,478466909
GGB233003018,야목3리.당골마을,126.87765,37.2666667,다사448188,478466909
GGB233003019,야목1리,126.8925833,37.2572333,다사461177,478454628
GGB233003020,수원대입구,126.9778833,37.2143833,다사536129,478343150
GGB233003021,수원대입구,126.9779833,37.2142833,다사536129,478343150
GGB233003022,쌍용아파트,126.9517667,37.2421167,다사513160,478344113
GGB233003023,남양뉴타운9단지,126.83505,37.2093833,다사409124,477351240
GGB233003024,남양뉴타운9단지,126.8344167,37.20955,다사409125,477352386
GGB233003025,상안리,126.7002833,37.1718167,다사290084,476300178
GGB233003026,서해랑케이블카.제부초소,126.631,37.1747167,다사228087,476344876
GGB233003027,통나무횟집,126.62575,37.1754,다사223088,476344876
GGB233003028,선착장,126.6220167,37.1768833,다사220090,475311645
GGB233003029,해안산책로,126.6180167,37.1726167,다사217085,475313538
GGB233003030,그린팬션,126.6187667,37.1669667,다사217079,475200064
GGB233003031,제부랜드놀이동산,126.6191167,37.1646833,다사217076,475200076
GGB233003032,동미산입구,126.6192833,37.1635667,다사218075,475200026
GGB233003033,갯벌민박앞,126.6252333,37.1657833,다사223078,475200116
GGB233003034,캠핑장입구,126.6283,37.1692833,다사226081,476240027
GGB233003035,하와이앞,126.6294333,37.1723,다사227085,476240027
GGB233003036,제부마을입구,126.6267833,37.1672333,다사224079,476242080
GGB233003037,서해랑케이블카.제부초소,126.6313667,37.1744333,다사228087,476340297
GGB233003038,쟁이골,126.68965,37.1815333,다사280095,476341326
GGB233003039,한맥중공업,126.69665,37.15035,다사286060,476241164
GGB233003042,백미리사랑방,126.6830167,37.1432667,다사274052,2024002422
GGB233003043,한맥중공업,126.6967833,37.1502833,다사286060,476241164
GGB233003044,베라체.목동초,127.1245167,37.1902167,다사666102,572350169
GGB233003045,신리입구,127.1243167,37.18075,다사666091,572350101
GGB233003046,금강펜테리움2차,127.1148833,37.17685,다사658087,571370704
GGB233003047,금강펜테리움2차,127.11475,37.1767,다사658087,571370704
GGB233003048,반도유보라,127.1049667,37.1812333,다사649092,571370878
GGB233003049,반도유보라,127.1052167,37.1813,다사649092,571370878
GGB233003050,신리입구,127.1245333,37.1807333,다사666091,572350101
GGB233003051,향남시외터미널,126.9220667,37.1330167,다사486039,478242793
GGB233003052,향남시외터미널,126.9220667,37.13295,다사486039,478242793
GGB233003053,능동지성로사거리,127.0548,37.2125333,다사604127,571353992
GGB233003054,제부도교차로,126.6580167,37.1729167,다사252085,476344514
GGB233003056,제부도교차로,126.6578833,37.1728,다사252085,476344514
GGB233003057,능동양우내안에아파트,127.0518667,37.20155,다사602115,571377487
GGB233003058,능동양우내안에아파트,127.0519167,37.20135,다사602114,571377487
GGB233003069,시2리,126.8023667,37.2423333,다사381161,477340106
GGB233003070,시2리,126.8022,37.2422333,다사381161,477340106
GGB233000604,안녕농협삼거리,127.01425,37.2052833,다사568119,571342336
GGB233000605,관항2리,126.9792,37.1770167,다사537088,478345840
GGB233000606,보통2리,126.9799333,37.1909833,다사538103,478341429
GGB233000607,남산공단입구,126.9840333,37.19885,다사542112,478353628
GGB233000608,그린피아호텔,126.9827,37.2035167,다사540117,478310093
GGB233000609,그린피아호텔,126.9828667,37.2035167,다사541117,478310093
GGB233000610,남산공단입구,126.98435,37.1988333,다사542112,478353628
GGB233000611,보통2리,126.9793833,37.1903667,다사537103,478341429
GGB233000612,문학1리,126.9632167,37.1525667,다사523061,478246088
GGB233000613,외골,126.96865,37.1538333,다사528062,478241725
GGB233000614,양노리입구,126.8579,37.2157667,다사430131,477346415
GGB233000615,양노리입구,126.8577,37.2156167,다사430131,477346415
GGB233000616,대양1리.포도원,126.9373667,37.1007167,다사500003,478245104
GGB233000617,향남주공2단지,126.9172667,37.1169833,다사482021,478250872
GGB233000618,방축리,126.9186667,37.1200333,다사483025,478250876
GGB233000620,대양1리.포도원,126.9374667,37.1008833,다사500003,478245104
GGB233000621,한미공조앞,126.9560167,37.1177,다사516022,478246308
GGB233000622,백토1리,126.9502667,37.1165667,다사511021,478246308
GGB233000623,백토리사거리,126.9438167,37.1176,다사505022,478242934
GGB233000624,향남초등학교,126.9424833,37.1186833,다사504023,478242934
GGB233000625,백토1리,126.9438667,37.1177,다사505022,478242934
GGB233000626,백토1리,126.95015,37.1166833,다사511021,478246308
GGB233000627,송곡리,126.9671167,37.1286667,다사526034,478241907
GGB233000628,동오리,126.9593833,37.1308167,다사519037,478241907
GGB233000629,동오사거리,126.9509333,37.1308,다사512037,478255247
GGB233000630,관리입구,126.94755,37.1316,다사509037,478244542
GGB233000631,봉담초,126.9453167,37.22395,다사507140,478356582
GGB233000632,발안초등학교,126.9121667,37.1310333,다사477037,478245094
GGB233000633,향남읍행정복지센터,126.9191167,37.13175,다사484038,478242783
GGB233000634,관리입구,126.9476833,37.1318,다사509038,478244542
GGB233000635,동오사거리,126.95155,37.1311333,다사512037,478200341
GGB233000636,용수리,126.9999667,37.1687333,다사556078,571252430
GGB233000637,용수리,126.9999333,37.1688833,다사556079,478300456
GGB233000638,양노공단,126.8587333,37.22095,다사431137,477341614
GGB233000639,양노공단,126.8585333,37.2208,다사430137,477341614
GGB233000640,진안동,127.0405333,37.2133,다사592128,571343595
GGB233000641,병점화남아파트,127.03755,37.2119667,다사589126,571344772
GGB233000642,동문아파트,127.0222333,37.2053667,다사576119,571364460
GGB233000643,송산동입구,127.0172,37.2055667,다사571119,571361348
GGB233000644,북촌말입구,127.0136,37.2026833,다사568116,571340653
GGB233000645,신한미지엔아파트앞,127.0086,37.1999167,다사563113,571370616
GGB233000646,돌고지,127.0057167,37.19415,다사561107,571356140
GGB233000647,뱅뱅이,127.006,37.1880667,다사561100,571370477
GGB233000648,앞말,127.0020333,37.18375,다사557095,571370371
GGB233000649,새터말,126.9971833,37.1831667,다사553094,478358841
GGB233000650,괘랑2리.차운혁충신정려문,126.9933,37.18275,다사550094,928310078
GGB233000651,빼골,126.98835,37.1799833,다사545091,478353912
GGB233000652,왕재고개,126.9863833,37.1762167,다사544087,478346258
GGB233000653,정남파출소,126.9840333,37.1732667,다사541084,478346318
GGB233000654,정남도서관,126.98335,37.1688,다사541079,478200331
GGB233000655,정남초등학교,126.9839,37.1676167,다사541077,478242209
GGB233000656,동남아파트,126.9835667,37.1635833,다사541073,478253556
GGB233000657,샘터교차로,126.8047167,37.2063667,다사383121,477341171
GGB233000658,발산리,126.9819167,37.1555333,다사539064,478241962
GGB233000659,계향2리,126.9813333,37.1523833,다사539060,478241962
GGB233000660,동남아파트,126.9833333,37.1632333,다사541072,478241985
GGB233000661,정남초등학교,126.9835,37.1679,다사541078,478241333
GGB233000662,양노공단입구,126.8590667,37.2242167,다사431141,477344230
GGB233000663,정남농협,126.9832833,37.1698167,다사541080,478346366
GGB233000664,왕재고개,126.9862333,37.1761833,다사543087,478346258
GGB233000665,새터말,126.9962,37.1835333,다사552095,478358842
GGB233000666,돌고지,127.0054,37.1939333,다사561106,571356140
GGB233000667,신한미지엔아파트앞,127.00915,37.20035,다사564113,571356308
GGB233000668,안녕동,127.01425,37.2037,다사568117,571356328
GGB233000669,송산동입구,127.0177833,37.20585,다사572120,571371560
GGB233000670,안용중학교.현충공원,127.02205,37.2056,다사575119,571364460
GGB233000671,진안동,127.0393,37.2130167,다사591127,571343594
GGB233000672,양노공단입구,126.8588,37.22405,다사431141,477341614
GGB233000673,덕우리마을입구,126.8636833,37.1350333,다사434042,477210650
GGB233000674,누락골,126.86285,37.1313167,다사434038,477246092
GGB233000675,누락골,126.8633167,37.13135,다사434038,477246092
GGB233000676,동부출장소앞,127.0361333,37.2080833,다사588122,571345654
GGB233000677,덕우리마을입구,126.8638333,37.1352167,다사434042,477210650
GGB233000678,상기2리,126.9152,37.1975833,다사481111,478347410
GGB233000679,활초리삼구정,126.83485,37.1732333,다사409084,477254931
GGB233000680,요리중말,126.9656667,37.11045,다사525014,928241793
GGB233000683,요리중말,126.9659333,37.11045,다사525014,928241793
GGB233000684,육일1리입구,126.7246667,37.2085833,다사312124,476341254
GGB233000685,신동탄푸르지오,127.0461,37.2281333,다사597144,571370729
GGB233000686,신동탄푸르지오,127.04605,37.2289167,다사597145,571350207
GGB233001738,주공6단지,127.0509667,37.21285,다사601127,571345627
GGB233001739,주공6단지입구,127.05025,37.2117,다사600126,571345627
GGB233001740,코스코밸리아파트,126.7220667,37.1987,다사309113,476341120
GGB233001741,호수부영5차.아이파크,127.1139333,37.1660167,다사657075,571254800
GGB233001742,마도산업단지,126.7862,37.1813167,다사366094,477341509
GGB233001743,마도산업단지,126.7857333,37.1811667,다사365093,477341509
GGB233001744,화남산단삼거리,126.6721,37.1642667,다사264076,476240462
GGB233001745,마도교차로,126.79315,37.1909833,다사372104,477341554
GGB233001746,현대아파트,126.8245167,37.1970667,다사400111,477350508
GGB233001747,현대아파트,126.8242333,37.19725,다사400111,477350508
GGB233001748,아이파크.호수부영5차,127.11435,37.1657667,다사657075,571254800
GGB233001749,남양중고입구.기아남양점,126.8203333,37.2058,다사396121,477352187
GGB233001750,창곡3리.독골,126.8896,37.1781167,다사458089,478343333
GGB233001751,창곡3리,126.8897167,37.1774,다사458089,478343333
GGB233001752,창곡2리교회앞,126.8846167,37.1855833,다사453098,478343333
GGB233001753,호수부영4차.아이파크,127.1091333,37.1658167,다사652075,571254782
GGB233001754,아이파크.호수부영4차,127.1092667,37.1655167,다사653074,571254782
GGB233001755,동문아파트.협성대학교.봉담중고교,126.9525667,37.2173167,다사514133,478343846
GGB233001756,하나로마트.화성고용센터,126.9589667,37.2178333,다사519133,478343690
GGB233001757,동화휴먼시아3.4단지.봉담우체국,126.9615167,37.2162333,다사522131,478343805
GGB233001758,동화휴먼시아6단지,126.9605833,37.2148333,다사521130,478343800
GGB233001760,외국인복지센터,126.90705,37.0866833,다바473988,478241151
GGB233001761,구문천공원,126.9048167,37.0866167,다바471988,478241527
GGB233001762,향남2교차로,126.9282833,37.1107167,다사492014,478255573
GGB233001763,현동목장앞,126.8982333,37.0771667,다바465977,478147908
GGB233001764,양지말입구,126.7157833,37.2052,다사304121,476341251
GGB233001765,현동목장앞,126.8988833,37.0773333,다바465978,478146668
GGB233001766,향남2교차로,126.9286333,37.111,다사492015,478255737
GGB233001767,구문천공원,126.9047,37.0863167,다바470987,478241527
GGB233001768,메탈산업단지,126.9096167,37.0864833,다바475988,478252338
GGB233001769,장짐교차로.축산농협,126.9109,37.1355833,다사476042,478240982
GGB233001770,장명초교입구,126.8556167,37.05585,다바427954,477145330
GGB233001771,삼주농장입구,126.8530833,37.0659667,다바424965,477141450
GGB233001772,위닉스,126.8564,37.07475,다바427975,477141480
GGB233001773,독정3리,126.86405,37.0796667,다바434980,477141741
GGB233001774,위닉스,126.8563333,37.0753167,다바427976,477141480
GGB233001775,어은1리한양빌라앞,126.8369167,37.0979333,다사410001,477243604
GGB233001776,장자터,126.8021667,37.0664833,다바379966,477110028
GGB233001777,매향3리입구,126.7649,37.052,다바346950,477141855
GGB233001778,매향3리회센터,126.7572167,37.05505,다바339954,477146486
GGB233001779,매향3리.가로지입구,126.7648,37.0518167,다바346950,477141855
GGB233001780,장자터,126.80225,37.0664167,다바379966,477110028
GGB233001781,자연앤데시앙,127.05475,37.2080667,다사604122,571349689
GGB233001782,한림대병원(중),127.0781167,37.2166333,다사625131,571349482
GGB233001784,한각1리,126.79765,37.0955833,다바375998,477241750
GGB233001785,의료복합,127.11545,37.1833833,다사658094,571371261
GGB233001786,봉래사,126.7980333,37.1053,다사376009,477242862
GGB233001787,한마음초교.광명메이루즈,127.05705,37.2075833,다사606121,571349720
GGB233001788,양감초등학교.중학교,126.9504833,37.0808167,다바511981,478142594
GGB233001789,신왕리,126.9451167,37.07495,다바506975,478140857
GGB233001790,신왕2리마을회관,126.9498,37.0722333,다바510972,478142598
GGB233001791,신왕리,126.94515,37.0749,다바506975,478140857
GGB233001792,양감초중교,126.9505,37.0807167,다바511981,478142594
GGB233001793,구문천5리(회차),126.8898,37.0755333,다바457976,478151001
GGB233001794,발안식염온천,126.8663833,37.0927333,다바436995,477241252
GGB233001795,독정4리,126.8692,37.0793,다바439980,477141741
GGB233001797,금의1리복지회관,126.823,37.1077833,다사398012,477240820
GGB233001798,신리천리베라마을,127.1016667,37.1862667,다사646097,571370380
GGB233001799,궁평항,126.6837833,37.1149833,다사274021,476240344
GGB233001800,화수농원,126.7984167,37.1099333,다사376014,477210108
GGB233001801,화수2리입구,126.7937167,37.1084833,다사372013,477210108
GGB233001802,화수3리입구,126.7915333,37.1089,다사370013,477210108
GGB233001803,화수3리노인회관,126.7890833,37.1062167,다사368010,477241750
GGB233001804,화수3리입구,126.7915667,37.1088667,다사370013,477210108
GGB233001805,화수2리입구,126.7937,37.1084333,다사372013,477210108
GGB233001806,화수농원앞,126.7984167,37.1098667,다사376014,477210108
GGB233001807,장안9리,126.8689,37.05655,다바438955,477147284
GGB233001808,장안7리,126.8669333,37.0499833,다바437947,477140418
GGB233001809,장안6리,126.8598333,37.0512667,다바430949,477143318
GGB233001810,장안6리노인회관,126.8575667,37.0513667,다바428949,477143318
GGB233001811,제부도유원지,126.65605,37.1742167,다사250087,476344508
GGB233001812,농심물류센터,126.9556833,37.1364333,다사516043,928255551
GGB233001813,신리천리베라마을,127.10235,37.1858,다사647097,571370782
GGB233001814,멱우2리회관앞,126.8211,37.1025333,다사396006,477240820
GGB233001816,어은삼거리,126.8265667,37.08555,다바401987,477141156
GGB233001817,이마트.한림대병원,127.0791333,37.2153167,다사626130,571350466
GGB233001818,신리앞,126.9774,37.1631333,다사536072,478242453
GGB233003071,가시리마을,126.8025833,37.24065,다사381159,477340106
GGB233003072,들고개,126.8043333,37.2322333,다사382150,477340106
GGB233003073,들고개,126.8042167,37.2322,다사382150,477340106
GGB233003074,문호1리,126.8034,37.2629833,다사382184,477449087
GGB233003075,문호1리,126.8035167,37.2628167,다사382184,477449087
GGB233003076,송림동입구,126.81995,37.21745,다사396133,477341187
GGB233003077,송림동입구,126.8197167,37.2167333,다사396133,477341187
GGB233003078,수화1리,126.8164833,37.2535,다사393173,477445745
GGB233003079,수화리,126.8177333,37.2572833,다사394178,477445140
GGB233003080,수화2리.양철이,126.8183167,37.2481833,다사395168,477340663
GGB233003081,음실골,126.8040667,37.20945,다사382125,477342373
GGB233003082,양노3리,126.8577167,37.2267667,다사430144,477357687
GGB233003084,동탄역(서측),127.0960833,37.1995833,다사641112,571371031
GGB233003085,동탄역(동측),127.0962833,37.19985,다사641113,571371031
GGB233003086,황구지천.송산교앞,127.0246167,37.2055167,다사578119,571360500
GGB233003087,황구지천.송산교앞,127.0246833,37.2057833,다사578119,571360500
GGB233003088,병점성호플레르빌,127.0234333,37.2007833,다사577114,571365450
GGB233003089,병점성호플레르빌,127.02365,37.2009333,다사577114,571356668
GGB233003090,대광빌라,127.0233,37.1993,다사576112,571365450
GGB233003091,대광빌라,127.0234167,37.1992,다사577112,571365450
GGB233003092,우미린2차.호수부영3차,127.10645,37.1713,다사650081,571371154
GGB233003093,호수부영3차.우미린2차,127.1069333,37.1716333,다사651081,571371154
GGB233003094,송라리,126.9083,37.2818667,다사475204,478445995
GGB233003095,추모공원,126.8825167,37.1991833,다사452113,478343349
GGB233003096,추모공원,126.8824833,37.1992833,다사451113,478343349
GGB233003097,효행초.한신더휴에듀파크,126.9656333,37.2157,다사525131,478343921
GGB233003098,효행초.한신더휴에듀파크,126.96705,37.2161167,다사527131,478354355
GGB233003099,바이오단지입구,126.77375,37.1723,다사355084,477351704
GGB233003104,송화초교.양우내안애,127.0400167,37.2012167,다사591114,571350828
GGB233003105,용수말,126.9994333,37.17165,다사555082,478300456
