﻿inst_purp,cam_cnt,inst_ym,lon,lat,grid_gid,link_id
교통단속,3,202307,127.1157321,37.52663152,다사660475,571772957
교통단속,3,201401,127.1116725,37.49040887,다사656435,571611905
어린이보호,2,201501,127.1111908,37.50676346,다사656453,571704385
생활방범,3,201912,127.1026068,37.50563275,다사648452,571714981
생활방범,4,202205,127.1288883,37.52066609,다사672468,572750837
생활방범,3,202411,127.1295252,37.50573325,다사672452,572710400
생활방범,4,202307,127.138463,37.485354,다사680429,2023000689
생활방범,4,201912,127.0848713,37.50471667,다사633451,571705730
생활방범,1,201301,127.1015469,37.50311549,다사647449,571711726
생활방범,1,201701,127.1158981,37.50756073,다사660454,571704511
생활방범,3,201601,127.0809402,37.50772476,다사629454,571762756
교통단속,1,201401,127.1130728,37.51191661,다사658459,571709343
교통단속,1,201401,127.1053937,37.49976985,다사651445,571611189
생활방범,5,202307,127.1374028,37.47855308,다사679422,572662468
어린이보호,2,201912,127.1348758,37.50729531,다사677453,572768801
생활방범,3,202411,127.1264195,37.48844228,다사669433,572602205
생활방범,1,202109,127.1121058,37.53448321,다사657484,571718469
생활방범,1,201201,127.1554401,37.49366168,다사695438,572643000
생활방범,5,202307,127.1368234,37.48516406,다사678429,572674412
생활방범,4,202205,127.123689,37.52535409,다사667474,572783211
생활방범,2,201501,127.1070557,37.50958633,다사652456,571709481
생활방범,3,202411,127.1580423,37.49204732,다사697436,572650010
어린이보호,4,201301,127.1274064,37.48341956,다사670427,572610261
생활방범,1,201601,127.14151,37.49411774,다사683439,572647685
교통단속,3,201401,127.0861402,37.51036339,다사634457,571723797
생활방범,3,202312,127.1212914,37.49647451,다사665442,571611278
교통단속,3,202006,127.1193749,37.48602641,다사663430,571663698
어린이보호,3,201912,127.1427844,37.49673408,다사684442,572662155
생활방범,2,201801,127.1415739,37.50352655,다사683449,572748725
교통단속,1,202312,127.1227699,37.51321297,다사666460,571704562
생활방범,5,201801,127.1571035,37.49216159,다사696437,572643465
생활방범,1,201901,127.1073861,37.49564422,다사652441,571674055
생활방범,1,201801,127.1405792,37.50597382,다사682452,572769340
교통단속,1,202409,127.1494633,37.48966449,다사690434,572649944
교통단속,1,202205,127.1520949,37.49461529,다사692439,572646607
생활방범,3,202009,127.1167386,37.51385176,다사661461,571702394
생활방범,2,202104,127.1346838,37.49651345,다사677442,572641446
생활방범,1,202205,127.1235125,37.51258019,다사667459,572754141
생활방범,3,201912,127.1201257,37.53744796,다사664487,571754671
생활방범,4,202405,127.104168,37.520735,다사650469,571726326
생활방범,3,201701,127.1237564,37.48896027,다사667433,572610195
생활방범,1,202303,127.1311927,37.50247366,다사674448,572641319
교통단속,1,202307,127.1422284,37.48843966,다사683433,572667482
생활방범,5,202307,127.1411648,37.48518984,다사682429,572668788
어린이보호,4,201912,127.1281928,37.48459387,다사671428,572610260
생활방범,1,201301,127.1101031,37.50355592,다사655449,571682899
생활방범,4,202502,127.135902,37.489452,다사678434,572664045
생활방범,4,201701,127.1206391,37.49580997,다사664441,571649761
어린이보호,3,201912,127.1331797,37.48086239,다사675424,572649492
생활방범,3,202312,127.1426399,37.50204622,다사684448,572610599
어린이보호,3,201912,127.1283147,37.4971604,다사671442,572659390
생활방범,3,201912,127.1104161,37.51373902,다사655461,571709343
교통단속,3,201401,127.1276683,37.4771756,다사670420,572648887
생활방범,4,202312,127.1446548,37.49318358,다사685438,572610668
생활방범,4,201912,127.0815956,37.51068932,다사630457,571714939
생활방범,3,202009,127.1142871,37.50312894,다사659449,571704415
생활방범,1,202307,127.1371125,37.47731578,다사679420,572662196
어린이보호,2,201501,127.1223373,37.50952911,다사666456,571704541
어린이보호,1,201601,127.1158371,37.50072861,다사660446,571679930
생활방범,1,201201,127.1342073,37.48482644,다사676429,572650989
교통단속,1,202205,127.1200256,37.49910663,다사664444,571611313
어린이보호,4,201801,127.1029735,37.50424622,다사649450,571744877
생활방범,3,201912,127.1365775,37.50197804,다사678448,572610545
생활방범,2,202205,127.1361349,37.50960595,다사678456,572781718
생활방범,1,201401,127.0784147,37.51187538,다사627459,571772789
생활방범,4,201701,127.111145,37.51023865,다사656457,571709435
재난재해,3,200501,127.0776643,37.5021757,다사626448,571603589
생활방범,5,201912,127.1343609,37.4957467,다사676441,572641446
생활방범,3,201201,127.1389282,37.49437137,다사680439,572664045
생활방범,4,202009,127.1059651,37.50150839,다사651447,571611189
어린이보호,1,201912,127.1522085,37.49461512,다사692439,572646607
생활방범,4,201912,127.0893055,37.5003113,다사636446,571610653
생활방범,2,202009,127.1155512,37.53020181,다사660479,571714088
재난재해,2,202302,127.0776898,37.50209452,다사626448,571603589
생활방범,2,201912,127.1122224,37.5133501,다사657460,571709343
재난재해,4,200501,127.1027654,37.52291963,다사648471,571711141
생활방범,2,201912,127.1215514,37.47757297,다사665421,571652363
생활방범,3,202411,127.1031787,37.50062848,다사649446,571611179
생활방범,3,202312,127.0771798,37.50997483,다사626457,571772599
교통단속,3,201401,127.0931959,37.51016415,다사640457,571734116
교통단속,3,202406,127.121325,37.493737,다사665438,571654606
교통단속,3,201401,127.085701,37.50488281,다사633451,571704551
생활방범,3,202009,127.1533826,37.49988142,다사693445,572610142
생활방범,4,202312,127.1023597,37.4996054,다사648445,571611179
생활방범,3,202009,127.1110053,37.53338164,다사656483,571715326
생활방범,1,201601,127.090538,37.5018959,다사638448,571642011
생활방범,3,202312,127.1115053,37.50877161,다사656455,571704385
생활방범,3,202009,127.1169839,37.49823284,다사661443,571644630
생활방범,1,201701,127.1101074,37.50943756,다사655456,571709510
생활방범,2,201501,127.1127358,37.53013752,다사657479,571714060
재난재해,2,202302,127.0993632,37.49587782,다사645441,571651705
어린이보호,3,201709,127.1458,37.47825,다사686421,572660236
생활방범,3,202411,127.1319091,37.49378422,다사674439,572641427
생활방범,1,201101,127.0811775,37.50840665,다사629455,571714938
생활방범,3,201904,127.1459964,37.49252776,다사687437,572610668
생활방범,4,201601,127.0927797,37.51191985,다사640459,571728860
생활방범,3,201701,127.1194458,37.53993607,다사663490,571740650
생활방범,3,201912,127.1150997,37.51035481,다사659457,571709337
생활방범,4,201709,127.1419577,37.48160358,다사683425,572660292
생활방범,4,202010,127.1485259,37.49363757,다사689438,572673339
생활방범,5,202208,127.1425928,37.50293579,다사684449,572662153
생활방범,2,202405,127.155001,37.500416,다사695446,572647645
재난재해,1,202402,127.1371564,37.50236197,다사679448,572642693
생활방범,4,201912,127.1443195,37.50047757,다사685446,572658512
생활방범,4,201601,127.1180725,37.51186752,다사662459,571701752
생활방범,4,202411,127.1187292,37.53221383,다사663481,571720162
생활방범,3,202411,127.1172199,37.53044038,다사661479,571734476
생활방범,1,202009,127.1110053,37.53338164,다사656483,571715326
재난재해,1,202302,127.078473,37.50202642,다사627448,571603589
시설물관리,1,202112,127.1250831,37.52062789,다사668468,572750860
생활방범,4,201912,127.1014693,37.50149188,다사647447,571642282
생활방범,2,201912,127.1214208,37.53726234,다사665487,571701442
생활방범,1,201401,127.1157303,37.50394821,다사660450,571704431
생활방범,3,202307,127.1350537,37.48576028,다사677430,2023000689
생활방범,3,202312,127.0977539,37.50589156,다사644452,571703515
생활방범,4,202312,127.154513,37.492836,다사694437,572658328
생활방범,3,201912,127.1445693,37.49839486,다사685444,572610614
시설물관리,1,202307,127.1344959,37.485905,다사676430,2023000688
생활방범,2,202009,127.118031,37.50031883,다사662446,571679930
교통단속,3,201401,127.1048234,37.52028504,다사650468,571726509
생활방범,4,202203,127.1468723,37.49732607,다사687442,572649415
생활방범,1,201601,127.1292267,37.48558426,다사672429,572610291
생활방범,2,201801,127.1366142,37.50716768,다사678453,572768803
생활방범,4,201912,127.0987963,37.50336074,다사645449,571606085
생활방범,2,202205,127.1275836,37.47632436,다사670419,572648899
생활방범,1,201601,127.1046829,37.50733185,다사650454,571773439
생활방범,3,202312,127.1438205,37.49347365,다사685438,572610151
생활방범,4,202312,127.1303266,37.48661463,다사673431,572647030
시설물관리,1,201501,127.1149826,37.5352478,다사659485,571719624
생활방범,3,202312,127.143085,37.49320875,다사684438,572650972
교통단속,3,202307,127.1262744,37.47779262,다사669421,572672485
생활방범,5,202307,127.1544862,37.49095068,다사694435,572668746
생활방범,1,201801,127.1571513,37.49585315,다사696441,572653456
생활방범,1,,127.1010275,37.4988565,다사647444,571611179
다목적,1,202308,127.1599967,37.4981426,다사699443,572666135
시설물관리,1,202308,127.1599967,37.4981426,다사699443,572666135
시설물관리,1,201901,127.0397,37.3761,다사592308,571547383
재난재해,2,,127.1132,37.46103,다사657402,571662944
교통단속,4,201401,127.1407516,37.47334035,다사682416,572662466
생활방범,1,201106,127.089828,37.3882064,다사636322,571549848
생활방범,3,201812,127.1454,37.4685,다사686410,572660470
생활방범,5,202012,127.100636,37.369628,다사646301,571541292
교통단속,1,200608,127.1337,37.44149,다사675380,572610768
생활방범,6,201510,127.13506,37.4492,다사677389,572610660
생활방범,4,201007,127.1814782,37.4453556,다사718385,572645765
생활방범,4,202205,127.089652,37.384955,다사636318,571543895
생활방범,6,201912,127.10847,37.38608,다사653319,571557790
생활방범,4,202106,127.101274,37.370953,다사646302,571544502
생활방범,3,201712,127.10574,37.34949,다사650279,571542287
생활방범,5,202110,127.12334,37.38086,다사666313,572541176
생활방범,5,201210,127.1379089,37.4409324,다사679380,572610778
생활방범,6,201912,127.12853,37.39171,다사671325,572542953
생활방범,4,201411,127.17088,37.448,다사708388,572641977
교통단속,1,200608,127.11478,37.3624,다사658293,571542806
생활방범,3,201004,127.152715,37.4516084,다사692392,572658136
생활방범,3,201909,127.16293,37.44199,다사701381,2023001775
생활방범,5,201310,127.11488,37.36162,다사658292,571540410
생활방범,4,201912,127.139942,37.450607,다사681391,572610660
생활방범,5,202007,127.143037,37.447684,다사684387,572644256
생활방범,4,202205,127.089703,37.384542,다사636317,571543895
생활방범,4,201210,127.1228206,37.3709559,다사666302,571500267
생활방범,5,201112,127.1282674,37.3877736,다사670321,572542970
생활방범,4,201609,127.16798,37.43911,다사706378,572640186
교통단속,1,201306,127.12852,37.46186,다사671403,572647129
생활방범,1,201106,127.10973,37.38377,다사654317,571550337
교통정보수집,1,201211,127.108832,37.34267,다사653271,571540387
생활방범,4,202007,127.079722,37.389804,다사627323,571551948
생활방범,6,202007,127.124113,37.369939,다사667301,572500515
생활방범,5,201912,127.10016,37.39511,다사646329,571553632
생활방범,1,201106,127.0930398,37.4009971,다사639336,571549626
생활방범,5,201609,127.16623,37.45948,다사704400,572611172
생활방범,3,201004,127.1674351,37.4427524,다사705382,572610959
생활방범,5,201405,127.129173,37.433325,다사671371,572671988
생활방범,4,201411,127.0821247,37.388481,다사630322,571551390
생활방범,3,201112,127.1278164,37.4676598,다사670410,572647023
생활방범,5,201210,127.12931,37.4372,다사672376,572672282
교통단속,1,200607,127.16761,37.44572,다사705385,572610880
생활방범,1,201106,127.0668476,37.3934878,다사616327,571551850
생활방범,3,201004,127.122595,37.39737,다사665332,572542235
생활방범,4,201310,127.1247868,37.3404815,다사667268,572542217
교통단속,1,201812,127.1509,37.4699,다사691412,572661604
교통단속,1,200809,127.1221,37.37044,다사665302,571510081
생활방범,5,202007,127.123412,37.409112,다사666345,572540355
차량방범,1,202106,127.15437,37.47165,다사694414,572661858
생활방범,5,201106,127.0730372,37.3929613,다사622327,571549430
생활방범,5,202201,127.1532495,37.446183,다사693386,572601989
생활방범,3,202007,127.135482,37.398968,다사677333,572542273
교통정보수집,1,201111,127.149938,37.456327,다사690397,572603507
생활방범,1,201106,127.0732055,37.3941675,다사622328,571549430
생활방범,4,201411,127.1350486,37.3760667,다사676308,572543620
쓰레기단속,1,200911,127.13691,37.44401,다사678383,572610748
생활방범,4,201807,127.13997,37.41305,다사681349,572542542
생활방범,5,201708,127.14631,37.3689,다사686300,572543502
생활방범,5,202012,127.156488,37.435641,다사696374,572656584
생활방범,4,201004,127.1251178,37.356593,다사668286,572510201
생활방범,5,201310,127.1644677,37.4358874,다사703374,572611295
쓰레기단속,1,200911,127.12685,37.43995,다사669379,572642340
교통단속,1,201403,127.10985,37.36672,다사654298,571542073
생활방범,5,202207,127.139533,37.441975,다사681381,572611440
생활방범,5,202201,127.1545695,37.44663,다사694386,572659652
생활방범,3,202007,127.11836,37.345646,다사661274,571542317
생활방범,3,202207,127.136512,37.442769,다사678382,572611153
생활방범,3,201004,127.154924,37.4391766,다사694378,572651229
생활방범,4,202207,127.12641,37.43328,다사669371,572648355
생활방범,1,201412,127.06791,37.35914,다사617289,571565209
생활방범,3,201709,127.13171,37.394,다사674328,572542257
교통단속,1,201411,127.0992281,37.3946321,다사645329,571548618
생활방범,4,201812,127.14493,37.44896,다사685389,572644250
생활방범,4,202007,127.140871,37.367804,다사682299,572500781
생활방범,3,201106,127.0625973,37.3924044,다사612326,571549274
생활방범,4,201412,127.1260166,37.4128301,다사669349,572542445
교통단속,1,202012,127.098041,37.389562,다사644323,571548764
생활방범,3,201310,127.1417133,37.3752806,다사682307,572500678
생활방범,5,202007,127.109903,37.368564,다사654300,571500617
생활방범,5,201912,127.08166,37.39173,다사629325,571549686
생활방범,5,202007,127.133388,37.443825,다사675383,572610748
생활방범,4,201909,127.16598,37.45627,다사704397,572643811
생활방범,3,201607,127.14534,37.36745,다사685298,572541379
생활방범,3,201712,127.07209,37.42612,다사621364,571649934
생활방범,4,201411,127.1410244,37.4470701,다사682387,572610206
생활방범,5,201812,127.13071,37.44543,다사673385,572644228
생활방범,4,201310,127.1654514,37.4507249,다사704391,572611382
교통단속,1,201403,127.12811,37.46527,다사671407,572650140
생활방범,4,202112,127.12047,37.35912,다사663289,571542254
생활방범,5,200806,127.1418644,37.3659505,다사682297,572500297
교통단속,1,201604,127.13218,37.41876,다사674355,572550754
쓰레기단속,1,200911,127.13196,37.44682,다사674386,572610692
교통단속,1,201106,127.11528,37.38811,다사659321,571544451
생활방범,3,201509,127.15846,37.44943,다사697389,572655424
생활방범,4,201712,127.12645,37.38625,다사669319,572542978
생활방범,5,201909,127.13547,37.41078,다사677346,572541901
생활방범,5,202111,127.069382,37.37181,다사618303,571564223
생활방범,3,201609,127.14381,37.44863,다사684388,572644256
생활방범,4,201812,127.1494,37.4648,다사689406,572662113
생활방범,1,201106,127.0823056,37.3911594,다사630325,571558162
생활방범,5,201912,127.130419,37.438203,다사673377,572672282
생활방범,5,201909,127.14324,37.44348,다사684383,572610955
생활방범,5,202112,127.17101,37.46201,다사709403,922643656
생활방범,3,202007,127.147343,37.450308,다사688390,572610620
생활방범,5,202007,127.139363,37.440246,다사680379,572610778
생활방범,5,202210,127.097947,37.387806,다사644321,571545791
생활방범,4,202106,127.141632,37.447777,다사683387,572662562
생활방범,5,202111,127.068884,37.370316,다사618302,571564815
생활방범,3,201609,127.17059,37.42223,다사708359,572602279
생활방범,5,202007,127.09939,37.345552,다사645274,571541497
생활방범,5,201004,127.142267,37.4474224,다사683387,572662562
생활방범,4,201412,127.1370311,37.4633942,다사679405,572651896
생활방범,4,201812,127.1371,37.469,다사679411,572661810
교통단속,1,201106,127.07733,37.39157,다사625325,571545130
생활방범,5,202207,127.128773,37.445243,다사671385,572610826
생활방범,5,201807,127.14228,37.41153,다사683347,572500402
생활방범,5,201310,127.14133,37.36555,다사682296,572540182
생활방범,4,201106,127.0848589,37.3902359,다사632324,571549838
생활방범,1,201106,127.0876861,37.3932834,다사635327,571544950
교통단속,1,200608,127.14883,37.44157,다사689381,572611202
생활방범,4,202007,127.110504,37.422014,다사655359,571558116
생활방범,5,201406,127.16704,37.4624094,다사705404,572671801
기타,1,200608,127.1292594,37.41096419,다사671347,572541445
생활방범,4,202207,127.1586,37.4537,다사698394,572650766
생활방범,1,201106,127.09948,37.38962,다사645323,571548764
생활방범,5,201812,127.148,37.4644,다사688406,572661899
생활방범,2,202007,127.154608,37.449669,다사694389,572647941
차량방범,1,201001,127.12888,37.42859,다사671366,572672133
생활방범,3,201812,127.143614,37.427671,다사684365,572661871
생활방범,3,201310,127.10726,37.34745,다사652276,571542297
생활방범,3,202204,127.1242457,37.3842739,다사667317,571501398
생활방범,4,201812,127.1431,37.4708,다사684413,572664352
교통정보수집,1,201011,127.118425,37.380164,다사662312,571501239
교통정보수집,1,200911,127.109563,37.39979,다사654334,571555512
생활방범,4,201009,127.1298113,37.4394335,다사672378,572610805
생활방범,3,201807,127.1312,37.41161,다사673347,572544614
생활방범,3,201112,127.1278924,37.4642,다사670406,572647078
교통단속,1,200608,127.13007,37.44036,다사672379,572610805
교통단속,1,200608,127.13249,37.43927,다사674378,572610937
생활방범,5,201807,127.14471,37.44407,다사685383,572611211
생활방범,1,201106,127.0914949,37.3925162,다사638326,571544986
생활방범,3,201712,127.1261,37.36057,다사668291,572510213
생활방범,4,201807,127.13565,37.37583,다사677308,572544638
교통정보수집,1,201111,127.143927,37.413971,다사684350,572501248
생활방범,4,201406,127.1395226,37.4300424,다사681368,572641953
생활방범,5,202208,127.100282,37.371113,다사646303,571541662
생활방범,1,201106,127.0891345,37.3932152,다사636327,571548274
생활방범,3,201310,127.1485358,37.4371299,다사689376,572654988
쓰레기단속,1,201109,127.14576,37.42833,다사686366,572646311
생활방범,4,201106,127.0790117,37.391956,다사627326,571549806
생활방범,4,201609,127.12591,37.44074,다사669380,572649164
생활방범,5,201406,127.1323713,37.4374119,다사674376,572610937
생활방범,5,200806,127.1464722,37.3705265,다사686302,572543533
생활방범,4,201004,127.1268429,37.4351319,다사669373,572670966
생활방범,4,202207,127.124753,37.431364,다사668369,572662327
생활방범,1,201106,127.0845979,37.3920179,다사632326,571549714
생활방범,5,201411,127.1254881,37.4034659,다사668338,572540656
생활방범,5,202207,127.08473,37.435339,다사632374,571649987
생활방범,5,200905,127.1504174,37.4406494,다사690379,2023002130
생활방범,5,201004,127.1069134,37.4598827,다사652401,571650094
생활방범,4,201106,127.0935082,37.4015153,다사640336,571549626
생활방범,6,201909,127.12533,37.38642,다사668319,572542227
교통정보수집,1,200911,127.11326,37.391799,다사657325,571557040
생활방범,4,201411,127.1240265,37.3401885,다사666268,572542864
생활방범,5,202210,127.10341,37.392449,다사648326,571549156
교통단속,1,200608,127.12829,37.43613,다사671375,572672272
교통단속,1,202004,127.096454,37.429971,다사642368,571668388
생활방범,3,201310,127.137098,37.4067108,다사678342,572542717
생활방범,3,201106,127.11667,37.40243,다사660337,571551004
생활방범,4,202208,127.170769,37.462238,다사708403,922643656
생활방범,5,202112,127.15894,37.43917,다사698378,572611529
생활방범,3,202004,127.100556,37.428625,다사646366,921668707
생활방범,3,201411,127.1182555,37.3961957,다사662330,571548504
생활방범,4,202207,127.12578,37.43536,다사668374,572648355
생활방범,5,201509,127.1296744,37.4352031,다사672374,572672260
생활방범,5,201406,127.1569359,37.4465545,다사696386,572611240
생활방범,5,202007,127.165868,37.454869,다사704395,572643823
생활방범,5,202110,127.12189,37.38219,다사665315,571501221
생활방범,3,201411,127.0989628,37.405273,다사645340,571558320
생활방범,4,202111,127.068517,37.360963,다사617291,571564910
생활방범,4,202007,127.137103,37.444023,다사678383,572610735
생활방범,5,202112,127.12403,37.37586,다사667308,571543396
생활방범,3,201310,127.1809082,37.4427863,다사717382,572649189
생활방범,4,201509,127.13766,37.43652,다사679375,572610982
생활방범,4,201004,127.15915,37.45173,다사698392,572655414
생활방범,1,201106,127.082647,37.390654,다사630324,571558162
생활방범,5,201310,127.1706879,37.4558937,다사708396,572661100
교통단속,1,201604,127.12468,37.4178,다사667354,572550024
생활방범,1,201106,127.0829589,37.3924813,다사630326,571556224
생활방범,4,202106,127.141405,37.368084,다사682299,572500781
교통정보수집,1,201111,127.152299,37.442747,다사692382,572646895
생활방범,5,201106,127.1180922,37.4103054,다사662346,571558019
생활방범,4,202012,127.15534,37.441432,다사695380,572644645
생활방범,4,201609,127.13572,37.40708,다사677342,572543805
교통단속,1,201707,127.12575,37.43312,다사668371,572648355
생활방범,5,201611,127.15341,37.41584,다사693352,572547236
생활방범,4,201210,127.12579,37.39772,다사668332,572541138
생활방범,5,201411,127.1123926,37.3685216,다사656300,571510152
생활방범,5,201106,127.1082316,37.3879262,다사653321,571551028
생활방범,5,201106,127.11806,37.4093339,다사661345,571501648
교통단속,1,202106,127.149781,37.435799,다사690374,572655002
생활방범,4,201810,127.11444,37.3872,다사658320,571550143
생활방범,5,201909,127.15365,37.45581,다사693396,572610380
쓰레기단속,1,200911,127.14252,37.44189,다사683381,572610955
생활방범,5,202106,127.125453,37.392135,다사668326,572541148
생활방범,5,202210,127.121193,37.413266,다사664349,571500554
생활방범,5,201106,127.1097114,37.3998376,다사654334,571550950
생활방범,3,201807,127.11482,37.40909,다사659345,571547770
생활방범,6,201007,127.1825458,37.4456154,다사719385,572645765
생활방범,4,201303,127.1259049,37.3591621,다사668289,572510204
생활방범,1,200810,127.15122,37.41437,다사691350,572543998
생활방범,1,201106,127.0898855,37.3988578,다사637333,571544946
생활방범,3,202012,127.102471,37.458879,다사648400,571650089
차량방범,1,202106,127.13718,37.4724,다사679415,572661452
교통단속,1,201106,127.11311,37.39723,다사657331,571544654
생활방범,3,201411,127.07841,37.38905,다사626323,571551948
생활방범,2,201510,127.1081978,37.358399,다사653288,571540329
생활방범,1,201106,127.1120939,37.3835857,다사656316,571550273
교통단속,1,201604,127.13098,37.41694,다사673353,572542469
생활방범,2,202007,127.150054,37.455614,다사690396,572656104
재난재해,2,202110,127.0496,37.3928,다사601327,571556104
차량방범,1,201004,127.1505,37.45254,다사690393,572647819
생활방범,4,201310,127.1410448,37.370698,다사682302,572543575
생활방범,4,201609,127.16272,37.43359,다사701372,572611503
생활방범,5,202009,127.139058,37.448301,다사680388,572610718
차량방범,2,202108,127.067744,37.361903,다사617292,571564811
생활방범,4,201310,127.1190797,37.3615969,다사662292,571542166
기타,1,200607,127.128759,37.431286,다사671369,572670368
교통단속,1,202007,127.1079246,37.3505855,다사652280,571556364
생활방범,4,201303,127.1283369,37.4370949,다사671376,572672282
생활방범,3,202207,127.139015,37.449969,다사680390,572610660
생활방범,3,201812,127.17974,37.44557,다사716385,572645765
생활방범,5,202112,127.13546,37.44638,다사677386,572644121
교통단속,1,200810,127.16195,37.44523,다사700385,2023001773
생활방범,3,201310,127.1666732,37.4520612,다사705392,572657168
생활방범,3,201511,127.13436,37.41297,다사676349,572541911
생활방범,4,201807,127.1352,37.40669,다사677342,572542695
생활방범,3,201004,127.1309547,37.4369741,다사673375,572647371
생활방범,5,201909,127.1429,37.44192,다사684381,572610955
차량방범,1,201001,127.10892,37.3373,다사653265,571549163
생활방범,5,200905,127.1585392,37.4404255,다사697379,572611529
차량방범,1,201004,127.13713,37.39036,다사678324,572545221
생활방범,5,201712,127.15748,37.44782,다사697387,572644566
생활방범,5,201502,127.14378,37.44396,다사684383,572611211
생활방범,5,201909,127.08113,37.35251,다사629282,571543231
생활방범,1,201106,127.0807378,37.3891633,다사628323,571551970
생활방범,3,201106,127.1168402,37.3951891,다사660329,571552064
생활방범,4,202007,127.168701,37.442213,다사706381,572648573
생활방범,3,201812,127.1479,37.4631,다사688404,572661899
생활방범,3,202106,127.125682,37.358716,다사668289,572540901
생활방범,5,202112,127.1281,37.44575,다사671385,572669589
생활방범,5,201106,127.1139245,37.3859467,다사658319,571550143
생활방범,4,201412,127.1339944,37.3956449,다사676330,572543907
생활방범,4,201711,127.10727,37.45805,다사652399,571667854
생활방범,4,201609,127.16989,37.4485,다사708388,572651078
생활방범,4,202007,127.073597,37.431803,다사622370,571646152
생활방범,5,200905,127.1064226,37.3582617,다사651288,571542210
생활방범,5,200905,127.1428013,37.4432941,다사684382,572610955
차량방범,1,201001,127.12398,37.43288,다사667371,572654090
생활방범,3,201310,127.1520935,37.4509868,다사692391,572658136
생활방범,1,201106,127.0935756,37.4032681,다사640338,571549494
생활방범,4,202207,127.1474,37.47179,다사688414,572661590
차량방범,2,202106,127.10153,37.34651,다사647275,571510194
생활방범,1,201106,127.11606,37.38914,다사660322,571551498
생활방범,4,202012,127.144086,37.444996,다사685384,572611211
생활방범,4,201310,127.1227763,37.3397938,다사665268,571541475
생활방범,4,202007,127.164166,37.456282,다사702397,572610117
생활방범,5,201004,127.1341033,37.3919793,다사676326,572542930
생활방범,4,201111,127.1423667,37.4461176,다사683386,572659594
생활방범,5,201912,127.133716,37.44804,다사676388,572602242
교통단속,1,201106,127.10222,37.42475,다사648362,571669070
생활방범,3,201112,127.1507978,37.4530187,다사691393,572647819
생활방범,4,201106,127.06838,37.39252,다사617326,571549256
생활방범,3,201509,127.13713,37.44563,다사679385,572610735
생활방범,5,201310,127.1296744,37.4352031,다사672374,572672260
생활방범,3,201909,127.13302,37.43551,다사675374,572647377
생활방범,5,202106,127.16841,37.45643,다사706397,572660550
생활방범,2,201510,127.1168032,37.3596261,다사660290,571544429
생활방범,4,202007,127.134808,37.418809,다사676355,572554528
생활방범,3,201004,127.1341296,37.3911098,다사676325,572542928
생활방범,5,201504,127.13642,37.43719,다사678376,572610982
생활방범,4,201004,127.153202,37.4504673,다사693390,572644302
차량방범,1,201001,127.12628,37.46461,다사669406,572672071
생활방범,4,202112,127.1588,37.45429,다사698395,572643940
생활방범,3,201609,127.16967,37.45271,다사707393,572649645
교통단속,1,200607,127.16242,37.44026,다사701379,572642364
생활방범,5,201412,127.1296406,37.4379885,다사672377,572672282
생활방범,3,201310,127.1408978,37.3766367,다사682309,572541442
생활방범,4,201411,127.127816,37.4355835,다사670374,572670966
차량방범,1,201106,127.11884,37.39189,다사662326,571548518
생활방범,5,201912,127.11995,37.34649,다사663275,571540335
생활방범,4,201412,127.1037093,37.4583802,다사649399,571650082
생활방범,4,201310,127.1493,37.4085,다사689344,572541088
생활방범,4,201004,127.1801152,37.4355039,다사717374,572646192
생활방범,3,201912,127.13201,37.439135,다사674378,572610937
생활방범,5,201712,127.12697,37.36572,다사669296,572548626
생활방범,5,201912,127.131141,37.43841,다사673377,572610937
생활방범,3,201812,127.1481,37.4612,다사688402,572672896
생활방범,5,202110,127.06005,37.39278,다사610327,571555240
생활방범,3,201106,127.0822105,37.3887879,다사630322,571551400
생활방범,4,201411,127.1322081,37.4443106,다사674384,572644235
생활방범,5,201210,127.0972261,37.4366204,다사643375,571668271
교통단속,1,201106,127.1108,37.39155,다사655325,571557634
생활방범,4,202112,127.12027,37.3797,다사663312,571543535
생활방범,5,202007,127.095449,37.425369,다사642363,571647984
생활방범,3,201411,127.11541,37.40509,다사659340,571547712
생활방범,4,201909,127.14268,37.44597,다사683385,572653762
생활방범,3,201511,127.13547,37.39143,다사677325,572542928
생활방범,5,201909,127.13929,37.4508,다사680391,572610660
생활방범,1,201106,127.0785401,37.3938507,다사626328,571549418
생활방범,5,202007,127.10993,37.36352,다사654294,571542115
생활방범,3,202007,127.100949,37.391121,다사646325,571555602
생활방범,2,201009,127.0711186,37.4286111,다사620366,571654876
생활방범,4,201812,127.15972,37.4455,다사699385,572611541
생활방범,3,201812,127.14,37.4685,다사681410,572661018
교통단속,1,200608,127.14315,37.44437,다사684384,572611211
생활방범,4,202010,127.141457,37.451865,다사682392,572653802
생활방범,5,202106,127.141009,37.443103,다사682382,572611440
생활방범,4,202009,127.167747,37.445701,다사706385,572610880
생활방범,5,201106,127.1113529,37.4016985,다사656336,571555344
생활방범,4,201912,127.135005,37.447135,다사677387,572644121
생활방범,3,202111,127.069104,37.36988,다사618301,571564815
생활방범,3,201511,127.12496,37.3574,다사667287,572510201
생활방범,5,202111,127.068647,37.367589,다사618299,571564231
생활방범,3,201310,127.1351286,37.3750529,다사676307,572545192
생활방범,4,201310,127.1510825,37.4169607,다사691353,572546154
생활방범,5,200905,127.1268736,37.4322794,다사669370,572645788
생활방범,4,202208,127.1776273,37.44360559,다사714383,572648001
생활방범,5,202007,127.159311,37.435284,다사698374,572610770
