grid_gid,accident_cnt,crosswalk_cnt,child_zone_cnt,school_cnt,kindergarten_cnt,kindergarten_child_cnt,daycare_cnt,bus_stop_cnt,cctv_cnt,cctv_cam_cnt,speedbump_cnt,speedbump_hght_nan,speedbump_hght_below,speedbump_hght_above
다사447140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사470072,1,2,0,0,0,0,0,2,8,8,0,0,0,0
다사611147,1,0,0,0,0,0,0,0,4,4,0,0,0,0
다사316124,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사329108,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사652078,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사649096,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사368096,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사580121,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사592119,1,2,0,0,0,0,0,0,5,5,0,0,0,0
다사405129,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사403117,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사394124,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다사467205,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사653069,1,0,0,1,0,0,1,0,0,0,0,0,0,0
다사621104,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사451017,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다바549997,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사635090,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다바478972,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사316134,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사470000,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사453001,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사620104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사408104,1,0,0,0,0,0,0,1,3,3,0,0,0,0
다사637086,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사656123,1,3,0,0,0,0,0,0,4,4,0,0,0,0
다사560098,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사627118,1,0,0,0,0,0,0,0,10,10,0,0,0,0
다사601137,1,2,0,0,0,0,0,1,0,0,0,0,0,0
다사390084,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사516136,1,0,0,0,0,0,0,0,11,11,0,0,0,0
다사603128,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다바432994,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사379140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사400141,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사417187,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사507133,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사584126,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사500003,1,0,0,0,0,0,0,2,0,0,0,0,0,0
다바390979,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사287085,1,1,0,0,0,0,0,2,1,1,0,0,0,0
다사649112,1,0,0,0,0,0,0,0,4,4,0,0,0,0
다사630097,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사448111,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사651071,1,1,0,0,0,0,0,1,0,0,0,0,0,0
다사621110,1,0,0,0,0,0,0,0,17,17,0,0,0,0
다사594134,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사671115,1,0,0,0,0,0,0,0,10,10,0,0,0,0
다사321130,1,0,0,0,0,0,0,0,4,4,0,0,0,0
다사511138,1,1,0,0,0,0,0,1,5,5,0,0,0,0
다사608117,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사636108,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사415103,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사596135,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사555033,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사620125,1,3,0,0,0,0,0,1,1,1,0,0,0,0
다사441114,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사419101,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사474090,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사393089,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사475207,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사581147,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사629074,1,4,0,0,0,0,0,0,1,1,0,0,0,0
다사656090,1,2,0,0,0,0,0,0,0,0,0,0,0,0
다사530145,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사664117,1,0,0,0,0,0,0,0,11,11,0,0,0,0
다사520137,1,0,0,0,0,0,0,0,7,7,0,0,0,0
다사394016,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사418101,1,1,0,0,0,0,0,1,0,0,0,0,0,0
다사408108,1,0,0,0,0,0,0,2,0,0,0,0,0,0
다바343945,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사647128,1,0,0,0,0,0,0,0,3,3,0,0,0,0
다사448017,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사662107,1,0,0,0,0,0,0,2,0,0,0,0,0,0
다사661107,1,3,0,0,0,0,0,0,10,10,0,0,0,0
다사617119,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사544011,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사604131,1,2,0,0,0,0,0,0,1,1,0,0,0,0
다사628122,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사426079,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사474017,1,4,0,0,0,0,0,2,9,9,0,0,0,0
다사659094,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사392126,1,1,1,1,1,0,0,0,0,0,0,0,0,0
다사449039,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사391087,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사466203,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사407029,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사384047,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사567116,1,0,0,0,0,0,0,0,4,4,0,0,0,0
다사659117,1,5,0,0,0,0,0,0,1,1,0,0,0,0
다사621141,1,1,0,0,0,0,0,1,6,6,0,0,0,0
다사650081,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사568121,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사572046,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사494073,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다사504155,1,2,0,0,0,0,0,0,0,0,0,0,0,0
다바441945,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사681085,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사655085,1,3,0,0,1,442,0,0,0,0,0,0,0,0
다사506128,1,2,0,0,0,0,0,0,0,0,0,0,0,0
다사490015,1,6,0,0,0,0,0,1,0,0,0,0,0,0
다사654085,1,5,0,0,0,0,0,0,5,5,0,0,0,0
다사404145,1,4,0,0,0,0,0,0,0,0,0,0,0,0
다사594123,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다바387970,1,1,0,0,0,0,0,2,3,3,0,0,0,0
다사449108,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사657069,1,1,0,0,0,0,0,0,8,8,0,0,0,0
다사458186,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사642110,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사649092,1,3,0,0,0,0,1,2,0,0,0,0,0,0
다사650066,1,0,0,0,0,0,0,0,8,8,0,0,0,0
다사506087,1,0,0,0,0,0,0,0,0,0,1,0,0,1
다사670077,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사540080,1,0,0,0,0,0,0,0,6,6,0,0,0,0
다바429998,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사553109,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사530129,1,1,0,0,0,0,0,1,5,5,0,0,0,0
다사536085,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사353084,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사637125,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사585116,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사354083,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사567118,1,0,0,0,0,0,0,0,13,13,0,0,0,0
다사664100,1,0,0,0,0,0,1,0,0,0,0,0,0,0
다사591118,1,0,0,0,0,0,0,0,1,1,0,0,0,0
다사537130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사655090,1,3,0,0,0,0,0,0,8,8,0,0,0,0
다사584128,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사647115,1,1,0,0,0,0,0,0,5,5,0,0,0,0
다사609123,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사432155,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사502141,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사481022,1,4,0,0,0,0,0,0,5,5,0,0,0,0
다사437093,1,1,0,0,0,0,0,1,2,2,0,0,0,0
다바340940,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사603126,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사395210,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사588131,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사583130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사645082,1,2,0,0,0,0,0,1,4,4,0,0,0,0
다사463006,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사639092,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사618107,1,0,0,0,0,0,1,0,0,0,0,0,0,0
다사323130,1,1,0,0,0,0,0,2,5,5,0,0,0,0
다사624121,1,1,0,0,0,0,0,1,0,0,0,0,0,0
다사512167,1,0,0,0,0,0,0,0,3,3,0,0,0,0
다사605128,1,4,0,0,0,0,3,0,2,2,0,0,0,0
다사489031,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사543139,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사451149,1,0,0,0,0,0,0,0,3,3,0,0,0,0
다사641086,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사613142,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사317128,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다바479995,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사479033,1,0,0,0,0,0,1,0,5,5,0,0,0,0
다사407131,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사643104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사635094,1,0,0,0,0,0,0,0,10,10,0,0,0,0
다사468036,1,3,0,0,0,0,1,2,2,2,0,0,0,0
다사346117,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사655095,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사555073,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사466112,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다사544090,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바389983,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사396199,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사663078,1,6,0,0,0,0,0,0,18,18,0,0,0,0
다사341125,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사478046,1,0,0,0,0,0,1,0,0,0,0,0,0,0
다사318129,1,2,0,0,0,0,0,0,4,4,0,0,0,0
다사648109,1,2,0,0,0,0,0,0,5,5,0,0,0,0
다사313047,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사406128,1,6,0,0,0,0,0,0,5,5,0,0,0,0
다사397126,1,3,0,0,0,0,0,0,3,3,0,0,0,0
다사665072,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사653077,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사618102,1,0,0,0,0,0,0,2,12,12,0,0,0,0
다사521110,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사472022,1,2,0,0,0,0,0,0,4,4,0,0,0,0
다바344945,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사442108,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사402113,1,0,0,0,0,0,0,0,8,8,0,0,0,0
다사468033,1,0,0,0,0,0,0,2,0,0,0,0,0,0
다사449054,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사627102,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사343130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사452168,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사457008,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다사553066,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사602136,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사649131,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사512140,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사449036,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사665077,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사588116,1,0,0,0,0,0,0,1,4,4,0,0,0,0
다사520140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사460079,1,2,0,0,0,0,0,2,0,0,0,0,0,0
다사473005,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사484047,1,3,0,0,0,0,0,0,2,2,0,0,0,0
다사514130,1,3,0,0,0,0,0,0,1,1,0,0,0,0
다사597123,1,2,0,0,0,0,1,0,0,0,0,0,0,0
다사443080,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사442109,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사605134,1,1,0,0,0,0,0,0,6,6,0,0,0,0
다사516147,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사649075,1,2,0,0,0,0,0,1,14,14,0,0,0,0
다사608133,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사512037,1,0,0,0,0,0,0,2,4,4,0,0,0,0
다사402051,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사395073,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사510145,1,2,0,0,0,0,1,0,0,0,0,0,0,0
다사533134,1,2,0,0,0,0,0,0,0,0,0,0,0,0
다사637097,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사603118,1,2,0,0,0,0,0,0,5,5,0,0,0,0
다사280024,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사615143,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사589120,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바348929,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사424184,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사447064,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사318127,1,3,0,0,0,0,0,0,1,1,0,0,0,0
다사654119,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사389124,1,1,0,0,0,0,0,0,6,6,0,0,0,0
다사477037,1,2,0,0,0,0,0,2,4,4,0,0,0,0
다바348931,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사393208,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사589135,1,7,0,0,0,0,0,2,0,0,0,0,0,0
다사450157,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다바513980,1,1,0,0,0,0,0,2,6,6,0,0,0,0
다사581040,1,1,0,0,0,0,0,2,2,2,0,0,0,0
다사485018,1,2,0,0,0,0,0,0,0,0,0,0,0,0
다사425036,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사541079,1,1,0,0,0,0,0,1,0,0,0,0,0,0
다사656118,1,1,0,0,0,0,0,0,11,11,0,0,0,0
다사422164,1,7,0,0,0,0,0,0,0,0,0,0,0,0
다사587119,1,2,0,0,0,0,0,0,8,8,0,0,0,0
다사602141,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사446125,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사377115,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사413104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사459079,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사471165,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사637131,1,0,0,0,0,0,0,1,2,2,0,0,0,0
다사621126,1,0,0,0,0,0,0,1,1,1,0,0,0,0
다사648125,1,0,1,0,0,0,1,0,4,4,0,0,0,0
다사545120,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사461028,1,2,0,0,0,0,0,0,6,6,0,0,0,0
다사582147,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사509134,1,2,0,0,0,0,0,0,8,8,0,0,0,0
다사554065,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사652064,1,3,0,0,0,0,0,1,4,4,0,0,0,0
다사659111,1,2,0,0,0,0,0,1,0,0,0,0,0,0
다사658108,1,0,0,0,0,0,1,0,0,0,0,0,0,0
다사655115,1,0,0,0,1,115,1,0,10,10,0,0,0,0
다사646096,1,1,0,0,0,0,0,0,4,4,0,0,0,0
다사528110,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바530990,1,0,0,0,0,0,0,2,6,6,0,0,0,0
다사512137,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사451036,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사512138,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사411134,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사638100,1,1,0,0,0,0,0,1,3,3,0,0,0,0
다사553095,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사445140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사615120,1,1,0,0,0,0,0,2,0,0,0,0,0,0
다사508016,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사571122,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사609136,1,0,0,0,0,0,0,2,0,0,0,0,0,0
다사562123,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사465048,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사392191,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사331093,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사450109,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다바359988,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사499142,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사443096,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사410094,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사525129,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사343127,1,1,0,0,0,0,0,0,1,1,0,0,0,0
다사608119,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사426099,1,0,0,0,0,0,0,0,1,1,0,0,0,0
다사522137,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사494042,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사549093,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사443130,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다사616119,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사501100,1,1,0,0,0,0,0,0,8,8,0,0,0,0
다사599142,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사549096,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사534141,1,0,1,0,1,233,1,0,2,2,0,0,0,0
다사555117,1,0,0,0,0,0,0,0,4,4,0,0,0,0
다사462043,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사658114,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다사486057,1,0,0,0,0,0,0,3,0,0,0,0,0,0
다사589117,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사654073,1,2,0,0,0,0,0,0,3,3,0,0,0,0
다사581122,1,0,0,0,0,0,0,0,5,5,0,0,0,0
다사402121,1,0,0,0,0,0,0,0,8,8,0,0,0,0
다사597130,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사347111,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사508140,1,5,0,0,0,0,0,0,12,12,0,0,0,0
다사404115,1,1,0,0,0,0,0,0,4,4,0,0,0,0
다사474019,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바392988,1,5,0,0,0,0,0,0,12,12,0,0,0,0
다사644096,1,4,0,0,0,0,0,0,0,0,0,0,0,0
다사458184,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사357100,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사541111,1,0,0,0,0,0,0,0,4,4,0,0,0,0
다사528137,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사394210,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사401150,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사589125,1,3,0,0,0,0,0,0,14,14,0,0,0,0
다사445064,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사317132,1,0,0,1,0,0,0,0,5,5,0,0,0,0
다사548143,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다바376981,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바372963,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사622120,1,3,0,0,0,0,0,0,1,1,0,0,0,0
다사485046,1,4,0,0,0,0,0,0,4,4,0,0,0,0
다사603117,1,2,0,0,0,0,0,0,1,1,0,0,0,0
다사388187,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사585123,1,0,0,0,0,0,0,0,6,6,0,0,0,0
다사586043,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사588126,1,1,0,0,0,0,0,0,4,4,0,0,0,0
다사564073,1,0,0,0,0,0,0,0,10,10,0,0,0,0
다사638114,1,2,0,0,0,0,0,0,6,6,0,0,0,0
다사592114,1,1,0,0,0,0,0,0,4,4,0,0,0,0
다사444072,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사399206,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사472044,1,0,0,0,0,0,0,2,0,0,0,0,0,0
다사605123,1,1,0,0,0,0,1,0,8,8,0,0,0,0
다사590132,1,1,1,0,0,0,0,0,10,10,0,0,0,0
다사258088,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사508025,1,0,0,0,0,0,0,0,8,8,0,0,0,0
다사641103,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사491064,1,1,0,0,0,0,0,0,1,1,0,0,0,0
다사594117,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사459073,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바368925,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사397049,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바348948,1,0,0,0,0,0,0,0,10,10,0,0,0,0
다사582116,1,2,0,0,0,0,0,0,0,0,0,0,0,0
다사343134,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사444154,1,1,0,0,0,0,0,0,3,3,0,0,0,0
다사414003,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사656114,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사531140,1,1,0,0,0,0,0,1,0,0,0,0,0,0
다사417071,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사589115,1,1,0,0,0,0,0,1,7,7,0,0,0,0
다사586122,1,0,0,0,0,0,0,1,8,8,0,0,0,0
다사593124,1,4,0,0,1,69,0,0,10,10,0,0,0,0
다사636091,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사504105,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사526103,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사653121,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사580139,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사660111,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사315127,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사467107,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사475205,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사644120,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사562098,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사656086,1,3,0,0,0,0,0,0,0,0,0,0,0,0
다사545134,1,2,0,0,0,0,0,2,1,1,0,0,0,0
다사458021,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사607149,1,3,0,0,0,0,0,1,0,0,0,0,0,0
다사644097,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사535048,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사577067,1,0,0,0,0,0,0,0,8,8,0,0,0,0
다사470036,1,0,0,0,0,0,1,0,0,0,0,0,0,0
다사626128,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사411196,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사664084,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사619118,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사510141,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사423176,1,1,0,0,0,0,0,2,2,2,0,0,0,0
다사441193,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사252085,1,0,0,0,0,0,0,2,6,6,0,0,0,0
다사447082,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사558114,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사421140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사481021,1,3,0,0,0,0,0,0,4,4,0,0,0,0
다사635074,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사419104,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사444129,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사615140,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사597131,1,4,0,0,0,0,0,0,5,5,0,0,0,0
다사664133,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사395200,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사658118,1,2,0,0,0,0,0,0,7,7,0,0,0,0
다사477025,1,9,0,0,0,0,0,0,7,7,0,0,0,0
다바426947,1,0,0,0,0,0,0,2,0,0,0,0,0,0
다사471031,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사579128,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사409108,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사456010,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사497077,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다바376978,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사638078,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사609121,1,0,0,0,0,0,0,2,6,6,0,0,0,0
다사654121,1,1,0,0,0,0,0,1,12,12,0,0,0,0
다사652065,1,3,0,0,0,0,0,1,8,8,0,0,0,0
다사468068,1,0,0,0,0,0,0,0,2,2,0,0,0,0
다사372102,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사610120,1,4,1,0,1,155,0,0,5,5,0,0,0,0
다사274103,1,2,0,0,0,0,0,2,0,0,0,0,0,0
다사562113,1,1,0,0,0,0,0,0,0,0,0,0,0,0
다사447065,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사660114,1,3,0,0,0,0,0,0,4,4,0,0,0,0
다사394212,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사625082,1,0,0,0,0,0,0,0,3,3,0,0,0,0
다사352084,1,3,0,0,0,0,0,0,5,5,0,0,0,0
다사279102,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사461044,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사634096,1,0,0,0,0,0,0,0,5,5,0,0,0,0
다사356123,1,0,0,0,0,0,0,0,1,1,0,0,0,0
다사631106,1,0,0,0,0,0,0,1,0,0,0,0,0,0
다사609125,1,1,0,0,0,0,0,2,4,4,0,0,0,0
다사679122,1,0,0,0,0,0,0,0,0,0,0,0,0,0
