﻿kinder_nm,estab_gbn,open_dt,appr_cap,age3_cnt,age4_cnt,age5_cnt,mix_cnt,spec_cnt,lon,lat,total_age_cnt,grid_gid
대하초등학교병설유치원,공립(병설),19880314,18,0,0,0,6,0,127.151597008187,37.4317095069929,0,다사691370
도레미유치원,사립(사인),19940307,102,12,28,42,0,0,127.135769615341,37.4094366184863,82,다사677345
도촌유치원,공립(단설),20150301,116,17,30,34,0,4,127.149772572876,37.4138974715795,81,다사690350
도촌초등학교병설유치원,공립(병설),20080301,18,0,0,0,6,0,127.158000509762,37.4147282904511,0,다사697351
동은유치원,사립(사인),19950925,177,53,42,38,0,0,127.11419426139,37.3377408774255,133,다사658265
라라유치원,사립(사인),20090818,136,8,18,18,0,0,127.117883642442,37.3490129555692,44,다사661278
백현초등학교병설유치원,공립(병설),19970301,62,11,6,9,0,4,127.111082390881,37.372263584656,26,다사655304
복정초등학교병설유치원,공립(병설),19850301,19,0,0,0,5,1,127.12988952461,37.4625118434744,0,다사672404
분당성모유치원,사립(법인),20090307,170,0,0,0,73,0,127.124418062739,37.3400993513287,0,다사667268
분당유치원,사립(사인),19951121,160,10,15,21,0,0,127.118089855942,37.3609722764431,46,다사661291
분당중앙유치원,사립(사인),20021129,150,44,38,44,0,0,127.141672069888,37.3734544950226,126,다사682305
뽀뽀뽀유치원,사립(사인),19941123,200,36,44,26,0,0,127.13883058134,37.4149984809094,106,다사680351
산운유치원,공립(단설),20130901,116,26,37,38,0,4,127.079025552431,37.3897523385428,101,다사627323
삼성유치원,사립(사인),19940613,173,36,66,59,0,0,127.12571859196,37.40302528854,161,다사668338
삼평유치원,공립(단설),20090901,116,26,37,41,0,4,127.116382489905,37.4021510766051,104,다사660337
상원초등학교병설유치원,공립(병설),19850130,38,0,0,11,5,0,127.162727477321,37.4538154710725,11,다사701394
샘터유치원,사립(사인),20091210,110,9,15,17,0,0,127.120377907598,37.3748546088602,41,다사663307
샛별유치원,사립(사인),19930901,80,0,0,24,34,0,127.129192517616,37.3701349991975,24,다사671301
서현유치원,사립(사인),19920701,106,6,7,11,0,0,127.127208824573,37.3852944869412,24,다사669318
선경유치원,사립(사인),19930301,190,36,42,50,19,0,127.162944621107,37.4525172167827,128,다사701393
성남북초등학교병설유치원,공립(병설),19860301,20,0,0,0,6,0,127.151183007289,37.4518178770109,0,다사691392
성남서초등학교병설유치원,공립(병설),19850303,20,0,0,0,8,0,127.129461614904,37.4486970301601,0,다사672388
성남송현초등학교병설유치원,공립(병설),20090301,38,0,0,5,5,0,127.116345783066,37.4054038642153,5,다사660341
성남수정초등학교병설유치원,공립(병설),19810228,38,0,0,12,13,0,127.131924198637,37.4359854847491,12,다사674374
성남여수유치원,공립(단설),20140310,116,26,38,29,0,9,127.133081003508,37.4194504872753,93,다사675356
성남은행초등학교병설유치원,공립(병설),19850301,20,0,0,0,7,0,127.170929723278,37.4610495485089,0,다사708402
성남장안초등학교병설유치원,공립(병설),19980319,20,0,0,0,9,0,127.144133701356,37.3723748614116,0,다사684304
성남정자초등학교병설유치원,공립(병설),20050901,18,0,0,0,14,0,127.105343719914,37.3738535387436,0,다사650306
성남제일초등학교병설유치원,공립(병설),19810228,58,11,12,15,0,0,127.149613645096,37.4389110160403,38,다사690378
성남중앙초등학교병설유치원,공립(병설),19870310,18,0,0,0,6,0,127.143496193311,37.4361822987164,0,다사684375
성남푸른유치원,공립(단설),20090301,124,24,38,35,0,8,127.144594649757,37.4463747053669,97,다사685386
성남화랑초등학교병설유치원,공립(병설),20140307,22,0,0,0,8,0,127.116141168312,37.3900801755574,0,다사660324
성마르코유치원,사립(법인),20090817,138,30,38,25,0,0,127.133164545462,37.4108302033586,93,다사675346
성수초등학교병설유치원,공립(병설),19870301,20,0,0,0,9,0,127.127246890283,37.4337804942053,0,다사670372
성체유치원,사립(법인),19700708,180,36,43,30,0,0,127.137476477357,37.4390609973806,109,다사679378
수진초등학교병설유치원,공립(병설),19820301,38,0,0,5,7,0,127.133133911123,37.444487370818,5,다사675384
숲리라유치원,사립(사인),20150301,240,54,88,78,0,0,127.097465531085,37.3985923526734,220,다사643333
숲속그림유치원,사립(사인),20041109,160,54,22,52,0,0,127.123277044821,37.4160649428042,128,다사666352
신구대학교부속유치원,사립(법인),19880223,320,44,44,51,0,0,127.169312712563,37.4477534371193,139,다사707387
신양유치원,사립(사인),19950315,164,25,34,48,11,0,127.122773941994,37.3629676449281,107,다사665293
신흥동성당부설성모유치원,사립(법인),20100301,66,16,20,21,0,0,127.143291004811,37.4489166175834,57,다사684389
아름다운유치원,사립(사인),19921102,230,32,44,52,0,0,127.125456073539,37.367661277469,128,다사668299
아리솔유치원,사립(사인),20110425,128,0,16,16,7,0,127.11336103873,37.4059000382189,32,다사657341
아이비유치원,사립(사인),20100301,120,18,38,45,0,0,127.153129531799,37.4506554308524,101,다사693391
예원유치원,사립(사인),19810310,520,37,64,84,0,0,127.143004911934,37.4349008678327,185,다사684373
예은유치원,사립(사인),19951223,60,14,11,19,0,0,127.120471353936,37.3655427389899,44,다사663296
오리초등학교병설유치원,공립(병설),19980301,22,0,0,0,4,4,127.115380422936,37.3443555011277,0,다사659273
오즈의마법사판교유치원,사립(사인),20151001,142,54,44,26,0,0,127.11223268482,37.389334980842,124,다사656323
왕남초등학교병설유치원,공립(병설),19810310,44,0,8,10,0,0,127.098357514175,37.4283634064812,18,다사644366
운중초등학교병설유치원,공립(병설),20090301,20,0,0,0,6,0,127.068937814535,37.3924192244487,0,다사618326
위례고운초등학교병설유치원,공립(병설),20160308,58,11,13,23,0,0,127.1457938655,37.4714370828,47,다사686414
위례새초롱유치원,공립(단설),20160902,134,41,35,41,0,4,127.1478660002,37.4697117771,117,다사688412
위례중앙초등학교병설유치원,공립(병설),20161028,38,0,0,6,3,0,127.1359462234,37.4719714084,6,다사678414
위례푸른초등학교병설유치원,공립(병설),20160308,56,13,19,21,0,0,127.150993518642,37.4706964746096,53,다사691413
위례하늘유치원,공립(단설),20170901,302,84,93,91,0,8,127.151134366,37.467037048,268,다사691409
위례한빛초등학교병설유치원,공립(병설),20160308,58,8,10,23,0,0,127.119588432247,37.3866358080502,41,다사663320
은서유치원,사립(사인),19970417,130,30,40,35,0,0,127.134974491237,37.44360251565,105,다사677383
은솔유치원,공립(단설),20160309,96,24,37,23,0,4,127.138154793954,37.4677987217147,84,다사680410
은정유치원,사립(사인),19940207,198,57,62,52,0,0,127.12987558675,37.4145696729993,171,다사672351
은혜유치원,사립(사인),20051206,152,23,19,24,0,0,127.11194773047,37.3609090192552,66,다사656291
이매유치원,사립(사인),19940221,80,9,13,9,0,0,127.122658078916,37.3980904385875,31,다사666332
중부초등학교병설유치원,공립(병설),20000301,18,0,0,0,8,0,127.164950839986,37.4515467377665,0,다사703392
즐거운유치원,사립(사인),19940831,128,28,33,43,0,0,127.111552032793,37.3526501503268,104,다사655282
진영유치원,사립(사인),19930501,90,17,15,17,0,0,127.132352026929,37.3715843687533,49,다사674303
창은유치원,사립(사인),19960301,80,16,21,26,13,0,127.114672326718,37.374236739352,63,다사658306
판교반디유치원,공립(단설),20210906,260,83,74,92,0,6,127.06977404078,37.3670903891975,249,다사619298
판교샘유치원,사립(사인),20101005,115,29,27,44,0,0,127.071418908058,37.392181265797,100,다사620326
판교초등학교병설유치원,공립(병설),20110301,18,0,0,0,6,0,127.091440068009,37.3872774331498,0,다사638320
하나유치원,사립(사인),19930119,132,36,46,50,0,0,127.118996555359,37.3769134265284,132,다사662309
하원초등학교병설유치원,공립(병설),19870310,58,8,15,24,0,0,127.169288708841,37.4462976560797,47,다사707386
하은유치원,사립(사인),19930301,60,18,17,10,0,0,127.124099400599,37.3908461502147,45,다사667324
한국유치원,사립(사인),19970302,360,60,33,48,0,0,127.136421402399,37.4114910567893,141,다사678347
한별유치원,사립(사인),19951223,87,13,22,27,16,0,127.106814557143,37.3550961766685,62,다사651285
한솔유치원,사립(사인),20131115,157,30,28,30,0,0,127.117057755101,37.3672542768571,88,다사660298
한울유치원,사립(사인),19950901,120,35,22,29,0,0,127.115787240728,37.3349959318356,86,다사659262
해나유치원,사립(사인),20110126,80,36,22,22,0,0,127.09793166293,37.3905185028623,80,다사644324
현대유치원,사립(사인),19920302,270,54,44,53,0,0,127.128604712311,37.3788314798844,151,다사671311
혜성유치원,사립(법인),19850313,100,32,20,41,0,0,127.16025386157,37.4445125542192,93,다사699384
홍하유치원,사립(사인),20100315,174,32,22,22,0,0,127.131752965005,37.3817771194266,76,다사673314
효자유치원,사립(사인),19970302,150,8,33,26,0,0,127.133711646987,37.3750381729273,67,다사675307
희망대초등학교병설유치원,공립(병설),19850301,38,0,0,12,2,0,127.148288885626,37.4475368063339,12,다사688387
희소유치원,사립(사인),19960322,240,34,45,44,0,0,127.114122874517,37.3394037015815,123,다사658267
희언유치원,사립(사인),19940908,220,49,53,56,0,0,127.113967014439,37.3648853137757,158,다사658296
