link_id,road_name,road_rank,max_speed,length,accident_cnt,accident_uids
2024002597,수도권제1순환고속도로,101,100,0.377,3,6190|6370|6391
572746568,대청로,107,50,0.087,3,6192|6413|6931
572767648,검단산로,107,60,0.103,3,6211|6721|7036
572642221,중부고속도로,101,110,2.98,3,6212|6308|6444
572663192,위례대로,107,50,0.172,3,6215|6773|7109
572753475,초광로,107,50,1.291,3,6220|6236|6443
572767235,미사강변중앙로,107,30,0.097,3,6235|6529|7027
572756842,올림픽대로,108,50,0.597,3,6241|6864|7088
572710113,천현로,107,30,0.283,3,6244|6388|6463
572754429,대성로,107,50,0.67,3,6246|6624|6960
572767227,미사강변중앙로204번길,107,50,0.13,3,6299|6363|6929
572752497,서하남로,107,30,0.402,3,6315|6493|6993
572756906,올림픽대로,102,80,0.318,3,6316|6426|7120
572766580,아리수로,107,60,0.089,3,6319|6626|7108
572767252,미사강변대로,107,60,0.132,3,6338|6587|7028
572768102,미사강변대로54번길,107,30,0.155,3,6345|6746|6962
572704418,중부고속도로,101,60,0.628,3,6371|6718|6835
572766710,미사강변남로,107,50,0.054,3,6380|6451|6949
572768071,미사강변남로,107,50,0.256,3,6440|6562|7116
572750422,미사대로,103,70,0.379,3,6442|6769|7125
572783090,서하남로,107,60,0.027,3,6448|6643|6760
572783021,서하남로,107,50,0.136,3,6455|6824|7077
572775496,,107,30,0.02,3,6459|6603|6922
572756908,올림픽대로,102,80,0.725,3,6480|6859|7041
572767039,신장동로45번길,107,30,0.331,3,6494|6567|6671
572780678,미사대로,107,80,0.236,3,6512|6912|6939
572768276,미사강변동로110번길,107,60,0.422,3,6523|6918|7035
572766412,아리수로,107,60,0.063,3,6532|7085|7102
572666155,위례대로,107,50,0.053,3,6597|6852|6877
572742681,중부고속도로,101,110,0.619,3,6604|6792|6829
572781725,하남대로,103,50,0.185,3,6609|6682|6885
572710166,신장로,107,30,0.209,3,6659|6692|6964
572766466,,107,30,0.072,3,6666|6714|6938
572783049,서하남로,107,50,0.131,3,6674|6725|6869
572768666,미사강변동로,107,60,0.179,3,6857|6930|6952
572746801,신장1로,107,60,0.303,3,6946|7072|7112
2024000532,,107,30,0.109,3,7142|9165|10393
478344043,효행로,107,60,0.132,3,7150|8650|9136
571380273,효행로,105,60,0.03,3,7162|8385|8721
571351980,봉영로,103,60,0.794,3,7169|7484|9647
571349383,동탄중심상가1길,107,40,0.099,3,7197|7476|10778
571371911,동탄대로22길,107,30,0.114,3,7198|8343|10622
571371305,동탄순환대로,107,60,0.038,3,7200|7209|8981
571350515,10용사로,107,60,0.317,3,7203|7812|8708
477241115,포승향남로,103,70,0.971,3,7204|8686|10127
571367140,동탄순환대로28길,107,40,0.109,3,7220|7537|10264
478243091,3.1만세로,107,50,0.851,3,7221|8035|8720
571351337,경부고속도로,101,110,0.52,3,7231|9627|9709
478357017,수도권제2순환고속도로(봉담동탄,101,40,0.486,3,7234|8008|8279
571370629,동탄대로,107,60,0.679,3,7256|7713|8045
478250600,상신하길로328번길,107,50,0.187,3,7258|7637|8235
571348800,노작로,107,60,0.047,3,7264|8073|8274
477246488,평택시흥고속도로,101,100,4.199,3,7268|8627|9642
477356684,서해안고속도로,101,110,0.578,3,7272|8026|10337
477355256,푸른들판로,107,30,0.168,3,7274|7571|8157
477147286,평택시흥고속도로,101,100,3.72,3,7276|7924|9672
477457326,,103,70,1.106,3,7281|9375|10577
478342683,서해로,103,70,1.053,3,7283|9301|9504
477352187,시청로,103,50,0.135,3,7285|7423|10796
478300677,서해안고속도로,101,110,2.243,3,7301|7525|9076
571375380,동탄신리천로,107,60,0.027,3,7306|8402|10158
571350578,떡전골로,107,50,0.187,3,7314|7457|8290
477345114,마도북로,107,60,2.02,3,7325|8518|10114
571345659,병점2로,107,30,0.205,3,7328|8711|9595
478243470,행정서로,107,30,0.078,3,7353|9277|9924
571347237,동탄지성로,107,60,0.164,3,7355|9197|9230
571351810,영통로,106,50,0.072,3,7357|8372|10743
571360892,동탄나루로,107,60,0.127,3,7375|8830|10817
571374370,동탄신리천로,107,60,0.132,3,7377|7381|8006
571371114,동탄산척로,107,50,0.339,3,7396|8130|8148
478240325,발안만세길,107,60,0.174,3,7403|7485|7677
571349528,영통로,107,60,0.108,3,7407|10109|10543
478240378,서해안고속도로,108,50,0.317,3,7413|7780|7816
571344247,효행로,105,50,0.251,3,7430|7990|8545
478310121,세자로,106,50,0.242,3,7450|8324|9204
477348904,주석로,106,60,0.342,3,7471|7764|9250
571371483,동탄대로,107,60,0.169,3,7483|7822|10186
571350171,동탄반석로,107,60,0.096,3,7492|7608|10812
571367448,동탄치동천로,107,60,0.035,3,7511|8246|9606
571364684,동탄원천로,107,60,0.144,3,7534|9694|9849
477457720,,103,70,0.78,3,7535|9317|10401
572350207,,107,40,0.053,3,7538|7977|9956
477348642,화성로,106,70,0.099,3,7541|10386|10592
571370823,,107,40,0.129,3,7542|8779|10233
477147284,평택시흥고속도로,101,100,3.74,3,7548|9603|10373
478256237,,106,70,0.029,3,7563|9069|10471
477344270,남양로,103,50,0.322,3,7568|8106|9832
478344038,와우안길,107,30,0.143,3,7606|10436|10467
571353020,북삼미로,107,50,0.113,3,7607|7921|9826
571364700,동탄원천로,107,60,0.078,3,7612|8212|8702
571371361,효행로,106,50,0.035,3,7613|8661|9996
571343710,병점중앙로,107,50,0.066,3,7621|9050|9882
478240405,서해안고속도로,101,110,2.759,3,7631|8469|10531
478341298,매송고색로,105,50,0.265,3,7639|7843|8353
571371304,동탄산척로,107,60,0.382,3,7642|10207|10600
571343583,병점중앙로169번길,107,50,0.062,3,7646|8990|9326
571244831,수면길,107,60,0.32,3,7662|9476|9621
571369778,동탄기흥로,106,60,0.157,3,7673|7718|10059
571345672,병점2로,107,50,0.116,3,7679|9773|10371
571378515,경부고속도로,101,110,0.469,3,7681|8271|8862
478467453,서해안고속도로,101,110,0.521,3,7706|7793|8680
571343610,병점중앙로170번길,107,30,0.13,3,7709|10094|10704
571348987,경기대로,103,60,0.11,3,7717|9224|10177
477357892,현대기아로,107,60,0.053,3,7722|8880|9370
571371118,동탄대로,107,60,0.032,3,7728|8179|8790
571258809,동탄순환대로12길,107,30,0.136,3,7786|9124|10493
2024000627,경부고속도로,101,80,1.1,3,7799|8071|10462
921367042,동탄순환대로28길,107,40,0.111,3,7802|8737|9801
571350275,동탄지성로,107,30,0.165,3,7819|9820|9912
571372112,동탄오산로,107,50,0.045,3,7821|9784|9994
571366752,동탄치동천로,107,30,0.048,3,7828|8041|9997
571254762,동탄대로6길,107,40,0.254,3,7833|8696|9037
571370296,동탄대로10길,107,30,0.138,3,7837|8631|9923
571366596,동부대로,106,60,1.437,3,7848|10174|10331
571368866,효행로,106,50,0.046,3,7849|7863|9501
477341048,남양성지로,107,60,0.189,3,7855|9954|9971
571371251,동탄신리천로,107,60,0.026,3,7859|8023|10398
571342336,용주로,107,30,0.464,3,7895|10362|10546
478354305,서해로,103,70,0.359,3,7901|7985|8229
477248235,평택시흥고속도로,101,100,1.02,3,7920|8341|10426
571347806,동탄공원로2길,107,30,0.029,3,7923|7951|8432
571366926,동탄치동천로,107,60,0.056,3,7929|8644|9461
571370729,동탄지성로,107,30,0.098,3,7932|8382|9216
2024000214,경부고속도로,101,80,1.253,3,7934|8113|8387
571389060,동탄신리천로,107,50,0.404,3,7938|8400|9782
478251682,평3길,107,50,0.102,3,7954|9318|10246
478350618,삼천병마로,105,50,0.263,3,7955|9883|10520
571344771,병점중앙로155번길,107,60,0.111,3,7963|9381|9455
571379535,동탄신리천로,107,50,0.047,3,7964|8745|10598
571366472,동부대로,106,40,0.454,3,8004|9027|9663
571343644,병점동로,107,30,0.067,3,8017|9001|9218
478447923,서해로,103,70,0.51,3,8032|8793|9457
478343849,상봉길,107,30,0.161,3,8066|8478|8593
478467448,서해안고속도로,101,110,1.221,3,8075|8384|10146
571344767,병점중앙로,107,50,0.114,3,8090|8272|8978
477246354,포승향남로,103,40,0.424,3,8092|9599|10286
478210103,삼천병마로,107,60,0.482,3,8097|8950|9312
571365180,동탄중앙로,107,60,0.194,3,8131|8351|9196
571370952,동탄광역환승로,107,50,0.339,3,8134|9640|9648
571364572,동탄문화센터로,107,30,0.055,3,8153|10115|10821
476340468,사강로,107,50,0.127,3,8160|9182|9592
571370449,동탄순환대로,107,60,0.424,3,8169|9221|9452
477344126,남양로,107,60,0.169,3,8175|8472|9769
477342363,화성로,106,70,1.201,3,8183|9213|9715
477341402,남양성지로,107,50,0.181,3,8184|9080|10007
571343780,용주로,107,50,0.037,3,8210|9431|9700
571387611,봉영로,103,60,0.746,3,8216|8449|9786
571371654,동탄지성로,107,30,0.153,3,8217|8658|10126
571254805,동탄순환대로,107,60,0.143,3,8221|9977|10481
571254716,동탄순환대로11길,107,40,0.071,3,8224|10083|10534
571347446,동탄중앙로,107,60,0.089,3,8239|8278|8958
571351157,동탄중앙로,107,60,0.179,3,8261|9716|10065
571369306,동탄세교로,107,60,0.15,3,8273|8888|9054
477149005,기아자동차로,106,60,0.138,3,8303|8347|9115
571344670,효행로,105,50,0.04,3,8304|9682|10420
571349955,동탄지성로,107,60,0.174,3,8326|9155|10329
571344667,효행로,105,50,0.048,3,8354|8947|9125
571370450,동탄순환대로,107,60,0.034,3,8365|10211|10761
571354552,문시로,107,30,0.031,3,8416|10465|10583
477352174,남양로621번길,103,50,0.184,3,8447|8833|10197
478210181,초록로,106,30,0.221,3,8455|9238|10292
571370432,화산중앙로,107,30,0.097,3,8459|9057|10547
571387647,봉영로,103,60,0.547,3,8495|8557|10629
571370032,봉영로,103,40,0.042,3,8496|10241|10706
478360903,삼천병마로,107,70,0.029,3,8509|9811|10751
571361158,봉영로,103,60,0.559,3,8538|8668|8814
900000162,,107,40,0.908,3,8547|9691|9928
571347464,동탄중앙로,107,60,0.054,3,8623|9199|10248
477355863,평택시흥고속도로,101,100,0.753,3,8665|9342|9858
572350268,동탄순환대로,107,30,0.433,3,8673|9770|10578
571254800,동탄순환대로,107,60,0.373,3,8681|10003|10536
571369662,태안로,107,50,0.088,3,8698|8911|9388
571345709,병점서로,107,50,0.202,3,8704|8932|10568
571347377,동탄지성로,107,60,0.167,3,8732|9313|10052
571254807,동탄대로4길,107,40,0.327,3,8770|10020|10416
571349316,동탄반석로,107,30,0.195,3,8771|9909|10091
478476587,서해로,103,70,1.799,3,8786|10123|10614
478243132,3.1만세로,107,60,0.879,3,8818|9129|10438
478249504,상신하길로,107,50,0.242,3,8832|9005|9336
477457999,,107,30,0.233,3,8842|9623|9871
477351762,시청로,106,50,0.167,3,8847|10325|10361
478356111,세자로,107,60,0.03,3,8917|9234|10658
571348016,동탄원천로,107,60,0.048,3,8919|10566|10792
571354192,안녕남로,107,50,0.261,3,8936|9495|10044
571262988,동탄순환대로8길,107,30,0.156,3,8987|9323|10089
571365522,효행로,106,50,0.234,3,8988|9636|10353
477460350,수노을1로,107,30,0.26,3,9003|9550|10238
477351573,평택시흥고속도로,101,100,1.387,3,9075|9423|10790
571348245,동탄원천로,107,70,0.122,3,9101|10513|10754
571346515,효행로,105,50,0.146,3,9151|9546|10539
571387011,수도권제2순환고속도로(봉담동탄,108,50,0.277,3,9158|9257|9680
478243207,향남로,107,60,0.076,3,9198|10538|10734
478361632,삼천병마로,107,70,1.46,3,9209|9244|10811
571255248,동탄대로1길,107,40,0.3,3,9220|9712|9978
478357015,수도권제2순환고속도로(봉담동탄,101,100,0.786,3,9289|9675|9926
478357016,수도권제2순환고속도로(봉담동탄,101,100,0.319,3,9297|10229|10596
928310078,만년로,106,50,0.257,3,9300|9310|9850
477341811,화성로,106,70,0.7,3,9343|9516|9522
571370747,동탄대로,107,60,0.284,3,9530|9681|9982
571376973,수도권제2순환고속도로(봉담동탄,101,100,0.234,3,9656|10122|10243
478243594,향남로,107,60,0.036,3,9657|9964|10806
571387641,동탄지성로,107,30,0.228,3,9834|10029|10750
478243426,행정서로,107,60,0.165,3,9875|10354|10496
2024002014,경부고속도로,101,80,0.188,3,10304|10505|10610
571254258,동탄대로4길,107,40,0.238,3,10322|10816|10820
572500794,야탑로,107,50,0.343,2,3|46
572542835,판교로,107,30,0.521,2,7|421
571501207,구미로,107,50,0.073,2,8|1237
571500304,성남대로331번길,107,40,0.164,2,14|416
571558229,금곡로,107,50,0.184,2,15|539
572501264,성남대로,107,60,0.042,2,17|1551
572500644,불정로376번길,107,30,0.081,2,33|144
571500548,미금로,107,30,0.022,2,34|322
571510406,분당수서간고속화도로,102,60,0.292,2,37|560
571556542,분당내곡로,107,80,0.093,2,41|1181
571501376,성남대로,107,70,0.151,2,49|195
571544521,미금일로,107,50,0.072,2,56|261
572500895,서현로180번길,107,60,0.077,2,57|438
571541880,황새울로312번길,107,30,0.045,2,63|1052
572541160,서현로,105,60,0.037,2,66|900
572543496,분당로,107,50,0.091,2,67|1435
571557840,안양판교로,105,60,0.08,2,72|1613
571500267,,107,40,0.091,2,73|876
571540803,,107,60,0.435,2,79|167
571500677,황새울로,107,50,0.088,2,84|1290
571541667,,107,30,0.166,2,95|500
571544468,대왕판교로,105,60,0.15,2,103|962
572542918,이매로,107,30,0.132,2,104|1036
571555596,경부고속도로,108,40,0.168,2,108|1381
571500558,백현로101번길,107,50,0.077,2,118|1541
572540628,분당로263번길,107,30,0.129,2,121|597
572510009,장미로86번길,107,50,0.15,2,123|1231
571540573,분당수서간고속화도로,102,60,0.397,2,125|457
572500652,중앙공원로31번길,107,30,0.407,2,128|823
572541831,구미로173번길,107,50,0.051,2,130|1625
572501254,분당로,107,50,0.045,2,134|441
571557156,,107,60,0.037,2,139|988
571543414,정자일로,107,50,0.276,2,151|320
571541946,황새울로,107,50,0.137,2,152|219
571542121,내정로31번길,107,40,0.083,2,157|537
571500575,황새울로,107,50,0.079,2,159|1506
572551816,,107,30,0.126,2,171|479
571558218,대왕판교로,105,60,0.021,2,172|1001
571540553,분당수서간고속화도로,102,60,1.045,2,185|351
571556936,판교역로,107,50,0.206,2,189|1038
571501555,서현로,105,60,0.024,2,200|508
571553052,돌마로90번길,107,30,0.186,2,202|585
571542761,분당수서로,107,50,0.33,2,205|601
571500679,황새울로,107,50,0.184,2,211|1208
571540318,성남대로,107,70,0.201,2,223|651
572542450,야탑로,107,50,0.062,2,225|1030
572542542,장미로,107,30,0.331,2,232|984
571540385,성남대로43번길,107,50,0.046,2,245|867
571501221,분당로,107,50,0.043,2,246|1409
572541019,,107,50,0.109,2,250|1370
571500225,내정로166번길,107,30,0.082,2,253|269
571544910,판교로,107,50,0.038,2,257|360
571545039,안양판교로,105,60,0.652,2,263|368
571500614,느티로,107,50,0.135,2,264|1584
571541949,황새울로,107,50,0.262,2,275|565
571540294,성남대로,107,70,0.044,2,276|476
571554980,대왕판교로,105,60,0.072,2,279|328
572501279,판교로,107,30,0.111,2,289|1421
571500978,성남대로,107,70,0.046,2,290|1472
572542451,야탑로,107,50,0.052,2,294|334
571544907,판교로,107,50,0.039,2,296|501
571554896,분당수서간고속화도로,108,60,0.036,2,299|582
571545030,운중로,107,50,0.05,2,300|1484
571545870,,107,10,0.09,2,304|1112
571543421,,107,30,0.072,2,312|814
571541726,판교로429번길,107,10,0.235,2,333|1536
571556356,정자로,107,50,0.064,2,336|600
571548480,판교로,107,60,0.24,2,338|937
571554794,,105,50,0.043,2,346|598
571558345,판교로,107,60,0.053,2,347|618
572500911,성남대로779번길,107,50,0.128,2,354|1187
571540609,미금로,107,30,0.11,2,357|822
572510005,야탑로105번길,107,50,0.131,2,361|990
571547881,용인서울고속도로,101,100,1.661,2,370|1489
571542455,금곡로,107,50,0.315,2,381|1261
572541686,성남대로,107,60,0.054,2,389|926
571556364,정자일로6번길,107,40,0.179,2,392|434
571541909,황새울로240번길,107,30,0.133,2,395|863
572549330,돌마로476번길,107,30,0.112,2,398|462
571500519,정자일로,107,50,0.062,2,402|514
572501370,서현로,105,60,0.034,2,405|1306
571501628,분당수서간고속화도로,102,60,0.058,2,425|893
572542008,안골로,107,60,0.408,2,448|1432
571470136,용구대로2801번길,107,30,0.174,2,453|1021
572500967,양현로,107,50,0.125,2,455|883
571547628,서판교로,107,30,0.153,2,466|554
572500781,장안로,107,50,0.175,2,472|1470
571543150,양현로,107,50,0.264,2,488|1150
572554781,성남대로,107,60,0.054,2,491|1373
571545553,,107,10,0.09,2,498|1382
571551592,탄천상로,107,50,0.303,2,502|1369
571541307,분당로,107,50,0.061,2,512|871
572501244,성남대로,107,60,0.061,2,528|1635
571543545,백현로,107,50,0.12,2,531|1011
571550876,분당내곡간고속화도로,108,50,0.657,2,532|699
572500933,야탑로,107,50,0.125,2,534|1580
571541223,수내로,107,50,0.035,2,542|555
571544736,대왕판교로34번길,107,110,0.527,2,545|1575
571541727,,107,30,0.041,2,547|1403
572501277,성남대로,107,60,0.043,2,548|1538
571543911,안양판교로,105,60,0.136,2,563|577
571542458,탄천상로,107,50,0.185,2,584|1139
572510369,새마을로,107,60,0.112,2,587|840
571551892,,107,90,0.209,2,616|785
571540408,불정로,107,50,0.087,2,637|683
571500983,백현로,107,50,0.039,2,648|1346
572541854,야탑로,107,50,0.112,2,657|1367
572541692,성남대로,107,60,0.031,2,658|1526
571540325,정자로,107,50,0.036,2,662|1171
571550568,돌마로,107,50,0.131,2,664|808
571503275,,107,80,0.363,2,668|1307
571501180,,107,80,0.036,2,674|1012
571410507,탄천상로,107,50,0.172,2,679|868
572501391,서현로,105,60,0.112,2,680|1297
572540593,탄천로,107,30,0.06,2,681|1130
571541607,분당수서간고속화도로,102,60,0.516,2,684|852
571542816,분당수서로,107,50,0.042,2,687|1422
571557412,,107,50,0.039,2,691|1572
571556666,성남대로,107,70,0.096,2,720|1522
572501183,분당로,107,50,0.038,2,726|1020
571546099,,107,30,0.046,2,728|913
571561005,경부고속도로,101,110,0.136,2,741|1410
571544490,분당수서로,107,50,0.145,2,743|1339
572500590,돌마로366번길,107,30,0.072,2,748|1064
571500309,,107,30,0.131,2,752|1165
571501352,,107,80,0.03,2,753|1060
572541624,판교로,107,30,0.095,2,754|783
571540549,분당수서간고속화도로,102,60,0.732,2,758|1059
571541124,분당수서간고속화도로,108,60,0.042,2,759|1412
571557512,분당내곡로,107,50,0.075,2,760|978
571542066,정자일로232번길,107,50,0.043,2,761|1006
571543541,백현로,107,50,0.039,2,776|1158
571541118,무지개로,107,50,0.203,2,791|810
571542316,미금일로,107,30,0.113,2,795|1260
572541625,판교로,107,50,0.03,2,797|1176
571501116,구미로,107,50,0.091,2,798|1169
572501125,성남대로,107,60,0.037,2,801|1426
571541912,황새울로258번길,107,30,0.131,2,805|1210
571551118,대왕판교로,107,70,0.113,2,811|1552
571542287,미금일로154번길,107,50,0.235,2,849|1295
572544965,서현로,105,60,0.206,2,854|1616
571548934,동막로,107,70,0.449,2,856|1056
571550051,대왕판교로,105,60,0.042,2,882|1462
571550566,돌마로,107,50,0.038,2,887|1136
571557470,분당내곡로,107,50,0.032,2,889|1046
571548884,안양판교로,105,60,0.513,2,896|1124
571549134,대왕판교로,105,40,0.18,2,906|1270
572540395,판교로,107,50,0.11,2,920|1028
572501203,불정로,107,50,0.112,2,932|1018
571510194,대왕판교로,107,70,0.205,2,989|1113
571541963,,107,30,0.039,2,1022|1457
571547191,대왕판교로,107,70,0.025,2,1061|1365
571558270,판교로,107,50,0.114,2,1068|1405
571556754,대왕판교로606번길,107,50,0.015,2,1074|1105
571501532,서현로,105,60,0.043,2,1076|1103
571558795,,107,50,0.027,2,1091|1547
572540569,양현로,107,50,0.05,2,1101|1461
572512589,중앙공원로40번길,107,30,0.071,2,1161|1525
571501012,성남대로,107,70,0.045,2,1199|1257
571501047,수내로,107,50,0.04,2,1207|1312
571552914,대왕판교로,105,60,0.264,2,1236|1302
571500417,정자일로198번길,107,40,0.085,2,1274|1594
571556550,황새울로200번길,107,30,0.105,2,1277|1590
571541995,황새울로200번길,107,50,0.132,2,1317|1561
571558290,경부고속도로,108,40,0.204,2,1320|1328
571501191,성남대로,107,70,0.039,2,1327|1632
571500975,백현로,107,50,0.018,2,1389|1604
571547991,용인서울고속도로,101,100,0.725,2,1391|1646
572541658,새마을로,107,50,0.196,2,1393|1649
571501055,성남대로,107,70,0.041,2,1402|1485
572542876,구미로173번길,107,30,0.198,2,1592|1631
572661838,희망로,107,40,0.044,2,1652|1653
572647411,남한산성로,106,30,0.042,2,1656|1765
571558902,용인서울고속도로,101,100,0.131,2,1665|2339
571682117,설개로2번길,107,50,0.018,2,1670|2274
572655572,공원로,107,40,0.065,2,1672|1707
571558131,제2경인고속도로,101,80,1.636,2,1673|2356
571664008,탄천로,107,50,0.083,2,1676|1695
572669043,분당수서간고속화도로,102,80,0.196,2,1678|1769
572672346,성남대로,103,60,0.069,2,1683|1840
572649686,남문로,107,30,0.233,2,1686|1961
571651170,탄천로,107,50,0.064,2,1692|2327
572647797,수정로,107,50,0.034,2,1693|1837
572660884,위례광장로,107,30,0.18,2,1697|2523
571558277,,107,50,0.056,2,1722|1896
571682156,여수대로,107,80,0.052,2,1728|1736
572610735,수정로171번길,107,30,0.163,2,1731|1762
572666181,헌릉로,107,50,0.043,2,1738|1766
572672311,성남대로,103,70,0.074,2,1742|2298
572672114,성남대로,103,70,0.039,2,1754|2239
572661848,,107,30,0.271,2,1756|2228
572672067,성남대로,103,60,0.191,2,1760|2270
572648270,산성대로,107,30,0.055,2,1768|3205
571677056,여수대로56번길,107,50,0.05,2,1774|2192
572673217,헌릉로,104,50,0.185,2,1777|1987
571541679,대왕판교로,105,60,0.113,2,1779|2444
571682303,대왕판교로,105,60,0.026,2,1781|2539
572671932,성남대로,103,60,0.025,2,1784|2505
572642340,수정로,107,50,0.087,2,1789|1888
572660882,위례광장로,107,30,0.174,2,1797|2004
571611991,분당내곡간고속화도로,102,80,0.689,2,1800|2019
572655560,공원로,107,40,0.019,2,1832|2189
572603063,산성대로,107,60,0.018,2,1834|2852
572647371,,107,30,0.054,2,1835|2424
571669249,분당내곡간고속화도로,102,80,0.726,2,1848|2061
572611546,희망로,107,30,0.161,2,1851|2118
572652054,시민로,107,30,0.087,2,1856|2145
571649924,청계산로,107,50,0.044,2,1857|2256
571556508,사송로,107,50,0.102,2,1860|2309
572647166,성남대로1416번길,107,30,0.133,2,1868|2137
572669042,분당수서간고속화도로,102,80,0.741,2,1879|2174
572654972,희망로,107,40,0.127,2,1895|3273
571682151,여수대로,107,80,0.018,2,1897|2515
572656368,위례대로,107,30,0.107,2,1900|2011
571677319,,107,40,0.131,2,1903|2191
571559626,창업로,107,50,0.309,2,1905|2316
571565631,대왕판교로,105,70,0.178,2,1910|2371
922643640,수정로466번길,107,30,0.178,2,1914|2212
572670291,헌릉로,107,50,0.134,2,1918|2057
572644556,희망로,107,30,0.118,2,1926|2500
572603567,수정로,107,50,0.034,2,1940|2217
572660766,,107,30,0.321,2,1964|2381
571565726,금토로80번길,107,50,0.071,2,1972|2325
572672703,헌릉로,107,50,0.143,2,1976|2317
572655564,공원로,107,40,0.1,2,1980|2142
572603384,산성대로,107,60,0.035,2,1982|3331
572670508,,107,30,0.016,2,1986|2241
572655314,산성대로,107,60,0.029,2,2000|2008
572647931,산성대로341번길,107,30,0.101,2,2001|2082
571558526,수도권제1순환고속도로,101,100,0.589,2,2016|2121
571663762,,107,50,0.056,2,2027|2167
571660586,탄천로,107,50,0.073,2,2035|2170
572610054,논골로,107,30,0.267,2,2040|2219
572649374,수정북로,107,30,0.227,2,2062|2429
572661849,위례중앙로,107,50,0.082,2,2068|6968
572662311,,107,30,0.027,2,2075|2095
572661590,위례대로,107,50,0.334,2,2078|2255
572661604,위례순환로,107,30,0.137,2,2079|2476
571668175,고등로,107,50,0.135,2,2080|2294
572647968,산성대로,107,60,0.156,2,2085|2955
571647339,청계산로,107,50,0.784,2,2086|2393
572610602,희망로,107,30,0.165,2,2119|2302
572651402,산성대로,107,40,0.069,2,2126|2439
572672437,성남대로,103,60,0.026,2,2138|2531
571682580,여수대로,107,80,0.025,2,2141|2378
572672977,헌릉로,107,50,0.318,2,2143|2394
572655880,산성대로,107,60,0.036,2,2144|2838
572661432,위례광장로,104,30,0.169,2,2154|2386
572660890,위례서로,107,50,0.037,2,2165|2306
571558122,분당내곡간고속화도로,102,80,0.22,2,2168|2330
572651105,산성대로,107,60,0.04,2,2197|3255
572661452,위례서로,107,30,0.284,2,2220|5758
572651104,산성대로,107,30,0.045,2,2237|2413
572646967,희망로,107,50,0.069,2,2246|2473
571606492,분당수서간고속화도로,102,80,1.089,2,2275|2403
572666180,헌릉로,107,50,0.032,2,2323|2542
572656396,분당수서간고속화도로,102,80,0.087,2,2342|2402
572661885,위례순환로,107,30,0.188,2,2351|2489
571554136,대왕판교로,105,60,0.172,2,2367|2433
921651509,수도권제1순환고속도로,101,100,0.366,2,2374|2466
572647406,산성대로,107,60,0.129,2,2375|2529
572673233,공원로,107,50,0.057,2,2396|2441
572660916,위례광장로,107,30,0.086,2,2411|2520
571606583,수도권제1순환고속도로,101,100,0.488,2,2417|2527
572672240,성남대로,103,60,0.147,2,2422|2524
571560968,창업로57번길,107,30,0.301,2,2438|2493
572672085,경충대로,107,40,0.426,2,2552|2693
572666269,순환로,106,50,0.222,2,2559|2895
572646966,산성대로,107,50,0.065,2,2563|3358
572648276,산성대로,107,60,0.027,2,2571|2599
572645800,제일로,107,50,0.032,2,2576|2856
572671924,성남대로,107,60,0.02,2,2578|2981
572650415,갈마치로,107,50,0.135,2,2582|3482
572550488,희망로,107,50,0.036,2,2583|2820
2023001774,광명로334번길,107,30,0.522,2,2584|2642
572646563,둔촌대로,107,60,0.043,2,2587|2608
572648845,둔촌대로258번길,107,30,0.19,2,2590|2740
572662242,성장간선로,103,70,0.911,2,2594|2937
572646862,산성대로,107,60,0.034,2,2596|3263
572645360,산성대로,107,60,0.137,2,2598|2877
572646838,돌마로,107,40,0.259,2,2611|3402
572663326,성남대로,106,60,0.035,2,2616|3268
572646516,공원로,107,40,0.079,2,2618|2641
572652596,갈마치로244번길,107,50,0.158,2,2619|3347
2023002130,광명로,107,30,0.305,2,2623|3248
572671647,,107,30,0.13,2,2625|3428
572648277,산성대로,107,60,0.11,2,2631|2726
572647545,둔촌대로,107,60,0.027,2,2637|2688
572662454,산성대로,107,40,0.111,2,2638|3170
572649735,순환로,107,50,0.041,2,2650|2657
572543998,도촌남로,107,30,0.437,2,2662|2801
572611306,둔촌대로,107,60,0.115,2,2667|2790
572611483,사기막골로62번길,107,50,0.208,2,2668|2782
572670616,둔촌대로,107,60,0.021,2,2671|3222
572666273,순환로,107,50,0.254,2,2677|2730
572644641,광명로,107,40,0.16,2,2682|2967
572650720,경충대로,107,70,0.017,2,2695|3334
572668902,성남대로,103,40,0.258,2,2700|3320
572660482,성장간선로,107,70,0.769,2,2701|3208
572603111,순환로,106,40,0.351,2,2713|3281
571669668,둔촌대로,107,50,0.149,2,2716|3103
572648601,경충대로,107,70,0.254,2,2719|3351
572646919,성남대로,107,60,0.026,2,2731|2926
572603838,수도권제1순환고속도로,101,100,0.416,2,2732|3307
572662261,성남대로,107,40,0.263,2,2734|3306
572647548,제일로,107,50,0.311,2,2741|2929
572611307,둔촌대로,107,60,0.018,2,2758|3323
572648336,산성대로,107,60,0.041,2,2780|2901
572672368,산성대로,107,60,0.02,2,2786|3367
572646540,,107,40,0.04,2,2788|3417
572603151,광명로,107,40,0.029,2,2792|3438
572648055,희망로,107,60,0.185,2,2807|2891
571646188,산성대로,107,60,0.063,2,2815|2925
572672479,성남대로,103,60,0.039,2,2823|3411
572642067,경충대로,103,70,0.106,2,2827|3003
572662614,,107,40,0.119,2,2835|2910
572611235,산성대로,107,60,0.144,2,2836|3203
572544855,도촌남로,107,50,0.197,2,2854|3144
572603067,둔촌대로,107,60,0.044,2,2860|3374
