grid_gid,epdo_total,accident_cnt,사망_cnt,중상_cnt,elderly_res_pop,elderly_res_ratio,child_float_pop,elderly_float_pop,vuln_float_ratio,vuln_time_work,vuln_time_visit,vuln_peak_pop,weekend_ratio,grid_avg_speed,grid_congestion,gap_cnt,gap_items,land_use,vuln_correction,infra_penalty,speed_weight,congestion_factor,peak_factor,weekend_factor,composite_risk,risk_label,composite_rank,correction_index,entropy_composite_risk,entropy_rank,핵심_인프라공백,제안시설,위험등급
다사726483,86.0,4,0,1,0.0,0,17.98,169.58,0.2849,1.3435,8.081,9.4245,0.63,70.37,80.0745,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2849,2.0,1.1728,1.8007,1.0,1.065,497.06,주말방문집중 | 고속도로위험,125,0.130357,97.21,527,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사727530,83.0,3,0,1,7.0,0.0921,8537.68,12696.05,0.3306,384.6259,1083.1364,1467.7623,0.3985,27.14,43.2349,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),단독주택,1.4227,1.6667,0.4523,1.4323,1.5,1.0,191.25,통행피크위험 | 주거밀집,740,0.163211,96.55,538,child_zone_cnt / speedbump_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사735483,77.0,2,0,1,107.0,0.3175,494.62,4156.89,0.3456,66.4894,246.034,312.5234,0.4076,15.57,92.6785,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.6631,1.5,0.2595,1.9268,1.2257,1.0,117.72,노인밀집거주 | 교통약자유동多 | 통행피크위험,1245,0.251885,96.4,540,crosswalk_cnt / child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사740489,75.0,2,0,1,104.0,0.381,564.03,3433.63,0.4063,106.4053,314.6372,421.0425,0.4674,23.06,81.4937,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.7873,1.5,0.3843,1.8149,1.4082,1.0,197.49,노인밀집거주 | 교통약자유동多 | 통행피크위험,705,0.284533,96.34,541,crosswalk_cnt / child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사728472,85.0,3,0,1,0.0,0,306.4,2717.49,0.2824,7.0461,72.7633,79.8094,0.3919,63.99,86.4306,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2824,2.0,1.0665,1.8643,1.0,1.0,433.46,고속도로위험,163,0.125849,95.7,548,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사728497,85.0,3,0,1,0.0,0,1562.2,8726.58,0.2997,373.1956,514.6662,887.8618,0.67,29.94,69.8662,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),주유소용지,1.2997,1.5,0.499,1.6987,1.5,1.085,228.61,주말방문집중 | 통행피크위험,551,0.124898,95.62,550,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사722500,85.0,3,0,1,0.0,0,1736.15,5516.3,0.3299,101.1018,242.9782,344.08,0.4265,24.83,99.3106,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),교통광장,1.3299,1.5,0.4138,1.9931,1.2788,1.0,178.83,통행피크위험,827,0.11522,94.79,571,crosswalk_cnt / child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사728517,87.0,5,0,1,0.0,0,1283.02,2665.8,0.3111,78.4112,257.4213,335.8325,0.4849,25.1,53.8469,2,child_zone_cnt(없음) | speedbump_cnt(없음),도로,1.3111,1.3333,0.4183,1.5385,1.2649,1.0,123.8,통행피크위험,1203,0.083238,94.24,581,child_zone_cnt / speedbump_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강,중위험
다사733497,85.0,3,0,1,0.0,0,539.29,1087.54,0.3402,18.8167,64.2919,83.1086,0.5218,31.74,75.6181,4,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3402,1.6667,0.529,1.7562,1.0,1.0109,178.31,일반,833,0.100028,93.5,590,child_zone_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사737502,69.0,1,0,1,133.0,0.5991,516.8,1803.99,0.3665,24.3859,72.572,96.9579,0.486,32.67,31.2701,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.9656,2.0,0.5445,1.3127,1.0,1.0,193.88,노인밀집거주 | 교통약자유동多,723,0.354991,93.49,591,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사728504,85.0,4,0,1,0.0,0,2852.61,7218.89,0.3173,206.8092,390.313,597.1222,0.6031,34.98,26.8359,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),자족기능확보시설,1.3173,1.6667,0.583,1.2684,1.5,1.0515,217.66,주말방문집중 | 통행피크위험,593,0.089448,92.6,604,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사725521,69.0,1,0,1,399.0,0.6584,331.06,757.6,0.3277,19.5713,81.9873,101.5586,0.2791,,,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),아파트,1.9861,2.0,1.0,1.0,1.0,1.0,274.08,노인밀집거주 | 주거밀집,428,0.340532,92.5,605,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사728534,86.0,4,0,1,0.0,0,203.82,756.36,0.3283,10.8259,45.1986,56.0245,0.6808,57.62,0.3144,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공원기타,1.3283,2.0,0.9603,1.0031,1.0,1.0904,239.97,주말방문집중,520,0.0735,92.32,609,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사723501,85.0,3,0,1,0.0,0,642.3,2319.93,0.2899,51.7906,124.9331,176.7237,0.5043,34.9,40.3593,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),업무시설,1.2899,2.0,0.5817,1.4036,1.0,1.0021,179.41,일반,824,0.085998,92.31,610,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사729512,78.0,3,0,1,52.0,0.2374,637.26,1165.5,0.3187,33.8732,113.7822,147.6554,0.3862,33.27,23.1488,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),완충녹지,1.5561,2.0,0.5545,1.2315,1.0,1.0,165.77,노인밀집거주,904,0.179499,92.0,618,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사725524,77.0,2,0,1,45.0,0.1974,1369.3,2362.04,0.3615,38.0147,176.2536,214.2683,0.1616,11.35,89.0912,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),완충녹지,1.5589,1.8333,0.1892,1.8909,1.0604,1.0,83.48,교통약자유동多 | 통행피크위험,1443,0.185852,91.31,637,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사732522,85.0,3,0,1,0.0,0,590.38,1719.33,0.355,27.2055,92.5441,119.7496,0.6986,43.65,10.3196,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),도로,1.355,1.5,0.7275,1.1032,1.0,1.0993,152.42,교통약자유동多 | 주말방문집중,989,0.066936,90.69,657,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사740485,69.0,1,0,1,57.0,0.4831,240.2,2044.03,0.3353,30.185,100.9781,131.1631,0.6408,36.23,9.9926,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.8184,1.6667,0.6038,1.0999,1.0,1.0704,148.66,노인밀집거주 | 주말방문집중,1015,0.288659,88.92,690,crosswalk_cnt / child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사735491,69.0,1,0,1,94.0,0.4312,298.32,2223.08,0.3967,57.1862,192.7097,249.8959,0.4483,23.25,67.0276,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.8279,1.3333,0.3875,1.6703,1.1203,1.0,121.94,노인밀집거주 | 교통약자유동多 | 통행피크위험,1218,0.288586,88.91,692,child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사751491,69.0,1,0,1,95.0,0.413,153.11,785.59,0.3785,16.2414,68.593,84.8344,0.2062,13.51,90.6122,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7915,1.8333,0.2252,1.9061,1.0,1.0,97.28,노인밀집거주 | 교통약자유동多,1386,0.285494,88.7,695,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사743490,78.0,4,0,1,0.0,0,1684.19,7282.82,0.4025,143.7835,494.0737,637.8572,0.4823,37.99,99.91,3,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.4025,1.5,0.6332,1.9991,1.5,1.0,311.57,교통약자유동多 | 통행피크위험,349,0.135903,88.6,697,child_zone_cnt / cctv_cnt / cctv_cam_cnt,어린이보호구역 보강 + 지능형 CCTV,중위험
다사726516,77.0,2,0,1,56.0,0.0562,4214.29,6548.78,0.294,258.0958,989.765,1247.8608,0.2524,20.5,67.3305,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),도로,1.3502,1.8333,0.3417,1.6733,1.5,1.0,163.47,통행피크위험,914,0.149052,88.48,700,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사733491,69.0,1,0,1,48.0,0.3871,104.14,712.58,0.3762,22.9797,86.875,109.8547,0.3397,21.05,84.3959,3,child_zone_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.7633,1.5,0.3508,1.844,1.0,1.0,118.06,노인밀집거주 | 교통약자유동多,1242,0.272753,87.82,718,child_zone_cnt / cctv_cam_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사721502,77.0,2,0,1,0.0,0,5849.24,21204.15,0.2989,592.6123,1109.7876,1702.3999,0.5178,23.7,55.6187,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.2989,1.6667,0.395,1.5562,1.5,1.0089,155.07,통행피크위험,973,0.138533,87.67,720,crosswalk_cnt / child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사735486,69.0,1,0,1,136.0,0.4172,136.85,885.06,0.3343,21.653,93.4845,115.1375,0.1993,24.62,64.9222,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.7515,1.3333,0.4103,1.6492,1.0,1.0,109.03,노인밀집거주,1311,0.267827,87.48,722,child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사742491,77.0,2,0,1,0.0,0,1804.37,6261.96,0.409,142.1398,504.2678,646.4076,0.5743,36.67,99.93,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.409,1.3333,0.6112,1.9993,1.5,1.0372,275.01,교통약자유동多 | 주말방문집중 | 통행피크위험,425,0.135635,87.44,723,child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사754489,69.0,1,0,1,155.0,0.4212,424.58,2145.82,0.4251,32.4373,124.6064,157.0437,0.3383,25.45,31.1882,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.8463,2.0,0.4242,1.3119,1.0,1.0,141.79,노인밀집거주 | 교통약자유동多,1054,0.266214,87.37,727,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사745480,77.0,2,0,1,0.0,0,25.24,261.55,0.3325,2.6716,7.0543,9.7259,0.8055,83.54,49.9838,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3325,2.0,1.3923,1.4998,1.0,1.1527,493.94,주말방문집중 | 고속도로위험,127,0.123641,86.52,759,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사740492,70.0,2,0,1,37.0,0.2114,2847.36,12794.06,0.4075,156.7727,633.9066,790.6793,0.5253,27.58,99.9825,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.6189,1.5,0.4597,1.9998,1.5,1.0127,237.38,노인밀집거주 | 교통약자유동多 | 통행피크위험,530,0.23544,86.48,762,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사721503,77.0,2,0,1,0.0,0,4512.32,13961.45,0.2945,497.521,940.6113,1438.1323,0.4604,33.68,26.7599,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),교통광장,1.2945,1.8333,0.5613,1.2676,1.5,1.0,195.03,통행피크위험,718,0.116307,85.96,774,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사728481,77.0,2,0,1,0.0,0,25.31,235.47,0.2763,0.9889,9.3261,10.315,0.6797,69.95,51.535,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2763,2.0,1.1658,1.5153,1.0,1.0898,378.39,주말방문집중 | 고속도로위험,249,0.112464,85.66,787,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사721521,77.0,2,0,1,0.0,0,4478.0,8049.25,0.3548,148.6344,553.3385,701.9729,0.5089,24.49,57.2073,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),근린상업,1.3548,1.8333,0.4082,1.5721,1.5,1.0045,184.92,교통약자유동多 | 통행피크위험 | 상업지역,787,0.108122,85.33,797,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사741499,69.0,1,0,1,128.0,0.4038,143.1,407.04,0.352,9.4395,38.5484,47.9879,0.1388,27.05,23.2034,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.7558,1.6667,0.4508,1.232,1.0,1.0,112.14,노인밀집거주 | 교통약자유동多,1290,0.236587,85.32,798,child_zone_cnt / speedbump_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사742495,69.0,1,0,1,28.0,0.3333,708.84,2143.02,0.3732,39.0289,144.3278,183.3567,0.6377,36.95,17.1088,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7065,2.0,0.6158,1.1711,1.0084,1.0689,183.06,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,801,0.232167,85.02,819,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사732497,77.0,2,0,1,0.0,0,267.91,1158.07,0.3539,29.6338,95.0603,124.6941,0.3386,31.76,85.7197,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3539,1.6667,0.5293,1.8572,1.0,1.0,170.8,교통약자유동多,871,0.102525,84.89,824,crosswalk_cnt / child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강,중위험
다사727501,77.0,2,0,1,0.0,0,912.04,4363.72,0.2941,133.3785,295.4804,428.8589,0.5452,20.32,69.6198,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),자족기능확보시설,1.2941,1.5,0.3387,1.6962,1.4214,1.0226,124.81,통행피크위험,1195,0.099162,84.64,833,child_zone_cnt / speedbump_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사757484,69.0,1,0,1,48.0,0.3137,616.85,3781.37,0.379,51.9016,173.4325,225.3341,0.384,27.3,31.9916,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6927,2.0,0.455,1.3199,1.079,1.0,151.37,노인밀집거주 | 교통약자유동多 | 통행피크위험,997,0.22107,84.25,849,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사735505,77.0,2,0,1,0.0,0,217.78,552.38,0.3411,9.1803,26.5458,35.7261,0.6285,20.43,60.1679,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3411,1.8333,0.3405,1.6017,1.0,1.0642,109.88,주말방문집중,1307,0.088132,83.79,864,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사732506,69.0,1,0,1,39.0,0.3223,224.34,496.96,0.332,8.1511,25.4133,33.5644,0.3371,50.7,13.9261,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),도로,1.6543,1.8333,0.845,1.1393,1.0,1.0,201.46,노인밀집거주,674,0.214028,83.77,865,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사728526,69.0,1,0,1,48.0,0.2909,254.04,616.42,0.3425,12.1297,62.9967,75.1264,0.1293,21.1,62.7645,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),아파트,1.6334,1.8333,0.3517,1.6276,1.0,1.0,118.28,노인밀집거주 | 주거밀집,1238,0.210838,83.55,873,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사743504,77.0,2,0,1,0.0,0,1192.27,4729.64,0.3348,58.8181,203.1822,262.0003,0.5252,27.31,45.7099,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3348,1.6667,0.4552,1.4571,1.1407,1.0126,131.24,통행피크위험,1144,0.083813,83.45,880,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사727535,78.0,3,0,1,0.0,0,202.13,837.82,0.3343,3.5658,51.2129,54.7787,0.3669,57.23,,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공원기타,1.3343,2.0,0.9538,1.0,1.0,1.0,198.53,일반,696,0.062923,82.91,906,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사730511,77.0,3,0,1,0.0,0,229.43,384.91,0.3224,13.3467,46.1406,59.4873,0.2698,24.43,52.5455,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),완충녹지,1.3224,1.8333,0.4072,1.5255,1.0,1.0,115.96,일반,1259,0.07418,82.71,913,child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사740506,77.0,2,0,1,0.0,0,1132.36,4125.03,0.3302,60.7964,161.4303,222.2267,0.5828,24.74,38.6484,2,child_zone_cnt(없음) | speedbump_cnt(없음),경관녹지,1.3302,1.3333,0.4123,1.3865,1.0738,1.0414,87.3,주말방문집중 | 통행피크위험,1433,0.072223,82.56,922,child_zone_cnt / speedbump_cnt,과속저감 패키지(방지턱+노면표시) + 어린이보호구역 보강,중위험
다사743506,77.0,2,0,1,0.0,0,227.76,1063.35,0.3389,10.8383,48.5758,59.4141,0.3244,60.56,0.0836,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.3389,1.8333,1.0093,1.0008,1.0,1.0,190.91,고속도로위험,744,0.060734,81.68,957,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
다사747502,77.0,2,0,1,0.0,0,67.48,455.88,0.378,3.3581,24.627,27.9851,0.3874,52.05,2.2134,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.378,1.3333,0.8675,1.0221,1.0,1.0,125.44,교통약자유동多,1188,0.050143,80.86,982,child_zone_cnt / bus_stop_cnt,버스정류장 연계 보행안전시설 + 어린이보호구역 보강,중위험
다사727509,69.0,1,0,1,22.0,0.1618,1282.37,1926.26,0.336,48.4588,177.2142,225.673,0.2191,21.4,67.8374,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),단독주택,1.4978,2.0,0.3567,1.6784,1.0796,1.0,133.6,통행피크위험 | 주거밀집,1120,0.165389,80.41,984,crosswalk_cnt / child_zone_cnt / speedbump_cnt / cctv_cnt / cctv_cam_cnt / bus_stop_cnt,과속저감 패키지(방지턱+노면표시) + 버스정류장 연계 보행안전시설 + 스마트 횡단보도 + 어린이보호구역 보강 + 지능형 CCTV,중위험
