grid_gid,epdo_total,epdo_avg,accident_cnt,사망_cnt,중상_cnt,경상_cnt,부상신고_cnt,상해없음_cnt,기타불명_cnt,crosswalk_cnt,child_zone_cnt,school_cnt,kindergarten_cnt,daycare_cnt,bus_stop_cnt,cctv_cnt,cctv_cam_cnt,speedbump_cnt
다사656114,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사580139,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사315127,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사656086,69.0,69.0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
다사545134,69.0,69.0,1,0,1,0,0,0,0,2,0,0,0,0,2,1,1,0
다사458021,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사535048,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사421140,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바426947,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
다바376978,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사610120,69.0,69.0,1,0,1,0,0,0,0,4,1,0,1,0,0,5,5,0
다사274103,69.0,69.0,1,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0
다사356123,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
다사372092,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사406100,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사652082,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
다사483041,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사453076,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사411008,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바333936,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
다사669085,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사643121,69.0,69.0,1,0,1,0,0,0,0,4,0,0,0,0,0,4,4,0
다바456971,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사582134,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사463170,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사399200,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사417167,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사426033,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사620123,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사657085,69.0,69.0,1,0,1,0,0,0,0,4,0,0,0,0,0,4,4,0
다사413089,69.0,69.0,1,0,1,0,0,0,0,2,0,0,0,0,1,2,2,0
다사583129,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사468037,69.0,69.0,1,0,1,0,0,0,0,0,1,1,1,0,0,19,19,0
다사589150,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사524134,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사459075,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사635111,69.0,69.0,1,0,1,0,0,0,0,3,0,0,0,0,0,5,5,0
다사449057,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사650074,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,1,5,5,0
다사639109,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바509981,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다바467992,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사380071,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사466016,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
다사640074,69.0,69.0,1,0,1,0,0,0,0,5,0,0,0,0,1,4,4,0
다사499106,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
다바364986,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사664101,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사489015,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0
다사264160,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
다사345125,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
다사384073,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,2,6,6,0
다사604112,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
다사444139,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사622119,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0
다사481017,69.0,69.0,1,0,1,0,0,0,0,3,0,0,0,0,0,3,3,0
다사547093,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사483171,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사651080,69.0,69.0,1,0,1,0,0,0,0,3,0,0,0,0,0,5,5,0
다사476165,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사620113,69.0,69.0,1,0,1,0,0,0,0,2,0,0,0,0,0,14,14,0
다사586042,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사404112,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
다사270080,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,2,0
다바432965,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사379120,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
다사509143,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사304079,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사412121,69.0,69.0,1,0,1,0,0,0,0,3,0,0,0,0,0,5,5,0
다사490159,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사651085,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
다사556037,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사397158,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사645088,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사512131,69.0,69.0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,1,0
다사414043,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
다사644122,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
다사523113,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사511145,69.0,69.0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0
다사502104,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사408120,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
다사443154,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
다사451079,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0
다사601125,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,3,0,8,8,0
다사392211,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사657111,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
다사466028,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사623139,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
다사352118,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사671116,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,6,0
다바401988,69.0,69.0,1,0,1,0,0,0,0,5,0,0,0,0,2,6,6,0
다사597148,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사370100,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,1,6,6,0
다사502110,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
다사475007,69.0,69.0,1,0,1,0,0,0,0,2,0,0,0,0,0,4,4,0
다사476036,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
다사379170,69.0,69.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
다사401117,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사476205,69.0,69.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
다사654305,65.0,7.2222,9,0,0,8,0,1,0,0,0,0,0,0,0,1,5,0
다사682405,65.0,7.2222,9,0,0,8,0,1,0,0,0,0,0,0,0,1,1,0
다사635454,64.0,8.0,8,0,0,8,0,0,0,0,0,0,0,0,0,1,5,6
다사661422,64.0,8.0,8,0,0,8,0,0,0,1,0,0,0,0,0,1,1,0
다사696461,64.0,8.0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
다사650328,57.0,7.125,8,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0
다사678368,57.0,7.125,8,0,0,6,0,1,1,1,0,0,0,1,0,0,0,0
다사648458,57.0,7.125,8,0,0,7,0,1,0,4,0,0,0,0,0,3,10,0
다사485038,57.0,7.125,8,0,0,7,0,1,0,3,0,0,0,0,1,5,5,0
다사595130,57.0,7.125,8,0,0,7,0,1,0,6,0,0,0,0,1,1,1,0
다사645463,56.0,7.0,8,0,0,7,0,0,0,3,0,0,0,0,2,0,0,0
다사631458,56.0,6.2222,9,0,0,6,1,2,0,1,0,0,0,0,0,1,4,2
다사688300,54.0,7.7143,7,0,0,6,1,0,0,0,0,0,0,0,1,1,1,0
다사655462,53.0,6.625,8,0,0,5,2,1,0,2,0,0,0,0,0,2,7,2
다사618119,51.0,5.6667,9,0,0,4,3,1,0,2,0,0,0,0,1,0,0,0
다사655476,49.0,7.0,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
다사654461,49.0,7.0,7,0,0,6,0,1,0,0,0,0,0,1,0,0,0,0
다사691450,49.0,7.0,7,0,0,6,0,1,0,4,0,0,0,0,0,1,4,0
다사613143,49.0,7.0,7,0,0,6,0,1,0,2,0,0,0,0,0,0,0,0
다사660339,48.0,8.0,6,0,0,6,0,0,0,1,0,0,0,1,0,3,7,1
다사678367,48.0,8.0,6,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0
다사661437,48.0,8.0,6,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0
다사626463,48.0,8.0,6,0,0,6,0,0,0,3,0,0,0,0,0,1,3,0
다사737511,48.0,8.0,6,0,0,6,0,0,0,7,0,0,0,0,0,1,1,0
다사609120,48.0,8.0,6,0,0,6,0,0,0,5,1,1,1,1,0,9,9,0
다사606134,48.0,8.0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
다사643116,48.0,8.0,6,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0
다사513138,48.0,8.0,6,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0
다사611152,48.0,6.8571,7,0,0,6,0,0,0,3,0,0,0,0,2,2,2,0
다사591128,47.0,6.7143,7,0,0,5,1,1,0,5,0,0,0,0,0,10,10,0
다사668321,46.0,7.6667,6,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
다사653263,46.0,7.6667,6,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0
다사678381,46.0,7.6667,6,0,0,5,1,0,0,0,0,0,0,1,1,0,0,1
다사476037,46.0,7.6667,6,0,0,5,1,0,0,7,0,0,0,2,0,13,13,0
다사638098,44.0,6.2857,7,0,0,4,2,0,0,3,0,0,0,0,0,10,10,0
다사667322,42.0,7.0,6,0,0,2,3,0,1,1,1,0,0,1,5,1,1,0
다사651462,42.0,6.0,7,0,0,5,0,2,0,2,0,0,0,1,0,1,3,0
다사653279,41.0,5.8571,7,0,0,5,0,1,0,0,0,0,0,0,0,1,1,0
다사674379,41.0,6.8333,6,0,0,5,0,1,0,0,0,0,0,0,0,1,5,0
다사681374,41.0,6.8333,6,0,0,5,0,1,0,2,0,0,0,0,0,1,1,0
다사674367,41.0,6.8333,6,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0
다사683460,41.0,6.8333,6,0,0,5,0,1,0,1,0,0,0,0,2,0,0,0
다사656460,41.0,6.8333,6,0,0,5,0,1,0,0,0,0,0,0,0,2,6,12
다사622139,41.0,5.125,8,0,0,4,1,3,0,6,0,0,0,0,0,18,18,0
다사613150,41.0,6.8333,6,0,0,5,0,1,0,4,0,0,0,0,0,10,10,0
다사589119,41.0,6.8333,6,0,0,5,0,1,0,1,0,0,0,0,0,8,8,0
다사657321,40.0,8.0,5,0,0,5,0,0,0,1,0,0,0,0,0,2,6,0
다사661261,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,2,4,1
다사660320,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
다사662344,40.0,6.6667,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
다사648338,40.0,6.6667,6,0,0,5,0,0,0,0,0,0,0,2,2,1,1,0
다사647358,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0
다사702381,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,1,0,1,1,0
다사704371,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,1,1,1,0
다사708347,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
다사674418,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
다사669445,40.0,8.0,5,0,0,5,0,0,0,4,0,0,0,0,0,1,4,0
다사665433,40.0,6.6667,6,0,0,5,0,0,0,5,0,0,0,0,0,0,0,2
다사682418,40.0,8.0,5,0,0,5,0,0,0,4,0,0,0,0,3,1,4,0
다사626464,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,1,3,0
다사670414,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
다사695439,40.0,8.0,5,0,0,5,0,0,0,2,0,0,0,1,4,1,2,8
다사674465,40.0,8.0,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0
다사654452,40.0,8.0,5,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
다사640457,40.0,8.0,5,0,0,5,0,0,0,3,0,0,0,0,0,1,3,0
다사668424,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
다사693454,40.0,8.0,5,0,0,5,0,0,0,2,0,0,0,0,1,1,5,0
다사690458,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
다사728514,40.0,8.0,5,0,0,5,0,0,0,4,0,0,0,0,0,1,1,0
다사589127,40.0,8.0,5,0,0,5,0,0,0,2,0,0,0,0,2,10,10,0
다사535136,40.0,8.0,5,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
다사622121,40.0,8.0,5,0,0,5,0,0,0,0,0,0,0,0,2,5,5,0
다사643114,40.0,8.0,5,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0
다사628131,40.0,8.0,5,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0
다사643109,40.0,6.6667,6,0,0,5,0,0,0,3,0,0,0,0,1,0,0,0
다사654330,39.0,6.5,6,0,0,4,1,1,0,0,0,0,0,0,0,1,5,0
다사693368,39.0,6.5,6,0,0,4,1,1,0,0,0,0,0,0,0,1,1,0
다사645461,39.0,6.5,6,0,0,4,1,1,0,0,0,0,0,0,2,0,0,0
다사589118,39.0,6.5,6,0,0,4,1,1,0,3,0,0,0,0,1,0,0,0
다사643111,39.0,6.5,6,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0
다사649304,38.0,7.6,5,0,0,4,1,0,0,0,0,0,0,0,0,2,5,0
다사654309,38.0,7.6,5,0,0,4,1,0,0,0,0,0,0,0,0,1,5,0
다사647273,38.0,7.6,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
다사674380,38.0,3.4545,11,0,0,4,0,6,0,1,0,0,0,0,0,4,4,0
다사645460,38.0,7.6,5,0,0,4,1,0,0,0,0,0,0,0,0,1,3,0
다사683439,38.0,6.3333,6,0,0,4,1,0,0,5,1,0,0,3,2,3,4,2
다사620458,38.0,7.6,5,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0
다사721501,38.0,7.6,5,0,0,4,1,0,0,0,0,0,0,0,2,2,11,0
다사619119,38.0,7.6,5,0,0,4,1,0,0,2,0,0,0,0,1,4,4,0
다사651082,38.0,6.3333,6,0,0,4,1,0,0,2,0,0,0,0,0,5,5,0
다사481019,38.0,7.6,5,0,0,4,1,0,0,3,0,0,0,0,0,0,0,0
다사648362,36.0,7.2,5,0,0,3,2,0,0,1,0,0,0,0,2,2,2,0
다사670346,34.0,6.8,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
다사650359,34.0,5.6667,6,0,0,4,0,2,0,1,0,0,0,0,2,1,3,0
다사672370,34.0,5.6667,6,0,0,4,0,2,0,0,0,0,0,0,1,2,5,0
다사653271,33.0,6.6,5,0,0,4,0,1,0,0,0,0,0,0,1,1,1,0
다사665324,33.0,6.6,5,0,0,4,0,1,0,0,0,0,0,0,0,1,5,0
다사691382,33.0,6.6,5,0,0,4,0,1,0,2,0,0,0,0,1,0,0,0
다사672372,33.0,4.7143,7,0,0,3,1,3,0,0,0,0,0,0,3,1,6,0
다사695383,33.0,6.6,5,0,0,4,0,1,0,0,0,0,0,0,2,2,5,0
다사670458,33.0,6.6,5,0,0,4,0,1,0,1,0,0,0,0,0,1,3,0
다사671418,33.0,6.6,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
다사649455,33.0,6.6,5,0,0,4,0,1,0,2,0,0,0,0,3,1,2,0
다사689447,33.0,6.6,5,0,0,4,0,1,0,4,0,0,0,1,2,1,1,0
다사653280,32.0,6.4,5,0,0,4,0,0,0,0,0,0,0,0,2,1,1,0
다사667321,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0
다사666320,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
다사671317,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,2,0,0,0
다사651294,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0
다사658290,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,1,1,6,2
다사646331,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사657328,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사651279,32.0,6.4,5,0,0,3,0,0,1,0,0,0,0,0,4,1,5,0
다사653283,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사655328,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,2,0,1,5,0
다사684384,32.0,8.0,4,0,0,3,0,0,1,0,0,0,0,3,2,2,4,1
다사666363,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사690396,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0
다사693383,32.0,5.3333,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
다사683378,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,1,5,1
다사690412,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1
다사682417,32.0,8.0,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0
다사702371,32.0,5.3333,6,0,0,3,1,2,0,1,0,0,0,0,0,2,8,1
다사701383,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사716365,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사697383,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,0,2,8,0
다사638452,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,1,0,0,0,2
다사668426,32.0,8.0,4,0,0,4,0,0,0,2,0,0,0,0,1,0,0,2
다사654447,32.0,8.0,4,0,0,3,0,0,1,2,0,0,0,0,2,1,1,0
다사665452,32.0,8.0,4,0,0,4,0,0,0,4,0,0,0,0,2,1,5,0
다사655448,32.0,5.3333,6,0,0,3,1,2,0,3,0,0,0,0,0,1,3,0
다사653459,32.0,8.0,4,0,0,4,0,0,0,3,0,0,0,0,0,1,4,0
다사647453,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,0,1,4,0
다사656476,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
다사648445,32.0,8.0,4,0,0,3,0,0,1,4,0,0,0,1,0,2,5,2
다사675418,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,2,8,0
다사669415,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0
다사670418,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사650446,32.0,5.3333,6,0,0,3,1,2,0,6,0,0,0,0,1,1,3,6
다사669414,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사654459,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
다사747490,32.0,8.0,4,0,0,4,0,0,0,7,0,0,0,0,2,1,1,0
다사689464,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,8,29,0
다사726517,32.0,8.0,4,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0
다사590129,32.0,8.0,4,0,0,4,0,0,0,5,0,0,0,0,0,18,18,0
다사478021,32.0,8.0,4,0,0,3,0,0,1,3,0,0,0,0,0,3,3,0
다사455079,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사635114,32.0,8.0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0
다사592126,32.0,6.4,5,0,0,4,0,0,0,1,0,0,0,0,0,13,13,0
다사477042,32.0,8.0,4,0,0,4,0,0,0,5,0,0,0,0,1,0,0,0
다사634118,32.0,8.0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0
다사513132,32.0,8.0,4,0,0,4,0,0,0,6,0,0,0,0,0,6,6,0
다사584127,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다바377940,32.0,8.0,4,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0
다사625133,32.0,8.0,4,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
다사650123,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,8,8,0
다사449048,32.0,8.0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
다사671350,31.0,5.1667,6,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
다사678408,31.0,6.2,5,0,0,3,1,1,0,0,0,0,0,0,4,2,5,1
다사664444,31.0,6.2,5,0,0,3,1,1,0,3,0,0,0,0,2,2,4,6
다사660464,31.0,5.1667,6,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0
다사660475,31.0,6.2,5,0,0,3,1,1,0,2,0,0,0,0,3,3,8,0
다사656309,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,0,1,3,0
다사647322,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,0,1,1,0
다사687304,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,1,0,0,1
다사669348,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,1,1,3,0
다사680383,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,0,2,5,0
다사690416,30.0,7.5,4,0,0,3,1,0,0,4,0,0,0,0,1,0,0,0
다사673370,30.0,7.5,4,0,0,2,1,0,1,0,0,0,0,0,0,1,4,1
다사636123,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,1,0,6,6,0
다사545142,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
다사612140,30.0,7.5,4,0,0,3,1,0,0,1,0,0,0,0,0,3,3,0
다사656063,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,0,6,6,0
다사666059,30.0,7.5,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
다사611120,30.0,7.5,4,0,0,3,1,0,0,3,0,0,0,0,0,8,8,0
다사624133,30.0,5.0,6,0,0,2,2,2,0,1,0,0,0,0,0,0,0,0
다사599124,30.0,7.5,4,0,0,3,1,0,0,4,0,0,0,0,2,12,12,0
다사620142,30.0,7.5,4,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0
다사485031,29.0,5.8,5,0,0,1,2,1,1,0,0,0,0,0,0,9,9,0
다사614149,28.0,7.0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
다사661079,28.0,7.0,4,0,0,2,2,0,0,2,0,0,0,0,2,10,10,0
다사656446,26.0,5.2,5,0,0,3,0,2,0,6,0,0,0,0,6,1,3,2
다사665432,26.0,5.2,5,0,0,3,0,2,0,0,0,0,0,1,2,0,0,0
다사645098,26.0,5.2,5,0,0,3,0,2,0,3,0,0,0,0,0,0,0,0
다사649283,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
다사684349,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0
다사652290,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
다사651304,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1
다사672317,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,4,1,3,0
다사661326,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
다사653297,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,2,2,6,0
다사671379,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,1,2,5,0
다사640366,25.0,6.25,4,0,0,3,0,1,0,1,0,0,0,0,0,2,5,0
다사655479,25.0,6.25,4,0,0,3,0,1,0,4,0,0,0,0,1,3,6,0
다사671458,25.0,6.25,4,0,0,3,0,1,0,4,0,0,0,0,1,1,3,4
다사643453,25.0,6.25,4,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0
다사654453,25.0,6.25,4,0,0,3,0,1,0,3,0,0,0,1,3,2,5,0
다사644457,25.0,6.25,4,0,0,3,0,1,0,2,0,0,0,0,0,0,0,0
다사681440,25.0,5.0,5,0,0,3,0,1,0,3,0,0,0,0,0,1,3,0
다사648465,25.0,6.25,4,0,0,1,0,1,2,7,0,0,0,0,1,0,0,0
다사737512,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
다사316132,25.0,6.25,4,0,0,3,0,1,0,5,0,0,0,0,1,3,3,0
다사663061,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0
다사612127,25.0,6.25,4,0,0,3,0,1,0,0,0,0,0,0,0,5,5,0
다사512162,25.0,6.25,4,0,0,3,0,1,0,1,0,0,0,0,0,1,1,0
다사594129,25.0,5.0,5,0,0,3,0,1,0,1,0,0,0,0,2,0,0,0
다사615151,25.0,6.25,4,0,0,3,0,1,0,4,0,0,0,0,2,5,5,0
