uid,lon,lat,link_id,road_name,road_rank,max_speed,length,distance_m,acc_yr,acc_mon,acc_time,week_type,acc_type,injury_svrity,violation
1892,127.12678805153621,37.448354209734035,572672217,성남대로,103,60,0.041,3.64,2024,4,15시,주중,차대차 - 기타,경상,신호위반
1893,127.13899756410841,37.436710369284405,572610982,,107,60,0.474,3.84,2024,4,21시,주중,차대차 - 충돌,중상,안전운전불이행
1894,127.1495434369725,37.44412433876343,572655552,공원로,107,40,0.025,2.94,2024,4,10시,주중,차대사람 - 횡단중,경상,중앙선침범
1895,127.1569439656991,37.4450564352142,572654972,희망로,107,40,0.127,0.86,2024,4,11시,주중,차대차 - 충돌,경상,신호위반
1896,127.09941683618702,37.4123449526817,571558277,,107,50,0.056,1.91,2024,4,12시,주중,차대차 - 충돌,경상,교차로운행방법위반
1897,127.10313796630008,37.422416831507356,571682151,여수대로,107,80,0.018,1.41,2024,4,14시,주중,차대차 - 기타,경상,안전거리미확보
1898,127.13850837166879,37.46555269582322,572660906,위례서일로,107,30,0.311,36.48,2024,4,17시,주중,차대차 - 기타,경상,안전운전불이행
1899,127.13272416921777,37.471339660897684,572671788,,104,30,0.006,0.95,2024,4,13시,주말,차대차 - 기타,상해없음,교차로운행방법위반
1900,127.1457948470267,37.469504721914454,572656368,위례대로,107,30,0.107,18.41,2024,4,13시,주말,차대사람 - 기타,중상,안전운전불이행
1901,127.12552320567468,37.45714756866855,571606584,수도권제1순환고속도로,101,100,3.25,0.77,2024,4,11시,주중,차대차 - 추돌,부상신고,안전거리미확보
1902,127.12061831732179,37.41413651323313,571558019,수도권제1순환고속도로,101,100,3.107,2.29,2024,4,14시,주중,차대차 - 충돌,경상,안전운전불이행
1903,127.10254327284086,37.42160359798875,571677319,,107,40,0.131,1.47,2024,4,20시,주중,차대차 - 기타,경상,안전운전불이행
1904,127.1433132227803,37.4443670986225,572611211,수정로,107,30,0.287,10.15,2024,4,11시,주중,차대사람 - 기타,경상,기타
1905,127.09592493909227,37.412369124660536,571559626,창업로,107,50,0.309,10.7,2024,4,13시,주중,차대차 - 기타,상해없음,안전운전불이행
1906,127.14812734058953,37.4423444307404,572611202,산성대로,107,60,0.539,131.91,2024,4,19시,주중,차대사람 - 기타,경상,안전운전불이행
1907,127.12895233805109,37.433623613067105,572651892,산성대로,107,60,0.571,1.54,2024,4,21시,주중,차대차 - 충돌,경상,안전운전불이행
1908,127.16618569792716,37.46927564770491,572647416,남한산성로,106,30,3.304,1.38,2024,4,01시,주중,차대차 - 기타,경상,중앙선침범
1909,127.13721412230908,37.471290435738204,572661926,위례순환로,107,30,0.149,14.61,2024,4,08시,주중,차대차 - 충돌,부상신고,신호위반
1910,127.10236964706841,37.42024194083869,571565631,대왕판교로,105,70,0.178,1.94,2024,4,17시,주중,차대차 - 충돌,경상,안전거리미확보
1911,127.10208215675753,37.421178401486166,571682280,대왕판교로,105,70,0.129,8.65,2024,4,12시,주중,차대차 - 추돌,경상,안전거리미확보
1912,127.07987476653746,37.40901415054935,571558905,용인서울고속도로,101,100,1.049,1.51,2024,4,17시,주중,차대차 - 기타,경상,안전거리미확보
1913,127.12894010037998,37.433812862734776,572672402,성남대로,103,60,0.012,3.91,2024,4,18시,주중,차대차 - 기타,중상,신호위반
1914,127.15618583866,37.46249573159282,922643640,수정로466번길,107,30,0.178,0.56,2024,4,13시,주말,차대차 - 기타,경상,안전운전불이행
1915,127.16396405371287,37.45778592012572,572657554,산성대로,107,60,0.102,4.87,2024,4,21시,주말,차대차 - 기타,중상,신호위반
1916,127.15680686462309,37.44537151697062,572646970,희망로,107,40,0.062,11.67,2024,4,04시,주말,차대사람 - 기타,사망,안전운전불이행
1917,127.14195111163981,37.43840491781617,572610198,산성대로,107,60,0.308,25.77,2024,4,10시,주말,차량단독 - 기타,,안전운전불이행
1918,127.14252709316902,37.46227492952048,572670291,헌릉로,107,50,0.134,6.54,2024,4,14시,주중,차대차 - 기타,경상,안전운전불이행
1919,127.14306588587115,37.4488371482964,572655100,공원로,107,30,0.03,2.71,2024,4,15시,주중,차대차 - 충돌,경상,신호위반
1920,127.14486166616622,37.4468325027329,572655576,공원로,107,50,0.065,4.34,2024,4,10시,주중,차대차 - 기타,경상,안전운전불이행
1921,127.10199041021646,37.42143047706252,571682280,대왕판교로,105,70,0.129,0.61,2024,4,16시,주말,차대차 - 기타,경상,안전운전불이행
1922,127.0931730079912,37.4280976573897,571669206,청계산로,107,50,0.053,7.64,2024,4,18시,주말,차대차 - 추돌,경상,안전운전불이행
1923,127.12583385836821,37.44926157587779,571606628,수도권제1순환고속도로,101,100,3.246,6.51,2024,4,10시,주중,차대차 - 추돌,경상,안전운전불이행
1924,127.14879588004251,37.45168461562191,572610620,수정로,107,50,0.331,11.53,2024,4,12시,주중,차대차 - 기타,상해없음,안전운전불이행
1925,127.1441963328831,37.44170170283387,572610955,시민로,107,30,0.503,59.58,2024,4,12시,주중,차대차 - 기타,경상,안전운전불이행
1926,127.1547752255911,37.44711425915508,572644556,희망로,107,30,0.118,3.0,2024,4,17시,주중,차대차 - 충돌,경상,안전거리미확보
1927,127.11982405831742,37.43265717997268,571643560,분당수서간고속화도로,108,40,0.392,6.98,2024,4,19시,주중,차대차 - 충돌,중상,안전운전불이행
1928,127.14063424106813,37.463206610889806,572673313,헌릉로,107,50,0.11,0.24,2024,4,19시,주중,차대차 - 충돌,경상,안전운전불이행
1929,127.12713800846407,37.44390254707189,572672292,성남대로,103,70,0.117,0.47,2024,4,23시,주중,차량단독 - 기타,,기타
1930,127.12808949381427,37.438957020152316,572672282,성남대로,103,60,0.294,3.14,2024,4,15시,주중,차대차 - 기타,경상,안전거리미확보
1931,127.12636430253103,37.4562668900133,572672111,성남대로1416번길,107,30,0.021,2.62,2024,4,08시,주중,차대차 - 충돌,경상,신호위반
1932,127.11761244418362,37.41857060386271,571541446,탄천로,107,50,0.045,0.89,2024,4,11시,주중,차대차 - 기타,경상,안전운전불이행
1933,127.1492683853633,37.457031138225275,572672889,헌릉로,107,50,0.591,10.05,2024,4,23시,주중,차량단독 - 기타,,안전운전불이행
1934,127.10354847734743,37.44101350136256,571653036,대왕판교로,105,60,0.539,4.92,2024,4,23시,주중,차대차 - 기타,경상,안전거리미확보
1935,127.10170530289913,37.42831600204484,571682399,대왕판교로,105,50,0.164,9.37,2024,4,11시,주중,차량단독 - 기타,,기타
1936,127.09173159077173,37.427119206423725,571668228,분당내곡간고속화도로,102,80,1.532,8.6,2024,4,16시,주중,차대차 - 기타,경상,안전거리미확보
1937,127.12701311878827,37.44401031744226,572672274,남문로,107,30,0.021,2.22,2024,4,22시,주중,차대차 - 충돌,경상,신호위반
1938,127.14718378003548,37.45068830739814,572610620,수정로,107,50,0.331,5.06,2024,4,14시,주중,차대차 - 기타,경상,안전운전불이행
1939,127.09091091777795,37.4076106523511,571566275,금토로40번길,107,50,0.103,4.75,2024,4,15시,주중,차대사람 - 기타,중상,안전운전불이행
1940,127.13212637408444,37.44100675162389,572603567,수정로,107,50,0.034,2.96,2024,4,17시,주중,차대차 - 기타,상해없음,안전거리미확보
1941,127.13309304836572,37.44213646977801,572610768,수정로,107,50,0.339,87.37,2024,4,19시,주중,차대사람 - 기타,부상신고,안전운전불이행
1942,127.13899116432688,37.44745468986666,572610718,남문로,107,30,0.338,6.84,2024,4,06시,주말,차대차 - 충돌,경상,안전운전불이행
1943,127.08173474587907,37.41185105964331,571547811,용인서울고속도로,101,50,0.767,18.4,2024,4,13시,주말,차대차 - 기타,경상,안전거리미확보
1944,127.13618755358368,37.46609540734466,572660906,위례서일로,107,30,0.311,6.02,2024,4,14시,주말,차대차 - 기타,경상,안전운전불이행
1945,127.13444118253949,37.4415457423663,572610768,수정로,107,50,0.339,18.19,2024,4,19시,주말,차대차 - 충돌,경상,안전운전불이행
1946,127.13181011681692,37.44095168463164,572644164,제일로,107,30,0.254,0.59,2024,4,19시,주말,차대차 - 충돌,경상,안전운전불이행
1947,127.14696081065769,37.440393990506536,572611202,산성대로,107,60,0.539,20.81,2024,4,07시,주중,차량단독 - 기타,,안전운전불이행
1948,127.15192087013402,37.44583495488947,572647929,산성대로341번길,107,30,0.168,5.27,2024,4,18시,주중,차대사람 - 횡단중,중상,보행자보호의무위반
1949,127.12649446795841,37.44828117273138,572672215,성남대로,103,60,0.035,9.53,2024,4,03시,주중,차대차 - 기타,기타불명,안전운전불이행
1950,127.10131763064119,37.41616418984629,571544200,대왕판교로851번길,107,30,0.199,16.57,2024,4,08시,주중,차대사람 - 기타,부상신고,안전운전불이행
1951,127.08065415625427,37.417174348365776,571550770,달래내로,107,50,0.412,38.53,2024,4,10시,주중,차대차 - 기타,상해없음,안전운전불이행
1952,127.13488153941242,37.44630633935508,572644121,남문로,107,30,0.26,0.02,2024,4,13시,주중,차대차 - 기타,경상,안전운전불이행
1953,127.13755705800455,37.46584723299167,572660906,위례서일로,107,30,0.311,25.92,2024,5,02시,주중,차대사람 - 기타,경상,안전운전불이행
1954,127.13348264490553,37.44569809159274,572644220,남문로,107,30,0.166,20.43,2024,5,18시,주중,차대사람 - 기타,중상,안전운전불이행
1955,127.10565773596336,37.42251540103527,571682137,여수대로,107,80,0.236,5.55,2024,5,21시,주중,차대차 - 추돌,경상,안전운전불이행
1956,127.12772365585774,37.46487924148897,572647077,복정로118번길,107,30,0.048,2.13,2024,5,22시,주중,차대차 - 기타,경상,안전운전불이행
1957,127.12681914563277,37.45347408468127,572672136,성남대로,103,70,0.047,14.77,2024,5,12시,주중,차대차 - 충돌,중상,안전운전불이행
1958,127.16952274632769,37.46905968582598,572647416,남한산성로,106,30,3.304,3.41,2024,5,00시,주중,차대차 - 충돌,경상,중앙선침범
1959,127.1336440019924,37.4473841537554,572602242,탄리로,107,30,0.376,9.2,2024,5,15시,주중,차대차 - 기타,상해없음,안전운전불이행
1960,127.14718630405494,37.44052085579164,572611202,산성대로,107,60,0.539,16.94,2024,5,19시,주중,차대차 - 기타,상해없음,안전거리미확보
1961,127.14139184596455,37.44900334099016,572649686,남문로,107,30,0.233,83.57,2024,5,01시,주중,차대사람 - 기타,경상,안전운전불이행
1962,127.13975193285302,37.43733461724049,572648280,산성대로,107,60,0.124,37.11,2024,5,10시,주중,차대차 - 기타,경상,안전거리미확보
1963,127.08786689939691,37.41254862538213,571560033,경부고속도로,101,110,0.717,7.9,2024,5,10시,주중,차대차 - 기타,경상,안전운전불이행
1964,127.13743823116008,37.46703667299684,572660766,,107,30,0.321,31.91,2024,5,11시,주중,차대사람 - 기타,경상,안전운전불이행
1965,127.13247614068037,37.44576707567629,572610692,남문로,107,30,0.086,18.76,2024,5,17시,주중,차대사람 - 기타,부상신고,안전운전불이행
1966,127.10460330528123,37.44894007209032,571650169,심곡로,107,30,0.358,13.23,2024,5,20시,주중,차대차 - 충돌,경상,신호위반
1967,127.13600844081691,37.44238885405325,572610748,탄리로,107,30,0.463,7.13,2024,5,07시,주중,차대차 - 추돌,경상,안전운전불이행
1968,127.13145605681264,37.44168970517693,572644164,제일로,107,30,0.254,1.31,2024,5,11시,주중,차대사람 - 차도통행중,중상,안전운전불이행
1969,127.12516903606712,37.455614119800785,572661961,분당수서간고속화도로,102,80,1.145,8.03,2024,5,18시,주중,차대차 - 추돌,경상,안전운전불이행
1970,127.10768146240407,37.461353153371135,571682285,대왕판교로,105,60,0.222,7.01,2024,5,07시,주중,차대차 - 기타,부상신고,안전거리미확보
1971,127.12660289328599,37.45376183962223,572671938,성남대로,103,60,0.023,6.63,2024,5,09시,주중,차대차 - 기타,경상,신호위반
1972,127.09004750584833,37.40846396765284,571565726,금토로80번길,107,50,0.071,0.44,2024,5,13시,주중,차대차 - 기타,경상,안전운전불이행
1973,127.13503827038394,37.44429676783675,572610748,탄리로,107,30,0.463,13.65,2024,5,14시,주중,차대사람 - 기타,중상,보행자보호의무위반
1974,127.14054364986953,37.46323337639164,572673313,헌릉로,107,50,0.11,1.6,2024,5,18시,주중,차대차 - 기타,경상,신호위반
1975,127.10232244828507,37.424892865614716,571664677,대왕판교로,105,70,0.073,10.99,2024,5,15시,주말,차대차 - 충돌,부상신고,안전거리미확보
1976,127.13338058060849,37.466609524839996,572672703,헌릉로,107,50,0.143,2.27,2024,5,14시,주말,차대차 - 충돌,경상,안전운전불이행
1977,127.11962137801797,37.43250329473325,571661062,산성대로,107,60,0.016,8.74,2024,5,07시,주중,차대차 - 기타,경상,교차로운행방법위반
1978,127.11104600958207,37.40773268862756,571558527,수도권제1순환고속도로,101,100,2.507,6.9,2024,5,08시,주중,차대차 - 충돌,경상,안전거리미확보
1979,127.13511677973578,37.44209766610794,572610768,수정로,107,50,0.339,19.46,2024,5,09시,주중,차대사람 - 차도통행중,부상신고,안전운전불이행
1980,127.14871083884749,37.443274578496215,572655564,공원로,107,40,0.1,123.99,2024,5,11시,주중,차대차 - 충돌,경상,기타
1981,127.09233143952919,37.426968043411875,571668228,분당내곡간고속화도로,102,80,1.532,2.21,2024,5,20시,주중,차대차 - 추돌,경상,안전운전불이행
1982,127.1593376116321,37.45071495134008,572603384,산성대로,107,60,0.035,14.25,2024,5,10시,주중,차대사람 - 기타,경상,안전운전불이행
1983,127.11688524241703,37.42377818774221,571664007,탄천로,107,50,0.272,16.6,2024,5,10시,주중,차대차 - 충돌,경상,안전운전불이행
1984,127.12909008981188,37.44464781275837,572610826,남문로,107,30,0.27,5.29,2024,5,14시,주중,차대차 - 기타,중상,기타
1985,127.12955107459177,37.43598708479862,572672260,성남대로,103,70,0.22,105.39,2024,5,17시,주중,차대차 - 기타,경상,안전운전불이행
1986,127.12749583021638,37.440135946573086,572670508,,107,30,0.016,2.1,2024,5,19시,주중,차대차 - 충돌,경상,기타
1987,127.13302698568984,37.46723037041567,572673217,헌릉로,104,50,0.185,0.98,2024,5,22시,주중,차대차 - 충돌,경상,안전운전불이행
1988,127.14336952265889,37.44203271824648,572610955,시민로,107,30,0.503,8.07,2024,5,09시,주중,차대사람 - 횡단중,경상,신호위반
1989,127.14623914061511,37.44961285357815,572610004,수정로,107,30,0.071,0.37,2024,5,15시,주중,차대차 - 충돌,중상,안전거리미확보
1990,127.0886205264019,37.40905391832363,571545139,달래내로,107,50,0.62,12.13,2024,5,10시,주말,차대차 - 기타,경상,기타
1991,127.13432837590481,37.446142382589386,572644121,남문로,107,30,0.26,0.12,2024,5,14시,주말,차대차 - 기타,경상,안전운전불이행
1992,127.10857391220378,37.42245298294388,571682584,,107,50,0.015,0.07,2024,5,14시,주말,차대차 - 기타,경상,중앙선침범
1993,127.12724025166244,37.44152325169614,572672348,성남대로,103,60,0.125,9.73,2024,5,11시,주말,차대차 - 기타,경상,안전운전불이행
1994,127.15383051222979,37.443587136492106,572648179,산성대로,107,60,0.135,14.69,2024,5,18시,주말,차량단독 - 충돌,,안전운전불이행
1995,127.14077829890985,37.473275316923456,572662466,위례광장로,107,30,0.035,2.31,2024,5,10시,주중,차대차 - 추돌,경상,안전운전불이행
1996,127.11586447758012,37.40899233989907,571558019,수도권제1순환고속도로,101,100,3.107,2.76,2024,5,09시,주중,차대차 - 충돌,경상,안전거리미확보
1997,127.08570629781079,37.402698063661575,571558093,제2경인고속도로,101,100,1.231,2.93,2024,5,15시,주중,차대차 - 충돌,부상신고,안전거리미확보
1998,127.1483578612855,37.44139867714641,572611202,산성대로,107,60,0.539,24.43,2024,5,22시,주중,차대차 - 기타,경상,기타
1999,127.13531056699864,37.44642484205818,572644121,남문로,107,30,0.26,0.68,2024,5,22시,주중,차대차 - 기타,경상,안전운전불이행
2000,127.15183420217825,37.442580750948295,572655314,산성대로,107,60,0.029,9.27,2024,5,05시,주중,차대차 - 기타,경상,신호위반
2001,127.15412331628507,37.44383136386486,572647931,산성대로341번길,107,30,0.101,3.37,2024,5,09시,주중,차대사람 - 보도통행중,중상,안전운전불이행
2002,127.12957533394334,37.45399653590567,572647225,성남대로1390번길,107,30,0.068,1.1,2024,5,10시,주중,차대차 - 기타,중상,안전운전불이행
2003,127.14420497941369,37.447037842831755,572644256,공원로,107,30,0.186,21.75,2024,5,14시,주중,차대차 - 기타,경상,안전운전불이행
2004,127.14072936865736,37.46459500614871,572660882,위례광장로,107,30,0.174,1.38,2024,5,18시,주중,차대차 - 기타,경상,중앙선침범
2005,127.07732339643907,37.422669872453895,571558900,경부고속도로,101,110,1.921,11.51,2024,5,02시,주말,차대차 - 추돌,경상,안전운전불이행
2006,127.15252270076317,37.44281713353634,572646896,산성대로,107,60,0.012,2.43,2024,5,04시,주말,차대차 - 충돌,경상,안전운전불이행
2007,127.15510175530909,37.4621770937081,572647412,수정로,107,50,0.032,7.94,2024,5,07시,주말,차대차 - 기타,경상,안전운전불이행
2008,127.15174506017745,37.442301063290905,572655314,산성대로,107,60,0.029,14.23,2024,5,08시,주말,차대차 - 추돌,경상,안전운전불이행
2009,127.13253256106755,37.43885373851843,572610937,제일로,107,30,0.687,24.58,2024,5,09시,주말,차대사람 - 횡단중,중상,보행자보호의무위반
2010,127.14903149499366,37.45207290447648,572610620,수정로,107,50,0.331,4.29,2024,5,12시,주말,차대차 - 기타,상해없음,신호위반
2011,127.14573834619684,37.46949553886841,572656368,위례대로,107,30,0.107,22.73,2024,5,13시,주말,차량단독 - 충돌,,안전운전불이행
2012,127.0954866136323,37.411925952404175,571560100,창업로,107,50,0.117,4.1,2024,5,18시,주말,차대차 - 추돌,상해없음,안전운전불이행
2013,127.15877055802736,37.45110090457019,572655374,산성대로437번길,107,50,0.117,3.69,2024,5,09시,주말,차대차 - 기타,경상,교차로운행방법위반
2014,127.14088063556844,37.43768958680344,572646878,탄리로,107,30,0.036,1.09,2024,5,12시,주말,차대차 - 충돌,경상,교차로운행방법위반
2015,127.12300687662892,37.43584921552134,572661224,수도권제1순환고속도로,101,100,0.047,36.39,2024,5,18시,주말,차대차 - 충돌,경상,안전거리미확보
2016,127.10309170913628,37.40762512970424,571558526,수도권제1순환고속도로,101,100,0.589,6.16,2024,5,21시,주말,차대차 - 충돌,경상,안전거리미확보
2017,127.10878943876361,37.42230046297004,571682080,여수대로,107,80,0.043,6.26,2024,5,10시,주중,차대차 - 기타,상해없음,안전운전불이행
2018,127.14414645460525,37.44507267928363,572611211,수정로,107,30,0.287,5.49,2024,5,14시,주중,차대차 - 기타,부상신고,안전운전불이행
2019,127.10233860816729,37.4218372666656,571611991,분당내곡간고속화도로,102,80,0.689,7.24,2024,5,17시,주중,차대차 - 추돌,경상,안전운전불이행
2020,127.12803094894286,37.437081983946356,572672280,성남대로,103,60,0.293,13.42,2024,5,14시,주중,차대차 - 충돌,경상,안전운전불이행
2021,127.1333927196813,37.43632355604138,572610937,제일로,107,30,0.687,56.35,2024,5,18시,주중,차대사람 - 기타,중상,안전운전불이행
2022,127.10357486631452,37.43601098421344,571682329,대왕판교로,105,60,0.141,4.3,2024,5,01시,주중,차량단독 - 기타,,안전운전불이행
2023,127.13647637635914,37.44147089599323,572610778,탄리로,107,30,0.672,2.17,2024,5,08시,주중,차대사람 - 횡단중,중상,안전운전불이행
2024,127.14060427585972,37.44347554920794,572611440,수정로,107,50,0.29,7.18,2024,5,11시,주중,차량단독 - 기타,,안전운전불이행
2025,127.13921796126274,37.46378818433631,572673312,헌릉로,107,50,0.299,11.47,2024,5,21시,주중,차대차 - 충돌,부상신고,안전거리미확보
2026,127.10205383015592,37.42225995361624,571682304,여수대로,107,10,0.02,1.17,2024,5,00시,주중,차대차 - 충돌,경상,안전운전불이행
2027,127.11674622146644,37.422227375347674,571663762,,107,50,0.056,2.42,2024,5,06시,주중,차대차 - 추돌,경상,신호위반
2028,127.12752330770371,37.45055587054129,572672163,,107,30,0.074,0.84,2024,5,10시,주중,차대사람 - 기타,경상,안전운전불이행
2029,127.14052172487753,37.46308909087441,572673228,공원로,107,40,0.057,2.61,2024,5,10시,주중,차량단독 - 기타,,안전운전불이행
2030,127.13555679128764,37.46557968444037,571662944,헌릉로,104,50,2.345,4.39,2024,5,07시,주중,차대차 - 충돌,경상,신호위반
2031,127.12772321665237,37.4421557332544,572670819,,107,30,0.019,28.94,2024,5,10시,주중,차대사람 - 기타,부상신고,안전운전불이행
2032,127.13683656522424,37.465178009200734,572654692,헌릉로,107,50,0.184,0.9,2024,5,13시,주중,차대차 - 기타,중상,안전운전불이행
2033,127.1383642745624,37.45085995091456,572610660,태평로,107,30,0.759,9.77,2024,5,13시,주중,차대사람 - 길가장자리구역통행중,중상,안전운전불이행
2034,127.1495034892346,37.4526872364796,572610505,수정로,107,50,0.129,5.57,2024,6,09시,주말,차대차 - 기타,경상,교차로운행방법위반
2035,127.11678775277537,37.422948608531826,571660586,탄천로,107,50,0.073,6.52,2024,6,12시,주말,차대차 - 충돌,경상,기타
2036,127.13371100659383,37.44059704242209,572610768,수정로,107,50,0.339,96.48,2024,6,19시,주말,차대사람 - 기타,경상,안전운전불이행
2037,127.06580435216298,37.39766007741875,571558085,제2경인고속도로,101,100,0.87,2.32,2024,6,08시,주중,차대차 - 추돌,경상,안전운전불이행
2038,127.12031927890935,37.44873922187916,571672921,탄천로,107,60,1.573,3.86,2024,6,22시,주중,차대차 - 기타,경상,안전운전불이행
2039,127.12023033219303,37.432784677993844,571646187,분당수서간고속화도로,108,40,0.489,0.87,2024,6,02시,주중,차량단독 - 기타,,안전운전불이행
2040,127.16009238656463,37.4563146297963,572610054,논골로,107,30,0.267,5.77,2024,6,08시,주중,차대차 - 추돌,경상,안전운전불이행
2041,127.11212255208129,37.42247369333675,571682072,여수대로,107,80,0.289,0.2,2024,6,08시,주중,차대차 - 기타,경상,안전운전불이행
2042,127.10543175224147,37.42250563325907,571650197,여수대로29번길,107,30,0.018,0.56,2024,6,16시,주중,차대차 - 기타,경상,안전운전불이행
2043,127.15813109825952,37.459941488956176,922610036,논골로,107,30,0.251,5.74,2024,6,21시,주중,차대사람 - 횡단중,중상,기타
2044,127.12519510539573,37.44812382643184,572661956,분당수서간고속화도로,102,80,1.141,4.98,2024,6,00시,주말,차대차 - 기타,경상,안전운전불이행
2045,127.14785594534182,37.459244304677895,572672896,헌릉로,107,50,0.515,3.25,2024,6,08시,주말,차대차 - 기타,상해없음,기타
2046,127.15671700075387,37.445245064089164,572611418,희망로,107,40,0.457,1.85,2024,6,09시,주말,차대차 - 충돌,중상,신호위반
2047,127.14222954182635,37.44403031615102,572603519,수정로,107,50,0.034,1.17,2024,6,12시,주말,차대차 - 충돌,경상,신호위반
2048,127.14229707342221,37.43934339154668,572610198,산성대로,107,60,0.308,102.45,2024,6,18시,주말,차대사람 - 기타,경상,안전운전불이행
2049,127.15646697120339,37.4455327762646,572611418,희망로,107,40,0.457,3.09,2024,6,10시,주중,차대차 - 충돌,경상,신호위반
2050,127.13424866948107,37.446259314065216,572602242,탄리로,107,30,0.376,1.53,2024,6,12시,주중,차대사람 - 횡단중,경상,안전운전불이행
2051,127.14645968156613,37.47001147832715,572660464,위례대로,107,30,0.073,6.96,2024,6,18시,주중,차대차 - 충돌,경상,안전운전불이행
2052,127.13142982259455,37.44242874728169,572644164,제일로,107,30,0.254,31.98,2024,6,19시,주중,차대차 - 기타,중상,안전운전불이행
2053,127.14324349923844,37.47094824685356,572664352,위례순환로,107,30,0.033,0.02,2024,6,19시,주중,차대차 - 기타,경상,안전운전불이행
2054,127.14285464949127,37.44332913758143,572610955,시민로,107,30,0.503,0.24,2024,6,19시,주중,차대차 - 기타,경상,중앙선침범
2055,127.14224063207382,37.44407541825085,572603519,수정로,107,50,0.034,3.34,2024,6,21시,주중,차대사람 - 길가장자리구역통행중,중상,안전운전불이행
2056,127.13268714247238,37.441918880085026,572610768,수정로,107,50,0.339,76.95,2024,6,16시,주중,차대사람 - 차도통행중,경상,안전운전불이행
2057,127.14325279107551,37.46185347962897,572670291,헌릉로,107,50,0.134,7.18,2024,6,16시,주중,차대차 - 충돌,중상,안전거리미확보
2058,127.1253413293652,37.470937908984524,572669078,수도권제1순환고속도로,101,100,0.685,12.47,2024,6,18시,주중,차대차 - 기타,경상,안전운전불이행
2059,127.12860015577368,37.433983055746594,572672256,성남대로,103,60,0.081,11.86,2024,6,13시,주중,차대차 - 기타,상해없음,안전운전불이행
2060,127.1328597046852,37.441306484135,572610768,수정로,107,50,0.339,6.13,2024,6,15시,주중,차대차 - 충돌,경상,안전거리미확보
2061,127.08001181860776,37.433036210655686,571669249,분당내곡간고속화도로,102,80,0.726,11.15,2024,6,14시,주중,차대사람 - 기타,중상,안전운전불이행
2062,127.13935802811977,37.44403961657212,572649374,수정북로,107,30,0.227,0.42,2024,6,15시,주중,차대차 - 기타,경상,안전운전불이행
2063,127.1352123793101,37.441034343659545,572610768,수정로,107,50,0.339,97.08,2024,6,18시,주중,차대사람 - 기타,중상,안전운전불이행
2064,127.15477804328083,37.444040593342805,572648159,산성대로,107,60,0.102,13.9,2024,6,19시,주중,차대차 - 추돌,경상,안전운전불이행
2065,127.14057443939066,37.43789597155505,572610778,탄리로,107,30,0.672,5.14,2024,6,21시,주중,차대차 - 기타,상해없음,안전운전불이행
2066,127.14752574518754,37.44286543337622,572611202,산성대로,107,60,0.539,210.58,2024,6,08시,주중,차대사람 - 기타,중상,안전운전불이행
2067,127.13462786279831,37.46591933538883,572672721,헌릉로,107,50,0.074,3.51,2024,6,13시,주중,차대차 - 기타,경상,안전운전불이행
2068,127.14999457540601,37.47346522199368,572661849,위례중앙로,107,50,0.082,46.56,2024,6,13시,주중,차대차 - 기타,경상,안전운전불이행
2069,127.14633843828997,37.440527335604465,572611202,산성대로,107,60,0.539,18.86,2024,6,22시,주중,차대차 - 추돌,경상,안전운전불이행
2070,127.15683145082896,37.444938930374136,572645620,희망로,107,40,0.048,0.15,2024,6,09시,주말,차대차 - 충돌,경상,신호위반
2071,127.07803655648888,37.422465104614794,571560032,경부고속도로,101,110,2.187,5.52,2024,6,10시,주말,차대차 - 추돌,경상,안전운전불이행
2072,127.12734584350777,37.43618746834999,572672278,성남대로,103,60,0.015,106.04,2024,6,13시,주말,차대차 - 기타,경상,기타
2073,127.13129757312826,37.441734279436396,572644164,제일로,107,30,0.254,15.02,2024,6,16시,주말,차대사람 - 횡단중,경상,보행자보호의무위반
2074,127.13330690947379,37.437693374452394,572610937,제일로,107,30,0.687,0.43,2024,6,16시,주말,차대차 - 충돌,경상,안전운전불이행
2075,127.14187770315222,37.472773889066886,572662311,,107,30,0.027,101.26,2024,6,17시,주말,차대사람 - 기타,경상,안전운전불이행
2076,127.14037351598263,37.46334102286728,572673313,헌릉로,107,50,0.11,1.69,2024,6,22시,주말,차대차 - 기타,부상신고,안전운전불이행
2077,127.12791582725711,37.43978573484294,572672395,수정로,107,50,0.025,0.31,2024,6,19시,주말,차대차 - 충돌,경상,신호위반
2078,127.14681218907789,37.47200455269634,572661590,위례대로,107,50,0.334,34.28,2024,6,08시,주중,차대사람 - 기타,부상신고,안전운전불이행
2079,127.15170786389082,37.46982876332528,572661604,위례순환로,107,30,0.137,0.5,2024,6,17시,주중,차대사람 - 보도통행중,부상신고,기타
2080,127.0936702637055,37.42810838140098,571668175,고등로,107,50,0.135,6.57,2024,6,07시,주중,차대차 - 기타,상해없음,신호위반
2081,127.13615640436463,37.44685109288872,572644121,남문로,107,30,0.26,17.47,2024,6,08시,주중,차대사람 - 기타,중상,안전운전불이행
2082,127.15405536287616,37.44385820611623,572647931,산성대로341번길,107,30,0.101,5.9,2024,6,12시,주중,차대차 - 충돌,경상,안전운전불이행
2083,127.10216192882326,37.429597487675224,571679018,,107,30,0.015,0.27,2024,6,14시,주중,차대차 - 기타,중상,안전거리미확보
2084,127.09882357096049,37.43035237086819,571668272,고등로,107,60,0.101,1.46,2024,6,16시,주중,차대차 - 기타,경상,신호위반
