grid_gid,epdo_total,accident_cnt,사망_cnt,중상_cnt,elderly_res_pop,elderly_res_ratio,child_float_pop,elderly_float_pop,vuln_float_ratio,vuln_time_work,vuln_time_visit,vuln_peak_pop,weekend_ratio,grid_avg_speed,grid_congestion,gap_cnt,gap_items,land_use,vuln_correction,infra_penalty,speed_weight,congestion_factor,peak_factor,weekend_factor,composite_risk,risk_label,composite_rank,correction_index,entropy_composite_risk,entropy_rank
다사660441,85.0,3,0,1,158.0,0.3376,470.67,2950.24,0.3312,83.9024,151.9764,235.8788,0.3543,39.38,71.5091,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6688,1.8333,0.6563,1.7151,1.0968,1.0,321.05,노인밀집거주 | 통행피크위험,331,0.261331,107.21,405
다사663317,94.0,5,0,1,8.0,0.0386,3045.25,10305.97,0.2885,482.7012,833.7288,1316.43,0.4763,27.49,43.2295,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3271,1.8333,0.4582,1.4323,1.5,1.0,225.14,통행피크위험,564,0.138102,106.98,406
다사669345,83.0,3,0,1,30.0,0.3125,3444.41,19443.26,0.3226,597.0025,1333.8475,1930.85,0.5693,25.07,51.3307,3,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.6351,1.5,0.4178,1.5133,1.5,1.0347,199.76,노인밀집거주 | 주말방문집중 | 통행피크위험,688,0.288915,106.98,407
다사666317,85.0,3,0,1,0.0,0,15921.22,47439.49,0.3078,1634.9252,3329.2921,4964.2173,0.5068,22.97,67.7973,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3078,1.5,0.3828,1.678,1.5,1.0034,161.21,통행피크위험,930,0.258011,106.93,408
다사652294,85.0,3,0,1,143.0,0.362,1997.23,5781.86,0.2859,169.4314,496.1267,665.5581,0.4687,36.16,20.1902,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6479,2.0,0.6027,1.2019,1.5,1.0,304.4,노인밀집거주 | 통행피크위험,360,0.257595,106.9,409
다사733495,86.0,4,0,1,31.0,0.3735,161.07,1034.05,0.3426,33.4147,101.1744,134.5891,0.3129,23.52,52.8324,1,child_zone_cnt(없음),미분류,1.7161,1.1667,0.392,1.5283,1.0,1.0,103.16,노인밀집거주 | 교통약자유동多,1345,0.240303,106.67,410
다사677367,86.0,4,0,1,141.0,0.3821,197.84,1787.43,0.3469,43.291,132.4379,175.7289,0.3173,34.98,17.35,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.729,1.8333,0.583,1.1735,1.0,1.0,186.5,노인밀집거주 | 교통약자유동多,770,0.240057,106.64,411
다사738492,83.0,3,0,1,96.0,0.3569,825.72,4276.05,0.4036,78.1927,277.0602,355.2529,0.5368,14.25,90.4205,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7605,2.0,0.2375,1.9042,1.2975,1.0184,174.64,노인밀집거주 | 교통약자유동多 | 통행피크위험,854,0.283132,106.5,412
다사703378,83.0,4,0,1,145.0,0.3877,99.35,710.91,0.3496,104.8007,233.7366,338.5373,0.3109,20.55,85.1963,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.7373,1.6667,0.3425,1.852,1.2694,1.0,193.51,노인밀집거주 | 교통약자유동多 | 통행피크위험,729,0.283008,106.49,413
다사742486,85.0,4,0,1,17.0,0.3269,719.88,6033.91,0.3826,144.1476,405.3021,549.4497,0.6296,25.92,49.9289,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.7095,1.6667,0.432,1.4993,1.5,1.0648,250.54,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,486,0.252106,106.43,414
다사682404,99.0,6,0,1,0.0,0,283.94,1092.43,0.3056,32.0539,106.9885,139.0424,0.5747,31.66,24.6744,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족),업무시설,1.3056,1.6667,0.5277,1.2467,1.0,1.0373,147.01,주말방문집중,1027,0.068974,105.83,415
다사472032,99.0,5,0,1,0.0,0,37.36,119.99,0.289,3.0495,4.051,7.1005,0.5441,34.85,20.6896,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.289,2.0,0.5808,1.2069,1.0,1.0221,182.86,일반,805,0.068044,105.74,416
다사660437,93.0,4,0,1,0.0,0,1606.81,15731.02,0.3415,390.0957,635.3665,1025.4622,0.5254,17.08,83.4114,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3415,2.0,0.2847,1.8341,1.5,1.0127,197.92,통행피크위험,700,0.136356,105.68,417
다사650455,93.0,4,0,1,0.0,0.0,1670.96,7821.1,0.2926,280.4219,615.0714,895.4933,0.5059,24.72,86.9607,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2926,1.8333,0.412,1.8696,1.5,1.003,255.4,통행피크위험,470,0.134224,105.48,418
다사659458,85.0,3,0,1,90.0,0.318,267.87,1299.63,0.3132,88.861,178.7153,267.5763,0.3635,32.58,66.5592,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.6312,1.5,0.543,1.6656,1.1501,1.0,216.33,노인밀집거주 | 통행피크위험,603,0.240497,105.44,419
다사671359,95.0,6,0,1,0.0,0,70.94,545.39,0.307,10.1431,23.767,33.9101,0.6071,48.19,67.0219,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.307,2.0,0.8032,1.6702,1.0,1.0535,350.96,주말방문집중,291,0.109761,105.43,420
다사665430,85.0,3,0,1,0.0,0,3201.3,18487.76,0.2632,1617.5607,1718.7524,3336.3131,0.5827,36.09,99.7701,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2632,2.0,0.6015,1.9977,1.5,1.0413,403.05,주말방문집중 | 통행피크위험,209,0.240092,105.41,421
다사699372,85.0,3,0,1,120.0,0.3681,236.98,1954.34,0.3273,185.4321,218.0991,403.5312,0.4422,28.27,21.8341,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.6954,1.5,0.4712,1.2183,1.3788,1.0,171.1,노인밀집거주 | 통행피크위험,870,0.238863,105.3,422
다사669423,89.0,7,0,1,6.0,0.1277,1897.02,8732.0,0.2989,246.6748,505.1907,751.8655,0.5375,25.21,80.2944,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.4266,1.6667,0.4202,1.8029,1.5,1.0188,245.0,통행피크위험,507,0.182562,105.25,423
다사637454,86.0,4,0,1,61.0,0.245,3938.42,8135.42,0.3653,294.72,796.4327,1091.1527,0.4448,28.98,37.5,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.6103,1.6667,0.483,1.375,1.5,1.0,229.93,노인밀집거주 | 교통약자유동多 | 통행피크위험,546,0.220184,104.94,424
다사647471,94.0,5,0,1,0.0,0,440.56,2162.16,0.299,7.6541,62.5171,70.1712,0.6731,66.31,56.1958,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.299,2.0,1.1052,1.562,1.0,1.0865,458.06,주말방문집중 | 고속도로위험,141,0.115767,104.88,425
다사706495,93.0,4,0,1,0.0,0,1589.22,8635.92,0.3704,126.1516,396.168,522.3196,0.401,29.95,90.3555,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3704,2.0,0.4992,1.9036,1.5,1.0,363.33,교통약자유동多 | 통행피크위험,274,0.12671,104.78,426
다사648299,93.0,4,0,1,0.0,0,154.96,790.39,0.2402,13.4865,41.0088,54.4953,0.6687,60.52,78.0286,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2402,2.0,1.0087,1.7803,1.0,1.0843,449.17,주말방문집중 | 고속도로위험,149,0.125858,104.7,427
다사632458,85.0,3,0,1,0.0,0.0,14751.91,43264.98,0.2907,1079.2758,3257.0288,4336.3046,0.4566,25.97,59.7182,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.2907,1.5,0.4328,1.5972,1.5,1.0,170.64,통행피크위험,874,0.23028,104.57,428
다사616147,93.0,4,0,1,0.0,0,340.98,1282.74,0.1602,100.3513,79.8783,180.2296,0.7052,32.85,98.4838,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.1602,1.6667,0.5475,1.9848,1.0032,1.1026,216.16,주말방문집중 | 통행피크위험,604,0.123195,104.46,429
다사653278,85.0,3,0,1,63.0,0.1212,8609.2,36003.9,0.2979,714.3989,1909.0135,2623.4124,0.5316,30.82,44.4682,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.4191,1.8333,0.5137,1.4447,1.5,1.0158,250.06,통행피크위험,487,0.227136,104.31,430
다사590113,85.0,3,0,1,49.0,0.3289,295.27,884.71,0.2879,10.7626,44.7166,55.4792,0.4207,20.59,46.4901,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6168,1.8333,0.3432,1.4649,1.0,1.0,126.67,노인밀집거주,1176,0.225386,104.16,431
다사673367,84.0,4,0,1,108.0,0.3529,694.94,6559.09,0.3406,114.1485,401.4579,515.6064,0.3852,29.83,31.2535,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.6935,1.3333,0.4972,1.3125,1.5,1.0,185.66,노인밀집거주 | 통행피크위험,778,0.238326,104.02,432
다사686440,93.0,4,0,1,6.0,0.0566,1260.88,6076.07,0.3561,148.1958,448.4947,596.6905,0.6146,31.47,31.3221,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.4127,1.6667,0.5245,1.3132,1.5,1.0573,239.2,교통약자유동多 | 주말방문집중 | 통행피크위험,524,0.117706,103.95,433
다사653266,94.0,5,0,1,0.0,0,2108.96,11945.23,0.3117,347.2866,620.8557,968.1423,0.6001,37.1,21.4487,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3117,2.0,0.6183,1.2145,1.5,1.05,291.66,주말방문집중 | 통행피크위험,390,0.105725,103.94,434
다사680374,93.0,4,0,1,0.0,0,624.23,3849.92,0.3256,145.2375,509.6256,654.8631,0.4721,19.51,74.8414,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3256,2.0,0.3252,1.7484,1.5,1.0,210.28,통행피크위험,630,0.116955,103.88,435
다사663341,85.0,3,0,1,86.0,0.256,347.07,1954.68,0.2742,20.6931,98.6006,119.2937,0.3461,43.43,73.6103,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.5302,1.8333,0.7238,1.7361,1.0,1.0,299.64,노인밀집거주,372,0.221933,103.86,436
다사669378,77.0,2,0,1,6.0,0.5,1181.97,8740.79,0.3611,185.8274,621.4527,807.2801,0.5117,21.83,61.8593,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.8611,1.8333,0.3638,1.6186,1.5,1.0059,233.42,노인밀집거주 | 교통약자유동多 | 통행피크위험,540,0.346348,103.67,437
다사459080,85.0,3,0,1,0.0,0,5308.09,74546.28,0.2988,1526.0842,1451.1945,2977.2787,0.4496,29.11,98.6488,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2988,2.0,0.4852,1.9865,1.5,1.0,319.22,통행피크위험,333,0.218973,103.61,438
다사665341,79.0,5,0,1,113.0,0.4431,1180.0,4452.12,0.2959,88.1086,419.5551,507.6637,0.4044,19.95,70.5077,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.739,1.8333,0.3325,1.7051,1.5,1.0,214.19,노인밀집거주 | 통행피크위험,615,0.309828,103.48,439
다사689442,85.0,3,0,1,21.0,0.253,2406.19,11289.32,0.4063,238.6814,666.716,905.3974,0.6392,28.04,42.0029,0,-,미분류,1.6593,1.0,0.4673,1.42,1.5,1.0696,150.16,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,1008,0.215009,103.28,440
다사697373,77.0,2,0,1,35.0,0.4861,332.4,2695.47,0.3526,236.9393,394.5538,631.4931,0.4748,21.81,75.948,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.8387,1.6667,0.3635,1.7595,1.5,1.0,226.38,노인밀집거주 | 교통약자유동多 | 통행피크위험,558,0.338939,103.1,441
다사672453,83.0,3,0,1,15.0,0.2679,1104.35,4740.8,0.3701,198.003,383.8517,581.8547,0.6259,26.02,71.2445,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.638,1.5,0.4337,1.7124,1.5,1.063,241.49,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,515,0.236994,102.67,442
다사659464,93.0,4,0,1,0.0,0,2348.53,9230.1,0.3347,337.2627,720.4488,1057.7115,0.53,36.74,19.5249,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3347,1.8333,0.6123,1.1952,1.5,1.015,253.55,통행피크위험,474,0.102475,102.53,443
다사672438,85.0,3,0,1,60.0,0.2586,894.11,3478.8,0.3434,125.1522,249.4406,374.5928,0.5382,26.33,38.1121,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.602,1.8333,0.4388,1.3811,1.3301,1.0191,205.07,노인밀집거주 | 교통약자유동多 | 통행피크위험,653,0.205916,102.5,444
다사598131,93.0,4,0,1,0.0,0,60.3,118.77,0.2656,3.8401,11.2716,15.1117,0.5702,32.85,72.9082,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2656,1.8333,0.5475,1.7291,1.0,1.0351,211.45,주말방문집중,626,0.099999,102.3,445
다사679382,78.0,3,0,1,49.0,0.3984,953.11,6849.29,0.356,343.3417,996.9961,1340.3378,0.5773,23.33,56.6469,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.7544,1.5,0.3888,1.5665,1.5,1.0387,194.78,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,720,0.311384,102.29,446
다사626129,94.0,5,0,1,0.0,0,1988.91,5397.16,0.1586,356.7505,457.3869,814.1374,0.5378,40.32,10.8265,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),도로,1.1586,1.8333,0.672,1.1083,1.5,1.0189,227.27,통행피크위험,556,0.088123,102.28,447
다사683381,83.0,3,0,1,218.0,0.4225,107.95,672.15,0.3686,47.3511,159.4808,206.8319,0.3318,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.7911,1.6667,1.0,1.0,1.0479,1.0,259.64,노인밀집거주 | 교통약자유동多 | 통행피크위험,458,0.230829,102.16,448
다사687443,79.0,5,0,1,8.0,0.4,3364.97,12915.28,0.3599,272.7623,823.7477,1096.51,0.4805,26.86,42.9772,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.7599,1.5,0.4477,1.4298,1.5,1.0,200.24,노인밀집거주 | 교통약자유동多 | 통행피크위험,683,0.293197,102.16,449
다사593128,85.0,3,0,1,0.0,0.0,10819.51,22406.01,0.2769,813.6955,2381.2859,3194.9814,0.5567,21.32,75.6596,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2769,1.5,0.3553,1.7566,1.5,1.0284,156.74,주말방문집중 | 통행피크위험,959,0.201337,102.11,450
다사641117,93.0,4,0,1,0.0,0,418.9,561.14,0.2221,24.4017,77.0738,101.4755,0.1963,92.6,29.5872,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공원,1.2221,2.0,1.5433,1.2959,1.0,1.0,454.61,고속도로위험,145,0.097032,102.02,451
다사670368,77.0,2,0,1,43.0,0.4526,1101.92,12045.53,0.3507,140.8609,486.9135,627.7744,0.4913,21.13,69.0341,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.8033,2.0,0.3522,1.6903,1.5,1.0,247.99,노인밀집거주 | 교통약자유동多 | 통행피크위험,493,0.324541,101.99,452
다사619463,94.0,5,0,1,0.0,0,1742.1,7989.99,0.3453,74.7761,207.3171,282.0932,0.6293,31.27,33.4353,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3453,1.8333,0.5212,1.3344,1.1745,1.0646,201.61,교통약자유동多 | 주말방문집중 | 통행피크위험,671,0.084863,101.98,453
다사703398,77.0,3,0,1,106.0,0.4454,529.36,3137.26,0.3838,148.3346,607.8375,756.1721,0.4094,19.61,80.2373,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족),미분류,1.8292,1.6667,0.3268,1.8024,1.5,1.0,207.41,노인밀집거주 | 교통약자유동多 | 통행피크위험,641,0.324323,101.97,454
다사676444,94.0,5,0,1,0.0,0,1495.79,6291.01,0.3557,177.9086,422.9971,600.9057,0.434,36.59,17.6408,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3557,1.8333,0.6098,1.1764,1.5,1.0,251.4,교통약자유동多 | 통행피크위험,484,0.082183,101.73,455
다사600112,85.0,3,0,1,40.0,0.2469,1223.8,2748.69,0.2758,62.1555,193.5678,255.7233,0.4946,26.15,46.5934,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.5227,1.6667,0.4358,1.4659,1.1301,1.0,155.74,노인밀집거주 | 통행피크위험,966,0.196736,101.72,456
다사570119,93.0,4,0,1,0.0,0,991.46,4429.24,0.293,58.2087,141.9951,200.2038,0.4993,42.02,57.7616,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.293,1.5,0.7003,1.5776,1.0367,1.0,206.59,통행피크위험,647,0.09357,101.7,457
다사670329,85.0,3,0,1,116.0,0.2339,4411.83,19382.5,0.357,40.4729,484.2061,524.679,0.4811,35.61,23.1749,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.5909,2.0,0.5935,1.2317,1.5,1.0,296.56,노인밀집거주 | 교통약자유동多 | 통행피크위험,382,0.195995,101.66,458
다사690463,93.0,4,0,1,0.0,0,645.71,5018.82,0.305,67.0381,175.1558,242.1939,0.473,23.66,56.9998,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.305,2.0,0.3943,1.57,1.1074,1.0,166.4,통행피크위험,899,0.092483,101.6,459
다사681373,85.0,3,0,1,117.0,0.3241,328.65,1904.97,0.3328,65.4242,254.1276,319.5518,0.3505,,,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6569,2.0,1.0,1.0,1.2375,1.0,348.57,노인밀집거주 | 통행피크위험,295,0.195013,101.58,460
다사659300,69.0,2,0,1,154.0,0.8235,52.23,182.92,0.3143,7.7658,39.2796,47.0454,0.0967,12.76,97.5658,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,2.1378,1.6667,0.2127,1.9757,1.0,1.0,103.31,노인밀집거주,1344,0.472211,101.58,461
다사723514,94.0,5,0,1,0.0,0,408.32,583.34,0.3443,10.1915,38.0022,48.1937,0.6286,32.15,37.7448,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),경관녹지,1.3443,1.8333,0.5358,1.3774,1.0,1.0643,181.96,교통약자유동多 | 주말방문집중,813,0.079976,101.52,462
다사644453,93.0,4,0,1,0.0,0,826.4,3557.15,0.3092,213.4262,612.8826,826.3088,0.4703,27.39,39.2047,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3092,1.3333,0.4565,1.392,1.5,1.0,154.73,통행피크위험,975,0.091421,101.5,463
다사652451,84.0,14,0,0,0.0,0,11336.09,64765.4,0.2907,853.6235,2328.4775,3182.101,0.6265,34.26,63.297,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2907,1.8333,0.571,1.633,1.5,1.0633,295.6,주말방문집중 | 통행피크위험,383,0.207955,101.47,464
다사537129,91.0,4,0,1,0.0,0,5066.0,11640.64,0.2925,319.7427,707.0736,1026.8163,0.4993,24.02,56.8974,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2925,1.6667,0.4003,1.569,1.5,1.0,184.68,통행피크위험,790,0.115103,101.47,465
다사680375,77.0,2,0,1,84.0,0.4352,807.54,6057.23,0.3527,184.2381,604.3757,788.6138,0.5587,28.05,50.0487,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.7879,2.0,0.4675,1.5005,1.5,1.0293,298.2,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,378,0.315352,101.28,466
다사686444,79.0,4,0,1,55.0,0.3667,2486.49,9101.75,0.3503,189.694,525.9834,715.6774,0.5379,20.02,72.3084,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.717,1.5,0.3337,1.7231,1.5,1.019,178.82,노인밀집거주 | 교통약자유동多 | 통행피크위험,828,0.282004,101.28,467
다사654441,93.0,4,0,1,0.0,0,986.88,5776.54,0.3273,107.0091,197.0341,304.0432,0.5787,29.03,50.758,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3273,1.5,0.4838,1.5076,1.2114,1.0393,170.03,주말방문집중 | 통행피크위험,878,0.088361,101.22,468
다사604126,93.0,4,0,1,0.0,0,1863.94,3281.78,0.2432,150.1866,472.8927,623.0793,0.4164,28.64,29.2603,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2432,2.0,0.4773,1.2926,1.5,1.0,213.99,통행피크위험,619,0.087383,101.13,469
다사674381,76.0,3,0,1,80.0,0.4188,995.38,7010.17,0.3952,318.6596,874.9682,1193.6278,0.5243,20.21,78.5974,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.814,1.5,0.3368,1.786,1.5,1.0122,188.87,노인밀집거주 | 교통약자유동多 | 통행피크위험,759,0.327521,100.89,470
다사591130,85.0,3,0,1,49.0,0.196,819.74,2522.81,0.2575,89.5284,250.8992,340.4276,0.4255,18.43,80.0153,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.4535,1.3333,0.3072,1.8002,1.2726,1.0,115.93,통행피크위험,1260,0.185968,100.81,471
다사658468,93.0,4,0,1,0.0,0,889.03,3542.95,0.3392,113.3,300.8128,414.1128,0.5599,26.88,40.7922,3,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족),미분류,1.3392,1.5,0.448,1.4079,1.3965,1.0299,169.47,주말방문집중 | 통행피크위험,882,0.083884,100.8,472
다사657465,90.0,6,0,1,0.0,0,4728.84,22968.61,0.2939,380.1899,1258.5984,1638.7883,0.546,30.89,30.9311,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.2939,1.3333,0.5148,1.3093,1.5,1.023,160.59,통행피크위험,937,0.118657,100.68,473
다사675378,77.0,2,0,1,119.0,0.4612,59.71,572.17,0.398,31.516,100.8949,132.4109,0.2573,22.07,81.5193,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.8592,1.6667,0.3678,1.8152,1.0,1.0,159.3,노인밀집거주 | 교통약자유동多,942,0.307169,100.65,474
다사675308,78.0,3,0,1,82.0,0.3905,1325.16,4224.58,0.3552,104.0171,342.3809,446.398,0.5217,20.57,76.8679,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.7457,1.6667,0.3428,1.7687,1.4509,1.0109,201.82,노인밀집거주 | 교통약자유동多 | 통행피크위험,669,0.289421,100.57,475
