gbn,addr,inst_plc,fac_hght,fac_wdth,sprtn,cntns,lon,lat,hght_class,grid_gid
,경기도 하남시 천현동 339-7,천현동 339-7,7.5,2.7,N,N,127.2101999,37.5288999,평균초과,다사743477
,경기도 하남시 천현동 339-5,천현동 339-5,7.5,2.0,N,N,127.2102999,37.5287999,평균초과,다사744477
,경기도 하남시 교산동 320-2,교산동 320-2,10.0,3.6,Y,N,127.1972999,37.5203999,평균초과,다사732468
,경기도 하남시 하사창동 258-1,하사창동 258-1,10.0,3.9,Y,N,127.1971999,37.5196999,평균초과,다사732467
,경기도 하남시 하사창동 440,하사창동 440,10.0,4.6,N,N,127.1970999,37.5192999,평균초과,다사732467
,경기도 하남시 춘궁동 415-15,춘궁동 415-15,10.0,3.6,N,N,127.1964999,37.5193999,평균초과,다사731467
,경기도 하남시 춘궁동 577번지,춘궁동 577,10.0,3.6,N,N,127.1962554,37.5191037,평균초과,다사731466
,경기도 하남시 하사창동 263-8,하사창동 263-8,10.0,4.7,N,N,127.1969999,37.5180999,평균초과,다사732465
,경기도 하남시 춘궁동 431-5번지,춘궁동 431-5,7.5,2.9,N,N,127.1948269,37.5164999,평균초과,다사730464
,경기도 하남시 하사창동 458,하사창동 458,10.0,3.6,N,N,127.1964999,37.5132999,평균초과,다사731460
,경기도 하남시 항동 535,항동 535,10.0,3.6,N,N,127.1961999,37.5114999,평균초과,다사731458
,경기도 하남시 항동 550-1,항동 550-1,10.0,3.6,N,N,127.1916999,37.5045999,평균초과,다사727450
,서울특별시 송파구 풍납동 송파 자전거보관소,풍납동 송파 자전거보관소,0.1,3.6,Y,N,127.111576,37.53227,평균이하,다사656481
,서울특별시 송파구 풍납동 갑을아파트16동,풍납동 갑을아파트16동,0.1,3.8,Y,N,127.1129,37.534974,평균이하,다사658484
,서울특별시 송파구 풍납동 216-13,풍납동 216-13,0.1,3.6,N,N,127.11293,37.535075,평균이하,다사658484
,서울특별시 송파구 풍납동 224-10,풍납동 224-10,0.1,4.3,N,N,127.114399,37.533985,평균이하,다사659483
,서울특별시 송파구 풍납동 279-20,풍납동 279-20,0.1,3.1,N,N,127.113791,37.533014,평균이하,다사658482
,서울특별시 송파구 풍납동 280-8,풍납동 280-8,0.1,3.7,Y,N,127.11353,37.533039,평균이하,다사658482
,서울특별시 송파구 풍납동 220-2(신도아아파트),풍납동 220-2(신도아아파트),0.1,3.7,N,N,127.114576,37.533484,평균이하,다사659483
,서울특별시 송파구 풍납동 276-21,풍납동 276-21,0.1,3.6,N,N,127.113891,37.532023,평균이하,다사658481
,서울특별시 송파구 풍납동 277-7,풍납동 277-7,0.1,3.6,N,N,127.11451,37.532312,평균이하,다사659481
,서울특별시 송파구 풍납동 277-9,풍납동 277-9,0.1,3.5,N,N,127.114291,37.532254,평균이하,다사659481
,서울특별시 송파구 풍납동 토성초교 입구,풍납동 토성초교 입구,0.1,3.6,Y,N,127.118187,37.532402,평균이하,다사662481
,서울특별시 송파구 방이동 168-1,방이동 168-1,0.1,3.6,Y,Y,127.120442,37.513778,평균이하,다사664461
,서울특별시 송파구 석촌동242-2,석촌동242-2,0.1,3.6,N,N,127.157648,37.498151,평균이하,다사697443
,서울특별시 송파구 문정동14-6,문정동14-6,0.1,3.7,Y,N,127.127931,37.487335,평균이하,다사671431
,서울특별시 송파구 문정동15,문정동15,0.1,3.5,N,N,127.128443,37.487646,평균이하,다사671432
,서울특별시 송파구 문정동 14-8,문정동 14-8,0.1,3.8,N,N,127.128031,37.487522,평균이하,다사671432
,서울특별시 송파구 문정동 14-2,문정동 14-2,0.1,3.4,N,N,127.128033,37.487731,평균이하,다사671432
,서울특별시 송파구 새말로12길 문현초등학교앞,새말로12길 문현초등학교앞,0.1,3.5,Y,N,127.128932,37.486154,평균이하,다사671430
,서울특별시 송파구 새말로 6길 26,새말로 6길 26,0.1,3.4,N,N,127.128049,37.482123,평균이하,다사671426
,서울특별시 송파구 송이로30길 21,송이로30길 21,0.1,3.6,N,N,127.129652,37.486508,평균이하,다사672430
,"서울특별시 송파구 새말로15길 17, 한승로얄맨션","새말로15길 17, 한승로얄맨션",0.1,3.6,N,N,127.128162,37.485733,평균이하,다사671430
,서울특별시 송파구 송이로34길 29,송이로34길 29,0.1,3.6,N,N,127.130202,37.485118,평균이하,다사673429
,서울특별시 송파구 새말로15길 17-5 문정치안센터,새말로15길 17-5 문정치안센터,0.1,3.6,N,N,127.12901,37.485475,평균이하,다사672429
,서울특별시 송파구 새말로15길 7,새말로15길 7,0.1,3.6,N,N,127.129907,37.484984,평균이하,다사672429
,"서울특별시 송파구 송이로34길 33, 동아빌라","송이로34길 33, 동아빌라",0.1,3.6,N,N,127.129804,37.484885,평균이하,다사672429
,"서울특별시 송파구 새말로 117, 환인제약 뒤","새말로 117, 환인제약 뒤",0.1,3.6,N,N,127.127189,37.483083,평균이하,다사670427
,"서울특별시 송파구 문정로4길 35, 우리홈마트","문정로4길 35, 우리홈마트",0.1,3.6,N,N,127.126777,37.483115,평균이하,다사670427
,"서울특별시 송파구 송이로31길 66, 세양청마루아파트","송이로31길 66, 세양청마루아파트",0.1,3.6,N,N,127.136991,37.492209,평균이하,다사679437
,"서울특별시 송파구 송이로31길 56, (문정시영아파트1동)","송이로31길 56, (문정시영아파트1동)",0.1,3.6,N,Y,127.135472,37.489828,평균이하,다사677434
,서울특별시 송파구 송이로37길 38,송이로37길 38,0.1,3.6,N,N,127.135878,37.489318,평균이하,다사678434
,서울특별시 송파구 송이로37가길 15,송이로37가길 15,0.1,3.6,N,N,127.134623,37.488511,평균이하,다사676433
,"서울특별시 송파구 송이로31길 20-34, 두성빌라","송이로31길 20-34, 두성빌라",0.1,3.6,N,N,127.134396,37.488367,평균이하,다사676432
,"서울특별시 송파구 송이로37가길 4, 경동아트빌라","송이로37가길 4, 경동아트빌라",0.1,3.6,N,N,127.134341,37.487435,평균이하,다사676431
,"서울특별시 송파구 송이로 257, 문정3차대우아파트 뒤","송이로 257, 문정3차대우아파트 뒤",0.1,3.6,N,Y,127.133007,37.487244,평균이하,다사675431
,서울특별시 송파구 송이로33길 12-9,송이로33길 12-9,0.1,3.6,N,N,127.133279,37.487969,평균이하,다사675432
,서울특별시 송파구 송이로31길 8-17,송이로31길 8-17,0.1,3.6,N,N,127.132905,37.488196,평균이하,다사675432
,서울특별시 송파구 송이로31길 14,송이로31길 14,0.1,3.6,N,N,127.133291,37.488379,평균이하,다사675433
,"서울특별시 송파구 새말로17길 16-11, 뉴상성타운","새말로17길 16-11, 뉴상성타운",0.1,3.6,N,N,127.130714,37.487071,평균이하,다사673431
,서울특별시 송파구 송이로36길 15,송이로36길 15,0.1,3.6,N,N,127.131352,37.485728,평균이하,다사674430
,서울특별시 송파구 새말로15길 9,새말로15길 9,0.1,3.6,N,Y,127.12972,37.485165,평균이하,다사672429
,"서울특별시 송파구 송이로34길 62, 문정고등학교","송이로34길 62, 문정고등학교",0.1,3.6,N,N,127.126692,37.485178,평균이하,다사669429
,서울특별시 송파구 새말로15길 5,새말로15길 5,0.1,3.6,N,Y,127.130061,37.48487,평균이하,다사672429
,서울특별시 송파구 송이로36길 32,송이로36길 32,0.1,3.6,N,N,127.129735,37.48465,평균이하,다사672428
,서울특별시 송파구 새말로6길 53,새말로6길 53,0.1,4.0,N,N,127.130193,37.483794,평균이하,다사673427
,서울특별시 송파구 새말로12길 4,새말로12길 4,0.1,3.6,N,Y,127.128484,37.482665,평균이하,다사671426
,서울특별시 송파구 새말로12길 3,새말로12길 3,0.1,3.6,N,Y,127.12915,37.482845,평균이하,다사672426
,서울특별시 송파구 새말로12길 10,새말로12길 10,0.1,3.6,N,Y,127.129199,37.48243,평균이하,다사672426
,서울특별시 송파구 새말로10길8,새말로10길8,0.1,3.6,N,N,127.127328,37.482039,평균이하,다사670425
,서울특별시 송파구 새말로8길 29-49,새말로8길 29-49,0.1,4.0,N,N,127.128251,37.481692,평균이하,다사671425
,서울특별시 송파구 새말로10길 17,새말로10길 17,0.1,3.7,N,N,127.127874,37.48142,평균이하,다사670425
,서울특별시 송파구 새말로8길29-15,새말로8길29-15,0.1,4.0,N,Y,127.127144,37.480645,평균이하,다사670424
,서울특별시 송파구 새말로6길 17,새말로6길 17,0.1,3.7,N,N,127.127149,37.482215,평균이하,다사670426
,서울특별시 송파구 새말로10길3-16,새말로10길3-16,0.1,4.3,N,N,127.128308,37.482473,평균이하,다사671426
,서울특별시 송파구 송이로36길 49,송이로36길 49,0.1,3.6,N,N,127.128414,37.483372,평균이하,다사671427
,"서울특별시 송파구 송이로36길 55, 삼보타운","송이로36길 55, 삼보타운",0.1,3.6,N,N,127.127981,37.483331,평균이하,다사671427
,서울특별시 송파구 새말로10길 174-4,새말로10길 174-4,0.1,4.0,N,N,127.128425,37.483732,평균이하,다사671427
,"서울특별시 송파구 송이로34길 51-1, 아셀빌라","송이로34길 51-1, 아셀빌라",0.1,3.6,Y,N,127.127941,37.484445,평균이하,다사671428
,서울특별시 송파구 새말로8길 29-63,새말로8길 29-63,0.1,3.7,N,N,127.128889,37.482164,평균이하,다사671426
,서울특별시 송파구 송이로36길 52-14,송이로36길 52-14,0.1,3.6,N,N,127.128375,37.484147,평균이하,다사671428
,서울특별시 송파구 송이로36길 56-20,송이로36길 56-20,0.1,3.6,N,N,127.127851,37.484312,평균이하,다사670428
,서울특별시 송파구 새말로8길 29-67 어린이집앞,새말로8길 29-67 어린이집앞,0.1,4.0,N,N,127.129029,37.482284,평균이하,다사672426
,"서울특별시 송파구 송이로34길 55, 기쁨의 교회","송이로34길 55, 기쁨의 교회",0.1,3.6,N,N,127.127581,37.484432,평균이하,다사670428
,서울특별시 송파구 송이로34길 57,송이로34길 57,0.1,3.6,N,N,127.127372,37.484415,평균이하,다사670428
,"서울특별시 송파구 문정로4길 21, 보라뷰아파트2차","문정로4길 21, 보라뷰아파트2차",0.1,3.6,Y,N,127.12644,37.484302,평균이하,다사669428
,서울특별시 송파구 잠실동307,잠실동307,0.1,3.6,N,N,127.080484,37.504129,평균이하,다사629450
,서울특별시 송파구 잠실동 송파구청 입구,잠실동 송파구청 입구,0.1,3.6,N,N,127.070534,37.510691,평균이하,다사620457
,서울특별시 송파구 잠실동 우성아파트 15동,잠실동 우성아파트 15동,0.0,3.6,Y,N,127.08107,37.516775,평균이하,다사629464
,서울특별시 송파구 잠실동 정신여중교,잠실동 정신여중교,0.1,3.8,N,Y,127.073447,37.509026,평균이하,다사623456
,서울특별시 송파구 잠실동 우성아파트 상가앞,잠실동 우성아파트 상가앞,0.1,3.8,Y,Y,127.075559,37.505831,평균이하,다사624452
,서울특별시 송파구 가락본동105-9,가락본동105-9,0.1,3.7,N,N,127.121132,37.491045,평균이하,다사665436
,서울특별시 송파구 방이동 166-4,방이동 166-4,0.1,3.6,N,N,127.121235,37.51251,평균이하,다사665459
,서울특별시 송파구 방이동 166-14,방이동 166-14,0.1,3.7,N,N,127.121968,37.513231,평균이하,다사665460
,서울특별시 송파구 방이동 164-17,방이동 164-17,0.1,3.8,N,N,127.121668,37.512223,평균이하,다사665459
,서울특별시 송파구 방이동 163-10,방이동 163-10,0.1,3.6,N,N,127.121032,37.510827,평균이하,다사665457
,서울특별시 송파구 방이동 163,방이동 163,0.1,3.7,N,N,127.121226,37.511149,평균이하,다사665458
,서울특별시 송파구 방이동 162-6,방이동 162-6,0.1,3.6,N,N,127.121053,37.511796,평균이하,다사665459
,서울특별시 송파구 방이동 162-20,방이동 162-20,0.1,3.4,N,N,127.120548,37.510949,평균이하,다사664458
,서울특별시 송파구 방이동 162-15,방이동 162-15,0.1,3.8,N,N,127.120321,37.51104,평균이하,다사664458
,서울특별시 송파구 방이동 162,방이동 162,0.0,3.6,N,N,127.120476,37.51129,평균이하,다사664458
,서울특별시 송파구 잠실동 우성아파트 29동,잠실동 우성아파트 29동,0.1,3.6,N,Y,127.092869,37.517984,평균이하,다사640465
,서울특별시 송파구 잠실동 우성아파트 18동,잠실동 우성아파트 18동,0.1,3.8,N,Y,127.08491,37.514172,평균이하,다사633461
,서울특별시 송파구 가락본동7-8,가락본동7-8,0.1,3.6,Y,N,127.127248,37.501694,평균이하,다사670447
,서울특별시 송파구 가락본동52-1 쌍용3차아파트,가락본동52-1 쌍용3차아파트,0.1,3.6,N,Y,127.123501,37.49049,평균이하,다사667435
,서울특별시 송파구 가락본동107-7,가락본동107-7,0.1,3.6,Y,Y,127.122764,37.490104,평균이하,다사666434
,서울특별시 송파구 가락본동5-11,가락본동5-11,0.1,3.7,N,N,127.123684,37.503119,평균이하,다사667449
,서울특별시 송파구 가락본동20-21,가락본동20-21,0.1,3.6,N,Y,127.12419,37.50246,평균이하,다사667448
,서울특별시 송파구 가락본동20-20,가락본동20-20,0.1,3.4,N,Y,127.124092,37.50236,평균이하,다사667448
,서울특별시 송파구 가락본동21 (웃말공원),가락본동21 (웃말공원),0.1,3.5,N,Y,127.123153,37.501752,평균이하,다사666447
,서울특별시 송파구 가락본동21-6 (가락쌍용2차),가락본동21-6 (가락쌍용2차),0.1,3.6,N,Y,127.122204,37.502131,평균이하,다사666448
,서울특별시 송파구 가락본동21-6 (가락쌍용2차),가락본동21-6 (가락쌍용2차),0.1,3.5,Y,Y,127.123048,37.500448,평균이하,다사666446
,서울특별시 송파구 가락본동29-3,가락본동29-3,0.1,3.8,N,N,127.123269,37.500758,평균이하,다사667446
,서울특별시 송파구 가락본동20-10,가락본동20-10,0.1,3.6,N,N,127.123456,37.501428,평균이하,다사667447
,서울특별시 송파구 가락본동19-11,가락본동19-11,0.1,3.8,N,N,127.123641,37.501284,평균이하,다사667447
,서울특별시 송파구 가락본동120-17,가락본동120-17,0.1,3.6,N,N,127.124981,37.492262,평균이하,다사668437
,서울특별시 송파구 가락본동19-10,가락본동19-10,0.1,3.6,Y,N,127.123783,37.50117,평균이하,다사667447
,서울특별시 송파구 가락본동17-3,가락본동17-3,0.1,3.6,Y,N,127.124292,37.501224,평균이하,다사667447
,서울특별시 송파구 가락본동120-19,가락본동120-19,0.1,3.6,N,N,127.124897,37.492723,평균이하,다사668437
,서울특별시 송파구 풍납동 123-38,풍납동 123-38,0.1,3.6,N,N,127.120004,37.535925,평균이하,다사664485
,서울특별시 송파구 풍납동 156-12,풍납동 156-12,0.1,3.6,N,N,127.119741,37.533687,평균이하,다사664483
,서울특별시 송파구 풍납동 484-24,풍납동 484-24,0.1,3.6,N,N,127.119899,37.53525,평균이하,다사664485
,서울특별시 송파구 풍납동 160-1,풍납동 160-1,0.1,3.5,Y,Y,127.119386,37.535035,평균이하,다사663484
,서울특별시 송파구 풍납동 160-8,풍납동 160-8,0.1,3.6,N,Y,127.119357,37.53471,평균이하,다사663484
,서울특별시 송파구 풍납동 풍납초등학교,풍납동 풍납초등학교,0.1,3.9,Y,Y,127.118182,37.535115,평균이하,다사662484
,서울특별시 송파구 풍납동 155-33,풍납동 155-33,0.1,3.6,N,N,127.11992,37.534039,평균이하,다사664483
,서울특별시 송파구 문정동68-17,문정동68-17,0.1,3.6,N,N,127.125119,37.483314,평균이하,다사668427
,서울특별시 송파구 문정훼밀리111동,문정훼밀리111동,0.1,3.6,Y,Y,127.111902,37.488533,평균이하,다사656433
,서울특별시 송파구 삼전로10길 46,삼전로10길 46,0.1,3.7,N,N,127.094312,37.504551,평균이하,다사641451
,서울특별시 송파구 삼전로10길 45,삼전로10길 45,0.1,3.7,N,N,127.094324,37.504736,평균이하,다사641451
,서울특별시 송파구 백제고분로29길 16,백제고분로29길 16,0.1,3.6,N,N,127.094469,37.504485,평균이하,다사641451
,서울특별시 송파구 백제고분로31길 19,백제고분로31길 19,0.1,3.6,N,N,127.095405,37.504355,평균이하,다사642450
,서울특별시 송파구 백제고분로31길 30,백제고분로31길 30,0.1,3.8,N,N,127.095793,37.505267,평균이하,다사642451
,서울특별시 송파구 백제고분로31길 40,백제고분로31길 40,0.1,3.8,N,N,127.096573,37.506085,평균이하,다사643452
,서울특별시 송파구 삼학사로19길 27,삼학사로19길 27,0.1,3.6,N,N,127.094061,37.506118,평균이하,다사641452
,서울특별시 송파구 백제고분로27길 24,백제고분로27길 24,0.1,3.6,N,N,127.094298,37.504914,평균이하,다사641451
,서울특별시 송파구 백제고분로27길 20,백제고분로27길 20,0.1,3.6,N,N,127.093377,37.504804,평균이하,다사640451
,서울특별시 송파구 백제고분로27길 10,백제고분로27길 10,0.1,3.6,N,N,127.09298,37.503928,평균이하,다사640450
,서울특별시 송파구 백제고분로21길 6-19,백제고분로21길 6-19,0.1,3.7,N,N,127.09091,37.504153,평균이하,다사638450
,서울특별시 송파구 백제고분로209,백제고분로209,0.1,3.6,N,N,127.090013,37.504058,평균이하,다사637450
,서울특별시 송파구 백제고분로22길 37,백제고분로22길 37,0.1,3.7,Y,N,127.088175,37.500538,평균이하,다사635446
,서울특별시 송파구 삼전로2길 27,삼전로2길 27,0.0,3.6,Y,N,127.087557,37.500687,평균이하,다사635446
,서울특별시 송파구 백제고분로22길 35-19,백제고분로22길 35-19,0.1,3.8,N,N,127.089145,37.500458,평균이하,다사636446
,서울특별시 송파구 백제고분로22길 27-20,백제고분로22길 27-20,0.0,3.4,N,N,127.089372,37.500955,평균이하,다사637447
,서울특별시 송파구 백제고분로22길 18,백제고분로22길 18,0.1,3.6,N,N,127.088668,37.502334,평균이하,다사636448
,서울특별시 송파구 삼전로6길 10,삼전로6길 10,0.1,3.6,N,N,127.08832,37.502842,평균이하,다사636449
,서울특별시 송파구 삼전로6길 16,삼전로6길 16,0.1,3.7,N,N,127.088815,37.50269,평균이하,다사636449
,서울특별시 송파구 백제고분로22길 9,백제고분로22길 9,0.1,3.8,N,N,127.089251,37.502955,평균이하,다사636449
,서울특별시 송파구 백제고분로22길 3-6,백제고분로22길 3-6,0.1,3.8,N,N,127.089553,37.503257,평균이하,다사637449
,서울특별시 송파구 방이동 코오롱a 103동앞,방이동 코오롱a 103동앞,0.1,3.6,N,Y,127.112378,37.513005,평균이하,다사657460
,서울특별시 송파구 방이동 코오롱a 101동앞,방이동 코오롱a 101동앞,0.1,3.6,N,Y,127.111283,37.512558,평균이하,다사656459
,서울특별시 송파구 방이동 방산중교 정문,방이동 방산중교 정문,0.1,3.6,N,Y,127.111156,37.512881,평균이하,다사656460
,서울특별시 송파구 방이동 99-21,방이동 99-21,0.1,3.6,N,N,127.110949,37.512941,평균이하,다사656460
,서울특별시 송파구 방이동 98-5,방이동 98-5,0.1,3.8,N,N,127.110641,37.513368,평균이하,다사655460
,서울특별시 송파구 방이동 98-10,방이동 98-10,0.0,3.8,N,N,127.11109,37.513692,평균이하,다사656461
,서울특별시 송파구 방이동 9,방이동 9,0.1,3.6,N,N,127.11574,37.50884,평균이하,다사660455
,서울특별시 송파구 방이동 70-1,방이동 70-1,0.0,3.6,N,N,127.110304,37.513422,평균이하,다사655460
,서울특별시 송파구 방이동 70,방이동 70,0.1,3.6,N,N,127.109971,37.513496,평균이하,다사655460
,서울특별시 송파구 방이동 69-6 방앗골어린이 삼거리,방이동 69-6 방앗골어린이 삼거리,0.0,3.7,N,N,127.109515,37.512978,평균이하,다사654460
,서울특별시 송파구 방이동 69-4 방앗골어린이 삼거리,방이동 69-4 방앗골어린이 삼거리,0.0,3.6,N,N,127.1096,37.513237,평균이하,다사654460
,서울특별시 송파구 삼전로8길 11,삼전로8길 11,0.1,3.7,N,N,127.090304,37.505102,평균이하,다사637451
,서울특별시 송파구 삼전로10길 21,삼전로10길 21,0.1,3.6,N,N,127.091948,37.505413,평균이하,다사639452
,서울특별시 송파구 삼전로10길 18,삼전로10길 18,0.1,3.6,N,N,127.091349,37.505364,평균이하,다사638451
,서울특별시 송파구 삼전로 84,삼전로 84,0.1,3.6,N,N,127.089705,37.505835,평균이하,다사637452
,서울특별시 송파구 백제고분로21길 36,백제고분로21길 36,0.1,3.7,N,N,127.091555,37.506705,평균이하,다사639453
,서울특별시 송파구 삼학사로1길 40,삼학사로1길 40,0.0,3.6,Y,N,127.092494,37.498777,평균이하,다사639444
,서울특별시 송파구 삼학사로1길 18,삼학사로1길 18,0.0,3.6,Y,N,127.094834,37.498207,평균이하,다사641444
,서울특별시 송파구 백제고분로32길 44,백제고분로32길 44,0.1,3.5,Y,N,127.09447,37.498587,평균이하,다사641444
,서울특별시 송파구 백제고분로32길 40,백제고분로32길 40,0.1,3.7,Y,N,127.094268,37.498703,평균이하,다사641444
,서울특별시 송파구 백제고분로32길 38,백제고분로32길 38,0.1,3.6,Y,N,127.094594,37.499161,평균이하,다사641445
,서울특별시 송파구 백제고분로32길 32,백제고분로32길 32,0.1,3.6,Y,N,127.094443,37.499553,평균이하,다사641445
,서울특별시 송파구 백제고분로32길 28,백제고분로32길 28,0.1,3.8,Y,N,127.094721,37.50002,평균이하,다사641446
,서울특별시 송파구 백제고분로32길 25-16,백제고분로32길 25-16,0.1,3.6,Y,N,127.095726,37.49995,평균이하,다사642445
,서울특별시 송파구 백제고분로32길 21,백제고분로32길 21,0.1,3.4,Y,N,127.095078,37.500554,평균이하,다사642446
,서울특별시 송파구 백제고분로32길 11,백제고분로32길 11,0.1,3.6,Y,N,127.096131,37.501275,평균이하,다사643447
,서울특별시 송파구 백제고분로32길 3,백제고분로32길 3,0.1,3.6,Y,N,127.096295,37.502007,평균이하,다사643448
,서울특별시 송파구 삼전로2길 57,삼전로2길 57,0.1,3.7,Y,N,127.090626,37.499416,평균이하,다사638445
,서울특별시 송파구 백제고분로28길 39,백제고분로28길 39,0.1,3.6,Y,N,127.092385,37.498988,평균이하,다사639444
,서울특별시 송파구 방이동 159,방이동 159,0.1,3.6,N,N,127.119483,37.512623,평균이하,다사663459
,서울특별시 송파구 방이동 157,방이동 157,0.0,3.6,N,N,127.117973,37.511913,평균이하,다사662459
,서울특별시 송파구 방이동 156-8 (금호A 102동),방이동 156-8 (금호A 102동),0.1,3.6,N,Y,127.118196,37.513126,평균이하,다사662460
,서울특별시 송파구 방이동 156-4,방이동 156-4,0.1,3.6,N,N,127.117598,37.512165,평균이하,다사662459
,서울특별시 송파구 방이동 156-14 (금호A 102동),방이동 156-14 (금호A 102동),0.1,3.8,N,Y,127.118125,37.513008,평균이하,다사662460
,서울특별시 송파구 방이동 155,방이동 155,0.1,3.6,N,N,127.117634,37.513061,평균이하,다사662460
,서울특별시 송파구 방이동 154,방이동 154,0.1,3.6,N,N,127.115955,37.513938,평균이하,다사660461
,서울특별시 송파구 방이동 151-5,방이동 151-5,0.1,3.8,N,N,127.114933,37.513315,평균이하,다사659460
,서울특별시 송파구 방이동 151-1,방이동 151-1,0.1,3.6,N,N,127.115399,37.514033,평균이하,다사660461
,서울특별시 송파구 방이동 149-30,방이동 149-30,0.1,3.6,N,N,127.114859,37.513661,평균이하,다사659461
,서울특별시 송파구 방이동 149-17,방이동 149-17,0.1,3.7,N,N,127.114297,37.512758,평균이하,다사659460
,서울특별시 송파구 방이동 149,방이동 149,0.1,3.7,N,N,127.114465,37.513027,평균이하,다사659460
,서울특별시 송파구 방이동 148,방이동 148,0.1,3.6,N,N,127.114587,37.512722,평균이하,다사659460
,서울특별시 송파구 방이동 143-7,방이동 143-7,0.1,3.6,N,N,127.117512,37.511954,평균이하,다사661459
,서울특별시 송파구 방이동 139 공원 앞(금호A101동옆),방이동 139 공원 앞(금호A101동옆),0.1,3.6,N,N,127.117767,37.511772,평균이하,다사662459
,서울특별시 송파구 방이동 135-9,방이동 135-9,0.1,3.6,N,N,127.119076,37.510686,평균이하,다사663457
,서울특별시 송파구 방이동 135-25,방이동 135-25,0.1,3.7,N,N,127.118665,37.509903,평균이하,다사662456
,서울특별시 송파구 방이동 135-17,방이동 135-17,0.1,3.6,N,N,127.118894,37.510276,평균이하,다사663457
,서울특별시 송파구 방이동 134-6,방이동 134-6,0.1,3.8,Y,N,127.118913,37.509808,평균이하,다사663456
,서울특별시 송파구 방이동 134-5,방이동 134-5,0.1,3.6,N,N,127.119713,37.510643,평균이하,다사663457
,서울특별시 송파구 방이동 134-19,방이동 134-19,0.1,3.6,Y,N,127.119145,37.50973,평균이하,다사663456
,서울특별시 송파구 방이동 134-16,방이동 134-16,0.1,3.8,N,N,127.1194,37.510595,평균이하,다사663457
,서울특별시 송파구 방이동 132-7,방이동 132-7,0.1,3.8,N,N,127.12067,37.510538,평균이하,다사664457
,서울특별시 송파구 방이동 131-12,방이동 131-12,0.1,3.7,Y,N,127.119445,37.50963,평균이하,다사663456
,서울특별시 송파구 방이동 130-9,방이동 130-9,0.1,3.6,Y,N,127.120332,37.509683,평균이하,다사664456
,서울특별시 송파구 방이동 130-18,방이동 130-18,0.1,3.7,Y,N,127.120518,37.509985,평균이하,다사664457
,서울특별시 송파구 방이동 130-16,방이동 130-16,0.1,3.6,Y,N,127.12064,37.510182,평균이하,다사664457
,서울특별시 송파구 방이동 128,방이동 128,0.1,3.6,Y,Y,127.119931,37.508654,평균이하,다사664455
,서울특별시 송파구 방이동 127-5,방이동 127-5,0.1,3.6,Y,N,127.119504,37.508274,평균이하,다사663455
,서울특별시 송파구 방이동 127-27,방이동 127-27,0.1,2.0,N,Y,127.118189,37.508562,평균이하,다사662455
,서울특별시 송파구 방이동 127-25,방이동 127-25,0.1,3.6,N,Y,127.119116,37.508152,평균이하,다사663454
,서울특별시 송파구 방이동 127-23,방이동 127-23,0.1,3.6,N,Y,127.118918,37.508232,평균이하,다사663455
,서울특별시 송파구 방이동 127-20,방이동 127-20,0.1,3.6,N,N,127.118769,37.508567,평균이하,다사663455
,서울특별시 송파구 방이동 127-13,방이동 127-13,0.1,3.6,N,N,127.119136,37.50848,평균이하,다사663455
,서울특별시 송파구 방이동 126-17,방이동 126-17,0.1,3.6,N,N,127.117753,37.508701,평균이하,다사662455
,서울특별시 송파구 방이동 126-13,방이동 126-13,0.1,3.6,N,N,127.118459,37.509699,평균이하,다사662456
,서울특별시 송파구 방이동 124-6,방이동 124-6,0.1,3.8,N,N,127.116614,37.508461,평균이하,다사661455
,서울특별시 송파구 방이동 124-19,방이동 124-19,0.1,3.6,N,N,127.117631,37.510035,평균이하,다사662457
,서울특별시 송파구 방이동 123-10,방이동 123-10,0.1,3.6,N,N,127.11707,37.50999,평균이하,다사661457
,서울특별시 송파구 방이동 123,방이동 123,0.1,3.6,N,N,127.116859,37.50929,평균이하,다사661456
,서울특별시 송파구 방이동 122-18,방이동 122-18,0.1,3.6,N,Y,127.1168,37.510036,평균이하,다사661457
,서울특별시 송파구 방이동 122-16,방이동 122-16,0.1,3.7,N,Y,127.116501,37.509556,평균이하,다사661456
,서울특별시 송파구 방이동 117,방이동 117,0.1,3.6,N,N,127.115812,37.509298,평균이하,다사660456
,서울특별시 송파구 방이동 116-6,방이동 116-6,0.1,3.6,N,N,127.1152,37.51083,평균이하,다사659457
,서울특별시 송파구 방이동 114-11,방이동 114-11,0.1,3.6,N,N,127.114144,37.509975,평균이하,다사658457
,서울특별시 송파구 방이동 113-18,방이동 113-18,0.1,3.6,N,Y,127.114797,37.511021,평균이하,다사659458
,서울특별시 송파구 방이동 113,방이동 113,0.1,3.6,N,N,127.114728,37.51091,평균이하,다사659458
,서울특별시 송파구 방이동 112-4,방이동 112-4,0.1,3.6,N,N,127.11379,37.510582,평균이하,다사658457
,서울특별시 송파구 방이동 112-17,방이동 112-17,0.1,3.5,N,Y,127.113728,37.510482,평균이하,다사658457
,서울특별시 송파구 방이동 111-15,방이동 111-15,0.1,3.6,N,N,127.113769,37.51107,평균이하,다사658458
,서울특별시 송파구 문정동16,문정동16,0.1,3.6,N,N,127.128803,37.487419,평균이하,다사671431
,서울특별시 송파구 문정동29-30,문정동29-30,0.1,3.7,Y,N,127.124315,37.489163,평균이하,다사667433
