﻿fac_type,fac_nm,cctv_state,cctv_cnt,road_bt,lon,lat,grid_gid,link_id
특수학교,성은특수학교,Y,4,26,127.143952,37.409122,다사684345,572542754
특수학교,서울국제학교,N,0,6,127.128438,37.465792,다사671407,572647058
학원,케이디엘피어학원,N,0,20,127.124549,37.389127,다사667322,572553146
어린이집,산성3어린이집,N,0,8,127.155653,37.460461,다사695401,572655814
유치원,은서유치원,Y,4,4,127.134977,37.443605,다사677383,572610748
유치원,선경유치원,Y,4,12,127.162262,37.450411,다사701390,572611382
유치원,예원유치원,Y,5,6,127.143201,37.435032,다사684373,572640188
유치원,다솜유치원,Y,1,5,127.163685,37.447962,다사702388,572610972
유치원,도촌유치원,N,0,12~18,127.149775,37.413897,다사690350,572545009
유치원,아름다운유치원,Y,3,8,127.125773,37.367591,다사668299,572555172
유치원,안촌 유치원,Y,1,13,127.110392,37.368171,다사655299,571500617
유치원,세화유치원,Y,5,6,127.136164,37.372737,다사677304,572552278
유치원,분당중앙유치원,Y,1,10,127.141671,37.373451,다사682305,572541265
유치원,꿈터 유치원,Y,1,7,127.113122,37.347269,다사657276,571546849
유치원,배성유치원,Y,1,17,127.142401,37.405999,다사683341,572550544
유치원,이솔유치원,Y,5,24,127.112602,37.352756,다사656282,571540960
유치원,성모 유치원,Y,4,8,127.124419,37.340099,다사667268,572542864
유치원,판교샘유치원,Y,1,7,127.072039,37.392021,다사621326,571554908
유치원,건영장안유치원,Y,1,12,127.140849,37.371127,다사682302,572543572
유치원,뽀뽀뽀유치원,Y,4,12,127.138017,37.415425,다사679352,572541043
유치원,창조유치원,Y,1,6,127.124992,37.359154,다사667289,572540901
유치원,해나유치원,Y,1,6,127.09829,37.390831,다사644324,571548760
유치원,꾸러기유치원,Y,5,22,127.127335,37.403847,다사670339,572542682
유치원,샛별유치원,Y,1,38,127.129754,37.371468,다사672303,572543656
유치원,성마르코유치원,Y,1,6~12,127.133182,37.410832,다사675346,572542494
유치원,은혜유치원,Y,1,6~14,127.111946,37.360908,다사656291,571510246
유치원,숲리라유치원,Y,1,6~10,127.147866,37.469683,다사688412,572661884
유치원,즐거운유치원,Y,1,15,127.111941,37.351408,다사656281,571540942
유치원,희영유치원,N,0,13~23,127.114186,37.388294,다사658322,571556782
유치원,혜성유치원,N,0,6~9,127.160252,37.444509,다사699384,572654164
어린이집,단대어린이집,Y,1,5,127.155665,37.449645,다사695389,572651010
어린이집,산성어린이집,Y,4,6~9,127.150387,37.453007,다사690393,572647819
어린이집,성남어린이집,Y,1,5,127.141485,37.447702,다사682387,572649686
어린이집,성현어린이집,Y,1,4,127.138715,37.438454,다사680377,572610778
어린이집,신흥제2어린이집,Y,1,4,127.144413,37.449202,다사685389,572650542
어린이집,리플플러스어린이집,Y,1,5,127.128384,37.44181,다사671381,572672342
초등학교,당촌초등학교,Y,3,24,127.131262,37.373689,다사673305,572551816
초등학교,한솔초등학교,Y,1,35,127.118015,37.366777,다사661298,571542154
초등학교,수내초등학교,Y,3,8,127.124663,37.367765,다사667299,572555178
초등학교,성남송현초등학교,Y,5,26~32,127.116346,37.405458,다사660341,571558312
초등학교,판교초등학교,Y,5,13~15,127.091443,37.387282,다사638320,571547594
초등학교,성남동초등학교,Y,5,4~6,127.162178,37.449215,다사701389,572647318
초등학교,태평초등학교,Y,6,4~14,127.131694,37.444953,다사674384,572644235
초등학교,성수초등학교,Y,9,6,127.127238,37.433766,다사670372,572648355
초등학교,금빛초등학교,Y,7,4~9,127.140567,37.447331,다사682387,572610206
초등학교,왕남초등학교,Y,5,4~5,127.098687,37.428469,다사644366,571669325
초등학교,성남초등학교,Y,4,4~20,127.144145,37.446085,다사685386,572611211
초등학교,검단초등학교,Y,4,7,127.144034,37.429483,다사685367,572646302
초등학교,불곡초등학교,Y,3,20,127.11973,37.340984,다사663269,571542486
초등학교,서당초등학교,Y,3,8,127.134587,37.374602,다사676306,572551276
초등학교,성남매송초등학교,Y,3,13,127.122403,37.402183,다사665337,571543383
초등학교,성남정자초등학교,Y,2,12~20,127.104912,37.374517,다사650306,571542502
초등학교,양영초등학교,Y,4,8~9,127.140091,37.37466,다사681306,572543636
초등학교,중탑초등학교,Y,2,18,127.139686,37.413924,다사681350,572541051
초등학교,초림초등학교,Y,3,8,127.117592,37.376826,다사661309,571542597
초등학교,판교대장초등학교,Y,3,18,127.069713,37.368279,다사619299,571565173
유치원,미래유치원,Y,4,4,127.150066,37.452885,다사690393,572610505
유치원,성체유치원,Y,4,5,127.137203,37.439656,다사679378,572610778
유치원,신흥성모유치원,Y,1,30,127.143242,37.449077,다사684389,572650542
유치원,은솔유치원,N,0,7~10,127.138154,37.467824,다사680410,572660766
유치원,위례새초롱유치원,N,0,10,127.147866,37.469683,다사688412,572661884
유치원,위례하늘유치원,Y,1,10,127.151134,37.467037,다사691409,572663215
유치원,고등나래 유치원,N,0,8,127.096496,37.426969,다사642365,571665857
초등학교,성남중앙초등학교,Y,5,4~8,127.143529,37.436255,다사684375,572611043
초등학교,단남초등학교,Y,2,6,127.161374,37.442905,다사700382,2023001772
초등학교,대원초등학교,Y,6,4~6,127.155099,37.436671,다사694375,572656584
초등학교,대일초등학교,Y,3,4~5,127.164185,37.438468,다사702377,572650212
초등학교,대하초등학교,Y,3,8~20,127.151304,37.431908,다사691370,572660634
초등학교,성남제일초등학교,Y,2,4~12,127.149609,37.438906,다사690378,2023001825
초등학교,성남북초등학교,Y,6,5~15,127.151474,37.4515,다사691392,572643738
초등학교,성남수정초등학교,Y,6,4~12,127.132786,37.436212,다사675375,572610937
초등학교,수진초등학교,Y,10,5~14,127.133465,37.444944,다사675384,572644220
초등학교,희망대초등학교,Y,5,4~9,127.149115,37.447498,다사689387,572655342
초등학교,성남서초등학교,Y,4,8~12,127.129403,37.448545,다사672388,572649292
초등학교,성남신흥초등학교,Y,2,8,127.143485,37.450552,다사684391,572650542
초등학교,단대초등학교,Y,9,4~8,127.157748,37.453611,다사697394,572643936
초등학교,복정초등학교,Y,6,6~7,127.130386,37.46247,다사673404,572650134
초등학교,성남양지초등학교,Y,3,4~6,127.160884,37.459218,다사700400,572643923
초등학교,위례고운초등학교,N,0,16,127.145794,37.471437,다사686414,572661881
초등학교,위례한빛초등학교,Y,1,9.5,127.147017,37.465766,다사687407,572662112
초등학교,위례푸른초등학교,N,0,9.5~16,127.150981,37.470731,다사691413,572661844
초등학교,위례중앙초등학교,Y,1,25~44,127.135874,37.471899,다사678414,572662168
초등학교,금상초등학교,Y,9,4~12,127.165995,37.443599,다사704383,572647288
초등학교,상원초등학교,Y,5,8~12,127.162776,37.453884,다사701394,572643953
초등학교,불정초등학교,Y,3,35,127.119496,37.361254,다사663292,571542164
초등학교,상탑초등학교,Y,2,8~17,127.145695,37.406207,다사686341,572542773
초등학교,서현초등학교,Y,3,12,127.12855,37.382576,다사671315,572545138
초등학교,성남신기초등학교,Y,3,20,127.11106,37.366582,다사655297,571542068
초등학교,성남장안초등학교,Y,3,14,127.144459,37.372662,다사685304,572543549
초등학교,안말초등학교,Y,2,12~15,127.125984,37.393154,다사668327,572544555
초등학교,야탑초등학교,Y,8,12,127.125627,37.416616,다사668353,572542431
초등학교,오리초등학교,Y,3,30,127.115379,37.344351,다사659273,571542453
초등학교,이매초등학교,Y,2,12,127.126493,37.39721,다사669331,572541138
초등학교,청솔초등학교,Y,3,25,127.1141,37.354657,다사658284,571542267
초등학교,중원초등학교,Y,3,4~6,127.167857,37.437855,다사706376,572640186
초등학교,하원초등학교,Y,2,4~12,127.170236,37.446255,다사708386,572656042
초등학교,중부초등학교,Y,4,8~12,127.164951,37.451546,다사703392,572646743
초등학교,상대원초등학교,Y,3,4~8,127.181591,37.442382,다사718381,572652862
초등학교,도촌초등학교,Y,4,8~14,127.158024,37.41473,다사697351,572545042
초등학교,구미초등학교,Y,3,15~30,127.118398,37.337756,다사661265,571541154
초등학교,내정초등학교,Y,2,15,127.122264,37.372402,다사665304,571500453
초등학교,돌마초등학교,Y,3,7~18,127.130378,37.409099,다사672345,572541024
초등학교,미금초등학교,Y,5,30,127.115303,37.347422,다사659276,571542305
초등학교,백현초등학교,Y,2,8,127.111168,37.372193,다사655304,571510111
초등학교,분당초등학교,Y,3,9,127.129653,37.378988,다사672311,572500665
초등학교,성남여수초등학교,Y,5,18~23,127.133081,37.419449,다사675356,572661284
초등학교,탄천초등학교,Y,3,30,127.115645,37.361599,다사659292,571542144
초등학교,하탑초등학교,Y,3,12,127.126613,37.407326,다사669343,572500969
초등학교,늘푸른초등학교,Y,3,20,127.105671,37.358334,다사650288,571542210
초등학교,보평초등학교,Y,6,12~26,127.117758,37.396039,다사661330,571548394
초등학교,산운초등학교,Y,9,8~13,127.079005,37.389753,다사627323,571551948
초등학교,운중초등학교,Y,10,8~31,127.06894,37.392419,다사618326,571551920
초등학교,낙생초등학교,Y,12,9~22,127.098914,37.394357,다사644328,571548618
초등학교,신백현초등학교,Y,3,15~32,127.111751,37.387579,다사656321,571550219
초등학교,성남화랑초등학교,Y,1,26,127.115888,37.390224,다사659324,571551030
초등학교,성남은행초등학교,Y,4,4~6,127.170901,37.461002,다사708402,572651566
