grid_gid,crosswalk_cnt,child_zone_cnt,school_cnt,kindergarten_cnt,daycare_cnt,bus_stop_cnt,cctv_cnt,cctv_cam_cnt,kindergarten_child_cnt,speedbump_cnt,speedbump_hght_below,speedbump_hght_above
다바343954,0,0,0,0,0,0,0,0,0,0,0,0
다바343955,0,0,0,0,0,0,0,0,0,0,0,0
다바343956,0,0,0,0,0,0,0,0,0,0,0,0
다바343957,0,0,0,0,0,0,0,0,0,0,0,0
다바343960,0,0,0,0,0,0,0,0,0,0,0,0
다바343967,0,0,0,0,0,0,0,0,0,0,0,0
다바343968,0,0,0,0,0,0,0,0,0,0,0,0
다바344926,0,0,0,0,0,0,0,0,0,0,0,0
다바344927,0,0,0,0,0,0,0,0,0,0,0,0
다바344928,0,0,0,0,0,0,0,0,0,0,0,0
다바344929,0,0,0,0,0,0,0,0,0,0,0,0
다바344930,0,0,0,0,0,0,0,0,0,0,0,0
다바344931,0,0,0,0,0,0,0,0,0,0,0,0
다바344932,0,0,0,0,0,0,0,0,0,0,0,0
다바344933,0,0,0,0,0,0,0,0,0,0,0,0
다바344934,0,0,0,0,0,0,0,0,0,0,0,0
다바344935,0,0,0,0,0,0,0,0,0,0,0,0
다바344936,0,0,0,0,0,0,0,0,0,0,0,0
다바344937,0,0,0,0,0,0,0,0,0,0,0,0
다바344938,0,0,0,0,0,0,0,0,0,0,0,0
다바344939,0,0,0,0,0,0,0,0,0,0,0,0
다바344940,0,0,0,0,0,0,0,0,0,0,0,0
다바344941,0,0,0,0,0,0,0,0,0,0,0,0
다바344942,0,0,0,0,0,0,0,0,0,0,0,0
다바344943,0,0,0,0,0,0,0,0,0,0,0,0
다바344944,0,0,0,0,0,0,0,0,0,0,0,0
다바344945,3,0,0,0,0,0,0,0,0,0,0,0
다바344946,0,0,0,0,0,0,0,0,0,0,0,0
다바344947,0,0,0,0,0,0,1,1,0,0,0,0
다바344948,0,0,0,0,0,0,2,2,0,0,0,0
다바344949,0,0,0,0,0,0,0,0,0,0,0,0
다바344950,0,0,0,0,0,0,0,0,0,0,0,0
다바344951,0,0,0,0,0,1,0,0,0,0,0,0
다바344952,0,0,0,0,0,1,0,0,0,0,0,0
다바344953,0,0,0,0,0,0,0,0,0,0,0,0
다바344954,0,0,0,0,0,0,0,0,0,0,0,0
다바344955,0,0,0,0,0,0,0,0,0,0,0,0
다바344956,0,0,0,0,0,0,0,0,0,0,0,0
다바344957,0,0,0,0,0,0,0,0,0,0,0,0
다바344963,0,0,0,0,0,0,0,0,0,0,0,0
다바344964,0,0,0,0,0,0,0,0,0,0,0,0
다바344965,0,0,0,0,0,0,0,0,0,0,0,0
다바344966,0,0,0,0,0,0,0,0,0,0,0,0
다바344967,0,0,0,0,0,0,0,0,0,0,0,0
다바344968,0,0,0,0,0,0,0,0,0,0,0,0
다바344969,0,0,0,0,0,0,0,0,0,0,0,0
다바344981,0,0,0,0,0,0,0,0,0,0,0,0
다바344982,0,0,0,0,0,0,0,0,0,0,0,0
다바345926,0,0,0,0,0,0,0,0,0,0,0,0
다바345927,0,0,0,0,0,0,0,0,0,0,0,0
다바345928,0,0,0,0,0,0,0,0,0,0,0,0
다바345929,0,0,0,0,0,0,0,0,0,0,0,0
다바345930,0,0,0,0,0,0,0,0,0,0,0,0
다바345931,0,0,0,0,0,0,0,0,0,0,0,0
다바345932,0,0,0,0,0,0,0,0,0,0,0,0
다바345933,0,0,0,0,0,0,0,0,0,0,0,0
다바345934,0,0,0,0,0,0,0,0,0,0,0,0
다바345935,0,0,0,0,0,0,0,0,0,0,0,0
다바345936,0,0,0,0,0,0,0,0,0,0,0,0
다바345937,0,0,0,0,0,0,0,0,0,0,0,0
다바345938,0,0,0,0,0,0,0,0,0,0,0,0
다바345939,0,0,0,0,0,0,0,0,0,0,0,0
다바345940,0,0,0,0,0,0,0,0,0,0,0,0
다바345941,0,0,0,0,0,0,0,0,0,0,0,0
다바345942,0,0,0,0,0,0,0,0,0,0,0,0
다바345943,0,0,0,0,0,0,0,0,0,0,0,0
다바345944,0,0,0,0,0,0,0,0,0,0,0,0
다바345945,0,0,0,0,0,0,0,0,0,0,0,0
다바345946,0,0,0,0,0,0,2,2,0,0,0,0
다바345947,0,0,0,0,0,0,0,0,0,0,0,0
다바345948,0,0,0,0,0,0,0,0,0,0,0,0
다바345949,0,0,0,0,0,0,0,0,0,0,0,0
다바345950,0,0,0,0,0,0,0,0,0,0,0,0
다바345951,0,0,0,0,0,0,1,1,0,0,0,0
다바345952,0,0,0,0,0,0,0,0,0,0,0,0
다바345953,0,0,0,0,0,0,0,0,0,0,0,0
다바345954,0,0,0,0,0,0,0,0,0,0,0,0
다바345955,0,0,0,0,0,0,0,0,0,0,0,0
다바345956,0,0,0,0,0,0,0,0,0,0,0,0
다바345957,0,0,0,0,0,0,0,0,0,0,0,0
다바345958,0,0,0,0,0,0,0,0,0,0,0,0
다바345963,0,0,0,0,0,0,0,0,0,0,0,0
다바345964,0,0,0,0,0,0,0,0,0,0,0,0
다바345965,0,0,0,0,0,0,0,0,0,0,0,0
다바345966,0,0,0,0,0,0,0,0,0,0,0,0
다바345967,0,0,0,0,0,0,0,0,0,0,0,0
다바345968,0,0,0,0,0,0,0,0,0,0,0,0
다바345969,0,0,0,0,0,0,0,0,0,0,0,0
다바345970,0,0,0,0,0,0,0,0,0,0,0,0
다바345971,0,0,0,0,0,0,0,0,0,0,0,0
다바345972,0,0,0,0,0,0,0,0,0,0,0,0
다바345973,0,0,0,0,0,0,0,0,0,0,0,0
다바345974,0,0,0,0,0,0,0,0,0,0,0,0
다바345975,0,0,0,0,0,0,0,0,0,0,0,0
다바345976,0,0,0,0,0,0,0,0,0,0,0,0
다바345977,0,0,0,0,0,0,0,0,0,0,0,0
다바345978,0,0,0,0,0,0,0,0,0,0,0,0
다바345979,0,0,0,0,0,0,0,0,0,0,0,0
다바345980,0,0,0,0,0,0,0,0,0,0,0,0
다바345981,0,0,0,0,0,0,0,0,0,0,0,0
다바345982,0,0,0,0,0,0,0,0,0,0,0,0
다바345983,0,0,0,0,0,0,0,0,0,0,0,0
다바346926,0,0,0,0,0,0,0,0,0,0,0,0
다바346927,0,0,0,0,0,0,0,0,0,0,0,0
다바346928,0,0,0,0,0,0,0,0,0,0,0,0
다바346929,0,0,0,0,0,0,0,0,0,0,0,0
다바346930,0,0,0,0,0,0,0,0,0,0,0,0
다바346931,0,0,0,0,0,0,0,0,0,0,0,0
다바346932,0,0,0,0,0,0,0,0,0,0,0,0
다바346933,0,0,0,0,0,1,0,0,0,0,0,0
다바346934,0,0,0,0,0,0,3,3,0,0,0,0
다바346935,0,0,0,0,0,0,0,0,0,0,0,0
다바346936,0,0,0,0,0,0,0,0,0,0,0,0
다바346937,0,0,0,0,0,0,0,0,0,0,0,0
다바346938,0,0,0,0,0,0,0,0,0,0,0,0
다바346939,0,0,0,0,0,0,0,0,0,0,0,0
다바346940,0,0,0,0,0,0,0,0,0,0,0,0
다바346941,0,0,0,0,0,0,0,0,0,0,0,0
다바346942,0,0,0,0,0,0,0,0,0,0,0,0
다바346943,0,0,0,0,0,0,0,0,0,0,0,0
다바346944,0,0,0,0,0,0,0,0,0,0,0,0
다바346945,0,0,0,0,0,0,0,0,0,0,0,0
다바346946,0,0,0,0,0,2,0,0,0,0,0,0
다바346947,1,0,0,0,0,0,0,0,0,0,0,0
다바346948,0,0,0,0,0,0,0,0,0,0,0,0
다바346949,0,0,0,0,0,0,0,0,0,0,0,0
다바346950,0,0,0,0,0,2,1,1,0,0,0,0
다바346951,0,0,0,0,0,0,0,0,0,0,0,0
다바346952,0,0,0,0,0,0,0,0,0,0,0,0
다바346953,0,0,0,0,0,0,0,0,0,0,0,0
다바346954,0,0,0,0,0,0,0,0,0,0,0,0
다바346955,0,0,0,0,0,0,0,0,0,0,0,0
다바346956,0,0,0,0,0,0,0,0,0,0,0,0
다바346957,0,0,0,0,0,0,0,0,0,0,0,0
다바346958,0,0,0,0,0,0,0,0,0,0,0,0
다바346963,0,0,0,0,0,0,0,0,0,0,0,0
다바346964,0,0,0,0,0,0,0,0,0,0,0,0
다바346965,0,0,0,0,0,0,0,0,0,0,0,0
다바346966,0,0,0,0,0,0,0,0,0,0,0,0
다바346967,0,0,0,0,0,0,0,0,0,0,0,0
다바346968,0,0,0,0,0,0,0,0,0,0,0,0
다바346969,0,0,0,0,0,0,0,0,0,0,0,0
다바346970,0,0,0,0,0,0,0,0,0,0,0,0
다바346971,0,0,0,0,0,0,0,0,0,0,0,0
다바346972,0,0,0,0,0,0,0,0,0,0,0,0
다바346973,0,0,0,0,0,0,0,0,0,0,0,0
다바346974,0,0,0,0,0,0,0,0,0,0,0,0
다바346975,0,0,0,0,0,0,0,0,0,0,0,0
다바346976,0,0,0,0,0,0,0,0,0,0,0,0
다바346977,0,0,0,0,0,0,0,0,0,0,0,0
다바346978,0,0,0,0,0,0,0,0,0,0,0,0
다바346979,0,0,0,0,0,0,0,0,0,0,0,0
다바346980,0,0,0,0,0,0,0,0,0,0,0,0
다바346981,0,0,0,0,0,0,0,0,0,0,0,0
다바346982,0,0,0,0,0,0,0,0,0,0,0,0
다바346983,0,0,0,0,0,0,0,0,0,0,0,0
다바346984,0,0,0,0,0,0,0,0,0,0,0,0
다바346985,0,0,0,0,0,0,0,0,0,0,0,0
다바346986,0,0,0,0,0,0,0,0,0,0,0,0
다바346987,0,0,0,0,0,0,0,0,0,0,0,0
다바346988,0,0,0,0,0,0,0,0,0,0,0,0
다바346989,0,0,0,0,0,0,0,0,0,0,0,0
다바346990,0,0,0,0,0,0,0,0,0,0,0,0
다바347926,0,0,0,0,0,0,0,0,0,0,0,0
다바347927,0,0,0,0,0,0,0,0,0,0,0,0
다바347928,0,0,0,0,0,0,0,0,0,0,0,0
다바347929,0,0,0,0,0,0,0,0,0,0,0,0
다바347930,0,0,0,0,0,0,0,0,0,0,0,0
다바347931,0,0,0,0,0,0,0,0,0,0,0,0
다바347932,0,0,0,0,0,0,0,0,0,0,0,0
다바347933,0,0,0,0,0,0,0,0,0,0,0,0
다바347934,0,0,0,0,0,0,2,2,0,0,0,0
다바347935,0,0,0,0,0,0,0,0,0,0,0,0
다바347936,0,0,0,0,0,0,0,0,0,0,0,0
다바347937,0,0,0,0,0,0,0,0,0,0,0,0
다바347938,0,0,0,0,0,0,0,0,0,0,0,0
다바347939,0,0,0,0,0,0,0,0,0,0,0,0
다바347940,0,0,0,0,0,0,0,0,0,0,0,0
다바347941,0,0,0,0,0,0,0,0,0,0,0,0
다바347942,0,0,0,0,0,0,0,0,0,0,0,0
다바347943,0,0,0,0,0,0,0,0,0,0,0,0
다바347944,0,0,0,0,0,0,0,0,0,0,0,0
다바347945,0,0,0,0,0,0,0,0,0,0,0,0
다바347946,0,0,0,0,0,0,0,0,0,0,0,0
다바347947,0,0,0,0,0,0,0,0,0,0,0,0
다바347948,0,0,0,0,0,0,0,0,0,2,0,2
다바347949,0,0,0,0,0,0,0,0,0,0,0,0
다바347950,0,0,0,0,0,0,0,0,0,0,0,0
다바347951,0,0,0,0,0,0,0,0,0,0,0,0
다바347952,0,0,0,0,0,0,0,0,0,0,0,0
다바347953,0,0,0,0,0,0,0,0,0,0,0,0
다바347954,0,0,0,0,0,0,0,0,0,0,0,0
다바347955,0,0,0,0,0,0,0,0,0,0,0,0
다바347956,0,0,0,0,0,0,0,0,0,0,0,0
다바347957,0,0,0,0,0,0,0,0,0,0,0,0
다바347958,0,0,0,0,0,0,0,0,0,0,0,0
다바347963,0,0,0,0,0,0,0,0,0,0,0,0
다바347964,0,0,0,0,0,0,0,0,0,0,0,0
다바347965,0,0,0,0,0,0,0,0,0,0,0,0
다바347966,0,0,0,0,0,0,0,0,0,0,0,0
다바347967,0,0,0,0,0,0,0,0,0,0,0,0
다바347968,0,0,0,0,0,0,0,0,0,0,0,0
다바347969,0,0,0,0,0,0,0,0,0,0,0,0
다바347970,0,0,0,0,0,0,0,0,0,0,0,0
다바347971,0,0,0,0,0,0,0,0,0,0,0,0
다바347972,0,0,0,0,0,0,0,0,0,0,0,0
다바347973,0,0,0,0,0,0,0,0,0,0,0,0
다바347974,0,0,0,0,0,0,0,0,0,0,0,0
다바347975,0,0,0,0,0,0,0,0,0,0,0,0
다바347976,0,0,0,0,0,0,0,0,0,0,0,0
다바347977,0,0,0,0,0,0,0,0,0,0,0,0
다바347978,0,0,0,0,0,0,0,0,0,0,0,0
다바347979,0,0,0,0,0,0,0,0,0,0,0,0
다바347980,0,0,0,0,0,0,0,0,0,0,0,0
다바347981,0,0,0,0,0,0,0,0,0,0,0,0
다바347982,0,0,0,0,0,0,0,0,0,0,0,0
다바347983,0,0,0,0,0,0,0,0,0,0,0,0
다바347984,0,0,0,0,0,0,0,0,0,0,0,0
다바347985,0,0,0,0,0,0,0,0,0,0,0,0
다바347986,0,0,0,0,0,0,0,0,0,0,0,0
다바347987,0,0,0,0,0,0,0,0,0,0,0,0
다바347988,0,0,0,0,0,0,0,0,0,0,0,0
다바347989,0,0,0,0,0,0,0,0,0,0,0,0
다바347990,0,0,0,0,0,0,0,0,0,0,0,0
다바347991,0,0,0,0,0,0,0,0,0,0,0,0
다바348926,0,0,0,0,0,0,0,0,0,0,0,0
다바348927,0,0,0,0,0,0,0,0,0,0,0,0
다바348928,0,0,0,0,0,0,0,0,0,0,0,0
다바348929,0,0,0,0,0,0,0,0,0,0,0,0
다바348930,0,0,0,0,0,0,0,0,0,0,0,0
다바348931,0,0,0,0,0,0,0,0,0,0,0,0
다바348932,0,0,0,0,0,0,3,3,0,0,0,0
다바348933,0,0,0,0,0,0,0,0,0,0,0,0
다바348934,0,0,0,0,0,0,0,0,0,0,0,0
다바348935,0,0,0,0,0,0,1,1,0,0,0,0
다바348936,0,0,0,0,0,0,1,1,0,0,0,0
다바348937,0,0,0,0,0,0,0,0,0,0,0,0
다바348938,0,0,0,0,0,0,0,0,0,0,0,0
다바348939,0,0,0,0,0,0,0,0,0,0,0,0
다바348940,0,0,0,0,0,0,0,0,0,0,0,0
다바348941,0,0,0,0,0,0,0,0,0,0,0,0
다바348942,0,0,0,0,0,2,0,0,0,0,0,0
다바348943,0,0,0,0,0,0,0,0,0,0,0,0
다바348944,0,0,0,0,0,0,0,0,0,0,0,0
다바348945,0,0,0,0,0,0,0,0,0,0,0,0
다바348946,0,0,0,0,0,0,0,0,0,0,0,0
다바348947,0,0,0,0,0,0,0,0,0,0,0,0
다바348948,0,0,0,0,0,0,10,10,0,0,0,0
다바348949,0,0,0,0,0,0,0,0,0,0,0,0
다바348950,0,0,0,0,0,0,0,0,0,0,0,0
다바348951,0,0,0,0,0,0,0,0,0,0,0,0
다바348952,0,0,0,0,0,0,0,0,0,0,0,0
다바348953,0,0,0,0,0,0,0,0,0,0,0,0
다바348954,0,0,0,0,0,0,0,0,0,0,0,0
다바348955,0,0,0,0,0,0,0,0,0,0,0,0
다바348956,0,0,0,0,0,0,0,0,0,0,0,0
다바348957,0,0,0,0,0,0,0,0,0,0,0,0
다바348958,0,0,0,0,0,0,0,0,0,0,0,0
다바348961,0,0,0,0,0,0,0,0,0,0,0,0
다바348964,0,0,0,0,0,0,0,0,0,0,0,0
다바348965,0,0,0,0,0,0,0,0,0,0,0,0
다바348966,0,0,0,0,0,0,0,0,0,0,0,0
다바348967,0,0,0,0,0,0,0,0,0,0,0,0
다바348968,0,0,0,0,0,0,0,0,0,0,0,0
다바348969,0,0,0,0,0,0,0,0,0,0,0,0
다바348970,0,0,0,0,0,0,0,0,0,0,0,0
다바348971,0,0,0,0,0,0,0,0,0,0,0,0
다바348972,0,0,0,0,0,0,0,0,0,0,0,0
다바348973,0,0,0,0,0,0,0,0,0,0,0,0
다바348974,0,0,0,0,0,0,0,0,0,0,0,0
다바348975,0,0,0,0,0,0,0,0,0,0,0,0
다바348976,0,0,0,0,0,0,0,0,0,0,0,0
다바348977,0,0,0,0,0,0,0,0,0,0,0,0
다바348978,0,0,0,0,0,0,0,0,0,0,0,0
다바348979,0,0,0,0,0,0,0,0,0,0,0,0
다바348980,0,0,0,0,0,0,0,0,0,0,0,0
다바348981,0,0,0,0,0,0,0,0,0,0,0,0
다바348982,0,0,0,0,0,0,0,0,0,0,0,0
다바348983,0,0,0,0,0,0,0,0,0,0,0,0
다바348984,0,0,0,0,0,0,0,0,0,0,0,0
다바348985,0,0,0,0,0,0,0,0,0,0,0,0
다바348986,0,0,0,0,0,0,0,0,0,0,0,0
다바348987,0,0,0,0,0,0,0,0,0,0,0,0
다바348988,0,0,0,0,0,0,0,0,0,0,0,0
다바348989,0,0,0,0,0,0,0,0,0,0,0,0
다바348990,0,0,0,0,0,0,0,0,0,0,0,0
다바348991,0,0,0,0,0,0,0,0,0,0,0,0
다바348992,0,0,0,0,0,0,0,0,0,0,0,0
다바348993,0,0,0,0,0,0,0,0,0,0,0,0
다바348994,0,0,0,0,0,0,0,0,0,0,0,0
다바348995,0,0,0,0,0,0,0,0,0,0,0,0
다바348996,0,0,0,0,0,0,0,0,0,0,0,0
다바348997,0,0,0,0,0,0,0,0,0,0,0,0
다바348998,0,0,0,0,0,0,0,0,0,0,0,0
다바349926,0,0,0,0,0,0,0,0,0,0,0,0
다바349927,0,0,0,0,0,0,0,0,0,0,0,0
다바349928,0,0,0,0,0,0,0,0,0,0,0,0
다바349929,0,0,0,0,0,0,0,0,0,0,0,0
다바349930,0,0,0,0,0,0,0,0,0,0,0,0
다바349931,0,0,0,0,0,0,0,0,0,0,0,0
다바349932,0,0,0,0,0,0,0,0,0,0,0,0
다바349933,0,0,0,0,0,0,0,0,0,0,0,0
다바349934,0,0,0,0,0,0,0,0,0,0,0,0
다바349935,0,0,0,0,0,0,0,0,0,0,0,0
다바349936,0,0,0,0,0,0,0,0,0,0,0,0
다바349937,0,0,0,0,0,0,0,0,0,0,0,0
다바349938,0,0,0,0,0,0,0,0,0,0,0,0
다바349939,0,0,0,0,0,0,0,0,0,0,0,0
다바349940,0,0,0,0,0,0,0,0,0,0,0,0
다바349941,0,0,0,0,0,0,0,0,0,0,0,0
다바349942,0,0,0,0,0,0,0,0,0,0,0,0
다바349943,0,0,0,0,0,0,0,0,0,0,0,0
다바349944,0,0,0,0,0,0,0,0,0,0,0,0
다바349945,0,0,0,0,0,0,0,0,0,0,0,0
다바349946,0,0,0,0,0,0,0,0,0,0,0,0
다바349947,0,0,0,0,0,0,2,2,0,0,0,0
다바349948,0,0,0,0,0,1,0,0,0,0,0,0
다바349949,0,0,0,0,0,0,0,0,0,0,0,0
다바349950,0,0,0,0,0,0,0,0,0,0,0,0
다바349951,0,0,0,0,0,0,0,0,0,0,0,0
다바349952,0,0,0,0,0,0,0,0,0,0,0,0
다바349953,0,0,0,0,0,0,1,1,0,0,0,0
다바349954,0,0,0,0,0,0,1,1,0,0,0,0
다바349955,0,0,0,0,0,0,0,0,0,0,0,0
다바349956,0,0,0,0,0,0,0,0,0,0,0,0
다바349957,0,0,0,0,0,0,0,0,0,0,0,0
다바349958,0,0,0,0,0,0,0,0,0,0,0,0
다바349959,0,0,0,0,0,0,0,0,0,0,0,0
다바349964,0,0,0,0,0,0,0,0,0,0,0,0
다바349965,0,0,0,0,0,0,0,0,0,0,0,0
다바349966,0,0,0,0,0,0,0,0,0,0,0,0
다바349967,0,0,0,0,0,0,0,0,0,0,0,0
다바349968,0,0,0,0,0,0,0,0,0,0,0,0
다바349969,0,0,0,0,0,0,0,0,0,0,0,0
다바349970,0,0,0,0,0,0,0,0,0,0,0,0
다바349971,0,0,0,0,0,0,0,0,0,0,0,0
다바349972,0,0,0,0,0,0,0,0,0,0,0,0
다바349973,0,0,0,0,0,0,0,0,0,0,0,0
다바349974,0,0,0,0,0,0,0,0,0,0,0,0
다바349975,0,0,0,0,0,0,0,0,0,0,0,0
다바349976,0,0,0,0,0,0,0,0,0,0,0,0
다바349977,0,0,0,0,0,0,0,0,0,0,0,0
다바349978,0,0,0,0,0,0,0,0,0,0,0,0
다바349979,0,0,0,0,0,0,0,0,0,0,0,0
다바349980,0,0,0,0,0,0,0,0,0,0,0,0
다바349981,0,0,0,0,0,0,0,0,0,0,0,0
다바349982,0,0,0,0,0,0,0,0,0,0,0,0
다바349983,0,0,0,0,0,0,0,0,0,0,0,0
다바349984,0,0,0,0,0,0,0,0,0,0,0,0
다바349985,0,0,0,0,0,0,0,0,0,0,0,0
다바349986,0,0,0,0,0,0,0,0,0,0,0,0
다바349987,0,0,0,0,0,0,0,0,0,0,0,0
다바349988,0,0,0,0,0,0,0,0,0,0,0,0
다바349989,0,0,0,0,0,0,0,0,0,0,0,0
다바349990,0,0,0,0,0,0,0,0,0,0,0,0
다바349991,0,0,0,0,0,0,0,0,0,0,0,0
다바349992,0,0,0,0,0,0,0,0,0,0,0,0
다바349993,0,0,0,0,0,0,0,0,0,0,0,0
다바349994,0,0,0,0,0,0,0,0,0,0,0,0
다바349995,0,0,0,0,0,0,0,0,0,0,0,0
다바349996,0,0,0,0,0,0,0,0,0,0,0,0
다바349997,0,0,0,0,0,0,0,0,0,0,0,0
다바349998,0,0,0,0,0,0,0,0,0,0,0,0
다바349999,0,0,0,0,0,0,0,0,0,0,0,0
다바350926,0,0,0,0,0,0,0,0,0,0,0,0
다바350927,0,0,0,0,0,0,0,0,0,0,0,0
다바350928,0,0,0,0,0,0,0,0,0,0,0,0
다바350929,0,0,0,0,0,0,0,0,0,0,0,0
다바350930,0,0,0,0,0,0,0,0,0,0,0,0
다바350931,0,0,0,0,0,0,0,0,0,0,0,0
다바350932,0,0,0,0,0,0,0,0,0,0,0,0
다바350933,0,0,0,0,0,0,0,0,0,0,0,0
다바350934,0,0,0,0,0,0,0,0,0,0,0,0
다바350935,0,0,0,0,0,0,3,3,0,0,0,0
다바350936,0,0,0,0,0,0,3,3,0,0,0,0
다바350937,0,0,0,0,0,0,0,0,0,0,0,0
다바350938,0,0,0,0,0,0,0,0,0,0,0,0
다바350939,0,0,0,0,0,0,0,0,0,0,0,0
다바350940,0,0,0,0,0,0,0,0,0,0,0,0
다바350941,0,0,0,0,0,0,0,0,0,0,0,0
다바350942,0,0,0,0,0,0,0,0,0,0,0,0
다바350943,0,0,0,0,0,0,0,0,0,0,0,0
다바350944,0,0,0,0,0,0,0,0,0,0,0,0
다바350945,0,0,0,0,0,0,0,0,0,0,0,0
다바350946,0,0,0,0,0,0,0,0,0,0,0,0
다바350947,0,0,0,0,0,0,0,0,0,0,0,0
다바350948,0,0,0,0,0,0,0,0,0,0,0,0
다바350949,0,0,0,0,0,1,0,0,0,0,0,0
다바350950,0,0,0,0,0,0,0,0,0,0,0,0
다바350951,0,0,0,0,0,0,0,0,0,0,0,0
다바350952,0,0,0,0,0,0,0,0,0,0,0,0
다바350953,0,0,0,0,0,0,0,0,0,0,0,0
다바350954,0,0,0,0,0,0,0,0,0,0,0,0
다바350955,0,0,0,0,0,0,0,0,0,0,0,0
다바350956,0,0,0,0,0,0,0,0,0,0,0,0
다바350957,0,0,0,0,0,0,0,0,0,0,0,0
다바350958,0,0,0,0,0,0,0,0,0,0,0,0
다바350959,0,0,0,0,0,0,0,0,0,0,0,0
다바350960,0,0,0,0,0,0,0,0,0,0,0,0
다바350961,0,0,0,0,0,0,0,0,0,0,0,0
다바350962,0,0,0,0,0,0,0,0,0,0,0,0
다바350964,0,0,0,0,0,0,0,0,0,0,0,0
다바350965,0,0,0,0,0,0,0,0,0,0,0,0
다바350966,0,0,0,0,0,0,0,0,0,0,0,0
다바350967,0,0,0,0,0,0,0,0,0,0,0,0
다바350968,0,0,0,0,0,0,0,0,0,0,0,0
다바350969,0,0,0,0,0,0,0,0,0,0,0,0
다바350970,0,0,0,0,0,0,0,0,0,0,0,0
다바350971,0,0,0,0,0,0,0,0,0,0,0,0
다바350972,0,0,0,0,0,0,0,0,0,0,0,0
다바350973,0,0,0,0,0,0,0,0,0,0,0,0
다바350974,0,0,0,0,0,0,0,0,0,0,0,0
다바350975,0,0,0,0,0,0,0,0,0,0,0,0
다바350976,0,0,0,0,0,0,0,0,0,0,0,0
다바350977,0,0,0,0,0,0,0,0,0,0,0,0
다바350978,0,0,0,0,0,0,0,0,0,0,0,0
다바350979,0,0,0,0,0,0,0,0,0,0,0,0
다바350980,0,0,0,0,0,0,0,0,0,0,0,0
다바350981,0,0,0,0,0,0,0,0,0,0,0,0
다바350982,0,0,0,0,0,0,0,0,0,0,0,0
다바350983,0,0,0,0,0,0,0,0,0,0,0,0
다바350984,0,0,0,0,0,0,0,0,0,0,0,0
다바350985,0,0,0,0,0,0,0,0,0,0,0,0
다바350986,0,0,0,0,0,0,0,0,0,0,0,0
다바350987,0,0,0,0,0,0,0,0,0,0,0,0
다바350988,0,0,0,0,0,0,0,0,0,0,0,0
다바350989,0,0,0,0,0,0,0,0,0,0,0,0
다바350990,0,0,0,0,0,0,0,0,0,0,0,0
다바350991,0,0,0,0,0,0,0,0,0,0,0,0
다바350992,0,0,0,0,0,0,0,0,0,0,0,0
다바350993,0,0,0,0,0,0,0,0,0,0,0,0
다바350994,0,0,0,0,0,0,0,0,0,0,0,0
다바350995,0,0,0,0,0,0,0,0,0,0,0,0
다바350996,0,0,0,0,0,0,0,0,0,0,0,0
다바350997,0,0,0,0,0,0,0,0,0,0,0,0
다바350998,0,0,0,0,0,0,0,0,0,0,0,0
다바350999,0,0,0,0,0,0,0,0,0,0,0,0
다바351926,0,0,0,0,0,0,0,0,0,0,0,0
다바351927,0,0,0,0,0,0,0,0,0,0,0,0
다바351928,0,0,0,0,0,0,0,0,0,0,0,0
다바351929,0,0,0,0,0,0,0,0,0,0,0,0
다바351930,0,0,0,0,0,0,0,0,0,0,0,0
다바351931,0,0,0,0,0,0,0,0,0,0,0,0
다바351932,0,0,0,0,0,0,0,0,0,0,0,0
다바351933,0,0,0,0,0,0,0,0,0,0,0,0
다바351934,0,0,0,0,0,0,0,0,0,0,0,0
다바351935,0,0,0,0,0,0,0,0,0,0,0,0
다바351936,0,0,0,0,0,1,0,0,0,0,0,0
다바351937,0,0,0,0,0,1,0,0,0,0,0,0
다바351938,0,0,0,0,0,0,0,0,0,0,0,0
다바351939,0,0,0,0,0,0,0,0,0,0,0,0
다바351940,0,0,0,0,0,2,2,2,0,0,0,0
다바351941,0,0,0,0,0,0,0,0,0,0,0,0
다바351942,0,0,0,0,0,0,0,0,0,0,0,0
다바351943,0,0,0,0,0,0,0,0,0,0,0,0
다바351944,0,0,0,0,0,0,0,0,0,0,0,0
다바351945,0,0,0,0,0,0,0,0,0,0,0,0
다바351946,0,0,0,0,0,0,0,0,0,0,0,0
다바351947,0,0,0,0,0,0,0,0,0,0,0,0
다바351948,0,0,0,0,0,0,0,0,0,0,0,0
다바351949,0,0,0,0,0,0,0,0,0,0,0,0
다바351950,0,0,0,0,0,0,0,0,0,0,0,0
다바351951,0,0,0,0,0,0,0,0,0,0,0,0
다바351952,0,0,0,0,0,0,0,0,0,0,0,0
다바351953,0,0,0,0,0,0,0,0,0,0,0,0
다바351954,0,0,0,0,0,0,0,0,0,0,0,0
다바351955,0,0,0,0,0,0,0,0,0,0,0,0
다바351956,0,0,0,0,0,0,0,0,0,0,0,0
다바351957,0,0,0,0,0,0,0,0,0,0,0,0
다바351958,0,0,0,0,0,0,0,0,0,0,0,0
다바351959,0,0,0,0,0,0,0,0,0,0,0,0
다바351960,0,0,0,0,0,0,0,0,0,0,0,0
다바351961,0,0,0,0,0,0,0,0,0,0,0,0
다바351962,0,0,0,0,0,0,0,0,0,0,0,0
다바351963,0,0,0,0,0,0,0,0,0,0,0,0
다바351964,0,0,0,0,0,0,0,0,0,0,0,0
다바351965,0,0,0,0,0,0,0,0,0,0,0,0
다바351966,0,0,0,0,0,0,0,0,0,0,0,0
