link_id,accident_cnt,accident_uids
572648280,7,2024|2024|2024|2024|2024|2024|2024
571560033,1,2024
572660766,2,2024|2024
572610692,1,2024
571650169,1,2024
572661961,4,2024|2024|2024|2024
571682285,1,2024
572671938,1,2024
571565726,2,2024|2024
571664677,4,2024|2024|2024|2024
572672703,2,2024|2024
571661062,1,2024
572603384,2,2024|2024
571664007,1,2024
572672260,1,2024
572670508,2,2024|2024
572610004,1,2024
571545139,1,2024
571682584,1,2024
572672348,1,2024
572662466,1,2024
571558093,1,2024
572655314,2,2024|2024
572647931,2,2024|2024
572647225,1,2024
572644256,1,2024
571558900,3,2024|2024|2024
572646896,1,2024
572655814,1,2024
571560100,1,2024
572655374,1,2024
572646878,3,2024|2024|2024
572661224,1,2024
571558526,2,2024|2024
571682080,2,2024|2024
571682329,1,2024
572673312,1,2024
571663762,2,2024|2024
572672163,1,2024
572672312,1,2024
572654692,1,2024
571660586,2,2024|2024
571558085,1,2024
571672921,3,2024|2024|2024
571646187,1,2024
572610054,2,2024|2024
571650197,1,2024
922610036,1,2024
572661956,1,2024
572672896,1,2024
572660464,1,2024
572664352,1,2024
572669078,4,2024|2024|2024|2024
572672256,1,2024
572649374,2,2024|2024
572672721,1,2024
572645620,4,2024|2024|2024|2024
572662311,2,2024|2024
572661590,2,2024|2024
572661604,2,2024|2024
571668175,2,2024|2024
571679018,1,2024
571668272,1,2024
572647968,2,2024|2024
571647339,2,2024|2024
572650629,1,2024
572603599,1,2024
571660548,1,2024
571682302,1,2024
572647207,1,2024
572610380,3,2024|2024|2024
571664678,1,2024
571553762,1,2024
572659658,3,2024|2024|2024
572655340,1,2024
571672870,1,2024
572660462,1,2024
571672873,1,2024
572603507,1,2024
572610602,2,2024|2024
572672071,1,2024
572643955,2,2024|2024
572673237,1,2024
572655556,3,2024|2024|2024
572651402,2,2024|2024
572672436,1,2024
572672382,1,2024
571682378,1,2024
572663114,1,2024
572647166,1,2024
572672437,2,2024|2024
571682580,2,2024|2024
572655564,1,2024
572672977,2,2024|2024
572672263,1,2024
571510307,3,2024|2024|2024
572661432,3,2024|2024|2024
572661884,1,2024
572662170,1,2024
572673048,1,2024
571667854,1,2024
572672131,1,2024
572662133,1,2024
572655226,1,2024
572660890,2,2024|2024
571558122,2,2024|2024
572664323,1,2024
572647242,1,2024
572673230,1,2024
572672075,1,2024
572661899,1,2024
571649191,1,2024
571654073,1,2024
572660928,1,2024
571679356,1,2024
922662464,1,2024
571560149,1,2024
571665473,1,2024
572651105,2,2024|2024
572647458,1,2024
572661544,1,2024
572647377,1,2024
572670290,1,2024
572656082,1,2024
571557672,1,2024
572661452,2,2024|2024
572660838,1,2024
572661624,1,2024
571547770,1,2024
572670954,1,2024
572651104,2,2024|2024
572648529,1,2024
572646876,1,2024
571668271,1,2024
571672876,1,2024
571682020,1,2024
572646967,2,2024|2024
572673004,3,2024|2024|2024
572646895,1,2024
572672116,1,2024
572655098,1,2024
571668302,1,2024
571682353,1,2024
572662207,1,2024
571557895,1,2024
572661850,4,2024|2024|2024|2024
572651005,1,2024
571606492,2,2024|2024
572661018,1,2024
572671802,1,2024
572603588,1,2024
571541182,1,2024
571651188,1,2024
572647195,1,2024
571655068,1,2024
572652156,1,2024
571669071,1,2024
571669077,1,2024
572655316,1,2024
571664147,1,2024
572650767,1,2024
572655562,1,2024
571652103,1,2024
572672221,1,2024
572666180,2,2024|2024
571565758,1,2024
572655326,1,2024
572654188,1,2024
572672154,1,2024
571556516,1,2024
572645622,1,2024
571543360,1,2024
571682182,1,2024
572660638,1,2024
572656396,2,2024|2024
572648642,1,2024
572661885,2,2024|2024
571682308,1,2024
572661756,1,2024
572647375,1,2024
572672140,1,2024
571550444,1,2024
572648595,3,2024|2024|2024
571682220,1,2024
571554136,2,2024|2024
572647937,1,2024
571556510,1,2024
921651509,2,2024|2024
572647406,2,2024|2024
572673236,1,2024
572668839,1,2024
572649849,2,2024|2024
572661588,1,2024
571683024,1,2024
572647080,1,2024
572672295,1,2024
572673233,2,2024|2024
571606505,1,2024
572647969,1,2024
572672953,1,2024
572660916,2,2024|2024
572672336,1,2024
571606583,2,2024|2024
572661958,1,2024
572672240,2,2024|2024
572660244,1,2024
572662461,1,2024
572656092,1,2024
571560968,2,2024|2024
572643749,1,2024
571560521,1,2024
571682098,1,2024
572647446,1,2024
571651206,1,2024
572650766,1,2024
572658738,1,2024
572672809,1,2024
572673001,1,2024
572661989,1,2024
571663212,1,2024
571558101,1,2024
571558091,1,2024
572647046,1,2024
572647123,1,2024
571647522,1,2024
572644412,1,2024
571510301,1,2024
572670626,1,2024
572649571,1,2024
572662307,1,2024
571561164,1,2024
571649426,1,2024
571682165,1,2024
571682369,1,2024
572672189,1,2024
572649292,1,2024
571606629,1,2024
572646799,1,2024
572661847,1,2024
571565727,1,2024
572647171,1,2024
572646290,3,2024|2024|2024
572647288,1,2024
572611503,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572672325,1,2024
572611043,8,2024|2024|2024|2024|2024|2024|2024|2024
572669752,20,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572672085,2,2024|2024
572610770,7,2024|2024|2024|2024|2024|2024|2024
572653342,1,2024
572550804,5,2024|2024|2024|2024|2024
572603326,1,2024
572610848,1,2024
572666269,2,2024|2024
572670368,5,2024|2024|2024|2024|2024
572610949,3,2024|2024|2024
572611075,7,2024|2024|2024|2024|2024|2024|2024
572646966,2,2024|2024
572611070,4,2024|2024|2024|2024
572554430,3,2024|2024|2024
2023001775,6,2024|2024|2024|2024|2024|2024
572672129,1,2024
572672125,6,2024|2024|2024|2024|2024|2024
572651231,1,2024
572648276,3,2024|2024|2024
572611053,25,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571643588,3,2024|2024|2024
572648148,6,2024|2024|2024|2024|2024|2024
572642164,2,2024|2024
572660576,1,2024
572671924,2,2024|2024
572660688,1,2024
572671996,2,2024|2024
572550734,1,2024
572650415,2,2024|2024
572550488,2,2024|2024
2023001774,2,2024|2024
572646563,2,2024|2024
572671867,5,2024|2024|2024|2024|2024
572648845,2,2024|2024
572672332,1,2024
572643973,1,2024
572672167,8,2024|2024|2024|2024|2024|2024|2024|2024
572662242,2,2024|2024
572646862,2,2024|2024
572648067,7,2024|2024|2024|2024|2024|2024|2024
572645360,1,2024
572672206,3,2024|2024|2024
572553788,3,2024|2024|2024
572651229,5,2024|2024|2024|2024|2024
572650607,1,2024
572672477,3,2024|2024|2024
572672177,22,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572666284,1,2024
572646838,2,2024|2024
572646834,1,2024
572640186,1,2024
572549876,1,2024
571659628,1,2024
572663326,2,2024|2024
572611092,1,2024
572646516,3,2024|2024|2024
572652596,2,2024|2024
572672170,5,2024|2024|2024|2024|2024
2023001825,1,2024
572602087,1,2024
572671647,2,2024|2024
572654154,4,2024|2024|2024|2024
572603365,4,2024|2024|2024|2024
572610959,4,2024|2024|2024|2024
572646373,4,2024|2024|2024|2024
572648277,2,2024|2024
572610213,5,2024|2024|2024|2024|2024
572652168,1,2024
572550500,1,2024
572672175,1,2024
572647545,2,2024|2024
572662454,2,2024|2024
571681944,1,2024
572672179,3,2024|2024|2024
572673783,4,2024|2024|2024|2024
572610281,3,2024|2024|2024
572646192,3,2024|2024|2024
572649735,2,2024|2024
572669751,6,2024|2024|2024|2024|2024|2024
572647348,1,2024
572642364,17,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572554428,1,2024
572645854,6,2024|2024|2024|2024|2024|2024
572611491,1,2024
572666274,1,2024
572672148,3,2024|2024|2024
572651380,3,2024|2024|2024
572660370,3,2024|2024|2024
572543998,2,2024|2024
572666507,1,2024
572648150,4,2024|2024|2024|2024
572611306,2,2024|2024
572611483,2,2024|2024
572655486,1,2024
922662369,1,2024
572670616,2,2024|2024
572611295,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572666273,2,2024|2024
572644870,3,2024|2024|2024
572610217,3,2024|2024|2024
572672194,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572644641,2,2024|2024
572662452,1,2024
572660056,1,2024
572662296,4,2024|2024|2024|2024
572657168,1,2024
572651970,1,2024
572603663,1,2024
572650720,2,2024|2024
572647552,5,2024|2024|2024|2024|2024
572672231,4,2024|2024|2024|2024
572668902,2,2024|2024
572660482,2,2024|2024
572671988,6,2024|2024|2024|2024|2024|2024
572645746,1,2024
572651440,2,2024|2024
572661484,1,2024
572643823,1,2024
572672333,4,2024|2024|2024|2024
572603111,2,2024|2024
572662617,4,2024|2024|2024|2024
922662374,1,2024
572662315,4,2024|2024|2024|2024
571669668,2,2024|2024
572647396,1,2024
572648601,2,2024|2024
572611386,1,2024
572672470,1,2024
572651554,1,2024
572642314,3,2024|2024|2024
572610859,4,2024|2024|2024|2024
572646919,2,2024|2024
572603838,2,2024|2024
572662261,2,2024|2024
572602084,1,2024
571681975,6,2024|2024|2024|2024|2024|2024
572655450,1,2024
572647548,2,2024|2024
572611573,6,2024|2024|2024|2024|2024|2024
572651376,4,2024|2024|2024|2024
572646575,1,2024
572648185,1,2024
572667289,1,2024
572652022,1,2024
572649564,3,2024|2024|2024
572668903,1,2024
572649736,1,2024
572611147,1,2024
572611307,2,2024|2024
572562907,1,2024
572650452,7,2024|2024|2024|2024|2024|2024|2024
572648075,4,2024|2024|2024|2024
572645819,1,2024
572610991,6,2024|2024|2024|2024|2024|2024
572649393,1,2024
572611541,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572647403,1,2024
572611350,1,2024
572673303,4,2024|2024|2024|2024
571660996,1,2024
572648336,2,2024|2024
572672368,2,2024|2024
572646540,2,2024|2024
572603151,2,2024|2024
572647318,1,2024
572645765,1,2024
572610814,1,2024
572648045,3,2024|2024|2024
571557894,5,2024|2024|2024|2024|2024
572611521,3,2024|2024|2024
572611504,1,2024
572648869,5,2024|2024|2024|2024|2024
572648055,2,2024|2024
572667291,1,2024
572642171,1,2024
572611508,5,2024|2024|2024|2024|2024
572602074,1,2024
571646188,2,2024|2024
572666270,1,2024
572651097,1,2024
572611240,4,2024|2024|2024|2024
572610829,7,2024|2024|2024|2024|2024|2024|2024
572672479,2,2024|2024
572547036,1,2024
572642067,2,2024|2024
572650742,1,2024
572661074,1,2024
572651016,3,2024|2024|2024
572611382,5,2024|2024|2024|2024|2024
572659840,1,2024
572610972,4,2024|2024|2024|2024
572610973,4,2024|2024|2024|2024
572662614,2,2024|2024
572611235,2,2024|2024
572650574,5,2024|2024|2024|2024|2024
572602275,1,2024
572648033,1,2024
572662279,1,2024
572646311,1,2024
572648596,3,2024|2024|2024
572544855,2,2024|2024
572645800,1,2024
572650455,1,2024
572603067,2,2024|2024
572501187,1,2024
572611078,5,2024|2024|2024|2024|2024
572610790,2,2024|2024
572646889,3,2024|2024|2024
572654164,2,2024|2024
572646897,1,2024
572603840,3,2024|2024|2024
572648631,1,2024
572648734,2,2024|2024
572672334,1,2024
572640470,2,2024|2024
572651472,1,2024
572671926,1,2024
572651500,2,2024|2024
572662323,3,2024|2024|2024
572610250,1,2024
572642062,3,2024|2024|2024
572672105,2,2024|2024
572644758,2,2024|2024
572545255,1,2024
572651356,1,2024
572651880,2,2024|2024
572603245,1,2024
572659860,1,2024
572551222,2,2024|2024
572603831,1,2024
572611562,1,2024
572667253,1,2024
572671999,1,2024
572672205,2,2024|2024
572611357,2,2024|2024
571606534,1,2024
572562809,2,2024|2024
572646824,1,2024
572650773,1,2024
572610880,2,2024|2024
572645788,4,2024|2024|2024|2024
572666267,1,2024
572562905,1,2024
572651382,1,2024
572673781,3,2024|2024|2024
572663919,1,2024
572650062,1,2024
572550046,1,2024
572650212,1,2024
572648487,1,2024
572648009,1,2024
572603402,1,2024
572651093,2,2024|2024
572672134,1,2024
572648262,1,2024
572649618,1,2024
572611529,1,2024
572652862,1,2024
572656038,1,2024
572611415,3,2024|2024|2024
572672326,2,2024|2024
572651882,1,2024
572648027,3,2024|2024|2024
572649664,1,2024
572648527,1,2024
572668218,4,2024|2024|2024|2024
2023001773,2,2024|2024
572662012,1,2024
572660384,1,2024
571606528,1,2024
572610950,1,2024
572662298,3,2024|2024|2024
572652064,1,2024
572660520,1,2024
571681947,4,2024|2024|2024|2024
572642268,1,2024
572672328,3,2024|2024|2024
572668868,3,2024|2024|2024
572650486,1,2024
572648301,2,2024|2024
572646968,2,2024|2024
572672002,2,2024|2024
572654156,2,2024|2024
572672113,1,2024
572666459,1,2024
572645624,1,2024
572655908,1,2024
572661492,1,2024
572546117,1,2024
572671668,1,2024
572645169,1,2024
572667280,1,2024
572654500,2,2024|2024
572645747,1,2024
572603112,2,2024|2024
572670614,1,2024
572647400,1,2024
572650848,1,2024
571605939,1,2024
572645619,1,2024
572646883,1,2024
572651386,1,2024
572649739,2,2024|2024
572651964,1,2024
572646304,2,2024|2024
572603041,2,2024|2024
572650594,1,2024
572646867,1,2024
572663119,2,2024|2024
572672331,2,2024|2024
572650744,1,2024
572655274,1,2024
572547000,2,2024|2024
572661098,1,2024
572603055,1,2024
572666271,1,2024
571643587,1,2024
572654476,1,2024
572659842,1,2024
572667199,1,2024
572642066,1,2024
572662238,1,2024
572660392,1,2024
572550806,2,2024|2024
572661861,1,2024
572611114,2,2024|2024
572611172,1,2024
572603090,1,2024
572672187,1,2024
572646316,1,2024
572611130,1,2024
572651412,1,2024
572663103,2,2024|2024
572550808,4,2024|2024|2024|2024
572611143,1,2024
572651017,1,2024
572611131,1,2024
572611050,1,2024
571669667,1,2024
572562910,2,2024|2024
2023002130,1,2024
572662627,1,2024
572672365,1,2024
572659244,1,2024
572640386,1,2024
572648633,1,2024
572547030,2,2024|2024
572671163,1,2024
572666506,1,2024
572611403,1,2024
572654966,1,2024
572603718,1,2024
572660626,1,2024
572653344,1,2024
572659258,1,2024
572647477,2,2024|2024
572671864,1,2024
572646863,1,2024
572672018,1,2024
572646822,1,2024
572610404,1,2024
572553388,1,2024
572672181,4,2024|2024|2024|2024
572645629,2,2024|2024
572670683,1,2024
2023002129,1,2024
572610802,1,2024
572651578,1,2024
572655472,1,2024
572671158,1,2024
572547004,1,2024
572550856,1,2024
572643995,1,2024
572666032,2,2024|2024
572642023,1,2024
572649662,1,2024
572611124,1,2024
572655530,1,2024
572546526,1,2024
572611472,1,2024
572611343,1,2024
572546148,1,2024
572650068,1,2024
572640188,1,2024
572645364,2,2024|2024
572649661,1,2024
572670457,1,2024
572672408,1,2024
572661128,1,2024
572662251,3,2024|2024|2024
572646577,1,2024
572643810,1,2024
572643841,2,2024|2024
572550022,1,2024
571669669,1,2024
572611319,1,2024
572655900,1,2024
2023001772,2,2024|2024
572645745,1,2024
572546180,1,2024
572645736,1,2024
572645817,1,2024
572646893,1,2024
571647073,1,2024
572541633,1,2024
572672481,1,2024
572611422,1,2024
572650418,1,2024
572646572,1,2024
572640220,1,2024
571704513,4,2024|2024|2024|2024
572661536,3,2024|2024|2024
572672649,3,2024|2024|2024
571772208,5,2024|2024|2024|2024|2024
571772627,5,2024|2024|2024|2024|2024
571739764,1,2024
571759941,8,2024|2024|2024|2024|2024|2024|2024|2024
572703438,2,2024|2024
571679917,1,2024
572647566,1,2024
571711030,1,2024
571783758,1,2024
571611313,7,2024|2024|2024|2024|2024|2024|2024
571654600,4,2024|2024|2024|2024
571702808,3,2024|2024|2024
571655512,2,2024|2024
571663406,3,2024|2024|2024
571774558,7,2024|2024|2024|2024|2024|2024|2024
571651591,4,2024|2024|2024|2024
572643065,5,2024|2024|2024|2024|2024
571711106,6,2024|2024|2024|2024|2024|2024
571663308,2,2024|2024
571709337,15,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571682233,3,2024|2024|2024
572610123,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572662545,2,2024|2024
572672384,1,2024
572672423,7,2024|2024|2024|2024|2024|2024|2024
571603955,2,2024|2024
572663535,1,2024
572782114,4,2024|2024|2024|2024
571704493,6,2024|2024|2024|2024|2024|2024
571665529,11,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571773484,1,2024
571704565,45,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571655932,1,2024
571611189,12,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572662085,2,2024|2024
571655420,3,2024|2024|2024
571679859,2,2024|2024
571668621,11,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571644564,6,2024|2024|2024|2024|2024|2024
572610468,3,2024|2024|2024
571772323,5,2024|2024|2024|2024|2024
571704525,14,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571774523,10,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571705836,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572649670,6,2024|2024|2024|2024|2024|2024
571773082,5,2024|2024|2024|2024|2024
571744802,2,2024|2024
571772817,7,2024|2024|2024|2024|2024|2024|2024
571649761,1,2024
572610105,4,2024|2024|2024|2024
572710297,1,2024
572659350,3,2024|2024|2024
571651876,6,2024|2024|2024|2024|2024|2024
572668789,1,2024
571772244,1,2024
571718729,3,2024|2024|2024
571772889,3,2024|2024|2024
572610668,8,2024|2024|2024|2024|2024|2024|2024|2024
572610174,4,2024|2024|2024|2024
571704385,11,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571667810,3,2024|2024|2024
571732118,1,2024
571682234,2,2024|2024
572781970,2,2024|2024
572642789,3,2024|2024|2024
571772568,13,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572642442,1,2024
571772265,3,2024|2024|2024
571734222,1,2024
571700825,16,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572668786,2,2024|2024
571723765,8,2024|2024|2024|2024|2024|2024|2024|2024
572610011,6,2024|2024|2024|2024|2024|2024
572752698,2,2024|2024
571774557,15,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571679618,2,2024|2024
572610515,2,2024|2024
572775294,6,2024|2024|2024|2024|2024|2024
572672440,2,2024|2024
572782283,1,2024
572610200,4,2024|2024|2024|2024
572611734,2,2024|2024
571682060,1,2024
571737994,3,2024|2024|2024
571704511,7,2024|2024|2024|2024|2024|2024|2024
571651587,1,2024
571716589,5,2024|2024|2024|2024|2024
572660238,2,2024|2024
571704576,4,2024|2024|2024|2024
572646607,5,2024|2024|2024|2024|2024
571724534,7,2024|2024|2024|2024|2024|2024|2024
571772955,1,2024
571714117,1,2024
571715326,1,2024
572603262,1,2024
572781385,2,2024|2024
572672103,2,2024|2024
572611025,2,2024|2024
571658326,3,2024|2024|2024
571714519,2,2024|2024
571611179,21,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571658856,7,2024|2024|2024|2024|2024|2024|2024
572662989,3,2024|2024|2024
571709889,10,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571611192,8,2024|2024|2024|2024|2024|2024|2024|2024
572669040,1,2024
572672338,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572749568,3,2024|2024|2024
571739292,3,2024|2024|2024
571719958,1,2024
571654222,4,2024|2024|2024|2024
571682562,4,2024|2024|2024|2024
571682235,3,2024|2024|2024
571702772,2,2024|2024
571774372,3,2024|2024|2024
571654606,2,2024|2024
571668257,2,2024|2024
571701783,1,2024
571682942,2,2024|2024
571719798,7,2024|2024|2024|2024|2024|2024|2024
571703498,4,2024|2024|2024|2024
571772959,1,2024
571772885,1,2024
572672485,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572643000,13,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571728836,3,2024|2024|2024
571611284,3,2024|2024|2024
571679930,4,2024|2024|2024|2024
571605241,1,2024
571664682,3,2024|2024|2024
572672448,2,2024|2024
571709481,4,2024|2024|2024|2024
571756146,2,2024|2024
572610258,3,2024|2024|2024
571773455,1,2024
572642975,5,2024|2024|2024|2024|2024
572610614,4,2024|2024|2024|2024
571703245,3,2024|2024|2024
571773282,1,2024
571742631,1,2024
571773318,6,2024|2024|2024|2024|2024|2024
571703486,3,2024|2024|2024
571657488,3,2024|2024|2024
571663390,1,2024
572672048,1,2024
571774414,8,2024|2024|2024|2024|2024|2024|2024|2024
571682224,7,2024|2024|2024|2024|2024|2024|2024
572672086,1,2024
571652059,3,2024|2024|2024
572662067,3,2024|2024|2024
571702776,1,2024
572641260,1,2024
571714148,1,2024
572647681,3,2024|2024|2024
571679923,3,2024|2024|2024
572672444,1,2024
571715318,2,2024|2024
572610195,3,2024|2024|2024
572782229,1,2024
572668775,1,2024
571681998,6,2024|2024|2024|2024|2024|2024
572610497,2,2024|2024
572666533,2,2024|2024
571772753,2,2024|2024
572649590,3,2024|2024|2024
571668649,3,2024|2024|2024
571704533,1,2024
571774541,1,2024
571772447,3,2024|2024|2024
571743883,1,2024
572610471,1,2024
571723797,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
571773773,4,2024|2024|2024|2024
571773253,4,2024|2024|2024|2024
571772178,1,2024
572649905,3,2024|2024|2024
572653220,1,2024
571681888,3,2024|2024|2024
571773438,3,2024|2024|2024
572755170,3,2024|2024|2024
571681910,6,2024|2024|2024|2024|2024|2024
572668289,4,2024|2024|2024|2024
571760255,6,2024|2024|2024|2024|2024|2024
571743888,4,2024|2024|2024|2024
571679907,1,2024
572610003,7,2024|2024|2024|2024|2024|2024|2024
571682899,4,2024|2024|2024|2024
571701773,3,2024|2024|2024
571681886,3,2024|2024|2024
571679931,5,2024|2024|2024|2024|2024
571714463,3,2024|2024|2024
571741004,2,2024|2024
571772739,1,2024
571682216,13,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571665654,4,2024|2024|2024|2024
571669089,2,2024|2024
572659390,1,2024
571703515,7,2024|2024|2024|2024|2024|2024|2024
571704636,2,2024|2024
572663115,1,2024
571704005,17,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572663159,1,2024
571773345,2,2024|2024
571739992,1,2024
571724986,3,2024|2024|2024
571723764,1,2024
572667482,1,2024
571774489,2,2024|2024
572610469,7,2024|2024|2024|2024|2024|2024|2024
571648588,2,2024|2024
572610396,3,2024|2024|2024
571654604,1,2024
571651590,4,2024|2024|2024|2024
571771851,1,2024
572647608,2,2024|2024
572669000,2,2024|2024
571679641,3,2024|2024|2024
571603701,4,2024|2024|2024|2024
571679937,1,2024
572710327,1,2024
571606085,2,2024|2024
571773892,1,2024
571774481,3,2024|2024|2024
571716512,1,2024
571679799,2,2024|2024
571704608,2,2024|2024
571656482,2,2024|2024
571772957,2,2024|2024
572610454,3,2024|2024|2024
571679821,1,2024
572710316,3,2024|2024|2024
571726538,1,2024
571704506,5,2024|2024|2024|2024|2024
571667774,2,2024|2024
572656212,5,2024|2024|2024|2024|2024
572647573,2,2024|2024
571728938,6,2024|2024|2024|2024|2024|2024
571644638,3,2024|2024|2024
571648537,3,2024|2024|2024
571724741,2,2024|2024
571772278,3,2024|2024|2024
571772611,3,2024|2024|2024
571681934,5,2024|2024|2024|2024|2024
571702991,7,2024|2024|2024|2024|2024|2024|2024
571679914,2,2024|2024
572661766,1,2024
571702800,3,2024|2024|2024
572767489,2,2024|2024
571726239,3,2024|2024|2024
571705845,2,2024|2024
571611326,6,2024|2024|2024|2024|2024|2024
572782504,1,2024
571734476,2,2024|2024
571714096,3,2024|2024|2024
571773048,3,2024|2024|2024
572610402,4,2024|2024|2024|2024
572643359,2,2024|2024
571772679,3,2024|2024|2024
571705035,2,2024|2024
572656174,3,2024|2024|2024
572752699,1,2024
572610002,1,2024
571772310,1,2024
572668752,1,2024
571655530,3,2024|2024|2024
571752907,2,2024|2024
572663548,1,2024
571604108,1,2024
571700047,2,2024|2024
571773071,1,2024
572749752,1,2024
571724803,1,2024
572651948,2,2024|2024
571728948,4,2024|2024|2024|2024
571771722,1,2024
572781762,1,2024
571664435,3,2024|2024|2024
571679834,1,2024
572782611,1,2024
571655418,4,2024|2024|2024|2024
571701442,6,2024|2024|2024|2024|2024|2024
571783761,4,2024|2024|2024|2024
571704059,4,2024|2024|2024|2024
571734116,2,2024|2024
571744825,3,2024|2024|2024
571709435,4,2024|2024|2024|2024
572610969,4,2024|2024|2024|2024
571611278,1,2024
572661986,3,2024|2024|2024
571772665,1,2024
571610653,4,2024|2024|2024|2024
571773303,2,2024|2024
572610244,2,2024|2024
571715737,3,2024|2024|2024
571664027,3,2024|2024|2024
571668598,3,2024|2024|2024
571773068,2,2024|2024
571611316,2,2024|2024
572710086,4,2024|2024|2024|2024
571773439,17,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571774404,3,2024|2024|2024
572672455,3,2024|2024|2024
571715824,4,2024|2024|2024|2024
571704798,4,2024|2024|2024|2024
572782705,3,2024|2024|2024
571701461,1,2024
571709350,3,2024|2024|2024
571709343,16,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
571702394,7,2024|2024|2024|2024|2024|2024|2024
572666476,3,2024|2024|2024
571726232,5,2024|2024|2024|2024|2024
572782448,1,2024
571728824,2,2024|2024
572662155,5,2024|2024|2024|2024|2024
572703679,1,2024
572662196,3,2024|2024|2024
571762374,1,2024
572643865,1,2024
571772703,2,2024|2024
571701313,5,2024|2024|2024|2024|2024
571726337,1,2024
571731073,4,2024|2024|2024|2024
571650584,4,2024|2024|2024|2024
572782108,4,2024|2024|2024|2024
571679699,4,2024|2024|2024|2024
572672339,9,2024|2024|2024|2024|2024|2024|2024|2024|2024
572772837,5,2024|2024|2024|2024|2024
572663541,2,2024|2024
571726542,3,2024|2024|2024
571734630,3,2024|2024|2024
572610906,1,2024
572651398,1,2024
572782416,3,2024|2024|2024
571772288,1,2024
571605154,1,2024
572710400,4,2024|2024|2024|2024
571764616,1,2024
571610833,5,2024|2024|2024|2024|2024
922655102,2,2024|2024
572643862,1,2024
571658609,3,2024|2024|2024
572640001,1,2024
571726964,1,2024
572671422,7,2024|2024|2024|2024|2024|2024|2024
571716313,3,2024|2024|2024
571702044,3,2024|2024|2024
571704415,3,2024|2024|2024
572662153,3,2024|2024|2024
571683030,1,2024
571611989,3,2024|2024|2024
571768868,4,2024|2024|2024|2024
571605738,1,2024
571759921,2,2024|2024
571611201,1,2024
571669478,2,2024|2024
572672100,2,2024|2024
571665093,4,2024|2024|2024|2024
572781547,1,2024
571679710,2,2024|2024
572646623,5,2024|2024|2024|2024|2024
572643201,1,2024
571720525,3,2024|2024|2024
571773069,1,2024
571715049,1,2024
571744987,1,2024
571715191,1,2024
572650874,3,2024|2024|2024
571703222,1,2024
571772804,1,2024
571760259,1,2024
571702433,3,2024|2024|2024
571669083,5,2024|2024|2024|2024|2024
572703921,1,2024
572610575,2,2024|2024
571704811,4,2024|2024|2024|2024
571703935,14,2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024|2024
572662235,2,2024|2024
571742630,1,2024
572651842,3,2024|2024|2024
571664559,1,2024
571706102,1,2024
571772194,2,2024|2024
571772348,3,2024|2024|2024
571774424,3,2024|2024|2024
