link_id,road_name,road_rank,accident_cnt,epdo_total,epdo_rate,epdo_rank,avg_speed,peak_speed,speed_label,speed_weight,frin_cg,ti_cg,congestion_risk,enhanced_rate,enhanced_rank
571548300,운중로225번길,107,3,17.0,55686.5828,1051,20.62,20.72,저속(40미만),0.3437,87.87,95.555,83.9642,35209.7885,965
478343448,양노로109번길,107,1,8.0,46312.377,1208,28.71,30.05,저속(40미만),0.4785,65.415,89.74,58.7034,35169.4231,966
478240725,마당바위로,106,1,8.0,30371.7118,1657,34.83,34.23,저속(40미만),0.5805,99.6,99.87,99.4705,35168.2024,967
478341311,매송고색로,105,2,16.0,31750.0005,1601,34.4,34.45,저속(40미만),0.5733,95.025,97.68,92.8204,35097.7,968
571555310,대왕판교로645번길,107,1,69.0,50771.6182,1131,37.61,33.29,저속(40미만),0.6268,22.345,45.46,10.158,35056.2967,969
478354174,매봉로,107,1,8.0,45839.493,1216,45.14,45.48,중속(40~60),0.7523,7.69,20.3,1.5611,35023.3967,970
476340926,전곡항로,107,1,8.0,62908.9079,955,26.66,32.18,저속(40미만),0.4443,38.69,65.28,25.2568,35009.8114,971
571726324,올림픽로33길,104,3,85.0,70408.681,858,16.24,14.86,저속(40미만),0.2707,87.37,95.52,83.4558,34965.9966,972
572670616,둔촌대로,107,2,16.0,60270.1232,988,27.35,28.26,저속(40미만),0.4558,41.81,64.135,26.8148,34837.4486,973
571349429,동학산1길,107,1,69.0,65675.8497,922,16.72,15.1,저속(40미만),0.2787,91.43,98.475,90.0357,34783.8672,974
478343809,동화길,107,2,16.0,59656.4163,998,19.1,19.54,저속(40미만),0.3183,86.26,96.4,83.1546,34778.5627,975
572750404,미사대로,103,1,8.0,18066.2761,2383,68.93,70.21,준고속(60~80),1.1488,78.835,85.54,67.4355,34750.4644,976
572661492,둔촌대로,106,1,8.0,27118.5521,1812,39.37,39.48,저속(40미만),0.6562,96.495,98.54,95.0862,34715.9675,977
571682304,여수대로,107,3,24.0,51312.7512,1122,39.19,39.2,저속(40미만),0.6532,13.07,26.08,3.4087,34659.9997,978
572658692,산성대로,107,3,78.0,43463.2886,1272,44.35,42.2,중속(40~60),0.7392,17.17,43.605,7.487,34533.491,979
572779161,하남대로,103,1,69.0,55974.6897,1045,18.48,15.51,저속(40미만),0.308,99.99,100.0,99.99,34478.6848,980
571540341,탄천상로,107,3,71.0,58403.1429,1015,28.63,28.57,저속(40미만),0.4772,38.415,61.6,23.6636,34465.0203,981
571772341,올림픽로,104,1,8.0,59156.7209,1006,20.09,18.98,저속(40미만),0.3348,79.37,93.22,73.9887,34459.628,982
2023001772,희망로414번길,107,2,77.0,63441.5822,948,20.65,20.79,저속(40미만),0.3442,68.295,84.34,57.6,34414.4699,983
572766580,아리수로,107,3,77.0,53824.0973,1076,32.55,30.86,저속(40미만),0.5425,31.275,55.7,17.4202,34286.1968,984
478250292,,107,1,8.0,52232.618,1105,21.54,14.35,저속(40미만),0.359,86.46,95.72,82.7595,34270.1657,985
571366020,,107,1,69.0,65624.9733,923,19.22,18.45,저속(40미만),0.3203,70.655,89.05,62.9183,34244.9036,986
571356124,동탄지성로,107,5,101.0,52182.4671,1108,27.95,26.34,저속(40미만),0.4658,52.13,78.395,40.8673,34240.0415,987
572540656,양현로,107,4,147.0,57598.7888,1026,28.87,28.37,저속(40미만),0.4812,41.39,55.865,23.1225,34125.2935,988
571772487,올림픽로,104,4,25.0,46283.9539,1209,29.69,29.63,저속(40미만),0.4948,59.1,82.54,48.7811,34072.8066,989
572757656,감일남로,104,2,77.0,50357.2586,1139,34.81,30.94,저속(40미만),0.5802,31.93,51.75,16.5238,34045.0866,990
478242065,3.1만세로,107,1,8.0,49115.1597,1157,24.93,25.35,저속(40미만),0.4155,76.59,87.165,66.7597,34031.2337,991
572754841,덕풍동로,107,1,69.0,42704.1506,1295,33.43,31.93,저속(40미만),0.5572,55.095,77.12,42.4893,33904.9766,992
571610833,백제고분로32길,104,5,101.0,30911.0496,1634,39.84,37.99,저속(40미만),0.664,68.88,94.145,64.8471,33834.7633,993
572500880,매화로,107,1,69.0,55715.8845,1049,22.64,20.82,저속(40미만),0.3773,71.595,85.075,60.9094,33825.7356,994
477341945,남양시장로,103,1,8.0,48087.9047,1179,21.07,20.29,저속(40미만),0.3512,99.885,99.98,99.865,33754.1448,995
478240450,마당바위로,106,1,69.0,27396.5423,1791,37.46,36.69,저속(40미만),0.6243,98.02,99.27,97.3045,33746.2935,996
478248698,발안만세길,107,2,16.0,54277.03,1073,31.92,30.82,저속(40미만),0.532,31.63,53.07,16.786,33722.4012,997
478242066,배터길,107,1,8.0,69502.9669,870,14.79,14.09,저속(40미만),0.2465,97.245,99.255,96.5205,33668.838,998
478340647,푸른들판로,107,1,8.0,54944.4889,1066,35.03,35.43,저속(40미만),0.5838,16.135,29.745,4.7994,33616.0766,999
571768868,,104,3,22.0,94201.8746,650,10.94,10.67,저속(40미만),0.1823,96.145,99.295,95.4672,33567.5857,1000
571716283,석촌호수로,104,5,94.0,54228.2612,1074,34.27,34.58,저속(40미만),0.5712,19.135,42.89,8.207,33517.316,1001
572782474,미사강변중앙로,107,1,8.0,55850.3211,1046,27.91,29.22,저속(40미만),0.4652,44.19,65.63,29.0019,33516.7181,1002
572655560,공원로,107,2,16.0,55989.1801,1043,25.32,24.9,저속(40미만),0.422,57.41,72.31,41.5132,33435.9379,1003
571670798,,104,1,8.0,96523.3496,630,10.8,9.28,저속(40미만),0.18,93.125,98.77,91.9796,33354.9253,1004
572501131,희망로,107,4,93.0,60022.2663,994,31.21,29.01,저속(40미만),0.5202,20.21,32.22,6.5117,33256.769,1005
572542166,불정로,107,1,69.0,44601.3752,1248,42.59,40.87,중속(40~60),0.7098,14.185,35.335,5.0123,33244.8529,1006
572610959,금상로,107,4,93.0,56895.2622,1039,20.57,18.6,저속(40미만),0.3428,79.12,88.975,70.397,33233.7127,1007
572646455,헌릉로,104,1,69.0,49640.1092,1148,22.47,15.02,저속(40미만),0.3745,82.49,95.39,78.6872,33218.3452,1008
572610660,태평로,107,6,168.0,44947.4817,1241,28.42,27.69,저속(40미만),0.4737,68.29,81.785,55.851,33183.2059,1009
572554781,성남대로,107,2,70.0,45337.7272,1230,42.09,42.3,중속(40~60),0.7015,11.465,36.98,4.2398,33152.8592,1010
478243800,,107,2,16.0,59620.1822,1000,26.21,28.85,저속(40미만),0.4368,43.085,62.605,26.9734,33066.5342,1011
477349246,화성로,103,1,8.0,22669.5363,2064,43.76,41.2,중속(40~60),0.7293,99.99,100.0,99.99,33064.1324,1012
571543972,대왕판교로,105,1,8.0,25382.7239,1895,45.04,44.97,중속(40~60),0.7507,80.98,90.76,73.4974,33059.6014,1013
572750416,미사대로,103,1,8.0,20087.5314,2230,49.4,48.81,중속(40~60),0.8233,99.62,99.82,99.4407,32983.6318,1014
571682858,송파대로,103,1,69.0,19543.7193,2269,50.78,49.19,중속(40~60),0.8463,99.52,99.74,99.2612,32957.5029,1015
476341104,백곡로,107,1,8.0,60053.7481,992,24.28,24.64,저속(40미만),0.4047,51.595,68.825,35.5103,32934.0871,1016
571714117,올림픽로43길,104,1,69.0,53239.303,1088,22.91,20.82,저속(40미만),0.3818,75.665,81.95,62.0075,32930.8852,1017
571501079,성남대로,107,3,24.0,41834.5131,1320,45.34,43.76,중속(40~60),0.7557,13.13,30.95,4.0637,32899.0535,1018
571667810,동남로,104,3,146.0,53283.0186,1087,22.2,18.42,저속(40미만),0.37,72.875,91.35,66.5713,32839.0602,1019
572760790,하남대로,107,2,77.0,77098.3003,784,13.09,13.03,저속(40미만),0.2182,95.905,99.18,95.1186,32824.5077,1020
572656080,수정로366번길,107,3,24.0,56996.2952,1035,18.74,18.06,저속(40미만),0.3123,88.13,95.25,83.9438,32741.8915,1021
572541668,돌마로,107,4,32.0,50881.2797,1129,32.73,33.6,저속(40미만),0.5455,33.39,53.245,17.7785,32690.292,1022
572542948,이매로,107,1,69.0,51642.1647,1115,24.15,22.45,저속(40미만),0.4025,69.76,81.075,56.5579,32542.0801,1023
478346754,매송고색로,105,2,16.0,23810.9766,1989,55.23,47.68,중속(40~60),0.9205,62.67,76.85,48.1619,32474.1311,1024
571557156,,107,2,16.0,53426.2951,1084,34.59,34.48,저속(40미만),0.5765,17.23,31.27,5.3878,32459.7155,1025
571672876,탄천로,107,1,8.0,54788.5163,1068,22.64,22.64,저속(40미만),0.3773,70.69,80.44,56.863,32426.2601,1026
478250286,평1길,107,1,8.0,67005.0421,897,15.04,12.81,저속(40미만),0.2507,94.02,98.925,93.0093,32422.0189,1027
571344169,병점동로,107,1,8.0,67062.3344,895,14.97,15.64,저속(40미만),0.2495,95.37,98.305,93.7535,32418.9372,1028
571558268,판교로255번길,107,1,8.0,60834.6514,979,23.33,21.6,저속(40미만),0.3888,50.92,72.55,36.9425,32390.3419,1029
572611448,하남대로,103,1,8.0,21730.8337,2125,44.83,47.13,중속(40~60),0.7472,99.505,99.795,99.301,32361.0593,1030
571773065,올림픽로,104,1,8.0,79383.9803,763,12.87,12.16,저속(40미만),0.2145,91.37,98.35,89.8624,32329.5108,1031
477348274,남양로621번길,103,1,8.0,27131.9801,1811,35.73,34.38,저속(40미만),0.5955,99.93,99.975,99.905,32298.8391,1032
571649581,삼학사로,104,8,238.0,46342.5415,1207,29.25,26.86,저속(40미만),0.4875,57.28,74.96,42.9371,32292.3339,1033
572774970,,107,1,8.0,84420.6894,722,13.38,9.85,저속(40미만),0.223,75.77,94.38,71.5117,32288.4732,1034
571349680,동탄숲속로,107,4,91.0,60964.3352,977,20.08,16.82,저속(40미만),0.3347,68.605,84.825,58.1942,32279.1516,1035
571772168,잠실로,104,3,16.0,51777.2543,1113,23.17,20.98,저속(40미만),0.3862,69.53,87.85,61.0821,32210.5818,1036
477143318,포승장안로,107,1,8.0,52815.7391,1097,22.34,24.93,저속(40미만),0.3723,70.915,89.25,63.2916,32108.5166,1037
571376459,병점중앙로22번길,107,1,69.0,57233.5065,1028,28.54,28.21,저속(40미만),0.4757,32.955,53.965,17.7842,32067.9016,1038
478255700,향남로,103,1,6.0,26068.1421,1863,37.07,34.09,저속(40미만),0.6178,99.08,99.68,98.7629,32010.5627,1039
571666724,,104,1,69.0,108076.2737,562,8.96,7.79,저속(40미만),0.1493,98.555,99.81,98.3677,32008.1909,1040
572610991,금빛로,107,5,92.0,47289.8544,1187,27.22,26.26,저속(40미만),0.4537,61.87,79.195,48.9979,31968.1058,1041
572710166,신장로,107,3,77.0,48406.3924,1174,27.72,25.89,저속(40미만),0.462,55.635,77.08,42.8835,31954.1134,1042
571723797,석촌호수로,104,9,133.0,49000.2476,1161,28.27,24.74,저속(40미만),0.4712,50.415,74.59,37.6045,31771.3883,1043
572611382,자혜로,107,5,153.0,53041.1103,1093,19.92,16.86,저속(40미만),0.332,86.025,93.365,80.3172,31753.2253,1044
572768184,,107,1,69.0,49014.3847,1160,26.93,23.87,저속(40미만),0.4488,54.07,81.955,44.3131,31745.4991,1045
572759348,하남대로,103,1,69.0,26937.6884,1821,35.23,32.12,저속(40미만),0.5872,99.96,99.99,99.95,31627.7124,1046
572610969,오금로,104,4,30.0,46965.8863,1194,35.64,34.53,저속(40미만),0.594,23.595,56.38,13.3029,31608.9444,1047
477352187,시청로,103,3,24.0,22272.335,2093,42.69,42.28,중속(40~60),0.7115,99.355,99.85,99.206,31567.7094,1048
571364558,동탄문화센터로,107,1,69.0,46603.909,1202,35.07,31.79,저속(40미만),0.5845,27.995,55.9,15.6492,31502.8245,1049
572645800,제일로,107,2,16.0,48398.0254,1175,29.05,26.68,저속(40미만),0.4842,49.91,68.94,34.408,31497.6061,1050
572754720,신평로,107,3,83.0,45228.0338,1232,35.14,33.18,저속(40미만),0.5857,29.43,63.96,18.8234,31476.3892,1051
571364692,동탄하나2길,107,1,8.0,59486.1881,1001,17.32,16.53,저속(40미만),0.2887,87.07,95.14,82.8384,31400.0497,1052
571540692,달래내로,107,1,69.0,50516.0323,1136,33.55,30.3,저속(40미만),0.5592,24.165,44.43,10.7365,31281.4725,1053
571349493,,107,1,8.0,63031.8311,952,16.11,14.24,저속(40미만),0.2685,87.725,96.18,84.3739,31203.5248,1054
571611315,중대로,104,1,8.0,52431.5113,1102,29.41,29.68,저속(40미만),0.4902,37.38,57.095,21.3421,31187.2578,1055
478252638,향남로,103,1,8.0,35747.0006,1480,26.18,26.55,저속(40미만),0.4363,99.82,99.965,99.7851,31159.316,1056
478258375,서봉로,106,1,6.0,36229.2587,1468,26.2,24.7,저속(40미만),0.4367,97.43,99.2,96.6506,31112.7153,1057
477356684,서해안고속도로,101,3,468.0,15223.4302,2635,86.73,76.93,고속(80+),1.4455,51.99,79.54,41.3528,31105.3457,1058
478351846,최루백로,106,1,8.0,32180.2092,1586,29.24,34.12,저속(40미만),0.4873,98.73,99.56,98.2956,31095.5578,1059
572550488,희망로,107,2,16.0,41649.7465,1324,42.99,38.47,중속(40~60),0.7165,12.62,33.24,4.1949,31093.8872,1060
477460396,수노을중앙로,107,2,9.0,43401.8359,1275,38.86,38.47,저속(40미만),0.6477,21.925,48.23,10.5744,31083.9777,1061
571659486,,104,1,8.0,123186.8436,485,7.56,6.67,저속(40미만),0.126,100.0,100.0,100.0,31043.0846,1062
572767258,대청로137번길,107,1,8.0,48522.4902,1172,26.57,25.5,저속(40미만),0.4428,54.455,81.485,44.3727,31019.5699,1063
571611179,가락로,104,20,257.0,36261.8287,1465,29.58,27.28,저속(40미만),0.493,79.25,92.6,73.3855,30996.2672,1064
572673765,위례송파로,104,2,16.0,55255.8692,1056,26.99,28.48,저속(40미만),0.4498,39.285,62.53,24.5649,30959.4723,1065
571342345,효행로,107,1,8.0,41534.7074,1328,34.89,35.84,저속(40미만),0.5815,38.79,72.65,28.1809,30958.8052,1066
571704525,삼전로,104,16,344.0,45506.9313,1226,26.47,21.18,저속(40미만),0.4412,65.195,82.85,54.0141,30922.4244,1067
571364442,효행로854번길,107,1,8.0,51924.7869,1111,21.3,18.83,저속(40미만),0.355,73.58,92.04,67.723,30916.8827,1068
571644564,삼학사로1길,104,6,170.0,46764.1479,1200,38.05,37.84,저속(40미만),0.6342,14.25,29.295,4.1745,30895.8884,1069
572642597,하남대로,103,1,8.0,20281.9701,2219,48.06,51.27,중속(40~60),0.801,92.195,97.64,90.0192,30870.2495,1070
477350586,남양중앙로,107,1,69.0,52172.5126,1109,27.08,28.4,저속(40미만),0.4513,50.17,62.005,31.1079,30869.9515,1071
571347231,,107,2,77.0,55255.2397,1057,17.48,15.35,저속(40미만),0.2913,93.09,97.77,91.0141,30745.3455,1072
478241233,만년로,107,1,8.0,50683.4344,1132,28.92,25.9,저속(40미만),0.482,41.48,62.095,25.757,30721.6999,1073
572650531,성내천로,104,2,16.0,55100.7828,1060,18.1,17.48,저속(40미만),0.3017,89.215,95.05,84.7989,30720.7957,1074
478247720,발안로,105,1,8.0,28158.9998,1752,35.33,33.73,저속(40미만),0.5888,88.645,96.135,85.2189,30709.329,1075
572748350,서하남로,107,1,8.0,53405.4307,1085,20.5,19.21,저속(40미만),0.3417,76.435,88.865,67.924,30643.839,1076
572644758,금상로,107,2,69.0,51513.9502,1117,21.02,18.51,저속(40미만),0.3503,78.11,89.095,69.5921,30603.4656,1077
477350948,남양중앙로,107,2,69.0,44672.02,1245,40.39,42.06,중속(40~60),0.6732,7.395,21.895,1.6191,30560.1191,1078
571368874,,107,1,69.0,51629.3551,1116,20.66,19.09,저속(40미만),0.3443,79.04,90.825,71.7881,30537.0303,1079
571704636,풍성로,104,2,70.0,47250.0473,1190,23.48,21.67,저속(40미만),0.3913,76.715,84.78,65.039,30513.9675,1080
572710146,신장로,107,5,86.0,51920.6411,1112,20.41,19.3,저속(40미만),0.3402,79.295,91.275,72.3765,30447.5543,1081
478240690,만년로,106,1,8.0,36439.9117,1456,25.1,26.24,저속(40미만),0.4183,99.795,99.945,99.7401,30446.0141,1082
571704811,올림픽로,104,4,154.0,42406.9175,1306,34.8,29.57,저속(40미만),0.58,38.43,60.135,23.1099,30280.126,1083
478244202,발안로,105,2,16.0,28945.2356,1715,31.51,25.28,저속(40미만),0.5252,99.035,99.73,98.7676,30216.7256,1084
478240625,삼천병마로,103,1,8.0,28657.9141,1726,31.61,30.89,저속(40미만),0.5268,99.985,100.0,99.985,30191.7137,1085
572783065,서하남로47번길,107,1,8.0,113204.6103,538,8.04,8.08,저속(40미만),0.134,99.17,99.845,99.0163,30189.614,1086
571744825,백제고분로,104,4,78.0,47214.0674,1191,29.59,25.77,저속(40미만),0.4932,45.385,64.89,29.4503,30143.7684,1087
571716589,,104,5,32.0,71664.8415,847,13.63,13.22,저속(40미만),0.2272,89.0,95.645,85.124,30142.3562,1088
476341660,송산로,106,1,69.0,37211.7204,1428,24.26,21.61,저속(40미만),0.4043,99.82,99.975,99.795,30058.5555,1089
477351521,화성로,107,1,8.0,56960.5833,1037,20.32,19.5,저속(40미만),0.3387,66.93,83.21,55.6925,30037.0527,1090
572769513,미사강변북로,107,1,69.0,52644.0674,1100,24.69,23.21,저속(40미만),0.4115,54.425,70.455,38.3451,29969.7457,1091
571351157,동탄중앙로,107,3,146.0,42621.2289,1300,30.22,24.79,저속(40미만),0.5037,52.335,75.535,39.5312,29954.9947,1092
571772194,,104,2,77.0,43169.9044,1285,26.38,25.22,저속(40미만),0.4397,68.3,83.3,56.8939,29781.2972,1093
571663308,동남로,104,2,77.0,42580.2527,1302,32.95,30.57,저속(40미만),0.5492,40.095,67.99,27.2606,29759.9865,1094
478350888,매봉로,107,1,69.0,44457.1588,1251,35.83,33.92,저속(40미만),0.5972,25.225,47.47,11.9743,29728.9698,1095
572610105,마천로,104,5,87.0,49806.3563,1147,24.17,22.34,저속(40미만),0.4028,61.22,78.49,48.0516,29702.1125,1096
572646966,산성대로,107,2,16.0,47255.4898,1189,24.26,22.73,저속(40미만),0.4043,66.63,82.66,55.0764,29627.958,1097
572769607,미사강변한강로,107,2,138.0,50904.5236,1128,24.88,25.75,저속(40미만),0.4147,54.625,73.715,40.2668,29610.4701,1098
478249258,삼천병마로,103,1,8.0,17951.2869,2389,49.8,47.72,중속(40~60),0.83,99.115,99.565,98.6838,29603.0281,1099
572766304,미사강변한강로,107,2,75.0,46719.3952,1201,29.18,30.65,저속(40미만),0.4863,41.61,72.225,30.0528,29547.5304,1100
478254214,,106,1,8.0,21729.6827,2127,41.98,32.64,중속(40~60),0.6997,95.55,98.06,93.6963,29450.0871,1101
572756102,조정대로,107,1,69.0,40487.8255,1346,30.8,23.4,저속(40미만),0.5133,48.92,84.47,41.3227,29370.25,1102
571672870,탄천로,107,1,8.0,63435.6762,949,20.89,22.2,저속(40미만),0.3482,49.45,66.4,32.8348,29340.9524,1103
478350908,주석로,106,1,69.0,21857.9235,2118,40.84,26.05,중속(40~60),0.6807,97.83,99.245,97.0914,29324.6155,1104
571665283,정의로,104,1,69.0,44510.8165,1249,29.94,25.45,저속(40미만),0.499,46.825,68.375,32.0166,29322.0716,1105
478360903,삼천병마로,107,3,24.0,50053.5991,1143,31.74,30.01,저속(40미만),0.529,26.86,39.94,10.7279,29318.9253,1106
572667291,광명로,107,1,8.0,53609.9607,1080,22.01,21.0,저속(40미만),0.3668,60.31,80.41,48.4953,29200.3142,1107
571500995,백현로,107,4,25.0,39020.3093,1385,42.67,41.18,중속(40~60),0.7112,15.45,33.715,5.209,29196.8063,1108
572644556,희망로,107,2,77.0,52931.7304,1096,25.25,24.95,저속(40미만),0.4208,43.195,71.575,30.9168,29159.9788,1109
571370959,,107,1,69.0,44328.6617,1254,22.28,21.97,저속(40미만),0.3713,82.43,93.52,77.0885,29147.4072,1110
572775141,,107,13,211.0,45627.4422,1222,26.24,25.47,저속(40미만),0.4373,57.595,79.885,46.0098,29133.1609,1111
572666191,위례학암로,107,2,77.0,45599.5137,1223,22.62,19.6,저속(40미만),0.377,75.65,91.825,69.4656,29132.8595,1112
571557138,,107,1,8.0,45423.3169,1228,37.6,38.14,저속(40미만),0.6267,10.15,22.94,2.3284,29129.6135,1113
571255049,,107,1,8.0,55079.3487,1061,16.49,16.64,저속(40미만),0.2748,94.52,97.76,92.4028,29121.7127,1114
572603151,광명로,107,2,16.0,49291.8912,1153,27.05,25.88,저속(40미만),0.4508,46.81,66.005,30.8969,29086.3181,1115
571774558,송파대로,103,7,110.0,34978.0878,1502,24.93,17.08,저속(40미만),0.4155,99.94,99.99,99.93,29056.6176,1116
571365894,동탄순환대로,107,9,118.0,32904.827,1561,43.56,32.67,중속(40~60),0.726,36.255,59.24,21.4775,29019.6438,1117
572763688,감일남로,107,1,69.0,38034.2363,1403,44.39,41.74,중속(40~60),0.7398,10.315,29.085,3.0001,28981.888,1118
571665654,법원로,104,4,86.0,47596.0797,1183,23.11,19.65,저속(40미만),0.3852,65.9,87.52,57.6757,28908.2784,1119
571350595,떡전골로,107,4,24.0,59327.8158,1003,15.07,11.94,저속(40미만),0.2512,94.98,98.425,93.4841,28835.2205,1120
477351244,시청로,107,1,8.0,48291.6818,1177,30.47,29.81,저속(40미만),0.5078,33.68,51.76,17.4328,28797.4772,1121
477254920,신현대로,107,1,8.0,52190.3644,1107,26.59,27.85,저속(40미만),0.4432,42.72,57.31,24.4828,28793.8295,1122
572778976,하남대로,103,1,8.0,27415.2868,1790,31.46,32.01,저속(40미만),0.5243,99.97,99.99,99.96,28741.9202,1123
571542458,탄천상로,107,2,77.0,44699.1587,1244,31.22,31.02,저속(40미만),0.5203,41.125,57.135,23.4968,28721.6165,1124
477457960,,107,1,69.0,34441.8793,1515,46.9,43.02,중속(40~60),0.7817,16.305,40.945,6.6761,28720.6379,1125
477457942,,107,1,69.0,33340.5813,1549,49.85,47.44,중속(40~60),0.8308,11.215,31.825,3.5692,28688.0003,1126
478353728,,107,1,8.0,49077.3459,1159,26.4,22.84,저속(40미만),0.44,49.35,66.36,32.7487,28665.797,1127
572611043,광명로,107,8,102.0,44980.2087,1239,22.39,20.39,저속(40미만),0.3732,77.87,90.595,70.5463,28628.9489,1128
572651554,,107,1,8.0,48780.4878,1166,18.88,19.18,저속(40미만),0.3147,90.575,95.125,86.1595,28577.7535,1129
572611078,제일로,107,5,33.0,47649.3011,1182,30.2,30.33,저속(40미만),0.5033,34.505,55.22,19.0537,28551.3312,1130
571542066,정자일로232번길,107,2,16.0,50628.3452,1134,19.26,18.59,저속(40미만),0.321,82.3,91.52,75.321,28492.6409,1131
571548478,판교로,107,1,69.0,37231.2471,1427,40.47,33.51,중속(40~60),0.6745,25.73,52.02,13.3847,28473.7058,1132
572666045,감이남로,104,1,8.0,48848.9955,1165,29.24,29.86,저속(40미만),0.4873,37.42,52.33,19.5819,28465.4136,1133
477344130,역골동로,107,1,8.0,49288.0951,1154,18.64,20.13,저속(40미만),0.3107,89.745,95.36,85.5808,28419.4932,1134
572779512,오금로,104,2,77.0,45094.9043,1236,30.63,28.8,저속(40미만),0.5105,41.57,56.365,23.4309,28414.9641,1135
571254340,경기동로317번나길,107,2,9.0,50678.1011,1133,18.27,17.96,저속(40미만),0.3045,88.52,94.89,83.9966,28393.4018,1136
478200271,3.1만세로,107,1,8.0,46816.4794,1198,18.67,16.52,저속(40미만),0.3112,96.22,98.49,94.7671,28376.1805,1137
571772805,도곡로,104,2,77.0,34985.1154,1501,43.52,38.41,중속(40~60),0.7253,20.19,58.12,11.7344,28352.2735,1138
572610614,성내천로,104,5,87.0,54457.0259,1071,15.86,14.81,저속(40미만),0.2643,97.58,98.96,96.5652,28291.6134,1139
478141621,은행나무로,107,1,8.0,44175.343,1258,34.8,35.69,저속(40미만),0.58,24.375,42.065,10.2533,28248.7686,1140
571679937,양재대로,104,1,69.0,36508.2456,1452,46.34,44.41,중속(40~60),0.7723,2.93,6.13,0.1796,28245.9569,1141
571704005,석촌호수로,104,20,268.0,38045.9487,1402,31.66,30.89,저속(40미만),0.5277,55.21,73.39,40.5186,28211.7045,1142
571343644,병점동로,107,3,24.0,61248.0047,972,14.43,14.42,저속(40미만),0.2405,93.11,98.15,91.3875,28191.6565,1143
572640376,수정로,107,1,69.0,44669.4461,1246,27.32,26.02,저속(40미만),0.4553,55.12,69.745,38.4434,28156.617,1144
571545034,대왕판교로,105,1,8.0,23760.5883,1996,42.42,41.17,중속(40~60),0.707,77.15,87.585,67.5718,28149.9442,1145
571340851,태안로,107,1,8.0,47379.3308,1186,25.67,26.61,저속(40미만),0.4278,54.615,71.175,38.8722,28147.8364,1146
478353978,화성로,106,1,69.0,19278.3364,2283,44.16,42.34,중속(40~60),0.736,98.93,99.34,98.2771,28133.2514,1147
571367322,동탄대로,107,1,8.0,48107.8578,1178,30.21,31.92,저속(40미만),0.5035,34.15,46.39,15.8422,28059.6526,1148
572710316,마천로,104,3,71.0,47096.7194,1192,20.56,19.38,저속(40미만),0.3427,81.21,90.725,73.6778,28031.6764,1149
571540327,불정로,107,1,8.0,43217.0794,1284,34.09,32.02,저속(40미만),0.5682,29.11,48.03,13.9815,27989.2339,1150
477351256,현대기아로,107,1,8.0,49140.0491,1156,23.06,25.02,저속(40미만),0.3843,63.63,75.59,48.0979,27967.5788,1151
478252312,상신하길로,107,2,16.0,43915.2655,1264,29.6,29.46,저속(40미만),0.4933,44.11,65.66,28.9626,27937.6845,1152
571772627,올림픽로,104,7,117.0,34511.1976,1510,44.19,40.35,중속(40~60),0.7365,19.33,49.34,9.5374,27841.6654,1153
571739292,잠실로,104,3,24.0,47557.4306,1185,20.27,19.15,저속(40미만),0.3378,80.03,91.56,73.2755,27836.5359,1154
572782353,하남대로,103,4,138.0,22627.736,2066,36.9,37.77,저속(40미만),0.615,99.97,99.99,99.96,27826.5489,1155
571543150,양현로,107,2,77.0,44238.8392,1256,32.79,30.69,저속(40미만),0.5465,29.175,51.62,15.0601,27817.5346,1156
571350255,동탄원천로,107,1,69.0,35144.4974,1499,45.71,43.65,중속(40~60),0.7618,11.34,33.54,3.8034,27791.3654,1157
572643841,자혜로,107,3,85.0,49113.1891,1158,20.01,17.53,저속(40미만),0.3335,78.315,88.9,69.622,27782.809,1158
477352168,남양로621번길,103,1,8.0,27304.4998,1801,30.53,28.39,저속(40미만),0.5088,99.89,99.975,99.865,27766.3041,1159
572766694,,107,5,40.0,50536.8274,1135,17.69,16.95,저속(40미만),0.2948,89.575,96.235,86.2025,27740.9265,1160
478352994,효행로,105,2,77.0,19371.6028,2278,47.65,44.38,중속(40~60),0.7942,86.7,92.185,79.9244,27681.2375,1161
571349683,동탄숲속로,107,5,91.0,50816.4983,1130,21.94,20.75,저속(40미만),0.3657,58.855,82.7,48.6731,27628.8044,1162
900000164,,104,2,16.0,61932.6869,964,14.09,14.04,저속(40미만),0.2348,91.61,98.15,89.9152,27617.0788,1163
478344302,동화역말길,107,1,8.0,44228.2176,1257,23.4,22.57,저속(40미만),0.39,68.08,88.24,60.0738,27611.1375,1164
571726239,석촌호수로,104,3,146.0,41841.8436,1318,29.32,26.4,저속(40미만),0.4887,47.78,72.475,34.6286,27529.0028,1165
572660262,위례대로4길,107,3,71.0,53498.4804,1081,17.59,16.96,저속(40미만),0.2932,81.225,92.865,75.4296,27517.4563,1166
571346730,동탄원천로,107,1,8.0,31841.5564,1597,35.42,36.23,저속(40미만),0.5903,52.49,87.87,46.123,27465.3825,1167
477356695,서해안고속도로,101,1,69.0,13465.0042,2837,80.99,72.25,고속(80+),1.3498,64.3,79.18,50.9127,27428.4778,1168
571728836,오금로,104,4,93.0,41685.1187,1322,28.78,26.63,저속(40미만),0.4797,47.795,77.735,37.1534,27425.6759,1169
478350618,삼천병마로,105,3,78.0,18897.5371,2307,47.25,39.01,중속(40~60),0.7875,88.44,95.27,84.2568,27420.7477,1170
