install_priority,grid_gid,epdo_before,accident_cnt,사망_cnt,중상_cnt,gap_cnt,missing_facilities,total_reduction_pct,epdo_after,epdo_saved,efficiency,entropy_rank,entropy_risk
406,다사650075,125.0,8,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,57.68,67.32,13.464,289,134.51
407,다사653274,101.0,5,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,47.39,53.61,13.4025,242,155.12
408,다사684382,97.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,56.89,40.11,13.37,330,119.72
409,다사658468,93.0,4,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,53.01,39.99,13.33,475,100.68
410,다사672367,120.0,16,0,0,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,53.49,66.51,13.302,284,137.24
411,다사682374,115.0,7,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,49.03,65.97,13.194,280,139.17
412,다사664453,85.0,3,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,58.65,26.35,13.175,530,96.84
413,다사626132,99.0,5,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,46.45,52.55,13.1375,366,112.06
414,다사614110,105.0,7,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,52.67,52.33,13.0825,355,114.1
415,다사640067,87.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,48.02,38.98,12.9933,557,95.4
416,다사662312,117.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,52.15,64.85,12.97,311,127.66
417,다사677450,71.0,3,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,45.26,25.74,12.87,712,88.05
418,다사660303,127.0,10,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,49.82,77.18,12.8633,281,138.49
419,다사666440,103.0,7,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,51.66,51.34,12.835,354,114.74
420,다사616120,119.0,9,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,54.92,64.08,12.816,296,132.0
421,다사682404,99.0,6,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,47.97,51.03,12.7575,415,106.06
422,다사679382,78.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,433,104.27
423,다사671384,78.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,484,100.21
424,다사699393,78.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,790,85.53
425,다사688380,78.0,4,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.78,38.22,12.74,706,88.28
426,다사672371,109.0,6,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,58.09,50.91,12.7275,225,158.85
427,다사663420,118.0,8,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,54.45,63.55,12.71,308,128.6
428,다사728505,118.0,8,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,54.45,63.55,12.71,286,136.32
429,다사585124,118.0,8,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,54.45,63.55,12.71,265,145.56
430,다사699372,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,416,105.99
431,다사655464,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,636,91.4
432,다사676455,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,655,90.77
433,다사669419,85.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,575,94.61
434,다사664481,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,693,88.78
435,다사719519,85.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,649,91.13
436,다사745499,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,529,96.87
437,다사728497,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,540,96.42
438,다사732522,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,663,90.36
439,다사514136,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,619,91.92
440,다사487037,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,578,94.46
441,다사620114,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,524,97.5
442,다바476988,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,613,92.11
443,다사650085,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,686,89.03
444,다사622107,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,607,92.47
445,다사511134,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,587,93.48
446,다사597127,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,591,93.32
447,다사401112,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,574,94.69
448,다사593128,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,499,99.14
449,다사583113,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,660,90.57
450,다사641106,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,46.92,38.08,12.6933,633,91.46
451,다사658459,110.0,9,0,1,3,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt,34.45,72.1,37.9,12.6333,299,130.98
452,다사663371,117.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,53.99,63.01,12.602,313,127.03
453,다사644464,117.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,53.99,63.01,12.602,301,130.74
454,다사678306,101.0,5,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,50.66,50.34,12.585,337,118.33
455,다사727497,101.0,5,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,50.66,50.34,12.585,359,112.87
456,다사657334,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,795,85.37
457,다사671328,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,869,83.62
458,다사653268,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,604,92.57
459,다사659310,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,688,88.95
460,다사683342,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,643,91.21
461,다사687380,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,627,91.63
462,다사678386,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,571,94.81
463,다사704390,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,505,98.65
464,다사698381,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,538,96.44
465,다사674464,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,871,83.6
466,다바421970,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,946,82.12
467,다사651076,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,802,85.22
468,다사474039,77.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,329,119.94
469,다사446140,77.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,39.27,37.73,12.5767,913,82.81
470,다사728516,109.0,7,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,46.47,62.53,12.506,328,119.99
471,다사667301,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,1003,80.06
472,다사679310,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,1179,76.13
473,다사679387,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,709,88.1
474,다사660462,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,1000,80.2
475,다사657459,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,821,84.79
476,다사759483,69.0,1,0,1,2,child_zone_cnt | crosswalk_cnt,36.25,43.99,25.01,12.505,1245,74.99
477,다사674381,76.0,3,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,38.76,37.24,12.4133,445,102.36
478,다사672453,83.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,45.82,37.18,12.3933,447,102.3
479,다사663446,117.0,7,0,1,4,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt,42.32,67.49,49.51,12.3775,316,126.6
480,다사679367,93.0,4,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,43.64,49.36,12.34,350,115.92
481,다사703386,93.0,4,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,43.64,49.36,12.34,353,115.11
482,다사480036,93.0,4,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,43.64,49.36,12.34,485,100.11
483,다사704372,77.0,2,0,1,2,crosswalk_cnt | speedbump_cnt,32.0,52.36,24.64,12.32,560,95.29
484,다사643446,75.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,38.25,36.75,12.25,811,85.09
485,다사675304,93.0,4,0,1,3,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt,39.44,56.32,36.68,12.2267,399,107.94
486,다사652462,102.0,7,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,53.49,48.51,12.1275,343,116.78
487,다사660476,78.0,3,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.82,24.18,12.09,664,90.33
488,다사602147,93.0,4,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,45.06,47.94,11.985,478,100.57
489,다사644337,118.0,8,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,46.29,71.71,11.9517,294,132.68
490,다사645449,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,678,89.58
491,다사649454,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,918,82.73
492,다사666434,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,497,99.21
493,다사631453,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,576,94.51
494,다사665454,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,634,91.45
495,다사684438,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,514,98.36
496,다사747502,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,978,80.81
497,다사742491,77.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,53.13,23.87,11.935,732,87.48
498,다사671370,102.0,6,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt,46.71,54.36,47.64,11.91,262,145.93
499,다사679417,110.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,50.76,59.24,11.848,319,123.8
500,다사469033,110.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,50.76,59.24,11.848,339,118.05
501,다사686444,79.0,4,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.61,35.39,11.7967,470,100.96
502,다사687443,79.0,5,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.61,35.39,11.7967,460,101.41
503,다사673381,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,49.85,35.15,11.7167,369,111.86
504,다사659458,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,49.85,35.15,11.7167,418,105.37
505,다사722500,85.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | crosswalk_cnt,41.35,49.85,35.15,11.7167,572,94.76
506,다사672447,78.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.06,34.94,11.6467,880,83.5
507,다사537131,78.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.06,34.94,11.6467,789,85.54
508,다사658119,78.0,3,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,43.06,34.94,11.6467,818,84.85
509,다사662444,75.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,51.75,23.25,11.625,679,89.49
510,다사485036,101.0,5,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,43.06,57.94,11.588,375,110.9
511,다사616147,93.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,46.65,46.35,11.5875,437,103.25
512,다사614126,93.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,46.65,46.35,11.5875,504,98.72
513,다사650290,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,826,84.69
514,다사701395,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,479,100.52
515,다사657468,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,798,85.37
516,다사652473,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,808,85.12
517,다사685425,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,908,82.87
518,다사658442,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,874,83.57
519,다사745488,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,494,99.32
520,다사727501,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,823,84.76
521,다사393124,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,364,112.25
522,다사630118,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,928,82.52
523,다사636082,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,868,83.62
524,다사414139,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,904,82.95
525,다사656085,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,824,84.71
526,다사648075,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,886,83.41
527,다사549120,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,812,85.07
528,다사534132,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,710,88.09
529,다바392983,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,948,82.06
530,다사407109,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,851,83.92
531,다사323129,77.0,2,0,1,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,42.5,34.5,11.5,822,84.76
532,다사674452,92.0,5,0,1,3,cctv_cam_cnt | cctv_cnt | child_zone_cnt,37.3,57.68,34.32,11.44,496,99.23
533,다사679345,70.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.7,34.3,11.4333,1235,75.12
534,다사589133,70.0,2,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.7,34.3,11.4333,1074,77.85
535,다사650338,103.0,7,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,45.91,57.09,11.418,336,118.51
536,다사690381,88.0,6,0,1,4,cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,51.55,42.64,45.36,11.34,363,112.43
537,다사537129,91.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,45.65,45.35,11.3375,486,100.03
538,다사655326,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,344,116.75
539,다사620303,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,644,91.19
540,다사677384,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,391,108.73
541,다사690394,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,614,92.08
542,다사630456,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,482,100.31
543,다사649453,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,522,97.63
544,다사532094,85.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,39.88,45.12,11.28,586,93.61
545,다사647320,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1107,77.24
546,다사662316,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1347,73.89
547,다사665329,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,914,82.81
548,다사654327,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,702,88.46
549,다사679349,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,862,83.72
550,다사660290,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1002,80.1
551,다사642333,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1432,72.78
552,다사665268,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,931,82.45
553,다사674378,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,674,89.66
554,다사697401,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,708,88.15
555,다사673380,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,873,83.58
556,다사647362,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1089,77.58
557,다사698383,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,870,83.61
558,다사683365,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,646,91.18
559,다사707401,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,626,91.69
560,다사509162,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1156,76.56
561,다사634103,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1172,76.25
562,다사617121,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1423,73.04
563,다사603116,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1301,74.46
564,다사408104,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1331,74.17
565,다사512037,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1129,77.01
566,다사384073,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1111,77.18
567,다사622119,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1186,76.04
568,다사671116,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1437,72.6
569,다사370100,69.0,1,0,1,3,child_zone_cnt | crosswalk_cnt | speedbump_cnt,49.0,35.19,33.81,11.27,1252,74.97
570,다사677312,101.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,45.02,55.98,11.196,371,111.55
571,다사669423,89.0,7,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,44.64,44.36,11.09,426,104.59
572,다사686440,93.0,4,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,48.77,44.23,11.0575,436,103.54
573,다사621118,93.0,4,0,1,4,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | speedbump_cnt,47.56,48.77,44.23,11.0575,394,108.5
574,다사431144,109.0,6,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,42.76,66.24,11.04,335,119.06
575,다사675375,138.0,2,0,2,1,bus_stop_cnt,8.0,126.96,11.04,11.04,164,180.43
576,다사600123,77.0,2,0,1,3,cctv_cam_cnt | child_zone_cnt | speedbump_cnt,43.0,43.89,33.11,11.0367,609,92.29
577,다사654278,83.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,38.94,44.06,11.015,527,97.04
578,다사683381,83.0,3,0,1,4,bus_stop_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,53.08,38.94,44.06,11.015,442,102.73
579,다사557112,102.0,6,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,47.07,54.93,10.986,374,111.11
580,다사626465,99.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,55.43,44.13,54.87,10.974,377,110.36
581,다사654311,108.0,7,0,1,6,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,60.77,42.36,65.64,10.94,326,120.92
582,다사673463,73.0,10,0,0,3,bus_stop_cnt | child_zone_cnt | speedbump_cnt,44.8,40.3,32.7,10.9,876,83.56
583,다사693381,101.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,46.61,54.39,10.878,298,131.45
584,다사661081,101.0,5,0,1,5,bus_stop_cnt | cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,53.85,46.61,54.39,10.878,395,108.16
585,다사670427,70.0,2,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,48.3,21.7,10.85,938,82.36
586,다사637454,86.0,4,0,1,4,cctv_cam_cnt | cctv_cnt | child_zone_cnt | speedbump_cnt,49.84,43.14,42.86,10.715,432,104.27
587,다사693384,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,1169,76.29
588,다사696392,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,895,83.24
589,다사669369,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,730,87.56
590,다사663483,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,840,84.29
591,다사663443,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,698,88.63
592,다사660449,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,892,83.31
593,다사662441,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,772,86.2
594,다사659481,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,1017,79.63
595,다사735491,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,691,88.79
596,다사735486,69.0,1,0,1,2,bus_stop_cnt | child_zone_cnt,31.0,47.61,21.39,10.695,733,87.4
597,다사669346,93.0,4,0,1,5,cctv_cam_cnt | cctv_cnt | child_zone_cnt | crosswalk_cnt | speedbump_cnt,57.36,39.65,53.35,10.67,322,122.59
