link_id,road_name,road_rank,length_km,k_length,ALL_AADT_total,exposure
571500496,돌마로,107,0.492,0.492,14010.0,6892.92
572672177,성남대로,103,0.186,0.186,37058.0,6892.788
571550506,분당내곡간고속화도로,102,0.25,0.25,27559.0,6889.75
900000162,,107,0.908,0.908,7584.0,6886.272
572213788,경기동로,105,0.407,0.407,16904.5,6880.1315
572651880,산성대로,107,0.205,0.205,33543.5,6876.4175
478242305,정문회화로,106,1.095,1.095,6277.0,6873.315
572350268,동탄순환대로,107,0.433,0.433,15827.5,6853.3075
572783051,서하남로,107,0.129,0.129,53121.0,6852.609
478256221,평택화성고속도로,108,0.815,0.815,8408.0,6852.52
571370030,봉영로,103,0.24,0.24,28490.0,6837.6
572554428,성장간선로,103,0.106,0.106,64403.5,6826.771
572664073,수도권제1순환고속도로,101,0.066,0.066,103326.0,6819.516
571377260,봉영로,103,0.147,0.147,46294.0,6805.218
571703239,올림픽대로,108,0.182,0.182,37360.0,6799.52
571349589,동탄중앙로,107,0.192,0.192,35386.0,6794.112
478342684,서해로,103,0.235,0.235,28892.5,6789.7375
572743253,하남대로,103,0.591,0.591,11470.0,6778.77
477243970,장안공단로,107,0.756,0.756,8947.0,6763.932
572668723,수도권제1순환고속도로,108,0.216,0.216,31301.0,6761.016
477356701,봉담송산고속도로,101,0.643,0.643,10511.0,6758.573
571543550,성남대로,107,0.285,0.285,23700.5,6754.6425
478359712,수도권제2순환고속도로(봉담동탄,101,0.15,0.15,45029.0,6754.35
477348724,남양로,107,0.417,0.417,16172.0,6743.724
571255236,,105,0.323,0.323,20866.5,6739.8795
572768301,미사대로,107,0.168,0.168,40102.0,6737.136
478243020,서해로,103,0.195,0.195,34534.0,6734.13
571667854,대왕판교로,105,0.384,0.384,17533.0,6732.672
572781669,미사대로,107,0.144,0.144,46752.0,6732.288
571555096,백현로,107,0.191,0.191,35242.5,6731.3175
477457703,,103,0.272,0.272,24708.5,6720.712
477352118,송산비봉로,107,0.749,0.749,8968.5,6717.4065
478361446,삼천병마로,107,0.344,0.344,19492.5,6705.42
478255814,평택화성고속도로,101,0.151,0.151,44406.0,6705.306
572610937,제일로,107,0.687,0.687,9746.0,6695.502
478344710,수도권제2순환고속도로(봉담동탄,108,0.196,0.196,34151.0,6693.596
572672280,성남대로,103,0.293,0.293,22845.0,6693.585
572654408,공원로,107,0.5,0.5,13378.0,6689.0
571367400,동탄치동천로,107,0.5,0.5,13352.5,6676.25
572672097,성남대로,103,0.353,0.353,18887.0,6667.111
571550478,분당내곡간고속화도로,102,0.258,0.258,25834.0,6665.172
572757544,수도권제1순환고속도로,101,0.073,0.073,91219.0,6658.987
571371114,동탄산척로,107,0.339,0.339,19639.5,6657.7905
572782598,양재대로,104,0.233,0.233,28569.0,6656.577
478340484,서해안고속도로,108,0.835,0.835,7970.0,6654.95
478353772,과천봉담도시고속화도로,108,0.275,0.275,24176.0,6648.4
572749743,동남로,104,0.258,0.258,25768.5,6648.273
571366598,동부대로,106,0.181,0.181,36693.5,6641.5235
571664142,용인서울고속도로,101,0.265,0.265,25062.0,6641.43
476341148,전곡항로,106,0.534,0.534,12436.0,6640.824
478353204,봉영로,103,0.286,0.286,23216.0,6639.776
571646187,분당수서간고속화도로,108,0.489,0.489,13578.0,6639.642
478360681,봉담송산고속도로,101,0.516,0.516,12865.0,6638.34
572654514,공원로,107,0.513,0.513,12935.5,6635.9115
571387657,봉영로,103,0.24,0.24,27647.0,6635.28
571543916,대왕판교로,105,0.273,0.273,24305.0,6635.265
572781647,조정대로,107,0.144,0.144,46035.0,6629.04
571682233,송파대로,103,0.168,0.168,39390.0,6617.52
571549156,대왕판교로,105,0.214,0.214,30888.0,6610.032
478246088,서봉로,106,0.461,0.461,14336.0,6608.896
571543539,성남대로,107,0.282,0.282,23429.5,6607.119
572662261,성남대로,107,0.263,0.263,25103.0,6602.089
571681992,여수대로,107,0.138,0.138,47776.0,6593.088
572651458,경충대로,107,0.138,0.138,47756.0,6590.328
571717389,올림픽대로,108,0.428,0.428,15389.0,6586.492
571543917,대왕판교로,105,0.306,0.306,21506.0,6580.836
478342123,효행로,105,0.36,0.36,18251.0,6570.36
571772736,올림픽로,104,0.354,0.354,18538.0,6562.452
571377408,봉영로,103,0.365,0.365,17951.0,6552.115
478345588,시청로,107,1.301,1.301,5036.0,6551.836
571255216,,105,0.309,0.309,21180.5,6544.7745
572501107,분당로,107,0.433,0.433,15114.5,6544.5785
478248617,발안양감로,107,0.429,0.429,15251.0,6542.679
572664077,수도권제1순환고속도로,101,0.066,0.066,99102.0,6540.732
571343481,반정로,107,1.212,1.212,5393.5,6536.922
478255812,평택화성고속도로,101,0.15,0.15,43571.0,6535.65
571547989,동막로,107,0.325,0.325,20090.0,6529.25
478249990,포승향남로,103,0.444,0.444,14700.0,6526.8
571550494,분당내곡간고속화도로,102,0.187,0.187,34892.0,6524.804
478353766,과천봉담도시고속화도로,108,0.531,0.531,12277.0,6519.087
571682224,송파대로,103,0.185,0.185,35188.0,6509.78
572672649,헌릉로,104,0.167,0.167,38970.0,6507.99
571547644,대왕판교로,105,0.306,0.306,21250.0,6502.5
478343393,서해로,103,0.203,0.203,32031.0,6502.293
572782003,미사대로,107,0.309,0.309,21041.0,6501.669
477344972,하저자안로,107,1.116,1.116,5824.0,6499.584
571370018,봉영로,103,0.234,0.234,27767.0,6497.478
571679525,양재대로,104,0.199,0.199,32648.0,6496.952
478341626,매봉로,107,1.093,1.093,5940.5,6492.9665
571359144,10용사로,107,0.626,0.626,10368.0,6490.368
572554592,성남대로,107,0.235,0.235,27599.5,6485.8825
571547933,동막로,107,0.295,0.295,21981.5,6484.5425
478350780,삼천병마로,107,0.279,0.279,23220.5,6478.5195
571726306,백제고분로,104,0.214,0.214,30243.0,6472.002
572543986,돌마로,107,0.405,0.405,15969.5,6467.6475
477351308,시청로,106,0.601,0.601,10758.5,6465.8585
571682404,대왕판교로,105,0.266,0.266,24303.0,6464.598
572757053,올림픽대로,108,0.214,0.214,30205.0,6463.87
571351179,동탄중앙로,107,0.458,0.458,14101.5,6458.487
572767145,감초로,107,0.25,0.25,25812.5,6453.125
571356308,효행로,105,0.329,0.329,19603.5,6449.5515
478356068,서해안고속도로,101,0.112,0.112,57560.0,6446.72
572666746,위례대로,107,0.407,0.407,15837.0,6445.659
477246220,포승향남로,103,0.349,0.349,18466.5,6444.8085
2024002526,감초로,107,0.287,0.287,22440.0,6440.28
571552982,고기로,107,1.291,1.291,4987.5,6438.8625
571387623,봉영로,103,0.144,0.144,44694.0,6435.936
571737070,한가람로,104,0.462,0.462,13919.0,6430.578
572742653,창우로,107,0.62,0.62,10369.0,6428.78
571726312,올림픽로37길,104,0.753,0.753,8522.5,6417.4425
572781536,양재대로,104,0.256,0.256,25068.0,6417.408
477341614,현대기아로,107,0.719,0.719,8922.5,6415.2775
572781535,양재대로,104,0.218,0.218,29417.0,6412.906
478455700,서해로,103,0.233,0.233,27494.0,6406.102
572783119,수도권제1순환고속도로,108,0.18,0.18,35579.0,6404.22
571387009,수도권제2순환고속도로(봉담동탄,108,0.225,0.225,28402.0,6390.45
571371111,동탄대로,107,0.304,0.304,21016.0,6388.864
571555602,경부고속도로,108,0.358,0.358,17823.0,6380.634
571367304,동탄청계로,107,0.539,0.539,11836.5,6379.8735
478356070,서해안고속도로,101,0.111,0.111,57449.0,6376.839
477356581,봉담송산고속도로,101,0.326,0.326,19531.0,6367.106
572742701,중부고속도로,108,0.359,0.359,17729.0,6364.711
478341298,매송고색로,105,0.265,0.265,24008.0,6362.12
571726542,올림픽대로,108,0.158,0.158,40255.0,6360.29
571545248,대왕판교로,105,0.318,0.318,19994.0,6358.092
571366382,동탄산단8길,107,0.451,0.451,14084.0,6351.884
572776232,중부고속도로,101,0.132,0.132,48043.0,6341.676
478245104,은행나무로,103,1.258,1.258,5037.5,6337.175
477351661,,107,1.61,1.61,3928.5,6324.885
922653322,감이로,107,1.104,1.104,5729.0,6324.816
571558493,돌마로,107,0.337,0.337,18766.0,6324.142
571387653,봉영로,103,0.232,0.232,27259.0,6324.088
571679801,양재대로,104,0.181,0.181,34921.0,6320.701
478242576,서봉로,106,0.874,0.874,7229.0,6318.146
478200275,서해안고속도로,101,0.497,0.497,12712.0,6317.864
572672181,성남대로,103,0.168,0.168,37592.0,6315.456
571365180,동탄중앙로,107,0.194,0.194,32511.5,6307.231
571368264,서부로,107,0.251,0.251,25065.5,6291.4405
572544964,서현로,105,0.185,0.185,33956.5,6281.9525
571556104,하오개로,107,0.992,0.992,6325.0,6274.4
571375553,동탄대로,107,0.218,0.218,28776.0,6273.168
572672418,헌릉로,104,0.129,0.129,48536.0,6261.144
478354289,비봉매송고속화도로,102,0.332,0.332,18852.0,6258.864
572782286,조정대로,107,0.277,0.277,22593.0,6258.261
478245830,발안로,105,0.852,0.852,7335.5,6249.846
477246222,포승향남로,103,0.411,0.411,15185.5,6241.2405
2024002023,경부고속도로,101,0.068,0.068,91767.0,6240.156
571366680,동부대로,106,0.264,0.264,23633.0,6239.112
478240878,서해로,103,0.322,0.322,19359.5,6233.759
571387002,화성광주고속도로,108,0.489,0.489,12729.0,6224.481
571387008,화성광주고속도로,108,0.347,0.347,17933.0,6222.751
478242534,상신로,107,2.063,2.063,3016.0,6222.008
572750493,초광로,107,0.832,0.832,7464.0,6210.048
571649934,달래내로,107,1.165,1.165,5323.0,6201.295
571501672,분당수서간고속화도로,102,0.149,0.149,41588.0,6196.612
572782488,양재대로,104,0.214,0.214,28847.0,6173.258
477341082,현대기아로,107,1.146,1.146,5382.0,6167.772
572610469,송이로,104,0.464,0.464,13284.0,6163.776
478343573,삼천병마로,103,0.3,0.3,20542.5,6162.75
572349394,용구대로,105,0.236,0.236,26104.0,6160.544
571544466,,107,0.409,0.409,15040.0,6151.36
572349408,용구대로,107,0.453,0.453,13578.5,6151.0605
572756679,서하남로,107,0.39,0.39,15748.0,6141.72
572642563,마지로,107,1.015,1.015,6047.0,6137.705
571349058,동탄원천로,107,0.255,0.255,24055.5,6134.1525
478442449,서해안고속도로,108,0.691,0.691,8873.0,6131.243
571359138,10용사로,107,0.473,0.473,12936.0,6118.728
571561007,수도권제1순환고속도로,108,0.223,0.223,27421.0,6114.883
571347044,노작로,107,0.351,0.351,17416.0,6113.016
2024000218,경부고속도로,101,0.068,0.068,89815.0,6107.42
571668229,분당내곡간고속화도로,102,0.154,0.154,39622.0,6101.788
572646052,사기막골로,107,0.346,0.346,17629.5,6099.807
572782353,하남대로,103,0.265,0.265,23014.0,6098.71
571365902,동탄대로,107,0.209,0.209,29172.0,6096.948
572603658,경충대로,107,0.22,0.22,27697.0,6093.34
572672133,,103,0.293,0.293,20773.0,6086.489
572642091,경충대로,107,0.135,0.135,45065.0,6083.775
571773522,위례성대로,104,0.237,0.237,25661.0,6081.657
477355312,남양로,107,0.389,0.389,15621.5,6076.7635
571701630,올림픽대로,108,0.355,0.355,17107.0,6072.985
571540323,성남대로,107,0.309,0.309,19642.0,6069.378
478200276,서해안고속도로,101,0.385,0.385,15758.0,6066.83
571718937,올림픽로,104,0.326,0.326,18599.0,6063.274
572752497,서하남로,107,0.402,0.402,15071.5,6058.743
478342801,융건로,107,0.935,0.935,6478.5,6057.3975
571370901,동탄치동천로,107,0.484,0.484,12498.0,6049.032
478345134,주석로,106,1.445,1.445,4179.5,6039.3775
572672260,성남대로,103,0.22,0.22,27447.0,6038.34
572672648,헌릉로,104,0.189,0.189,31872.0,6023.808
477356633,봉담송산고속도로,101,0.354,0.354,17009.0,6021.186
572746291,이성로,107,1.045,1.045,5761.5,6020.7675
571557550,분당내곡로,107,0.325,0.325,18509.0,6015.425
572510070,돌마로,107,0.607,0.607,9904.0,6011.728
571731073,강동대로,104,0.175,0.175,34275.0,5998.125
477342458,무하로,107,1.201,1.201,4994.0,5997.794
571552888,동막로,107,0.239,0.239,25029.0,5981.931
478150977,서해안고속도로,101,0.111,0.111,53875.0,5980.125
571351339,경부고속도로,108,0.203,0.203,29445.0,5977.335
571654222,중대로,104,0.26,0.26,22987.5,5976.75
477351879,남양로,107,0.347,0.347,17221.5,5975.8605
477355159,,107,0.616,0.616,9681.5,5963.804
477141760,포승향남로,103,0.784,0.784,7599.5,5958.008
571547387,석운로,107,1.191,1.191,4997.0,5951.427
571355976,동탄지성로,107,0.411,0.411,14473.5,5948.6085
571549026,대왕판교로,105,0.194,0.194,30656.0,5947.264
478360588,봉담송산고속도로,101,0.239,0.239,24882.0,5946.798
571549122,대왕판교로,105,0.307,0.307,19368.0,5945.976
478356146,상리중앙로,107,0.499,0.499,11914.5,5945.3355
571368174,서부로,107,0.175,0.175,33952.0,5941.6
477357408,화성로,106,0.259,0.259,22930.0,5938.87
572783104,미사강변대로,107,0.229,0.229,25916.0,5934.764
571772957,강동대로,104,0.142,0.142,41792.0,5934.464
478241258,서해로,103,0.242,0.242,24522.5,5934.445
571547680,,107,0.354,0.354,16750.0,5929.5
572611240,산성대로,107,0.3,0.3,19761.5,5928.45
572541660,새마을로,107,0.652,0.652,9087.5,5925.05
571543549,돌마로,107,0.276,0.276,21460.0,5922.96
571366532,동부대로,106,0.207,0.207,28582.0,5916.474
572656380,분당수서간고속화도로,102,0.089,0.089,66474.0,5916.186
476344508,제부로,107,2.423,2.423,2440.5,5913.3315
571557864,대왕판교로,107,0.199,0.199,29673.0,5904.927
571548894,대왕판교로,107,0.302,0.302,19549.0,5903.798
477146320,이화석천로,107,2.367,2.367,2490.5,5895.0135
571669070,대왕판교로,105,0.27,0.27,21832.0,5894.64
478150979,서해안고속도로,101,0.113,0.113,52159.0,5893.967
571371304,동탄산척로,107,0.382,0.382,15424.5,5892.159
477356622,봉담송산고속도로,108,0.612,0.612,9627.0,5891.724
477356544,봉담송산고속도로,101,0.327,0.327,18017.0,5891.559
478354276,비봉매송고속화도로,102,0.395,0.395,14895.0,5883.525
572750087,중부고속도로,108,0.578,0.578,10159.0,5871.902
572642067,경충대로,103,0.106,0.106,55333.0,5865.298
571510194,대왕판교로,107,0.205,0.205,28564.0,5855.62
477340106,남양서로,107,2.4,2.4,2439.0,5853.6
476341155,전곡항로,106,0.485,0.485,12065.0,5851.525
478359645,봉담송산고속도로,101,0.272,0.272,21507.0,5849.904
477145074,포승향남로,103,0.886,0.886,6599.0,5846.714
571377251,봉영로,103,0.123,0.123,47531.0,5846.313
477356669,봉담송산고속도로,101,0.328,0.328,17822.0,5845.616
477355137,,107,0.838,0.838,6975.0,5845.05
478256251,,106,0.359,0.359,16273.5,5842.1865
478200277,서해안고속도로,101,0.345,0.345,16923.0,5838.435
572610518,오금로,104,0.32,0.32,18236.0,5835.52
478353771,수도권제2순환고속도로(봉담동탄,101,0.204,0.204,28599.0,5834.196
571248778,정남동로,106,1.06,1.06,5503.0,5833.18
572666300,이배재로,107,1.436,1.436,4061.5,5832.314
571547847,용인서울고속도로,108,0.502,0.502,11599.0,5822.698
571545113,분당수서간고속화도로,108,0.324,0.324,17969.0,5821.956
571459669,분당수서로,107,0.22,0.22,26462.5,5821.75
477356548,봉담송산고속도로,101,0.329,0.329,17680.0,5816.72
571369652,봉영로,103,0.157,0.157,37019.0,5811.983
572754141,위례성대로,104,0.221,0.221,26287.0,5809.427
477356524,봉담송산고속도로,101,0.353,0.353,16455.0,5808.615
572648067,둔촌대로,107,0.24,0.24,24181.0,5803.44
571647339,청계산로,107,0.784,0.784,7401.5,5802.776
476341150,전곡항로,106,0.566,0.566,10252.0,5802.632
478343585,화성로,106,0.38,0.38,15261.0,5799.18
478149752,서해로,103,0.28,0.28,20709.5,5798.66
572610955,시민로,107,0.503,0.503,11525.0,5797.075
571704385,백제고분로,104,0.329,0.329,17619.0,5796.651
572668740,수도권제1순환고속도로,108,0.3,0.3,19321.0,5796.3
477348544,평택시흥고속도로,108,0.334,0.334,17336.0,5790.224
572782562,미사대로,107,0.141,0.141,41049.0,5787.909
571669530,여수대로,107,0.165,0.165,35039.0,5781.435
478362291,봉영로,103,0.176,0.176,32833.0,5778.608
571548158,대왕판교로,107,0.59,0.59,9790.0,5776.1
478246406,발안양감로,107,0.317,0.317,18216.5,5774.6305
571348985,경기대로,103,0.188,0.188,30670.5,5766.054
477342163,화성로,106,0.392,0.392,14683.0,5755.736
571366246,동탄청계로,107,0.24,0.24,23957.5,5749.8
927352957,남양로,107,0.414,0.414,13873.0,5743.422
572782725,강동대로,104,0.125,0.125,45850.0,5731.25
572355192,화성광주고속도로,108,0.462,0.462,12404.0,5730.648
478242714,포승향남로,103,0.358,0.358,15992.0,5725.136
571501247,,107,0.353,0.353,16205.0,5720.365
571354192,안녕남로,107,0.261,0.261,21916.5,5720.2065
571682098,여수대로,107,0.166,0.166,34422.0,5714.052
572752841,초이로99번길,107,0.525,0.525,10869.0,5706.225
478353768,수도권제2순환고속도로(봉담동탄,108,0.777,0.777,7340.0,5703.18
571387617,봉영로,103,0.155,0.155,36791.0,5702.605
477355211,남양로,106,0.35,0.35,16291.0,5701.85
477348542,평택시흥고속도로,108,0.334,0.334,17064.0,5699.376
572342255,풀무골로106번길,107,1.215,1.215,4690.0,5698.35
478360574,봉담송산고속도로,101,0.321,0.321,17750.0,5697.75
477346415,현대기아로,107,0.594,0.594,9592.0,5697.648
2024000081,수도권제2순환고속도로,108,0.476,0.476,11954.0,5690.104
478353040,서부로,107,0.199,0.199,28552.5,5681.9475
572603831,성남대로,103,0.269,0.269,21111.0,5678.859
571367272,동탄청계로,107,0.328,0.328,17312.5,5678.5
572355254,화성광주고속도로,108,0.476,0.476,11923.0,5675.348
572660490,경충대로,107,0.183,0.183,30985.5,5670.3465
572782397,양재대로,104,0.198,0.198,28632.0,5669.136
572767417,미사대로,107,0.206,0.206,27512.0,5667.472
571547981,용인서울고속도로,107,0.239,0.239,23712.0,5667.168
572668760,위례대로,104,0.309,0.309,18339.5,5666.9055
572783197,위례성대로,104,0.218,0.218,25933.0,5653.394
572782320,위례성대로,104,0.279,0.279,20248.0,5649.192
572753236,미사대로,107,0.147,0.147,38419.0,5647.593
571772244,올림픽로,104,0.266,0.266,21224.0,5645.584
572662253,성장간선로,103,0.103,0.103,54706.5,5634.7695
571544824,안양판교로,105,0.206,0.206,27348.0,5633.688
572776251,중부고속도로,101,0.145,0.145,38826.0,5629.77
572544931,분당로,107,0.315,0.315,17868.0,5628.42
478353670,봉영로,103,0.176,0.176,31967.0,5626.192
572355334,,107,0.746,0.746,7531.5,5618.499
477241029,포승향남로,103,0.361,0.361,15561.0,5617.521
476341300,화성로,106,0.392,0.392,14330.0,5617.36
572672140,성남대로,103,0.282,0.282,19907.0,5613.774
571365188,동탄중앙로,107,0.183,0.183,30653.5,5609.5905
572761734,미사대로,107,0.149,0.149,37637.0,5607.913
572656396,분당수서간고속화도로,102,0.087,0.087,64458.0,5607.846
572752009,덕산로,107,0.439,0.439,12772.0,5606.908
571501186,,107,0.212,0.212,26434.0,5604.008
476341262,화성로,106,0.342,0.342,16368.0,5597.856
928241670,서봉로,106,0.881,0.881,6346.0,5590.826
477358944,화성로,106,0.21,0.21,26619.0,5589.99
571664458,탄천동로,104,0.395,0.395,14151.0,5589.645
572742703,중부고속도로,108,0.38,0.38,14709.0,5589.42
477352238,화성로,106,0.283,0.283,19749.0,5588.967
571387625,봉영로,103,0.124,0.124,45056.0,5586.944
571551892,,107,0.209,0.209,26731.0,5586.779
928241793,토성로,107,1.55,1.55,3603.0,5584.65
478248646,서해로,103,0.263,0.263,21227.5,5582.8325
571682291,대왕판교로,105,0.197,0.197,28326.0,5580.222
571544468,대왕판교로,105,0.15,0.15,37190.5,5578.575
572540523,성남대로,107,0.17,0.17,32777.5,5572.175
572663162,송파대로6길,104,0.872,0.872,6380.0,5563.36
572753527,서하남로,107,0.645,0.645,8622.0,5561.19
477345074,절골로,107,1.086,1.086,5113.5,5553.261
572542267,성남대로,107,0.195,0.195,28438.0,5545.41
572550536,돌마로,107,0.268,0.268,20682.0,5542.776
571704565,오금로11길,104,0.637,0.637,8700.5,5542.2185
571772704,올림픽로,104,0.278,0.278,19922.0,5538.316
477142013,남양만로,107,1.504,1.504,3681.0,5536.224
477355869,평택시흥고속도로,101,0.167,0.167,33151.0,5536.217
572656384,분당수서간고속화도로,102,0.092,0.092,60148.0,5533.616
571545107,대왕판교로,105,0.19,0.19,29108.0,5530.52
478254432,발안양감로,107,0.317,0.317,17406.0,5517.702
572782094,조정대로,107,0.151,0.151,36519.0,5514.369
571555414,경부고속도로,101,0.382,0.382,14434.0,5513.788
572782787,강동대로,104,0.128,0.128,43046.0,5509.888
478354204,매송고색로,105,0.28,0.28,19675.0,5509.0
571540587,경부고속도로,108,0.105,0.105,52462.0,5508.51
571387014,경부고속도로,108,0.191,0.191,28793.0,5499.463
571664724,여수대로,107,0.346,0.346,15853.0,5485.138
571501195,성남대로,107,0.2,0.2,27378.0,5475.6
572782566,미사대로,107,0.161,0.161,33981.0,5470.941
571350453,삼성1로,106,0.246,0.246,22233.0,5469.318
478340476,서해안고속도로,108,0.512,0.512,10680.0,5468.16
571773978,송파대로,103,0.144,0.144,37943.0,5463.792
571703225,올림픽대로,108,0.298,0.298,18326.0,5461.148
572646822,수도권제1순환고속도로,108,0.111,0.111,49193.0,5460.423
478347410,건달산로,107,1.248,1.248,4374.0,5458.752
572661957,분당수서간고속화도로,102,0.084,0.084,64984.0,5458.656
571501545,서현로,105,0.129,0.129,42307.5,5457.6675
478353272,화성로,106,0.394,0.394,13847.0,5455.718
572550798,희망로,107,0.392,0.392,13916.0,5455.072
478241459,포승향남로,103,0.317,0.317,17198.0,5451.766
571252074,동부대로,107,0.218,0.218,25006.0,5451.308
571368190,서부로,107,0.173,0.173,31471.0,5444.483
571376792,동탄순환대로,107,0.253,0.253,21509.5,5441.9035
572543979,돌마로,107,0.306,0.306,17753.5,5432.571
571543548,돌마로,107,0.255,0.255,21288.0,5428.44
571555926,안양판교로828번길,107,0.563,0.563,9636.5,5425.3495
571544644,분당내곡간고속화도로,102,0.146,0.146,37147.0,5423.462
572710217,신장로,107,0.544,0.544,9969.0,5423.136
478356060,서해안고속도로,101,0.092,0.092,58919.0,5420.548
571362674,경기대로,103,0.27,0.27,20072.0,5419.44
571664007,탄천로,107,0.272,0.272,19919.0,5417.968
477355194,,107,0.583,0.583,9288.0,5414.904
572671357,탄천동로,104,0.205,0.205,26397.0,5411.385
571364684,동탄원천로,107,0.144,0.144,37555.0,5407.92
571365978,동탄순환대로,107,0.253,0.253,21364.5,5405.2185
572673217,헌릉로,104,0.185,0.185,29196.0,5401.26
571682369,대왕판교로,105,0.229,0.229,23575.0,5398.675
572350144,,105,0.172,0.172,31381.0,5397.532
571540329,성남대로,107,0.279,0.279,19338.5,5395.4415
571387571,동탄세교로,107,0.327,0.327,16492.5,5393.0475
478356062,서해안고속도로,101,0.093,0.093,57947.0,5389.071
572647760,하남대로,103,0.562,0.562,9580.0,5383.96
571660224,동부간선도로,108,0.325,0.325,16557.0,5381.025
477346898,남양로,103,0.559,0.559,9610.0,5371.99
572649584,고골로,107,0.584,0.584,9184.5,5363.748
571349516,삼성1로,107,0.291,0.291,18418.0,5359.638
571542256,돌마로,107,0.248,0.248,21590.5,5354.444
571501386,분당수서간고속화도로,108,0.358,0.358,14952.0,5352.816
571549030,대왕판교로,105,0.175,0.175,30586.0,5352.55
571351341,경부고속도로,108,0.186,0.186,28769.0,5351.034
477146308,포승향남로,103,0.646,0.646,8276.5,5346.619
2024001833,세종포천고속도로,101,0.197,0.197,27117.0,5342.049
477245050,노하길,107,1.031,1.031,5179.5,5340.0645
572544962,서현로,105,0.158,0.158,33783.5,5337.793
571379153,동탄순환대로,107,0.282,0.282,18910.5,5332.761
572767447,미사대로760번길,107,0.213,0.213,25018.0,5328.834
478466895,본오매송로,105,0.384,0.384,13858.0,5321.472
2024002017,경부고속도로,101,0.06,0.06,88667.0,5320.02
571371262,,107,0.378,0.378,14064.0,5316.192
478359692,봉담송산고속도로,101,0.329,0.329,16136.0,5308.744
571544646,분당내곡간고속화도로,102,0.147,0.147,36113.0,5308.611
571561013,수도권제1순환고속도로,108,0.082,0.082,64731.0,5307.942
571543288,석운로,107,0.773,0.773,6843.5,5290.0255
478360676,봉담송산고속도로,101,0.518,0.518,10211.0,5289.298
928255274,서봉로,106,0.419,0.419,12608.5,5282.9615
571244856,정남동로,106,1.032,1.032,5118.0,5281.776
477355867,평택시흥고속도로,101,0.167,0.167,31618.0,5280.206
571347058,노작로,107,0.348,0.348,15165.0,5277.42
571611331,송파대로,103,0.148,0.148,35629.0,5273.092
572603663,경충대로,107,0.174,0.174,30274.5,5267.763
572782330,위례성대로,104,0.201,0.201,26202.0,5266.602
571558291,경부고속도로,108,0.321,0.321,16383.0,5258.943
571544821,안양판교로,105,0.205,0.205,25651.0,5258.455
571773291,위례성대로,104,0.181,0.181,29041.0,5256.421
572778882,미사대로,107,0.227,0.227,23120.0,5248.24
571370929,동탄신리천로,107,0.382,0.382,13728.5,5244.287
572672067,성남대로,103,0.191,0.191,27455.0,5243.905
2024001996,세종포천고속도로,101,8.396,8.396,624.0,5239.104
572749775,중부고속도로,108,0.33,0.33,15869.0,5236.77
572550532,돌마로,107,0.268,0.268,19529.0,5233.772
571682395,대왕판교로,105,0.223,0.223,23456.0,5230.688
477149555,기아자동차로,106,0.773,0.773,6760.5,5225.8665
571548480,판교로,107,0.24,0.24,21768.0,5224.32
572656400,분당수서간고속화도로,102,0.086,0.086,60714.0,5221.404
571541403,분당수서간고속화도로,108,0.306,0.306,17058.0,5219.748
572350230,,107,0.244,0.244,21323.0,5202.812
478248642,서해로,103,0.236,0.236,22029.5,5198.962
478356078,서해안고속도로,101,0.091,0.091,57075.0,5193.825
571349593,동탄중앙로,107,0.226,0.226,22969.5,5191.107
572542970,성남대로,107,0.299,0.299,17359.0,5190.341
477342124,남양로,103,0.582,0.582,8912.5,5187.075
478467451,서해안고속도로,101,0.379,0.379,13685.0,5186.615
476340992,전곡항로,106,0.504,0.504,10290.5,5186.412
572751907,고골로242번길,107,0.49,0.49,10583.5,5185.915
571555416,경부고속도로,101,0.444,0.444,11678.0,5185.032
477351862,시청로,106,0.37,0.37,14012.0,5184.44
2024002436,영종로,107,1.503,1.503,3448.5,5183.0955
478356076,서해안고속도로,101,0.09,0.09,57575.0,5181.75
571365088,동탄원천로,107,0.296,0.296,17497.0,5179.112
477340690,송정로,107,1.728,1.728,2997.0,5178.816
2024000079,경부고속도로,108,0.322,0.322,16079.0,5177.438
478141455,용소금각로,107,1.444,1.444,3584.0,5175.296
478246428,서해로,103,0.277,0.277,18681.0,5174.637
572668702,헌릉로,104,0.361,0.361,14332.0,5173.852
571350177,동탄원천로,107,0.164,0.164,31492.0,5164.688
571555856,용인서울고속도로,108,0.292,0.292,17669.0,5159.348
572350142,,105,0.155,0.155,33228.0,5150.34
572544589,서현로,105,0.161,0.161,31936.0,5141.696
571371258,,107,0.259,0.259,19835.5,5137.3945
571649581,삼학사로,104,0.46,0.46,11164.5,5135.67
478241490,서해로,103,0.176,0.176,29177.5,5135.24
571682899,송파대로,103,0.139,0.139,36911.0,5130.629
571565631,대왕판교로,105,0.178,0.178,28807.0,5127.646
478241430,서해로,103,0.203,0.203,25255.5,5126.8665
477356695,서해안고속도로,101,0.095,0.095,53941.0,5124.395
572647552,둔촌대로,107,0.198,0.198,25879.0,5124.042
571544258,안양판교로828번길,107,0.525,0.525,9758.5,5123.2125
478241985,만년로,106,0.711,0.711,7205.5,5123.1105
571558133,돌마로,107,0.234,0.234,21882.0,5120.388
476341165,전곡항로,106,0.464,0.464,11029.0,5117.456
572501220,돌마로,107,0.203,0.203,25182.0,5111.946
571703220,올림픽대로,108,0.325,0.325,15724.0,5110.3
477340761,화성로,106,0.325,0.325,15698.0,5101.85
