grid_gid,epdo_total,accident_cnt,사망_cnt,중상_cnt,elderly_res_pop,elderly_res_ratio,child_float_pop,elderly_float_pop,vuln_float_ratio,vuln_time_work,vuln_time_visit,vuln_peak_pop,weekend_ratio,grid_avg_speed,grid_congestion,gap_cnt,gap_items,land_use,vuln_correction,infra_penalty,speed_weight,congestion_factor,peak_factor,weekend_factor,composite_risk,risk_label,composite_rank,correction_index,entropy_composite_risk,entropy_rank
다사666279,162.0,5,0,2,0.0,0,186.82,1289.21,0.364,49.5316,81.92,131.4516,0.6988,27.83,45.2558,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.364,1.8333,0.4638,1.4526,1.5,1.0994,450.08,교통약자유동多 | 주말방문집중 | 통행피크위험,156,0.129115,182.92,160
다사667430,154.0,4,0,2,18.0,0.2093,31.76,182.26,0.2883,9.5864,12.898,22.4844,0.5467,21.99,52.1183,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.4976,1.6667,0.3665,1.5212,1.0507,1.0234,230.44,노인밀집거주 | 통행피크위험,572,0.183564,182.27,161
다사663438,139.0,3,0,2,48.0,0.3609,199.35,1786.26,0.3121,84.4109,103.1506,187.5615,0.6329,24.52,52.7909,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.673,1.6667,0.4087,1.5279,1.5,1.0665,387.19,노인밀집거주 | 주말방문집중 | 통행피크위험,236,0.30997,182.09,162
다사616111,171.0,14,0,1,0.0,0,38.36,36.84,0.2934,0.8616,3.2392,4.1008,0.2673,30.65,26.0787,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),녹지,1.2934,1.5,0.5108,1.2608,1.0,1.0,213.66,일반,651,0.05547,180.49,163
다사675375,138.0,2,0,2,101.0,0.455,29.79,274.51,0.3534,11.0283,33.8441,44.8724,0.3869,22.07,81.5193,1,bus_stop_cnt(없음),미분류,1.8084,1.1667,0.3678,1.8152,1.3998,1.0,272.1,노인밀집거주 | 교통약자유동多 | 통행피크위험 | 학교인근,447,0.307471,180.43,164
다사654338,154.0,4,0,2,0.0,0,71.64,483.8,0.1956,223.7903,54.8164,278.6067,0.8196,34.41,35.9421,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),도시지원시설용지,1.1956,1.6667,0.5735,1.3594,1.5,1.1598,416.22,주말방문집중 | 통행피크위험,193,0.170295,180.23,165
다사647359,165.0,13,0,1,0.0,0,19.5,174.58,0.2648,2.2485,7.4229,9.6714,0.4345,41.98,54.7457,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2648,1.6667,0.6997,1.5475,1.0,1.0,376.62,일반,254,0.091602,180.11,166
다사671368,117.0,8,0,1,21.0,0.7778,419.38,4353.18,0.3317,66.8325,220.7292,287.5617,0.4881,20.71,76.4135,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,2.1095,1.5,0.3452,1.7641,1.5,1.0,338.18,노인밀집거주 | 통행피크위험,320,0.539153,180.08,167
다사664441,138.0,2,0,2,25.0,0.4167,52.35,446.38,0.3129,30.7555,34.3203,65.0758,0.5001,19.23,84.1504,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.7296,1.3333,0.3205,1.8415,1.5,1.0,281.74,노인밀집거주 | 통행피크위험,419,0.303431,179.87,168
다사692381,163.0,6,0,2,0.0,0,120.84,952.33,0.3887,19.3414,68.4673,87.8087,0.5223,27.53,33.9251,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3887,1.6667,0.4588,1.3393,1.5,1.0112,351.63,교통약자유동多 | 통행피크위험,298,0.098392,179.04,169
다사655309,146.0,3,0,2,33.0,0.1626,699.09,2251.21,0.2768,66.9552,161.9337,228.8889,0.5577,29.96,32.1717,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.4394,1.8333,0.4993,1.3217,1.5,1.0288,392.36,주말방문집중 | 통행피크위험,228,0.221514,178.34,170
다사652452,154.0,4,0,2,0.0,0.0,543.96,4440.53,0.2863,39.9356,111.3772,151.3128,0.6103,26.96,88.0519,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2863,1.5,0.4493,1.8805,1.5,1.0552,397.37,주말방문집중 | 통행피크위험,216,0.151709,177.36,171
다사640459,164.0,14,0,1,0.0,0,109.06,430.32,0.3111,11.582,34.9853,46.5673,0.5474,37.04,26.9931,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3111,1.3333,0.6173,1.2699,1.4263,1.0237,328.14,통행피크위험,331,0.078046,176.8,172
다사482028,138.0,2,0,2,77.0,0.3422,12.48,26.86,0.3102,0.5709,1.0227,1.5936,0.4471,31.9,99.6252,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6524,2.0,0.5317,1.9963,1.0,1.0,484.08,노인밀집거주,139,0.280687,176.73,173
다사669394,154.0,4,0,2,0.0,0,131.02,542.05,0.2956,4.2034,12.5463,16.7497,0.5219,79.53,89.7692,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2956,1.8333,1.3255,1.8977,1.0,1.011,930.22,고속도로위험,43,0.1449,176.31,174
다사660324,138.0,2,0,2,114.0,0.4238,41.65,165.64,0.2851,2.6933,10.9644,13.6577,0.2221,17.19,73.4362,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),공공공지,1.7089,1.5,0.2865,1.7344,1.0,1.0,175.78,노인밀집거주 | 학교인근,878,0.277127,176.24,175
다사653451,155.0,5,0,2,0.0,0.0,218.08,1597.27,0.2858,30.8036,65.6508,96.4544,0.6177,37.07,80.0677,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2858,1.5,0.6178,1.8007,1.5,1.0588,528.19,주말방문집중 | 통행피크위험,117,0.135039,175.93,176
다사695384,156.0,6,0,2,0.0,0,307.4,2255.19,0.3477,44.2288,178.175,222.4038,0.5934,40.36,7.423,3,child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3477,1.5,0.6727,1.0742,1.5,1.0467,357.79,교통약자유동多 | 주말방문집중 | 통행피크위험,287,0.127456,175.88,177
다사569119,162.0,5,0,2,0.0,0,179.61,909.13,0.2969,13.77,26.2897,40.0597,0.4852,26.07,50.3733,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.2969,1.3333,0.4345,1.5037,1.3248,1.0,242.47,통행피크위험,529,0.083481,175.52,178
다사654463,152.0,4,0,2,8.0,0.0851,205.71,1179.52,0.2984,51.6763,129.6859,181.3622,0.52,41.95,8.7461,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.3835,1.5,0.6992,1.0875,1.5,1.01,363.38,통행피크위험,280,0.152833,175.23,179
다사727520,162.0,6,0,2,0.0,0,121.81,262.37,0.3056,10.182,33.8702,44.0522,0.3989,26.23,43.0602,2,child_zone_cnt(없음) | speedbump_cnt(없음),도로,1.3056,1.3333,0.4372,1.4306,1.387,1.0,244.64,통행피크위험,522,0.077245,174.51,180
다사620105,160.0,6,0,2,0.0,0,1559.82,1134.82,0.3467,20.4222,53.6891,74.1113,0.5627,27.42,37.5794,2,child_zone_cnt(없음) | speedbump_cnt(없음),녹지,1.3467,1.3333,0.457,1.3758,1.5,1.0314,279.45,교통약자유동多 | 주말방문집중 | 통행피크위험,426,0.089349,174.3,181
다사670397,144.0,3,0,2,36.0,0.1978,534.96,2065.48,0.2942,20.4506,58.7567,79.2073,0.4455,19.17,79.7772,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.492,1.6667,0.3195,1.7978,1.5,1.0,308.53,통행피크위험,362,0.209673,174.19,182
다사637450,146.0,3,0,2,27.0,0.2727,49.8,246.63,0.3031,11.2303,21.6478,32.8781,0.5499,32.1,26.7191,1,child_zone_cnt(없음),미분류,1.5758,1.1667,0.535,1.2672,1.2128,1.025,226.22,노인밀집거주 | 통행피크위험,584,0.192978,174.17,183
다사661454,156.0,6,0,2,0.0,0,436.28,1775.27,0.3862,36.5578,73.3792,109.937,0.5966,29.15,38.0412,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3862,1.8333,0.4858,1.3804,1.5,1.0483,418.05,교통약자유동多 | 주말방문집중 | 통행피크위험,190,0.115275,173.98,184
다사651453,154.0,4,0,2,0.0,0.0,121.91,792.33,0.2913,20.622,40.6539,61.2759,0.5381,26.95,99.95,3,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족),미분류,1.2913,1.5,0.4492,1.9995,1.5,1.019,409.51,통행피크위험,200,0.129335,173.92,185
다사593129,125.0,8,0,1,11.0,0.4231,2025.92,3909.84,0.3227,86.7261,258.9384,345.6645,0.5539,25.82,71.9773,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.7458,1.3333,0.4303,1.7198,1.5,1.027,331.7,노인밀집거주 | 주말방문집중 | 통행피크위험,327,0.391123,173.89,186
다사667428,138.0,2,0,2,18.0,0.3,28.44,155.74,0.276,6.6931,11.2828,17.9759,0.4397,40.14,99.8501,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.576,1.3333,0.669,1.9985,1.0,1.0,387.7,노인밀집거주,234,0.254353,173.1,187
다사741488,138.0,2,0,2,142.0,0.4656,49.06,323.0,0.3945,9.5748,29.2652,38.84,0.1763,,,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.8601,1.5,1.0,1.0,1.3057,1.0,502.75,노인밀집거주 | 교통약자유동多 | 통행피크위험,130,0.249559,172.44,188
다사679378,138.0,2,0,2,81.0,0.3682,10.37,65.21,0.3762,5.0339,16.9314,21.9653,0.2378,31.37,66.1026,0,-,미분류,1.7444,1.0,0.5228,1.661,1.0426,1.0,217.95,노인밀집거주 | 교통약자유동多 | 통행피크위험 | 학교인근,628,0.246455,172.01,189
다사656117,162.0,7,0,2,0.0,0,142.26,89.96,0.2925,1.6119,4.3037,5.9156,0.6152,40.6,9.0259,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),공원,1.2925,1.5,0.6767,1.0903,1.0,1.0576,245.08,주말방문집중,521,0.061275,171.93,190
다사626451,162.0,5,0,2,0.0,0.0,79.53,340.16,0.3097,9.2003,19.9,29.1003,0.4558,36.78,11.5371,2,child_zone_cnt(없음) | bus_stop_cnt(없음),미분류,1.3097,1.3333,0.613,1.1154,1.1538,1.0,223.17,통행피크위험,599,0.059164,171.58,191
다사694383,109.0,6,0,1,7.0,1.0,178.45,1432.74,0.4237,29.2014,112.9756,142.177,0.4835,33.43,33.4961,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,2.4237,1.3333,0.5572,1.335,1.5,1.0,393.02,노인밀집거주 | 교통약자유동多 | 통행피크위험,226,0.571782,171.32,192
다사646461,143.0,12,0,1,0.0,0,429.71,1944.51,0.2698,103.5741,194.395,297.9691,0.4814,25.06,89.3515,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2698,1.6667,0.4177,1.8935,1.5,1.0,359.05,통행피크위험,286,0.196874,171.15,193
다사668438,138.0,2,0,2,39.0,0.2847,31.2,228.37,0.3214,16.8941,20.1725,37.0666,0.6326,24.05,65.198,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.6061,1.8333,0.4008,1.652,1.2781,1.0663,366.66,노인밀집거주 | 주말방문집중 | 통행피크위험,274,0.239972,171.12,194
다사737491,144.0,3,0,2,79.0,0.3147,98.55,628.68,0.4221,9.9303,38.9725,48.9028,0.2079,,,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),미분류,1.7368,1.6667,1.0,1.0,1.4627,1.0,609.71,노인밀집거주 | 교통약자유동多 | 통행피크위험,96,0.188252,171.11,195
다사683445,146.0,3,0,2,31.0,0.1281,142.8,646.97,0.3328,12.9478,32.3817,45.3295,0.5837,38.74,77.7344,1,child_zone_cnt(없음),미분류,1.4609,1.1667,0.6457,1.7773,1.407,1.0418,418.6,주말방문집중 | 통행피크위험,188,0.169162,170.7,196
다사634448,147.0,4,0,2,25.0,0.1852,50.14,256.6,0.3232,8.9186,16.3312,25.2498,0.5733,37.11,16.0637,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.5084,1.6667,0.6185,1.1606,1.0938,1.0366,300.79,주말방문집중 | 통행피크위험,380,0.15871,170.33,197
다사621121,154.0,4,0,2,0.0,0,1037.58,1321.86,0.2173,29.3348,70.3614,99.6962,0.5839,28.81,43.8202,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),일반상업,1.2173,1.5,0.4802,1.4382,1.5,1.042,303.54,주말방문집중 | 통행피크위험 | 상업지역,370,0.105428,170.24,198
다사704401,155.0,5,0,2,0.0,0.0,33.25,183.64,0.3866,10.505,42.1091,52.6141,0.4813,30.0,41.416,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3866,1.8333,0.5,1.4142,1.5,1.0,417.92,교통약자유동多 | 통행피크위험,191,0.096425,169.95,199
다사623321,147.0,4,0,2,45.0,0.1355,65.41,247.08,0.3233,1.9353,5.8834,7.8187,0.539,43.7,49.8025,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),아파트,1.4588,1.6667,0.7283,1.498,1.0,1.0195,397.54,주거밀집,215,0.15535,169.84,200
다사660312,144.0,3,0,2,0.0,0.0,890.6,2502.6,0.3357,142.014,130.0061,272.0201,0.6098,26.92,60.2118,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3357,1.8333,0.4487,1.6021,1.5,1.0549,401.1,주말방문집중 | 통행피크위험,214,0.179215,169.81,201
다사652463,151.0,13,0,1,0.0,0,178.8,1012.02,0.2832,61.5377,96.9923,158.53,0.6119,29.46,33.7768,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2832,1.6667,0.491,1.3378,1.5,1.056,336.01,주말방문집중 | 통행피크위험,323,0.12305,169.58,202
다사678372,138.0,2,0,2,30.0,0.2439,123.31,934.86,0.3469,14.742,51.1561,65.8981,0.5694,27.02,55.6865,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.5908,2.0,0.4503,1.5569,1.5,1.0347,477.74,노인밀집거주 | 교통약자유동多 | 주말방문집중 | 통행피크위험,141,0.227603,169.41,203
다사655121,162.0,5,0,2,0.0,0.0,746.02,483.42,0.3009,10.8538,19.8892,30.743,0.5462,,,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),단독주택,1.3009,1.5,1.0,1.0,1.1795,1.0231,381.48,통행피크위험 | 주거밀집,248,0.042612,168.9,204
다사663432,146.0,3,0,2,0.0,0,103.11,727.15,0.2853,103.4033,77.6634,181.0667,0.6342,22.2,66.5713,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2853,2.0,0.37,1.6657,1.5,1.0671,370.24,주말방문집중 | 통행피크위험,266,0.156739,168.88,205
다사690379,138.0,2,0,2,68.0,0.2615,24.21,165.95,0.3709,2.8852,11.5486,14.4338,0.6567,23.71,66.1221,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.6324,1.6667,0.3952,1.6612,1.0,1.0784,265.82,노인밀집거주 | 교통약자유동多 | 주말방문집중,460,0.219988,168.36,206
다사543138,138.0,2,0,2,82.0,0.2877,39.48,140.75,0.3205,5.4183,9.1363,14.5546,0.2113,27.04,71.2503,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.6082,1.5,0.4507,1.7125,1.0,1.0,256.94,노인밀집거주,481,0.218466,168.15,207
다사662437,141.0,10,0,1,0.0,0,706.44,6321.71,0.298,96.2453,191.7853,288.0306,0.6221,27.54,71.0306,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.298,1.8333,0.459,1.7103,1.5,1.061,419.2,주말방문집중 | 통행피크위험,187,0.191734,168.03,208
다사588122,154.0,4,0,2,0.0,0.0,318.75,721.67,0.3248,13.5741,40.7842,54.3583,0.5248,23.69,51.6551,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3248,1.3333,0.3948,1.5166,1.5,1.0124,247.34,통행피크위험,511,0.08909,167.72,209
다사665334,138.0,2,0,2,58.0,0.2458,182.94,665.46,0.3296,16.9983,43.4514,60.4497,0.5977,28.19,34.2366,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.5754,2.0,0.4698,1.3424,1.5,1.0488,431.4,노인밀집거주 | 주말방문집중 | 통행피크위험,171,0.213799,167.5,210
다사722501,153.0,15,0,1,0.0,0,165.38,727.29,0.2713,11.9627,40.0703,52.033,0.1599,30.05,57.9282,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cam_cnt(부족) | bus_stop_cnt(없음),자족기능확보시설,1.2713,1.6667,0.5008,1.5793,1.5,1.0,384.61,통행피크위험,242,0.091634,167.02,211
다사635446,146.0,3,0,2,34.0,0.1878,27.88,112.53,0.331,3.293,5.9483,9.2413,0.5679,39.84,9.6965,1,child_zone_cnt(없음),미분류,1.5188,1.1667,0.664,1.097,1.0,1.034,194.85,주말방문집중,748,0.140116,166.46,212
다사651328,152.0,4,0,2,0.0,0,21.64,79.52,0.2481,1.0761,4.0151,5.0912,0.2466,55.06,48.2043,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),하천,1.2481,2.0,0.9177,1.482,1.0,1.0,516.03,일반,125,0.09468,166.39,213
다사648304,146.0,3,0,2,0.0,0,43.48,246.64,0.2346,2.3347,7.2616,9.5963,0.6988,79.07,67.4725,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2346,2.0,1.3178,1.6747,1.0,1.0994,874.68,주말방문집중 | 고속도로위험,51,0.1365,165.93,214
다사669455,147.0,4,0,2,0.0,0,309.43,1422.72,0.3573,42.8192,123.8336,166.6528,0.5639,33.48,38.9588,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.3573,1.3333,0.558,1.3896,1.5,1.032,319.31,교통약자유동多 | 주말방문집중 | 통행피크위험,343,0.122577,165.02,215
다사595126,154.0,4,0,2,0.0,0,16.07,20.72,0.3255,1.0037,3.2306,4.2343,0.4182,32.45,22.8486,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3255,1.8333,0.5408,1.2285,1.0,1.0,248.63,일반,507,0.067543,164.4,216
다사572110,146.0,3,0,2,0.0,0,1.96,13.05,0.2465,0.0758,0.4804,0.5562,0.9517,,96.7504,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.2465,2.0,1.0,1.9675,1.0,1.2258,877.83,주말방문집중,50,0.12227,163.85,217
다사638123,149.0,13,0,1,0.0,0,91.35,230.62,0.1976,19.1023,15.1805,34.2828,0.635,42.5,48.0935,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),공공공지,1.1976,1.5,0.7083,1.4809,1.2347,1.0675,370.05,주말방문집중 | 통행피크위험,267,0.096806,163.42,218
다사651075,151.0,13,0,1,0.0,0,223.24,232.99,0.2623,9.3623,31.5683,40.9306,0.449,,36.2278,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공공공지,1.2623,1.8333,1.0,1.3623,1.3384,1.0,637.14,통행피크위험,87,0.074396,162.23,219
다사669390,138.0,2,0,2,0.0,0,706.29,3712.3,0.2792,29.3997,89.779,119.1787,0.4818,79.53,87.8619,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.2792,1.8333,1.3255,1.8786,1.5,1.0,1208.81,통행피크위험 | 고속도로위험,26,0.174056,162.02,220
다사673371,126.0,16,0,0,23.0,0.2447,394.12,3351.9,0.3471,56.4002,206.4956,262.8958,0.4945,18.75,74.7834,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.5918,1.5,0.3125,1.7478,1.5,1.0,246.48,노인밀집거주 | 교통약자유동多 | 통행피크위험,515,0.283221,161.69,221
다사718530,138.0,2,0,2,65.0,0.261,13.91,34.43,0.2848,0.5636,5.8437,6.4073,0.0453,29.57,30.5659,2,child_zone_cnt(없음) | speedbump_cnt(없음),도로,1.5458,1.3333,0.4928,1.3057,1.0,1.0,183.01,노인밀집거주,831,0.168027,161.19,222
다사669426,146.0,3,0,2,0.0,0.0,54.18,277.85,0.3003,8.5998,16.1212,24.721,0.5084,27.0,61.921,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3003,1.8333,0.45,1.6192,1.0855,1.0042,276.43,통행피크위험,433,0.099677,160.55,223
다사610123,139.0,11,0,1,0.0,0,900.7,1633.43,0.236,61.4836,168.2723,229.7559,0.4703,25.91,48.0949,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),광장,1.236,1.8333,0.4318,1.4809,1.5,1.0,302.11,통행피크위험,375,0.151751,160.09,224
다사672371,109.0,6,0,1,57.0,0.5182,530.97,4604.86,0.3425,83.6636,305.9195,389.5831,0.5045,15.18,83.617,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.8607,1.6667,0.253,1.8362,1.5,1.0022,236.07,노인밀집거주 | 교통약자유동多 | 통행피크위험,549,0.457349,158.85,225
다사657318,146.0,3,0,2,0.0,0,79.94,259.43,0.2856,4.4472,15.1828,19.63,0.3474,49.93,32.6392,5,crosswalk_cnt(없음) | child_zone_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),공공공지,1.2856,1.8333,0.8322,1.3264,1.0061,1.0,382.15,통행피크위험,247,0.085696,158.51,226
다사616112,138.0,2,0,2,53.0,0.1893,35.81,35.46,0.2944,0.7725,3.187,3.9595,0.158,30.22,39.5312,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),녹지,1.4837,1.5,0.5037,1.3953,1.0,1.0,215.85,일반,641,0.148191,158.45,227
다사684381,125.0,9,0,1,72.0,0.3258,51.69,310.0,0.3711,20.6014,72.5197,93.1211,0.4708,22.29,75.3243,2,child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.6969,1.3333,0.3715,1.7532,1.5,1.0,276.3,노인밀집거주 | 교통약자유동多 | 통행피크위험,434,0.265644,158.21,228
다사729481,146.0,3,0,2,0.0,0,3.59,28.68,0.2785,0.109,1.1672,1.2762,0.4776,38.45,44.598,4,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2785,1.6667,0.6408,1.446,1.0,1.0,288.27,일반,407,0.081822,157.95,229
다사664439,138.0,2,0,2,0.0,0,121.57,1075.38,0.318,69.4608,71.5558,141.0166,0.5331,16.52,90.8442,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.318,1.5,0.2753,1.9084,1.5,1.0166,218.58,통행피크위험,625,0.142539,157.67,230
다사723506,146.0,3,0,2,0.0,0,86.22,212.52,0.2978,8.4977,23.1528,31.6505,0.336,27.41,47.0451,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),근린상업,1.2978,1.5,0.4568,1.4705,1.1936,1.0,227.88,통행피크위험 | 상업지역,578,0.07856,157.47,231
다사758484,146.0,3,0,2,0.0,0,200.84,1691.37,0.3868,11.2205,23.6747,34.8952,0.4046,34.27,22.642,5,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),미분류,1.3868,1.8333,0.5712,1.2264,1.2442,1.0,323.53,교통약자유동多 | 통행피크위험,337,0.078222,157.42,232
다사402114,138.0,2,0,2,0.0,0,254.16,1239.78,0.2941,33.8273,43.0531,76.8804,0.4791,36.92,99.2659,3,child_zone_cnt(없음) | speedbump_cnt(없음) | bus_stop_cnt(없음),미분류,1.2941,1.5,0.6153,1.9927,1.5,1.0,492.67,통행피크위험,135,0.13732,156.95,233
다사671369,118.0,9,0,1,33.0,0.1158,914.52,8501.36,0.3231,113.6478,452.7937,566.4415,0.4805,8.23,98.9932,3,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음),미분류,1.4389,1.5,0.1372,1.9899,1.5,1.0,104.3,통행피크위험,1350,0.327902,156.69,234
다사663280,146.0,3,0,2,0.0,0,9.43,86.01,0.3804,2.8611,5.6467,8.5078,0.5423,28.72,28.0793,4,child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음),미분류,1.3804,1.6667,0.4787,1.2808,1.0,1.0212,210.32,교통약자유동多,666,0.070977,156.36,235
다사607125,144.0,3,0,2,0.0,0,96.15,153.96,0.2516,8.2923,22.2467,30.539,0.4725,37.27,21.3754,6,crosswalk_cnt(없음) | child_zone_cnt(없음) | speedbump_cnt(없음) | cctv_cnt(없음) | cctv_cam_cnt(없음) | bus_stop_cnt(없음),녹지,1.2516,2.0,0.6212,1.2138,1.1763,1.0,319.71,통행피크위험,341,0.082271,155.85,236
