gid,sigungu,pop_0to12
다사700397,성남시,20
다사707403,성남시,19
다사701398,성남시,16
다사701399,성남시,16
다사702399,성남시,24
다사708404,성남시,19
다사705404,성남시,13
다사706404,성남시,12
다사700400,성남시,10
다사701396,성남시,10
다사706405,성남시,9
다사701401,성남시,10
다사703399,성남시,10
다사707405,성남시,8
다사701397,성남시,5
다사704403,성남시,7
다사700396,성남시,8
다사702401,성남시,6
다사703400,성남시,6
다사702398,성남시,2
다사704404,성남시,2
다사706403,성남시,2
다사707404,성남시,5
다사705403,성남시,0
다사623299,성남시,134
다사622299,성남시,113
다사622295,성남시,109
다사620319,성남시,87
다사616297,성남시,79
다사619295,성남시,80
다사620323,성남시,80
다사621296,성남시,71
다사617299,성남시,80
다사620327,성남시,70
다사618307,성남시,78
다사613324,성남시,71
다사621326,성남시,65
다사623322,성남시,62
다사620305,성남시,63
다사619306,성남시,67
다사620307,성남시,65
다사618305,성남시,56
다사620300,성남시,74
다사623324,성남시,57
다사621300,성남시,66
다사623321,성남시,51
다사620320,성남시,59
다사617308,성남시,60
다사619296,성남시,55
다사619297,성남시,56
다사621320,성남시,48
다사619294,성남시,59
다사618308,성남시,56
다사632322,성남시,46
다사620306,성남시,46
다사616299,성남시,48
다사621328,성남시,43
다사621327,성남시,43
다사623327,성남시,41
다사620322,성남시,45
다사616306,성남시,47
다사621299,성남시,45
다사623325,성남시,46
다사632321,성남시,40
다사621321,성남시,37
다사622296,성남시,39
다사623298,성남시,41
다사619300,성남시,46
다사622318,성남시,35
다사622319,성남시,35
다사617304,성남시,34
다사618324,성남시,32
다사617298,성남시,37
다사622321,성남시,30
다사618295,성남시,38
다사620296,성남시,38
다사621317,성남시,29
다사624327,성남시,30
다사622317,성남시,29
다사623323,성남시,30
다사620294,성남시,33
다사622300,성남시,36
다사622320,성남시,26
다사617325,성남시,25
다사622301,성남시,33
다사616298,성남시,28
다사616296,성남시,28
다사620328,성남시,25
다사624326,성남시,25
다사620326,성남시,24
다사621295,성남시,21
다사618304,성남시,25
다사620295,성남시,26
다사621318,성남시,20
다사619307,성남시,27
다사617305,성남시,22
다사621301,성남시,29
다사619325,성남시,20
다사621322,성남시,23
다사622322,성남시,22
다사618306,성남시,23
다사620293,성남시,19
다사622316,성남시,18
다사623326,성남시,18
다사617306,성남시,18
다사622328,성남시,15
다사618303,성남시,21
다사618323,성남시,14
다사620299,성남시,21
다사617301,성남시,17
다사611327,성남시,14
다사621323,성남시,16
다사608327,성남시,15
다사609326,성남시,15
다사609327,성남시,15
다사615307,성남시,15
다사616305,성남시,12
다사616307,성남시,15
다사617295,성남시,15
다사618296,성남시,15
다사622323,성남시,18
다사619318,성남시,11
다사610327,성남시,10
다사614327,성남시,10
다사616301,성남시,12
다사617294,성남시,9
다사619326,성남시,10
다사624324,성남시,9
다사630324,성남시,12
다사631324,성남시,10
다사611326,성남시,10
다사613327,성남시,10
다사616324,성남시,8
다사618302,성남시,10
다사618327,성남시,8
다사619327,성남시,10
다사625326,성남시,8
다사626323,성남시,8
다사627328,성남시,8
다사628323,성남시,10
다사633325,성남시,8
다사616327,성남시,8
다사623328,성남시,7
다사625324,성남시,7
다사607326,성남시,8
다사609293,성남시,8
다사610326,성남시,6
다사612327,성남시,8
다사612328,성남시,8
다사614326,성남시,6
다사614328,성남시,6
다사615294,성남시,8
다사615308,성남시,8
다사615326,성남시,6
다사615327,성남시,6
다사615328,성남시,6
다사616293,성남시,8
다사616295,성남시,6
다사617293,성남시,8
다사617302,성남시,6
다사617303,성남시,6
다사617326,성남시,3
다사617327,성남시,6
다사619303,성남시,8
다사619304,성남시,8
다사620303,성남시,8
다사622327,성남시,6
다사624325,성남시,6
다사624328,성남시,3
다사625327,성남시,8
다사625329,성남시,6
다사626325,성남시,6
다사626328,성남시,6
다사626329,성남시,8
다사626330,성남시,6
다사627326,성남시,6
다사627327,성남시,6
다사627329,성남시,8
다사627330,성남시,8
다사628324,성남시,3
다사628326,성남시,8
다사629323,성남시,6
다사629324,성남시,8
다사629326,성남시,8
다사629327,성남시,3
다사630326,성남시,8
다사630327,성남시,6
다사631323,성남시,8
다사631327,성남시,6
다사632323,성남시,6
다사632324,성남시,6
다사632325,성남시,8
다사633318,성남시,6
다사596300,성남시,5
다사597313,성남시,5
다사598305,성남시,5
다사598306,성남시,2
다사606326,성남시,2
다사607327,성남시,5
다사608326,성남시,5
다사611328,성남시,2
다사612326,성남시,5
다사613326,성남시,5
다사613328,성남시,5
다사614325,성남시,5
다사615324,성남시,2
다사616289,성남시,5
다사616326,성남시,2
다사617296,성남시,5
다사617323,성남시,5
다사618326,성남시,5
다사618328,성남시,2
다사619328,성남시,5
다사620304,성남시,5
다사620318,성남시,2
다사621304,성남시,2
다사623304,성남시,2
다사625307,성남시,5
다사625323,성남시,5
다사625325,성남시,5
다사625328,성남시,2
다사626307,성남시,5
다사626309,성남시,5
다사626311,성남시,5
다사626312,성남시,2
다사626326,성남시,5
다사626327,성남시,5
다사628322,성남시,2
다사628325,성남시,2
다사628327,성남시,5
다사629322,성남시,5
다사629325,성남시,2
다사629328,성남시,5
다사630322,성남시,2
다사630323,성남시,2
다사630328,성남시,5
다사631322,성남시,2
다사631326,성남시,2
다사631328,성남시,5
다사632326,성남시,5
다사632327,성남시,2
다사583305,성남시,0
다사597305,성남시,0
다사598298,성남시,0
다사598310,성남시,0
다사601327,성남시,0
다사602295,성남시,0
다사602328,성남시,0
다사603295,성남시,0
다사604295,성남시,0
다사609294,성남시,0
다사609308,성남시,0
다사609323,성남시,0
다사610292,성남시,0
다사615325,성남시,0
다사617324,성남시,0
다사618294,성남시,0
다사627323,성남시,0
다사628328,성남시,0
다사632328,성남시,0
다사688415,성남시,287
다사689415,성남시,260
다사692414,성남시,163
다사686409,성남시,125
다사687409,성남시,118
다사681416,성남시,140
다사693416,성남시,120
다사681414,성남시,127
다사693415,성남시,94
다사681415,성남시,106
다사687410,성남시,87
다사688409,성남시,90
다사691414,성남시,84
다사687408,성남시,88
다사692413,성남시,87
다사689416,성남시,105
다사688408,성남시,80
다사691416,성남시,88
다사686408,성남시,79
다사679416,성남시,88
다사688416,성남시,86
다사694412,성남시,78
다사691411,성남시,72
다사693414,성남시,71
다사689414,성남시,85
다사680416,성남시,74
다사691415,성남시,72
다사686407,성남시,56
다사695412,성남시,63
다사680417,성남시,50
다사685408,성남시,50
다사692411,성남시,46
다사682409,성남시,49
다사685407,성남시,43
다사683408,성남시,50
다사686410,성남시,39
다사692415,성남시,43
다사694411,성남시,40
다사695413,성남시,44
다사693412,성남시,38
다사682413,성남시,42
다사679415,성남시,44
다사688410,성남시,40
다사686415,성남시,43
다사693413,성남시,33
다사676414,성남시,45
다사679412,성남시,35
다사680415,성남시,37
다사693411,성남시,31
다사681413,성남시,34
다사684408,성남시,32
다사685406,성남시,32
다사689408,성남시,30
다사683407,성남시,31
다사687414,성남시,37
다사692412,성남시,27
다사682417,성남시,31
다사692409,성남시,31
다사691408,성남시,27
다사683417,성남시,29
다사679417,성남시,26
다사675415,성남시,27
다사680408,성남시,33
다사686416,성남시,30
다사687415,성남시,30
다사689411,성남시,27
다사686403,성남시,32
다사686412,성남시,27
다사687416,성남시,32
다사694413,성남시,25
다사682410,성남시,27
다사692416,성남시,23
다사679413,성남시,24
다사682415,성남시,25
다사684413,성남시,25
다사687403,성남시,25
다사690411,성남시,23
다사679408,성남시,24
다사680409,성남시,23
다사692408,성남시,19
다사695414,성남시,25
다사675414,성남시,18
다사681417,성남시,19
다사682408,성남시,24
다사687402,성남시,22
다사693408,성남시,23
다사682414,성남시,22
다사681410,성남시,21
다사681412,성남시,17
다사682412,성남시,17
다사696414,성남시,17
다사680412,성남시,17
다사686404,성남시,16
다사686406,성남시,18
다사695411,성남시,17
다사685416,성남시,17
다사690408,성남시,15
다사675417,성남시,12
다사685413,성남시,12
다사689407,성남시,12
다사680410,성남시,16
다사683413,성남시,12
다사679410,성남시,14
다사679411,성남시,14
다사681409,성남시,16
다사684412,성남시,9
다사689406,성남시,10
다사675416,성남시,10
다사678416,성남시,10
다사679409,성남시,10
다사680407,성남시,10
다사680413,성남시,10
다사681408,성남시,13
다사683412,성남시,8
다사683414,성남시,10
다사684406,성남시,8
다사685403,성남시,13
다사685404,성남시,8
다사685412,성남시,10
다사687404,성남시,10
다사687406,성남시,8
다사689412,성남시,13
다사690407,성남시,10
다사693407,성남시,10
다사676415,성남시,6
다사677414,성남시,6
다사682406,성남시,8
다사686414,성남시,3
다사687407,성남시,6
다사688405,성남시,6
다사688406,성남시,8
다사688407,성남시,6
다사676416,성남시,2
다사677416,성남시,5
다사678415,성남시,5
다사679407,성남시,5
다사681407,성남시,5
다사682405,성남시,2
다사685414,성남시,2
다사686413,성남시,5
다사689405,성남시,5
다사677415,성남시,0
다사678408,성남시,0
다사685415,성남시,0
다사702391,성남시,65
다사705392,성남시,52
다사702393,성남시,50
다사702392,성남시,32
다사706392,성남시,32
다사703394,성남시,30
다사707393,성남시,28
다사702394,성남시,18
다사704392,성남시,15
다사708393,성남시,17
다사706393,성남시,15
다사703392,성남시,13
다사704394,성남시,10
다사703393,성남시,8
다사703396,성남시,36
다사707397,성남시,32
다사709400,성남시,35
다사704395,성남시,29
다사709403,성남시,26
다사702396,성남시,26
다사704397,성남시,23
다사705397,성남시,22
다사708399,성남시,20
다사705399,성남시,19
다사707402,성남시,20
다사706397,성남시,19
다사705401,성남시,19
다사708400,성남시,19
다사709402,성남시,20
다사702395,성남시,20
다사706396,성남시,19
다사708397,성남시,18
다사707398,성남시,18
다사708398,성남시,18
다사708403,성남시,18
다사709401,성남시,17
다사707401,성남시,14
다사703397,성남시,15
다사704399,성남시,15
다사709399,성남시,16
다사705395,성남시,12
다사701395,성남시,12
다사705398,성남시,12
다사706401,성남시,15
다사705396,성남시,10
다사706402,성남시,12
다사703398,성남시,11
다사706398,성남시,10
다사703395,성남시,10
다사704396,성남시,13
다사706400,성남시,10
다사707399,성남시,10
다사707400,성남시,10
다사708396,성남시,10
다사708401,성남시,10
다사705400,성남시,4
다사704398,성남시,6
다사706395,성남시,6
다사707396,성남시,6
다사709397,성남시,8
다사709404,성남시,6
다사708402,성남시,5
다사706399,성남시,0
다사670329,성남시,95
다사670331,성남시,74
다사681324,성남시,85
다사666324,성남시,75
다사670333,성남시,59
다사668323,성남시,73
다사669338,성남시,55
다사669321,성남시,67
다사669332,성남시,47
다사669335,성남시,47
다사670328,성남시,54
다사670339,성남시,48
다사670337,성남시,46
다사670325,성남시,48
다사669333,성남시,37
다사670330,성남시,39
다사670335,성남시,38
다사670326,성남시,47
다사667323,성남시,45
다사669322,성남시,47
다사670338,성남시,29
다사680324,성남시,40
다사667324,성남시,36
다사668322,성남시,34
다사668330,성남시,33
다사670332,성남시,28
다사670324,성남시,32
다사667325,성남시,30
다사670321,성남시,35
다사670336,성남시,26
다사669323,성남시,27
다사668339,성남시,23
다사668325,성남시,23
다사680323,성남시,16
다사670327,성남시,19
다사669324,성남시,21
다사668335,성남시,18
다사669325,성남시,18
다사669339,성남시,15
다사682325,성남시,21
다사669326,성남시,17
다사668329,성남시,15
다사670322,성남시,13
다사669327,성남시,12
다사669328,성남시,12
다사677324,성남시,16
다사668324,성남시,12
다사668328,성남시,12
다사669330,성남시,12
다사669336,성남시,12
다사672333,성남시,15
다사674333,성남시,12
다사677325,성남시,15
다사677326,성남시,12
다사682324,성남시,12
다사669331,성남시,6
다사676324,성남시,10
다사668338,성남시,8
다사669329,성남시,10
다사670323,성남시,8
다사670334,성남시,10
다사673333,성남시,8
다사675329,성남시,10
다사676330,성남시,10
다사676334,성남시,10
다사677331,성남시,10
다사669334,성남시,8
다사672332,성남시,6
다사673334,성남시,6
다사674324,성남시,6
다사674329,성남시,8
다사675331,성남시,8
다사676325,성남시,6
다사676331,성남시,6
다사677332,성남시,6
다사677333,성남시,8
다사678324,성남시,6
다사672331,성남시,5
다사673332,성남시,5
다사674325,성남시,2
다사674332,성남시,5
다사674334,성남시,5
다사675325,성남시,5
다사675328,성남시,5
다사675330,성남시,5
다사675332,성남시,2
다사676326,성남시,5
다사676332,성남시,2
다사676333,성남시,2
다사677323,성남시,5
다사677334,성남시,5
다사678323,성남시,5
다사678331,성남시,5
다사678333,성남시,2
다사678334,성남시,5
다사681323,성남시,2
다사671333,성남시,0
다사672327,성남시,0
다사674331,성남시,0
다사676323,성남시,0
다사677330,성남시,0
다사678330,성남시,0
다사665335,성남시,107
다사664335,성남시,60
다사664336,성남시,53
다사663340,성남시,53
다사665330,성남시,56
다사666339,성남시,39
다사665338,성남시,44
다사664340,성남시,38
다사665337,성남시,37
다사664334,성남시,33
다사665331,성남시,41
다사664338,성남시,30
다사666338,성남시,34
다사665340,성남시,25
다사664331,성남시,27
다사664337,성남시,26
다사664330,성남시,28
다사664328,성남시,24
다사664332,성남시,21
다사665336,성남시,20
다사664339,성남시,19
다사664329,성남시,20
다사666340,성남시,16
다사665339,성남시,14
다사665327,성남시,18
다사665332,성남시,14
다사664333,성남시,14
다사665329,성남시,17
다사663339,성남시,14
다사665328,성남시,16
다사665334,성남시,17
다사666332,성남시,16
다사665333,성남시,12
다사666329,성남시,15
다사666334,성남시,11
다사666335,성남시,10
다사666330,성남시,7
다사666328,성남시,6
다사652303,성남시,165
다사650303,성남시,130
다사651289,성남시,104
다사651307,성남시,103
다사650307,성남시,93
다사651287,성남시,106
다사651305,성남시,77
다사651306,성남시,76
다사650302,성남시,73
다사652287,성남시,83
다사652289,성남시,65
다사650292,성남시,68
다사650304,성남시,68
다사650300,성남시,51
다사652305,성남시,44
다사655307,성남시,46
다사650291,성남시,49
다사650293,성남시,48
다사652309,성남시,41
다사652308,성남시,43
다사652291,성남시,36
다사651308,성남시,34
다사652307,성남시,31
다사651301,성남시,27
다사654306,성남시,30
다사651292,성남시,28
다사652288,성남시,32
다사651302,성남시,27
다사652301,성남시,27
다사651300,성남시,24
다사651288,성남시,25
다사652306,성남시,22
다사651291,성남시,21
다사652294,성남시,20
다사650297,성남시,20
다사652299,성남시,16
다사652293,성남시,12
다사650301,성남시,15
다사651290,성남시,10
다사651293,성남시,8
다사656306,성남시,6
다사650299,성남시,5
다사650313,성남시,5
다사651294,성남시,0
다사651304,성남시,0
다사663294,성남시,43
다사665294,성남시,52
다사665296,성남시,41
다사663296,성남시,43
다사663298,성남시,44
다사660296,성남시,56
다사664294,성남시,47
다사665295,성남시,30
다사663295,성남시,33
다사663297,성남시,40
다사664295,성남시,36
다사664297,성남시,25
다사661295,성남시,30
다사665297,성남시,24
다사666296,성남시,26
다사659294,성남시,23
다사664296,성남시,20
다사661296,성남시,22
다사660294,성남시,19
다사660299,성남시,20
다사661294,성남시,15
다사662300,성남시,19
다사661299,성남시,20
다사660297,성남시,16
다사659295,성남시,15
다사659296,성남시,15
다사660295,성남시,15
다사661301,성남시,12
다사662299,성남시,12
다사659297,성남시,13
다사661297,성남시,10
다사661298,성남시,10
다사662295,성남시,10
다사664298,성남시,7
다사659299,성남시,6
다사660301,성남시,6
다사661300,성남시,8
다사662296,성남시,8
다사659298,성남시,2
다사659300,성남시,2
다사660298,성남시,2
다사660300,성남시,2
다사662298,성남시,5
다사659301,성남시,0
다사660285,성남시,157
다사661284,성남시,99
다사664290,성남시,83
다사661290,성남시,65
다사662293,성남시,62
다사663290,성남시,55
다사665290,성남시,57
다사665292,성남시,52
다사661292,성남시,43
다사665291,성남시,53
다사664293,성남시,42
다사663293,성남시,38
다사664292,성남시,41
다사661285,성남시,42
다사659290,성남시,40
다사664291,성남시,38
다사659293,성남시,34
다사660293,성남시,25
다사665293,성남시,36
다사660291,성남시,27
다사660290,성남시,26
다사659291,성남시,26
다사667288,성남시,22
다사661293,성남시,19
다사662290,성남시,20
다사667287,성남시,21
다사669290,성남시,18
다사662291,성남시,13
다사668290,성남시,13
다사666288,성남시,15
다사669289,성남시,12
다사668289,성남시,11
다사666289,성남시,10
다사658291,성남시,10
다사660292,성남시,8
다사667289,성남시,10
다사668291,성남시,10
다사658292,성남시,3
다사661291,성남시,8
다사663291,성남시,6
다사665288,성남시,6
다사665289,성남시,6
다사666287,성남시,6
다사666290,성남시,6
다사668287,성남시,6
다사657290,성남시,2
다사658290,성남시,5
다사667286,성남시,5
다사667290,성남시,5
다사668288,성남시,5
다사655290,성남시,0
다사656290,성남시,0
다사667291,성남시,0
다사670289,성남시,0
다사670290,성남시,0
다사658295,성남시,81
다사658296,성남시,62
다사655294,성남시,55
다사657294,성남시,54
다사655296,성남시,53
다사658297,성남시,51
다사657293,성남시,45
다사654295,성남시,43
다사655295,성남시,42
다사658294,성남시,37
다사656294,성남시,21
다사657297,성남시,21
다사654293,성남시,20
다사655293,성남시,16
다사657292,성남시,19
다사655292,성남시,15
다사656295,성남시,18
다사656304,성남시,16
다사656296,성남시,12
다사657295,성남시,15
다사656297,성남시,13
다사657296,성남시,12
다사659303,성남시,12
다사655301,성남시,12
다사655302,성남시,12
다사657305,성남시,12
다사655300,성남시,10
다사657291,성남시,14
다사657302,성남시,9
다사656293,성남시,10
다사656305,성남시,10
다사654301,성남시,6
다사655305,성남시,6
다사656291,성남시,6
다사656301,성남시,6
다사657298,성남시,3
다사657299,성남시,8
다사657301,성남시,6
다사657303,성남시,8
다사657304,성남시,6
다사658301,성남시,6
다사658302,성남시,6
다사654292,성남시,5
다사654300,성남시,2
다사654302,성남시,5
다사655304,성남시,5
다사656292,성남시,5
다사656300,성남시,5
다사656302,성남시,5
다사656303,성남시,5
다사657300,성남시,2
다사658300,성남시,2
다사658303,성남시,2
다사658304,성남시,5
다사655297,성남시,0
다사688377,성남시,156
다사687377,성남시,133
다사688376,성남시,90
다사689374,성남시,75
다사689375,성남시,66
다사690375,성남시,66
다사688375,성남시,53
다사697381,성남시,52
다사688378,성남시,58
다사690377,성남시,53
다사690379,성남시,51
다사691380,성남시,45
다사689376,성남시,40
다사690376,성남시,38
다사691377,성남시,30
다사697380,성남시,21
다사690374,성남시,22
다사690378,성남시,26
다사692380,성남시,26
다사696383,성남시,19
다사691379,성남시,21
다사695381,성남시,13
다사696380,성남시,13
다사696381,성남시,17
다사696382,성남시,13
다사694381,성남시,12
다사693381,성남시,8
다사694380,성남시,6
다사694382,성남시,6
다사695380,성남시,6
다사695382,성남시,8
다사693380,성남시,0
다사672385,성남시,23
다사671380,성남시,26
다사668381,성남시,19
다사669379,성남시,20
다사672386,성남시,18
다사673383,성남시,18
다사671385,성남시,18
다사671388,성남시,20
다사670380,성남시,21
다사671381,성남시,18
다사672382,성남시,18
다사672383,성남시,16
다사671382,성남시,16
다사671384,성남시,15
다사672381,성남시,15
다사669380,성남시,12
다사669384,성남시,15
다사673381,성남시,12
다사667379,성남시,14
다사671383,성남시,11
다사668382,성남시,10
다사669383,성남시,10
다사668379,성남시,10
다사668380,성남시,10
다사670381,성남시,10
다사670385,성남시,10
다사670388,성남시,10
다사671387,성남시,10
다사672384,성남시,10
다사673382,성남시,10
다사674381,성남시,10
다사668383,성남시,3
다사669381,성남시,8
다사669382,성남시,6
다사669385,성남시,8
다사670384,성남시,6
다사670386,성남시,8
다사670387,성남시,6
다사672380,성남시,6
다사667380,성남시,5
다사667381,성남시,2
다사667382,성남시,2
다사668384,성남시,5
다사668385,성남시,2
다사669386,성남시,5
다사670382,성남시,5
다사670383,성남시,5
다사668386,성남시,0
다사675390,성남시,83
다사676390,성남시,75
다사676384,성남시,36
다사677382,성남시,40
다사677385,성남시,32
다사678385,성남시,28
다사679385,성남시,27
다사678388,성남시,21
다사679383,성남시,21
다사679386,성남시,21
다사681385,성남시,21
다사678384,성남시,17
다사680386,성남시,20
다사681386,성남시,20
다사677388,성남시,17
다사679390,성남시,18
다사675388,성남시,17
다사678383,성남시,14
다사678386,성남시,11
다사680389,성남시,13
다사675387,성남시,16
다사679384,성남시,13
다사675389,성남시,14
다사676388,성남시,12
다사676387,성남시,12
다사677386,성남시,15
다사677389,성남시,15
다사677387,성남시,11
다사677384,성남시,10
다사680388,성남시,10
다사676385,성남시,10
다사676386,성남시,10
다사676389,성남시,10
다사677383,성남시,10
다사677390,성남시,10
다사679387,성남시,10
다사679388,성남시,10
다사679389,성남시,10
다사680385,성남시,10
다사678389,성남시,8
다사678390,성남시,8
다사680387,성남시,6
다사681384,성남시,8
다사678387,성남시,5
다사678391,성남시,0
다사674382,성남시,27
다사673388,성남시,29
다사676382,성남시,26
다사674383,성남시,20
다사672388,성남시,23
다사675382,성남시,20
다사674385,성남시,23
다사675383,성남시,18
다사675381,성남시,18
다사674387,성남시,17
다사676383,성남시,12
다사673385,성남시,13
다사675385,성남시,12
다사675386,성남시,11
다사674388,성남시,11
다사673387,성남시,10
다사674384,성남시,10
다사673386,성남시,8
다사674386,성남시,6
다사674389,성남시,6
다사675384,성남시,5
다사672387,성남시,0
다사673384,성남시,0
다사682384,성남시,74
다사682386,성남시,38
다사682385,성남시,30
다사681388,성남시,19
다사684385,성남시,20
다사684386,성남시,19
다사683387,성남시,18
다사683385,성남시,13
다사681390,성남시,12
다사682387,성남시,12
다사680390,성남시,12
다사682389,성남시,15
다사682390,성남시,15
다사683386,성남시,12
다사681391,성남시,10
다사683388,성남시,10
다사680391,성남시,6
다사681389,성남시,3
다사681387,성남시,2
다사639321,성남시,131
다사640316,성남시,113
다사641321,성남시,129
다사640320,성남시,134
다사642324,성남시,95
다사639320,성남시,93
다사637321,성남시,91
다사636321,성남시,81
다사641323,성남시,72
다사642316,성남시,92
다사640333,성남시,75
다사643325,성남시,76
다사641316,성남시,81
다사638321,성남시,74
다사636320,성남시,71
다사635320,성남시,56
다사640321,성남시,79
다사642323,성남시,56
다사642321,성남시,66
다사633323,성남시,47
다사634321,성남시,45
다사635321,성남시,44
다사637320,성남시,45
다사641333,성남시,39
다사639335,성남시,35
다사642322,성남시,46
다사642332,성남시,37
다사641317,성남시,44
다사633322,성남시,35
다사643320,성남시,43
다사643323,성남시,34
다사633320,성남시,28
다사640317,성남시,35
다사633321,성남시,28
다사641324,성남시,28
다사642325,성남시,30
다사641332,성남시,23
다사641315,성남시,25
다사634323,성남시,23
다사634326,성남시,17
다사634325,성남시,21
다사640334,성남시,21
다사643324,성남시,24
다사634324,성남시,21
다사640332,성남시,16
다사641322,성남시,18
다사643329,성남시,17
다사644334,성남시,14
다사638333,성남시,14
다사639334,성남시,17
다사642328,성남시,17
다사643328,성남시,14
다사644325,성남시,17
다사642317,성남시,17
다사639324,성남시,13
다사640331,성남시,13
다사641334,성남시,11
다사642337,성남시,16
다사643327,성남시,13
다사644331,성남시,11
다사639337,성남시,11
다사635325,성남시,12
다사638338,성남시,15
다사640335,성남시,12
다사644333,성남시,10
다사645320,성남시,12
다사645325,성남시,15
다사646324,성남시,12
다사642327,성남시,11
다사644332,성남시,9
다사638324,성남시,9
다사638334,성남시,12
다사642329,성남시,10
다사636324,성남시,10
다사636325,성남시,13
다사638325,성남시,10
다사640337,성남시,8
다사641327,성남시,10
다사643335,성남시,10
다사644326,성남시,10
다사644335,성남시,10
다사645330,성남시,10
다사646321,성남시,10
다사646323,성남시,7
다사633319,성남시,8
다사636323,성남시,6
다사637325,성남시,6
다사638332,성남시,6
다사638337,성남시,6
다사639323,성남시,8
다사640323,성남시,6
다사640324,성남시,6
다사641337,성남시,8
다사642336,성남시,6
다사643322,성남시,3
다사643332,성남시,6
다사643336,성남시,6
다사644319,성남시,6
다사644320,성남시,6
다사644327,성남시,6
다사645323,성남시,6
다사645324,성남시,6
다사645327,성남시,6
다사645329,성남시,3
다사645331,성남시,6
다사646322,성남시,8
다사647311,성남시,6
다사647312,성남시,6
다사634318,성남시,2
다사635316,성남시,5
다사635324,성남시,5
다사636315,성남시,5
다사636316,성남시,2
다사637324,성남시,5
다사637337,성남시,5
다사638315,성남시,2
다사638336,성남시,5
다사639325,성남시,5
다사639332,성남시,2
다사639333,성남시,2
다사639338,성남시,5
다사642333,성남시,5
다사643314,성남시,5
다사643333,성남시,5
다사643334,성남시,2
다사644321,성남시,2
다사644324,성남시,2
다사644329,성남시,2
다사644330,성남시,5
다사645310,성남시,2
다사645319,성남시,5
다사645322,성남시,5
다사645326,성남시,2
다사645328,성남시,2
다사646309,성남시,2
다사635326,성남시,0
다사637323,성남시,0
다사638323,성남시,0
다사642335,성남시,0
다사645321,성남시,0
다사646311,성남시,0
다사646325,성남시,0
다사691371,성남시,75
다사691366,성남시,73
다사692367,성남시,71
다사695371,성남시,60
다사696371,성남시,63
다사690366,성남시,52
다사685368,성남시,58
다사692366,성남시,53
다사686367,성남시,44
다사689366,성남시,40
다사677366,성남시,41
다사685367,성남시,28
다사690367,성남시,29
다사694372,성남시,33
다사695372,성남시,28
다사692370,성남시,28
다사692365,성남시,24
다사693366,성남시,20
다사686364,성남시,18
다사687368,성남시,18
다사691367,성남시,18
다사692369,성남시,20
다사687364,성남시,18
다사689365,성남시,14
다사685365,성남시,12
다사695370,성남시,12
다사691365,성남시,15
다사683366,성남시,9
다사691368,성남시,10
다사680366,성남시,10
다사684365,성남시,8
다사688364,성남시,10
다사688365,성남시,10
다사688367,성남시,10
다사688368,성남시,10
다사689364,성남시,10
다사690368,성남시,10
다사690370,성남시,8
다사690371,성남시,8
다사679366,성남시,8
다사684366,성남시,8
다사686365,성남시,6
다사686366,성남시,6
다사687367,성남시,3
다사689368,성남시,8
다사690364,성남시,6
다사690365,성남시,8
다사690369,성남시,6
다사691364,성남시,8
다사691369,성남시,8
다사692368,성남시,3
다사673366,성남시,5
다사678366,성남시,5
다사683365,성남시,5
다사685364,성남시,5
다사685366,성남시,2
다사686368,성남시,5
다사688366,성남시,5
다사689367,성남시,5
다사696370,성남시,2
다사695369,성남시,0
다사703463,하남시,12
다사688465,하남시,8
다사689466,하남시,6
다사690465,하남시,6
다사694469,하남시,8
다사695462,하남시,6
다사695470,하남시,8
다사696463,하남시,6
다사688466,하남시,5
다사689462,하남시,5
다사689465,하남시,5
다사689467,하남시,2
다사692465,하남시,5
다사693469,하남시,5
다사694463,하남시,2
다사695463,하남시,5
다사695475,하남시,2
다사696471,하남시,5
다사696474,하남시,2
다사699462,하남시,2
다사700467,하남시,5
다사701466,하남시,2
다사701467,하남시,2
다사701469,하남시,5
다사702462,하남시,5
다사702463,하남시,5
다사702464,하남시,5
다사704463,하남시,2
다사704464,하남시,5
다사686462,하남시,0
다사688464,하남시,0
다사689464,하남시,0
다사690462,하남시,0
다사690466,하남시,0
다사691461,하남시,0
다사691465,하남시,0
다사691466,하남시,0
다사691468,하남시,0
다사692468,하남시,0
다사693463,하남시,0
다사694467,하남시,0
다사695474,하남시,0
다사696473,하남시,0
다사697465,하남시,0
다사698466,하남시,0
다사698468,하남시,0
다사698469,하남시,0
다사699461,하남시,0
다사699463,하남시,0
다사700469,하남시,0
다사702469,하남시,0
다사710462,하남시,0
다사711461,하남시,0
다사712461,하남시,0
다사695456,하남시,374
다사692450,하남시,208
다사701444,하남시,186
다사698456,하남시,189
다사699453,하남시,167
다사697458,하남시,157
다사693451,하남시,157
다사700449,하남시,134
다사697454,하남시,146
다사701455,하남시,137
다사701459,하남시,146
다사697456,하남시,131
다사696454,하남시,119
다사702455,하남시,150
다사692451,하남시,114
다사703453,하남시,137
다사697455,하남시,114
다사694450,하남시,115
다사700452,하남시,104
다사693452,하남시,116
다사703449,하남시,90
다사703454,하남시,121
다사693450,하남시,105
다사699452,하남시,93
다사703444,하남시,86
다사700454,하남시,95
다사696457,하남시,91
다사702454,하남시,107
다사701458,하남시,96
다사704448,하남시,78
다사693453,하남시,105
다사701448,하남시,84
다사701454,하남시,83
다사697457,하남시,80
다사700453,하남시,77
다사700448,하남시,83
다사696456,하남시,80
다사700458,하남시,84
다사696458,하남시,77
다사698458,하남시,70
다사701447,하남시,73
