v_link_id,vel_mean,vel_min,vel_max,vel_std,probe_mean,ts_vel_mean,ts_vel_min,ts_vel_max,ts_probe_mean,outlier_flag
47824142701,82.5,66.74,89.64,4.93,3861.29,11,7,23,17,True
47824142702,74.26,70.01,84.53,3.63,5577.96,2,14,0,19,True
47824142801,74.19,69.99,82.67,3.35,5449.75,2,14,0,19,True
47824142802,73.53,58.91,81.91,4.9,4685.0,11,7,5,16,True
47824143001,66.42,22.48,85.57,18.38,11361.75,19,16,1,18,True
47824143002,82.08,75.72,90.1,4.09,10481.38,19,10,23,18,True
47824143401,34.16,30.85,36.2,1.79,349.5,5,3,7,6,False
47824143402,32.82,28.2,37.91,3.1,323.12,1,0,6,5,False
47824143501,26.65,24.28,29.49,1.93,1207.44,1,3,6,6,False
47824143502,23.62,20.26,26.04,2.04,443.89,3,8,5,6,False
47824143601,28.82,26.06,32.6,1.88,211.89,6,4,1,6,False
47824143602,30.19,26.08,32.37,2.21,580.56,1,3,7,6,False
47824143801,43.13,37.89,47.6,3.23,215.89,0,3,7,6,False
47824145001,70.9,64.87,77.62,3.76,4908.42,17,14,23,21,True
47824145002,71.83,68.68,77.94,2.8,5138.29,8,19,1,6,True
47824145201,65.2,60.15,71.66,3.39,5602.83,20,15,2,21,True
47824145202,68.58,57.72,73.43,3.11,4807.5,5,0,23,6,True
47824145801,72.59,64.49,79.81,4.69,7146.75,2,15,5,18,True
47824145802,76.94,63.7,82.85,4.65,5906.21,3,17,22,19,True
47824145901,80.76,70.91,86.83,4.23,6022.75,3,17,22,19,True
47824145902,74.69,59.64,84.27,6.44,7246.75,10,16,5,18,True
47824146001,76.09,65.23,84.31,5.59,7224.92,12,16,23,18,True
47824146002,81.1,65.89,88.64,5.75,6010.33,9,17,22,19,True
47824146301,86.28,83.44,92.34,2.5,4889.21,8,14,0,7,True
47824146302,80.83,71.86,86.93,4.22,6456.54,0,15,23,18,True
47824146401,82.0,72.68,87.93,4.37,6482.54,18,15,23,18,True
47824146402,87.37,84.34,96.61,2.89,4903.96,2,14,0,7,True
47824146701,76.2,73.52,82.66,2.28,5863.62,3,14,0,7,True
47824146702,82.41,71.48,88.99,4.84,7310.58,19,18,5,6,True
47824146801,78.83,71.21,86.18,4.07,7304.88,2,0,5,6,True
47824146802,62.85,59.99,65.18,1.3,5836.54,18,0,22,7,False
47824148501,40.38,36.91,44.32,2.86,586.22,1,4,7,6,False
47824148701,81.04,72.25,87.24,4.21,6457.46,18,15,23,18,True
47824148702,85.5,82.76,89.99,2.32,4884.21,6,4,0,7,True
47824149001,81.02,73.83,89.14,4.53,12213.71,16,10,23,18,True
47824149002,63.65,19.05,84.17,19.68,15705.71,8,16,1,7,False
47824149501,26.67,23.87,28.83,1.73,1230.6,9,0,4,5,False
47824149502,26.05,23.0,28.53,1.71,247.4,1,4,6,6,False
47824150501,24.85,20.28,27.67,2.98,291.38,5,3,8,9,False
47824150502,24.03,17.14,30.5,5.06,47.33,4,8,2,6,False
47824150801,28.73,23.73,41.6,5.02,152.7,2,1,6,8,False
47824150802,29.57,22.89,45.98,7.57,107.44,7,5,6,5,False
47824152001,27.8,21.63,41.12,5.64,464.5,4,0,5,9,False
47824152002,21.2,16.03,28.65,4.48,125.12,5,8,4,6,False
47824152201,23.47,17.18,31.39,5.96,46.0,5,6,9,5,False
47824152202,20.98,14.93,26.53,4.7,43.5,7,8,4,9,False
47824152301,18.91,13.52,28.57,5.03,36.75,4,5,1,5,False
47824152302,21.25,17.0,25.2,2.57,262.12,9,0,1,8,False
47824152401,21.66,15.36,31.75,5.94,58.11,9,8,4,9,False
47824152402,27.89,19.67,36.71,6.97,56.5,9,1,0,9,False
47824152501,24.36,20.0,29.36,2.99,243.57,9,0,6,6,False
47824152502,22.08,18.22,29.21,4.19,60.14,4,7,6,6,False
47824152701,53.57,48.96,56.74,2.47,737.8,9,6,1,6,False
47824152702,28.53,20.71,37.33,6.53,301.3,1,7,3,6,False
47824152801,31.52,25.89,38.81,4.73,241.0,2,9,1,6,False
47824152802,44.71,36.35,49.44,3.78,590.7,7,2,1,6,False
47824153001,23.55,13.29,60.33,13.47,19.8,1,5,3,4,False
47824153002,23.26,12.78,41.0,9.54,29.56,3,8,1,5,False
47824157201,35.19,28.86,44.18,5.26,1938.83,20,17,3,6,False
47824157202,44.33,41.07,48.44,2.32,1614.25,8,18,1,7,False
47824158001,67.82,62.5,74.4,2.83,1444.42,6,18,0,7,True
47824159501,34.57,18.5,67.64,11.62,60.83,6,13,22,14,False
47824159502,42.28,25.4,70.8,13.43,66.46,3,6,19,13,False
47824159901,21.8,13.24,32.95,8.13,29.5,9,7,8,5,False
47824160101,24.24,19.16,29.29,5.11,16.0,8,6,7,9,False
47824160201,11.56,9.33,13.29,2.0,8.75,9,8,6,7,False
47824160801,45.33,41.89,51.44,3.52,903.44,2,1,5,6,False
47824160802,44.69,39.77,52.54,4.18,346.56,7,0,4,6,False
47824162101,27.56,16.75,41.24,6.78,22.71,11,21,8,9,False
47824162102,25.52,17.9,34.22,3.8,35.95,19,8,1,15,False
47824167401,34.4,32.61,36.27,1.05,1640.88,19,0,3,20,False
47824167402,27.51,22.96,31.06,1.81,1397.88,22,0,3,6,False
47824170901,26.35,23.57,28.31,1.56,775.88,6,7,2,5,False
47824170902,25.64,22.01,27.53,1.78,234.12,3,7,1,5,False
47824172501,37.9,33.9,44.5,2.75,1004.62,0,13,5,8,False
47824172502,41.76,37.09,50.7,3.76,790.17,2,7,18,17,False
47824173501,30.57,23.9,38.57,4.45,63.89,6,8,1,8,False
47824173502,26.22,9.46,35.7,9.95,54.62,2,6,3,1,False
47824174001,38.39,33.55,43.5,3.52,259.78,8,1,4,6,False
47824174002,40.74,35.66,47.79,3.92,251.67,0,5,1,6,False
47824175701,22.57,15.1,25.83,3.66,107.6,7,1,5,6,False
47824175702,24.46,19.79,27.31,2.13,51.3,0,5,4,7,False
47824175801,24.19,21.61,30.43,2.6,126.4,6,5,4,6,False
47824175802,19.67,15.75,24.91,3.02,154.9,7,1,5,6,False
47824175901,22.32,18.07,27.23,2.78,174.2,7,1,4,6,False
47824175902,24.44,22.09,28.05,1.66,127.1,6,5,4,6,False
47824181701,37.74,36.0,39.61,1.2,287.75,0,3,2,5,False
47824181702,36.61,33.11,40.64,2.25,352.25,1,7,2,5,False
47824182001,35.93,33.1,40.06,1.63,317.38,15,3,2,6,False
47824182002,32.91,25.88,36.64,1.98,344.04,7,3,20,8,False
47824184801,39.16,37.44,42.75,1.69,214.5,9,0,4,5,False
47824184802,35.06,30.96,42.0,3.18,181.8,8,0,1,6,False
47824185401,32.31,23.9,55.0,8.86,98.5,9,2,3,6,False
47824185402,41.59,25.27,59.62,11.52,28.5,7,5,8,6,False
47824186001,33.74,29.81,36.77,1.35,675.5,18,5,4,20,False
47824186002,23.53,21.61,25.69,1.08,724.79,11,3,22,21,False
47824186301,50.3,46.27,57.93,3.51,2009.71,0,14,4,6,False
47824186302,50.36,44.78,54.97,2.43,1801.04,21,18,1,7,False
47824187901,45.35,40.53,46.87,2.17,183.0,3,1,2,5,False
47824187902,39.58,35.87,47.4,4.01,140.0,0,3,1,5,False
47824188301,24.89,21.83,30.43,2.37,169.7,1,3,2,6,False
47824188302,16.13,12.82,18.75,1.82,178.1,0,5,2,6,False
47824188801,45.69,38.15,56.64,5.66,348.5,5,6,1,6,False
47824188802,44.63,39.83,49.95,3.2,445.1,4,7,3,6,False
47824190701,38.04,32.21,43.68,4.4,2384.96,19,18,2,18,False
47824190702,42.64,37.97,48.54,3.66,2500.0,18,14,2,19,False
47824192401,44.7,34.4,50.85,4.42,2658.75,19,17,2,7,False
47824192402,44.86,41.57,49.39,2.38,2553.21,18,10,23,6,False
47824194501,44.23,39.49,48.57,2.3,868.58,13,3,23,6,False
47824194502,43.6,34.46,48.35,3.79,1151.0,13,17,23,19,False
47824195101,45.06,41.6,48.52,1.76,871.75,12,0,5,6,False
47824195102,42.61,26.92,49.86,5.07,1207.83,13,17,23,8,False
47824196201,38.41,17.01,47.62,7.23,1188.71,8,17,23,8,False
47824196202,39.24,25.63,50.74,6.61,1135.83,17,7,4,6,False
47824197001,15.13,3.0,31.13,7.9,8.43,14,5,19,19,False
47824197002,16.29,4.0,30.1,6.4,6.71,18,5,11,8,False
47824198501,33.61,18.69,40.2,4.79,1257.12,13,7,3,6,False
47824198502,31.99,21.24,37.19,3.79,1263.67,21,17,1,20,False
47824200601,40.7,27.5,58.3,5.5,594.92,20,1,3,6,False
47824200602,41.51,28.0,63.24,6.44,442.33,11,1,4,19,False
47824201201,42.21,34.08,48.49,3.42,380.08,8,3,20,7,False
47824201202,43.53,33.15,52.25,4.84,494.21,9,2,1,18,False
47824202001,37.41,29.14,43.82,3.24,321.29,13,2,3,19,False
47824202002,40.49,23.8,50.65,7.13,300.29,23,2,15,17,False
47824204001,56.67,29.5,95.5,24.74,11.89,8,2,3,5,False
47824204002,47.06,17.0,75.2,19.91,23.22,5,4,1,0,False
47824204701,35.74,31.23,40.33,3.23,340.0,5,7,1,5,False
47824204702,31.27,20.26,39.36,7.97,196.5,5,8,1,6,False
47824205101,20.0,17.42,22.04,1.73,123.4,8,3,2,5,False
47824205102,24.45,22.47,27.41,1.6,156.9,2,7,3,5,False
47824205201,24.92,23.17,26.32,1.07,136.4,7,6,5,5,False
47824205202,20.71,16.84,25.71,2.45,104.9,8,7,2,5,False
47824206301,20.79,16.7,24.63,2.73,41.11,6,3,7,1,False
47824206302,13.53,6.5,22.94,6.28,13.7,0,3,4,8,False
47824206401,20.26,15.29,24.22,2.89,74.2,7,3,8,0,False
47824206402,21.63,18.96,25.58,1.95,82.4,2,0,7,5,False
47824206501,24.25,20.35,26.92,2.1,85.2,0,3,7,0,False
47824206502,25.61,22.38,28.2,1.89,80.3,6,3,8,0,False
47824206601,16.46,13.8,19.94,1.81,28.6,8,5,3,0,False
47824206602,13.12,10.7,16.45,2.07,42.1,1,6,3,0,False
47824206701,20.45,16.3,23.06,2.33,37.2,9,6,1,0,False
47824206702,21.28,14.11,27.33,3.63,29.0,1,3,4,5,False
47824206901,20.6,17.02,26.71,2.85,40.6,4,6,1,5,False
47824206902,21.2,14.16,31.0,6.37,45.3,0,5,1,6,False
47824207201,23.07,19.17,26.79,2.54,42.7,8,0,1,6,False
47824207202,19.91,17.98,22.33,1.41,119.9,0,9,2,9,False
47824207301,14.24,9.2,20.0,3.18,48.44,6,3,1,5,False
47824207302,8.03,6.0,10.9,1.64,12.0,6,4,8,6,False
47824207501,27.59,21.57,30.82,3.01,185.38,6,0,3,5,False
47824207502,30.3,28.27,33.96,1.96,95.38,5,6,2,5,False
47824208901,25.91,23.93,29.17,1.67,257.0,7,5,1,6,False
47824208902,21.96,19.08,30.42,3.44,151.22,4,2,1,6,False
47824209201,26.88,22.88,30.72,2.76,116.22,2,5,6,6,False
47824209202,26.49,16.79,40.78,6.66,33.56,6,8,7,4,False
47824209701,35.35,29.4,42.67,4.14,225.44,6,0,3,6,False
47824209702,31.24,28.93,33.64,1.62,130.33,4,3,0,5,False
47824210701,15.84,12.6,18.53,2.72,7.4,7,6,8,7,False
47824210702,10.44,8.0,14.0,3.15,3.67,8,7,0,7,False
47824210801,27.63,18.21,33.45,6.35,32.25,2,8,1,2,False
47824210802,28.23,17.35,35.37,6.04,28.67,0,7,3,2,False
47824211001,34.33,32.25,36.48,1.37,148.0,8,5,2,5,False
47824211002,37.57,32.48,41.67,2.81,239.67,6,0,3,6,False
47824211201,9.57,8.0,11.5,1.78,3.67,8,7,6,7,False
47824211202,14.17,10.0,19.0,4.59,7.5,7,6,8,7,False
47824211301,13.22,8.0,16.89,4.24,7.8,8,4,6,6,False
47824211302,18.65,10.5,37.0,8.58,6.0,8,5,4,7,False
47824211701,53.66,31.45,103.73,26.97,51.38,4,5,3,6,False
47824211702,46.15,18.42,72.75,19.23,20.0,4,7,3,5,False
47824212101,20.07,10.5,25.56,4.49,48.89,4,3,0,6,False
47824212201,21.12,11.5,27.33,4.84,43.56,6,3,0,6,False
47824212301,71.78,48.75,84.82,9.87,12013.62,12,16,1,18,True
47824212302,70.0,64.76,73.36,1.99,11628.62,3,0,5,7,True
47824212901,38.19,35.84,41.09,1.61,135.88,2,0,7,5,False
47824212902,39.64,34.17,43.65,3.63,340.38,4,0,6,5,False
47824214501,37.41,33.63,42.43,2.97,828.78,6,4,2,6,False
47824214502,34.44,31.1,38.63,3.13,193.22,0,6,2,6,False
47824215101,12.6,3.5,27.0,8.02,17.38,7,1,3,7,False
47824215102,7.34,3.0,12.0,2.99,18.57,6,0,1,7,False
47824217101,8.61,3.5,17.4,4.57,15.56,2,0,7,6,False
47824217102,17.99,10.86,27.38,4.61,114.11,5,1,2,6,False
47824217201,41.09,36.06,43.56,2.54,1342.38,7,0,5,5,False
47824217202,30.7,28.32,32.89,1.64,978.75,5,0,2,5,False
47824217301,43.75,40.64,45.86,1.88,1077.0,6,0,2,5,False
47824217302,43.98,39.06,46.83,2.89,1346.38,1,7,5,5,False
47824217601,36.69,32.64,45.81,3.66,1418.25,0,8,1,6,False
47824217602,39.47,35.29,48.16,3.52,967.21,19,9,1,7,False
47824218401,16.37,12.72,18.9,2.08,43.9,4,7,9,6,False
47824218402,15.74,12.08,18.38,2.04,60.7,5,2,3,6,False
47824218701,19.7,16.3,25.0,2.46,56.1,9,4,3,6,False
47824218702,12.94,9.91,17.2,2.36,76.6,5,7,2,6,False
47824220401,40.26,35.33,46.1,3.47,2556.42,19,18,1,8,False
47824220402,28.49,22.75,41.92,6.09,2194.75,19,14,4,6,False
47824220501,44.54,35.07,51.47,4.43,2554.46,20,18,1,8,False
47824220502,38.11,27.85,49.72,7.41,2162.54,18,9,4,18,False
47824220601,13.02,5.08,35.6,9.67,11.33,8,14,20,10,False
47824220602,22.4,10.0,37.75,9.1,10.6,8,15,9,9,False
47824220701,34.21,17.43,98.5,22.58,18.94,19,6,23,8,False
47824220702,20.64,6.0,91.5,19.49,19.5,7,5,23,12,False
47824220901,26.79,13.75,36.66,5.64,1334.04,17,7,4,12,False
47824220902,23.07,18.1,35.5,5.81,518.79,21,8,3,19,False
47824221401,24.6,10.63,31.83,4.1,33.21,16,2,8,9,False
47824221701,28.1,24.71,30.01,1.2,471.0,23,1,6,19,False
47824221702,23.52,18.8,28.09,2.35,1189.54,14,8,4,17,False
47824222101,24.61,8.72,46.52,13.33,1944.88,19,7,2,6,False
47824222102,41.53,37.43,46.5,3.17,3415.96,6,18,22,8,False
47824222501,28.82,25.0,37.32,2.32,297.04,5,0,4,11,False
47824222502,21.59,15.29,30.0,3.47,221.88,22,5,2,11,False
47824223601,28.43,24.1,38.29,5.24,169.2,4,1,2,6,False
47824223602,19.9,11.79,38.8,11.13,94.3,5,0,1,6,False
47824223801,27.56,23.82,30.32,2.46,162.4,1,0,7,6,False
47824223802,18.86,13.0,25.46,3.47,82.6,5,2,4,6,False
47824224401,47.22,17.0,58.47,13.26,70.7,8,0,4,6,False
47824224402,22.39,13.39,42.88,10.41,355.0,1,4,3,6,False
47824224601,34.78,30.33,38.71,3.68,67.6,7,1,5,5,False
47824224602,18.58,16.74,21.65,2.68,222.67,8,7,9,9,False
47824224701,18.04,15.71,21.07,2.75,10.0,8,9,7,8,False
47824224702,23.21,16.88,35.0,8.48,7.75,9,8,1,8,False
47824224801,21.75,21.75,21.75,0.0,16.0,9,9,9,9,False
47824225001,12.5,12.5,12.5,0.0,6.0,8,8,8,8,False
47824225002,17.87,17.87,17.87,0.0,30.0,7,7,7,7,False
47824225101,25.97,12.11,33.96,8.74,24.0,1,8,6,5,False
47824225102,22.39,10.56,37.5,9.59,15.12,4,7,0,5,False
47824225201,7.75,7.75,7.75,0.0,4.0,7,7,7,7,False
47824225301,14.95,14.67,15.23,0.4,8.0,8,8,7,7,False
47824225302,22.43,13.78,27.0,7.49,4.0,0,9,5,0,False
47824225501,11.0,11.0,11.0,0.0,1.0,6,6,6,6,False
47824225502,11.75,7.0,16.5,6.72,2.5,7,7,8,7,False
47824225601,18.32,8.0,33.5,8.86,5.67,0,6,1,0,False
47824225602,16.65,12.5,20.67,3.44,11.0,8,4,6,8,False
47824225702,11.12,5.5,16.0,4.61,4.75,7,8,6,4,False
47824225901,28.89,24.0,31.1,2.31,181.67,2,4,6,6,False
47824225902,29.88,27.0,31.86,1.62,90.62,6,2,8,6,False
47824228401,42.93,38.3,46.05,1.61,1507.08,16,3,1,18,False
47824228402,39.93,34.71,44.55,2.05,1766.79,6,17,3,7,False
47824229001,28.34,16.25,61.67,9.23,68.67,18,23,3,18,False
47824229002,30.72,21.67,35.5,3.44,69.46,15,4,22,6,False
47824229701,35.26,33.2,37.75,1.33,1894.96,1,14,21,6,False
47824229702,33.18,25.18,38.4,3.55,1944.04,6,17,22,6,False
47824230501,43.53,40.48,47.93,2.2,2281.0,2,0,22,19,False
47824230502,41.32,24.44,47.91,5.51,2216.96,12,7,23,17,False
47824237301,44.82,32.56,52.3,5.78,502.62,5,2,11,12,False
47824237302,53.68,37.67,63.64,7.53,387.21,18,0,11,18,False
47824244901,44.02,19.0,87.22,15.42,101.04,15,3,5,11,False
47824244902,40.2,23.0,86.64,14.31,143.92,13,0,23,13,False
47824245301,36.48,32.3,41.43,2.88,2154.25,6,14,23,18,False
47824245302,33.75,18.75,47.9,9.06,2553.83,21,18,1,12,False
47824247601,14.0,11.85,17.67,3.2,23.67,9,8,7,9,False
47824247602,4.36,4.0,4.8,0.42,6.75,9,5,8,8,False
47824248101,19.04,3.0,56.04,21.48,13.0,1,3,7,8,False
47824248102,24.55,15.0,34.33,6.16,18.33,5,4,9,4,False
47824248601,28.59,24.17,31.49,2.61,334.2,9,2,5,6,False
47824248602,23.08,16.08,28.5,3.62,124.7,9,2,0,7,False
47824248801,25.49,19.67,30.89,3.67,97.44,9,4,1,6,False
47824248802,40.86,19.23,88.43,26.67,37.5,8,3,7,5,False
47824248901,25.22,19.67,30.53,3.5,101.62,1,3,4,6,False
47824248902,22.77,18.65,26.71,2.93,44.43,8,6,0,7,False
47824249201,19.61,10.0,36.67,10.45,39.14,7,5,0,7,False
47824249202,23.28,3.0,48.13,13.99,106.78,7,0,5,6,False
47824249601,40.9,36.34,44.4,2.8,420.12,4,1,5,5,False
47824249602,38.89,36.11,43.63,2.98,359.88,6,2,5,5,False
47824251801,28.59,27.07,30.9,1.38,112.2,1,7,2,6,False
47824251802,25.1,18.56,29.5,3.89,207.8,3,8,4,6,False
47824252301,28.71,19.27,49.0,8.77,57.5,0,2,3,6,False
47824252401,20.53,17.82,23.32,1.95,199.2,8,5,0,5,False
47824252801,74.89,67.21,82.28,4.68,11592.29,6,7,22,20,True
47824252802,76.99,71.63,85.23,4.26,11077.08,3,10,23,7,True
47824252901,22.71,15.7,29.8,4.58,56.1,3,8,5,5,False
47824252902,23.29,16.31,45.88,10.25,42.71,6,5,4,9,False
47824253001,28.32,16.2,44.83,9.86,299.56,9,2,5,8,False
47824253002,20.45,11.67,27.47,5.84,118.44,9,4,7,7,False
47824253101,24.65,20.6,28.88,2.28,348.0,5,3,2,5,False
47824253102,22.35,17.25,31.46,4.76,161.12,8,2,4,8,False
47824253401,53.76,46.2,64.3,7.32,198.78,0,4,6,6,False
47824253402,57.01,52.64,60.4,2.74,817.89,7,0,6,6,False
47824254601,21.24,8.33,37.88,10.66,27.4,6,1,7,6,False
47824254602,11.46,8.8,15.38,1.86,85.2,4,2,1,9,False
47824254801,22.04,17.0,30.75,3.94,45.3,9,2,4,0,False
47824254802,16.88,12.83,23.25,2.97,130.3,2,0,3,5,False
47824255901,18.0,16.32,18.84,0.79,809.5,4,2,7,6,False
47824256001,27.69,16.81,33.55,6.17,40.5,5,7,4,5,False
47824256002,22.37,19.77,23.98,1.32,476.25,6,7,2,5,False
47824256301,12.87,11.32,14.14,1.21,466.1,8,1,4,6,False
47824256302,19.75,13.77,25.6,4.29,84.5,2,7,3,7,False
47824257601,44.14,40.09,46.27,1.95,225.29,0,6,4,4,False
47824257602,44.4,41.87,47.06,1.83,386.71,0,3,5,5,False
47824259201,25.17,7.8,43.6,10.77,36.9,7,3,0,7,False
47824259202,16.58,11.27,32.7,6.17,65.2,2,4,0,6,False
47824260401,33.88,33.7,34.14,0.23,441.0,6,8,7,6,False
47824260402,29.49,29.17,30.04,0.48,471.33,7,8,2,7,False
47824260501,28.71,24.26,33.6,3.08,114.11,1,4,0,5,False
47824260502,29.25,27.03,32.37,1.92,399.33,2,7,1,6,False
47824261501,43.74,35.05,52.72,5.49,314.33,1,2,4,6,False
47824261502,43.57,33.19,55.5,6.6,88.11,7,3,4,5,False
47824261801,26.4,22.47,29.3,2.29,1134.75,4,0,6,5,False
47824261802,13.08,9.94,16.07,2.0,443.75,2,1,7,5,False
47824261901,15.09,11.96,17.87,1.63,512.75,2,1,7,5,False
47824261902,34.3,31.48,37.12,2.02,1196.88,2,0,6,5,False
47824262001,48.87,46.98,51.66,1.78,396.83,6,5,8,7,False
47824262002,55.08,49.94,57.78,3.65,575.25,8,9,6,6,False
47824262401,49.04,44.84,53.21,2.46,2163.3,4,7,1,5,False
47824262402,50.66,46.85,54.75,2.79,1340.5,0,4,8,6,False
47824262901,34.93,34.39,35.39,0.51,715.0,7,8,6,7,False
47824262902,35.68,34.57,36.59,1.02,494.0,8,6,7,6,False
47824263101,30.24,22.56,35.07,3.92,122.44,5,4,7,5,False
47824263102,34.02,30.9,35.53,1.74,421.22,0,2,1,6,False
47824263301,34.65,27.2,40.55,3.98,64.67,8,5,1,6,False
47824263302,41.62,39.34,43.27,1.35,256.78,7,0,5,6,False
47824263901,34.79,30.13,37.59,2.58,126.12,0,3,1,5,False
47824263902,43.22,38.75,45.56,2.78,156.5,7,1,2,5,False
47824264101,26.03,20.25,36.35,5.26,16.89,5,1,7,1,False
47824264102,24.19,18.86,30.32,3.5,20.44,4,2,5,6,False
47824264801,54.18,47.28,62.78,2.93,8861.67,15,0,5,17,False
47824264802,50.61,12.74,64.67,15.67,8533.92,20,17,1,7,False
47824265701,39.67,31.98,47.99,5.44,1599.8,9,5,6,6,False
47824265702,51.51,49.93,52.99,1.15,2037.0,7,8,1,5,False
47824265801,43.77,37.43,50.35,4.75,1332.6,2,0,8,6,False
47824265802,46.17,42.82,49.97,1.87,2132.7,4,7,1,5,False
47824265901,51.0,49.14,52.41,1.03,1330.8,0,4,7,6,False
47824265902,48.43,45.02,52.42,2.47,2176.8,5,4,1,5,False
47824266001,59.77,56.33,62.13,1.98,1106.0,6,4,8,5,False
47824266002,38.26,34.76,42.28,2.28,1313.8,4,6,1,6,False
47824266101,42.34,34.78,45.64,3.01,10707.17,21,0,16,20,False
47824266102,37.85,30.97,41.13,2.35,10732.58,13,0,5,18,False
47824266501,50.31,43.9,53.52,3.25,808.5,4,0,8,6,False
47824266502,55.57,51.84,58.52,1.89,1099.3,2,4,1,5,False
47824266701,46.18,23.84,56.91,8.65,8386.79,10,17,1,21,False
47824266702,50.17,44.84,57.57,4.64,7716.08,5,8,23,18,False
47824267501,46.25,40.16,50.58,3.44,878.9,4,1,6,6,False
47824267502,40.6,36.5,44.68,3.38,258.1,6,4,7,6,False
47824268501,38.99,35.47,44.16,3.22,737.89,3,2,7,5,False
47824268502,24.11,21.05,30.38,3.01,308.67,5,8,2,6,False
47824268801,33.15,32.01,34.1,0.78,1202.11,6,8,1,6,False
47824268802,32.11,25.78,36.98,4.68,3348.11,0,7,1,5,False
47824270101,77.82,52.27,90.83,9.0,9879.33,9,16,0,8,True
47824270102,82.7,52.73,90.8,8.16,10261.46,12,7,23,16,True
47824270301,73.42,47.82,83.11,8.71,9880.92,10,16,0,8,True
47824270302,79.6,49.16,88.08,8.39,10291.33,12,7,23,16,True
47824271301,54.38,48.6,60.62,3.21,1233.83,11,16,1,19,False
47824271401,56.7,39.52,60.73,4.3,5647.46,11,7,17,16,False
47824271501,81.36,46.22,89.31,9.26,4690.71,15,7,23,16,True
47824271502,65.35,43.77,76.46,7.81,8010.42,9,16,0,8,True
47824271601,64.29,44.28,73.16,7.17,9106.0,10,16,0,8,False
47824271602,65.21,41.24,71.89,6.54,10269.25,13,7,18,16,True
47824272001,26.31,20.77,31.45,2.11,2301.5,18,0,19,8,False
47824272002,29.03,19.11,34.76,5.01,1762.83,5,1,9,6,False
47824272101,20.35,15.4,25.24,2.56,1718.54,15,18,2,6,False
47824272102,25.9,22.6,28.81,1.88,3400.62,11,17,21,8,False
47824272201,29.06,14.04,40.8,9.37,8.62,6,9,3,6,False
47824272202,18.58,4.0,53.3,14.36,15.89,1,3,6,7,False
47824272401,43.42,39.72,49.11,3.01,357.12,1,4,0,5,False
47824272402,44.39,42.98,47.5,1.68,531.75,7,2,1,5,False
47824272801,29.49,12.86,47.43,10.33,5.0,6,14,16,8,False
47824272802,34.53,4.0,78.25,25.11,4.88,15,20,17,15,False
47824275001,78.13,73.7,84.44,2.68,3517.58,6,20,1,19,True
47824275002,74.36,70.6,80.48,2.79,4097.12,5,14,2,19,True
47824276801,37.58,32.29,42.51,3.6,143.5,2,0,5,5,False
47824276802,30.86,27.97,32.86,1.55,79.12,4,0,5,6,False
47824277701,39.73,36.89,46.25,2.4,624.04,8,20,5,20,False
47824277702,39.72,36.9,43.75,1.75,802.25,19,20,2,20,False
47824278301,35.91,30.89,41.29,3.08,1221.92,17,13,2,8,False
47824278302,28.57,23.8,38.2,4.09,788.96,22,18,2,19,False
47824279301,28.21,23.4,32.76,2.48,198.5,8,4,2,6,False
47824279302,23.74,17.06,28.38,3.58,137.8,2,7,4,5,False
47824279601,26.72,22.24,31.09,2.85,122.1,3,7,9,5,False
47824279602,30.8,27.08,35.34,2.49,177.7,5,8,1,6,False
47824279701,14.26,6.0,20.81,4.85,18.6,9,5,4,6,False
47824279702,9.5,5.3,16.33,4.07,24.2,0,4,2,5,False
47824279801,12.2,5.5,22.41,5.66,16.44,1,2,9,5,False
47824279802,29.81,4.0,103.0,28.8,13.7,2,3,4,1,False
47824280301,41.78,35.96,44.56,1.93,642.88,2,0,9,20,False
47824280302,37.02,32.37,39.26,1.66,809.54,18,2,11,21,False
47824281201,23.31,12.92,31.83,5.71,44.1,6,3,5,6,False
47824281202,19.98,15.0,28.76,3.65,37.4,5,7,2,0,False
47824281501,30.36,28.89,33.6,1.67,299.5,9,0,3,5,False
47824281502,27.82,25.68,31.02,1.53,288.6,4,0,8,0,False
47824283401,25.75,17.0,33.9,4.89,77.9,8,2,4,6,False
47824283402,21.73,17.36,24.64,2.25,77.2,5,7,4,7,False
47824283501,25.55,23.6,26.63,0.93,308.3,8,9,2,7,False
47824283502,15.43,11.5,21.46,3.08,39.4,6,2,3,6,False
47824285801,37.25,13.67,62.12,16.51,18.11,6,3,8,5,False
47824285802,50.26,30.67,84.0,14.94,42.4,0,1,4,7,False
47824287401,38.55,34.97,41.3,2.37,150.0,7,3,0,5,False
47824287402,41.13,33.83,44.76,3.54,201.38,1,7,0,5,False
47824287601,27.58,25.95,28.78,1.01,384.0,1,3,6,5,False
47824287602,34.37,26.92,38.66,3.4,452.38,6,7,4,5,False
47824287701,34.99,29.06,38.58,2.82,401.75,5,7,4,5,False
47824287702,30.15,28.44,31.81,1.18,334.62,2,4,6,5,False
47824288801,36.38,34.63,39.92,1.63,572.8,8,1,4,6,False
47824288802,32.62,28.33,37.65,2.49,306.0,6,5,3,6,False
47824289201,35.52,32.53,38.55,2.16,222.8,0,8,5,6,False
47824289202,35.75,33.85,37.15,1.17,768.5,2,9,5,9,False
47824290201,17.16,4.0,39.6,13.48,15.0,7,4,5,6,False
47824290202,30.63,18.0,38.87,8.41,257.0,0,6,1,1,False
47824291201,53.26,49.93,57.7,2.64,7884.5,6,0,2,18,False
