v_link_id,all_mean,all_min,all_max,all_std,pscr_mean,bus_mean,fgcr_mean,ts_all_mean,ts_all_min,ts_all_max,outlier_flag
57124453701,374.71,60.0,723.0,215.23,239.54,6.38,128.92,15,1,7,False
57124453702,388.71,64.0,739.0,189.45,256.88,6.79,125.12,18,2,6,False
57124479601,178.21,11.0,488.0,129.41,156.88,2.17,19.46,15,1,16,False
57124479602,180.04,2.0,491.0,148.58,157.92,2.21,20.08,10,3,8,False
57124480001,149.12,22.0,324.0,82.23,125.17,3.58,20.46,6,2,8,False
57124480002,181.0,28.0,435.0,116.34,158.71,4.08,18.0,11,1,6,False
57124480601,176.42,18.0,402.0,110.33,152.75,4.29,19.42,20,0,7,False
57124480602,146.67,20.0,330.0,83.38,123.25,3.29,20.17,19,2,7,False
57124483101,72.0,1.0,290.0,64.23,59.42,1.92,10.62,6,3,8,False
57124483102,51.36,6.0,100.0,33.56,39.86,1.86,9.64,6,22,12,False
57124485601,204.25,17.0,558.0,172.32,125.75,2.29,76.29,17,23,7,False
57124485602,222.25,20.0,427.0,163.07,138.5,2.96,80.71,6,1,16,False
57124513401,32.88,3.0,72.0,20.53,23.88,1.67,7.33,5,23,14,False
57124513402,25.29,1.0,56.0,12.9,17.79,1.5,6.08,18,5,8,False
57124561701,466.67,72.0,1087.0,263.02,295.83,7.62,163.29,19,2,6,False
57124561702,501.21,141.0,895.0,237.48,322.38,8.38,170.46,5,2,7,False
57124561901,212.29,16.0,406.0,138.22,146.0,2.79,63.33,5,2,7,False
57124561902,235.46,23.0,485.0,159.16,158.58,3.0,73.75,16,1,6,False
57124564101,366.08,53.0,712.0,219.09,234.83,7.0,124.58,18,2,7,False
57124564102,396.0,58.0,730.0,196.99,265.0,7.46,123.75,20,2,6,False
57124564801,150.25,17.0,409.0,115.76,100.17,2.88,47.42,18,2,7,False
57124564802,155.54,10.0,333.0,117.35,107.62,3.08,44.92,19,3,8,False
57124599701,64.0,8.0,99.0,26.37,44.47,1.8,17.8,8,1,16,False
57124599702,65.76,0.0,154.0,46.81,50.18,1.88,13.65,11,2,13,False
57124605301,202.79,12.0,528.0,163.86,128.83,2.5,71.46,18,2,7,False
57124605302,201.54,16.0,398.0,146.71,131.38,2.75,67.29,17,23,6,False
57124607101,52.53,1.0,99.0,32.14,40.0,1.59,11.06,12,21,7,False
57124607102,43.06,3.0,87.0,23.48,31.17,1.39,10.39,21,23,12,False
57124607201,236.5,20.0,567.0,193.49,148.92,2.58,85.08,17,1,7,False
57124607202,222.12,19.0,453.0,158.64,142.75,2.54,76.54,6,1,16,False
57124640201,388.58,60.0,911.0,261.24,299.5,3.75,85.29,17,2,7,False
57124640601,182.83,28.0,462.0,136.07,135.21,1.75,45.71,14,2,7,False
57124641801,1876.5,212.0,3654.0,1104.8,1417.12,30.46,428.83,8,2,15,True
57124642201,1775.29,231.0,3456.0,1154.11,1341.67,32.67,401.21,17,2,9,True
57124642601,2095.54,252.0,4317.0,1355.91,1570.0,35.0,490.62,17,1,8,True
57124643001,2158.58,327.0,4169.0,1263.18,1631.08,35.08,492.5,20,1,16,True
57124643401,2176.25,331.0,4153.0,1295.59,1649.46,33.38,493.29,8,1,17,True
57124643801,2095.96,256.0,4170.0,1352.24,1577.83,35.17,483.08,17,1,8,True
57124716001,268.83,15.0,684.0,229.53,188.62,3.25,76.83,16,1,7,False
57124716002,284.0,15.0,629.0,195.63,196.75,3.96,83.29,19,1,16,False
57124858401,491.62,141.0,902.0,230.3,315.62,7.25,168.71,5,2,7,False
57124858402,480.17,71.0,1085.0,256.48,304.58,7.58,168.12,4,2,6,False
57124877801,234.21,15.0,506.0,177.54,140.17,2.71,91.42,18,2,8,False
57124877802,224.38,15.0,518.0,166.29,141.5,2.71,80.12,18,1,7,False
57124878601,124.92,5.0,317.0,103.09,96.42,2.38,26.0,17,0,13,False
57124878602,144.33,9.0,329.0,122.31,114.88,2.75,26.54,18,23,14,False
57124891201,50.67,8.0,131.0,39.0,36.29,1.79,12.58,6,1,7,False
57124891202,58.42,5.0,114.0,43.3,43.08,1.79,13.38,7,3,13,False
57124929001,237.54,16.0,648.0,200.82,162.96,3.29,71.29,16,1,7,False
57124929002,243.62,13.0,570.0,172.66,163.96,3.42,76.42,5,1,17,False
57125025801,154.79,9.0,368.0,95.41,124.08,2.75,28.04,9,2,7,False
57125025802,176.67,15.0,438.0,106.53,144.71,2.21,29.75,13,2,6,False
57125027801,209.91,1.0,660.0,141.4,184.96,3.83,20.96,9,2,3,False
57125027802,210.6,5.0,490.0,132.56,183.25,2.4,25.05,21,0,7,False
57125028201,366.32,2.0,727.0,223.0,324.36,2.68,39.27,8,0,3,False
57125028202,316.65,7.0,746.0,226.02,277.55,2.85,36.4,7,22,6,False
57125028601,146.88,2.0,487.0,114.3,118.12,2.08,26.54,9,0,17,False
57125028602,201.46,2.0,682.0,145.11,165.92,2.33,33.17,10,0,3,False
57125031001,162.17,2.0,438.0,111.48,138.71,3.04,20.25,12,4,5,False
57125031002,162.91,2.0,418.0,110.36,139.96,2.39,20.78,13,2,6,False
57125031601,127.42,3.0,301.0,95.53,104.58,4.0,18.75,19,4,17,False
57125031602,145.21,18.0,316.0,78.49,121.79,2.71,20.42,4,1,7,False
57125067001,215.12,29.0,399.0,105.38,184.96,1.71,28.33,13,1,10,False
57125067002,163.42,1.0,384.0,100.81,137.54,1.75,24.08,11,1,5,False
57125068001,155.0,19.0,290.0,73.33,127.36,2.45,25.09,15,0,12,False
57125068002,143.5,1.0,271.0,78.31,114.79,2.12,26.67,12,2,7,False
57125068401,191.79,13.0,351.0,111.62,160.71,2.67,28.38,19,0,7,False
57125068402,231.25,34.0,589.0,119.17,198.04,2.92,30.46,19,22,5,False
57125068601,155.96,18.0,285.0,69.63,126.92,2.75,26.25,12,1,7,False
57125068602,174.33,6.0,412.0,100.3,146.42,3.29,24.58,10,2,5,False
57125069401,166.62,38.0,415.0,90.21,140.33,2.75,23.46,10,23,5,False
57125069402,151.21,10.0,354.0,87.59,122.04,2.5,26.58,19,0,7,False
57125069801,173.88,22.0,403.0,102.65,145.92,2.54,25.5,19,0,7,False
57125069802,189.83,34.0,361.0,96.8,165.17,2.42,22.38,21,23,5,False
57125070001,162.0,33.0,312.0,78.51,135.67,2.88,23.33,11,23,7,False
57125070002,147.08,11.0,293.0,81.15,117.08,2.58,27.08,10,0,5,False
57125080201,147.82,18.0,267.0,72.72,122.55,1.59,23.59,14,3,5,False
57125080202,131.62,1.0,263.0,73.79,106.33,1.58,23.54,3,1,10,False
57125080601,208.29,3.0,526.0,130.36,165.94,3.35,39.24,17,5,18,False
57125080602,200.41,2.0,400.0,112.51,162.94,2.35,35.12,23,5,10,False
57125081001,190.75,5.0,740.0,163.48,166.29,1.79,22.79,16,2,20,False
57125081002,237.5,6.0,578.0,161.47,202.33,1.79,33.29,18,2,7,False
57125081201,147.58,6.0,295.0,80.3,117.62,2.04,27.83,11,2,8,False
57125081202,149.32,14.0,247.0,64.3,122.91,2.64,24.0,11,22,5,False
57125081401,158.0,11.0,342.0,84.34,133.27,2.14,22.55,18,22,7,False
57125081402,160.25,1.0,305.0,75.83,131.5,2.08,26.62,10,2,8,False
57125081601,225.47,2.0,532.0,148.99,195.16,3.21,27.0,7,0,8,False
57125081602,239.06,8.0,532.0,132.93,204.65,4.0,30.59,15,22,8,False
57125082801,231.27,10.0,667.0,158.03,203.14,2.82,25.32,14,3,5,False
57125082802,225.5,23.0,678.0,162.84,201.96,3.71,19.79,11,23,5,False
57125084401,450.5,76.0,860.0,263.94,363.12,11.46,75.79,20,1,8,False
57125084402,404.46,43.0,678.0,222.66,320.88,11.92,71.92,20,1,6,False
57125085001,454.42,76.0,861.0,265.96,363.38,11.46,79.58,20,1,8,False
57125085002,410.96,43.0,683.0,225.0,322.46,11.83,76.79,20,1,6,False
57125085201,15.0,15.0,15.0,0.0,12.0,0.0,2.0,16,16,16,False
57125085202,16.0,16.0,16.0,0.0,14.0,0.0,2.0,16,16,16,False
57125085401,230.89,9.0,1230.0,278.55,199.39,4.06,27.33,15,22,6,False
57125085402,220.83,8.0,1229.0,273.96,193.94,3.61,22.78,8,22,6,False
57125085801,194.13,3.0,334.0,96.58,153.22,2.61,38.26,10,2,17,False
57125085802,162.67,2.0,371.0,111.48,125.5,2.38,34.62,13,0,17,False
57125086001,145.29,2.0,341.0,94.08,120.9,2.71,21.76,18,5,8,False
57125086002,161.25,7.0,359.0,100.3,124.85,2.8,33.55,20,0,16,False
57125086401,198.5,2.0,476.0,127.99,169.17,2.46,26.92,5,2,17,False
57125086402,181.88,1.0,863.0,175.68,155.5,3.58,22.92,15,2,6,False
57125086601,366.08,23.0,1102.0,281.79,314.96,11.12,40.17,13,2,7,False
57125086602,404.12,21.0,948.0,293.03,344.17,10.33,49.67,19,2,7,False
57125086801,407.96,34.0,1014.0,293.02,347.96,11.17,48.83,12,1,7,False
57125086802,366.88,25.0,1063.0,267.49,318.12,12.0,36.67,15,2,7,False
57125087001,371.54,25.0,961.0,260.61,321.88,12.17,37.46,15,2,7,False
57125087002,421.62,19.0,1039.0,317.47,358.38,12.33,50.96,19,2,7,False
57125089401,165.71,13.0,546.0,125.51,144.38,2.58,18.88,11,4,6,False
57125089402,156.5,6.0,408.0,98.94,129.96,2.25,24.17,20,1,6,False
57125089601,414.33,47.0,1230.0,315.79,350.04,12.0,52.46,14,22,7,False
57125089602,398.75,39.0,885.0,240.41,340.5,13.38,44.88,19,1,6,False
57125089801,386.62,42.0,927.0,246.7,330.46,13.29,42.92,15,1,6,False
57125089802,406.29,51.0,1204.0,314.17,341.79,12.0,52.5,10,22,7,False
57125097201,713.17,131.0,1271.0,359.47,549.83,10.46,152.88,19,1,7,False
57125097202,704.79,149.0,1222.0,344.03,551.96,8.08,144.71,20,1,16,False
57125126201,174.54,22.0,378.0,99.28,150.33,2.88,21.17,10,2,5,False
57125126202,125.96,2.0,344.0,88.36,106.46,2.04,17.38,9,1,15,False
57125137001,4293.25,1142.0,6517.0,1792.08,3130.54,193.21,969.58,19,2,6,True
57125175601,124.05,11.0,256.0,88.1,104.55,2.95,16.77,16,23,10,False
57125175602,104.91,11.0,339.0,87.46,88.7,2.57,13.61,17,0,7,False
57125207401,961.17,142.0,1736.0,496.57,812.04,9.21,139.88,9,2,17,True
57125207402,1122.67,159.0,1664.0,539.43,950.17,10.54,162.04,19,2,10,True
57125207801,214.65,9.0,435.0,113.03,180.17,1.91,32.61,20,2,7,False
57125207802,147.61,7.0,310.0,88.46,121.04,1.52,24.87,13,2,16,False
57125208401,191.42,10.0,410.0,103.68,156.12,2.17,33.12,17,3,7,False
57125208402,168.43,10.0,397.0,89.84,131.96,2.13,34.39,17,2,5,False
57125210001,164.29,1.0,347.0,110.36,136.12,2.29,26.04,8,0,16,False
57125210002,180.75,7.0,416.0,116.09,148.67,2.58,29.54,11,1,4,False
57125210401,455.62,89.0,814.0,243.91,363.83,11.54,80.12,10,1,8,False
57125210402,339.21,53.0,565.0,156.62,264.75,12.04,62.42,13,1,7,False
57125210601,401.62,50.0,677.0,225.8,318.17,11.79,71.62,18,1,7,False
57125210602,447.67,76.0,843.0,261.05,363.17,10.75,73.58,20,1,8,False
57125210801,188.0,1.0,371.0,114.76,156.11,3.58,28.37,5,4,7,False
57125210802,227.18,23.0,794.0,166.31,186.09,2.86,38.0,13,1,5,False
57125211201,190.5,2.0,463.0,121.12,154.96,2.62,33.17,20,2,5,False
57125211801,238.91,13.0,483.0,150.59,188.32,3.09,47.82,8,0,6,False
57125212001,187.39,14.0,455.0,126.54,160.17,2.39,24.74,17,1,5,False
57125212002,129.87,6.0,311.0,90.67,100.96,2.09,26.74,18,4,6,False
57125212401,169.17,2.0,349.0,101.02,127.79,2.25,39.12,11,2,10,False
57125212801,405.12,53.0,1044.0,298.84,342.5,12.12,50.38,12,3,7,False
57125212802,378.75,41.0,954.0,249.12,325.83,12.42,40.5,15,1,6,False
57125213001,373.38,26.0,962.0,255.14,323.17,11.33,38.58,15,2,7,False
57125213002,423.83,21.0,1047.0,325.41,361.79,11.71,50.38,18,2,7,False
57125213201,438.42,56.0,1046.0,327.55,374.71,11.83,51.92,13,3,7,False
57125213202,368.67,24.0,968.0,261.03,317.75,12.0,39.12,15,2,7,False
57125213401,206.62,17.0,405.0,115.21,185.38,2.96,18.21,12,1,5,False
57125213402,162.96,4.0,354.0,110.81,140.58,2.29,20.17,12,2,7,False
57125214201,165.48,0.0,396.0,113.11,144.52,2.22,18.74,12,2,6,False
57125214202,158.32,1.0,388.0,100.42,134.05,2.23,22.14,12,0,6,False
57125215201,167.14,2.0,455.0,98.05,141.59,3.14,22.55,19,2,6,False
57125215401,208.08,45.0,489.0,137.5,175.83,4.62,27.46,16,2,7,False
57125215801,163.73,3.0,420.0,110.48,124.73,2.64,36.18,15,0,6,False
57125226401,441.88,69.0,828.0,240.93,343.62,11.96,86.12,20,2,6,False
57125226402,434.46,92.0,825.0,237.27,347.33,12.25,74.79,10,1,8,False
57125228201,203.54,0.0,429.0,112.77,173.92,2.25,27.54,15,3,4,False
57125228202,207.96,9.0,368.0,97.97,177.61,3.48,26.78,14,2,6,False
57125243001,431.83,26.0,838.0,308.72,285.12,3.29,143.42,18,1,8,False
57125243002,406.67,25.0,802.0,292.97,268.33,3.46,134.75,19,1,7,False
57125253401,170.42,18.0,374.0,101.9,143.88,3.96,22.5,7,1,6,False
57125253402,169.92,22.0,349.0,92.85,144.21,4.12,21.5,11,2,5,False
57125319801,204.91,5.0,342.0,106.15,175.05,4.59,25.23,13,2,7,False
57125319802,189.04,6.0,501.0,110.5,160.83,2.87,25.52,15,2,6,False
57125322201,331.12,36.0,726.0,205.47,285.25,6.62,39.38,11,3,7,False
57125322202,228.46,17.0,597.0,144.19,189.08,3.42,35.96,9,2,6,False
57125322401,130.57,3.0,453.0,106.01,93.96,2.57,33.96,10,4,7,False
57125322601,184.22,2.0,482.0,120.09,145.43,3.09,35.65,17,3,5,False
57125323201,209.96,6.0,572.0,145.51,179.71,2.04,28.25,19,3,6,False
57125323401,255.95,41.0,1585.0,309.36,205.32,2.95,47.68,17,23,2,False
57125323601,290.74,8.0,1597.0,313.11,233.87,2.7,54.09,6,3,2,False
57125330801,166.75,9.0,429.0,96.57,128.96,2.38,35.67,15,2,7,False
57125330802,154.33,2.0,392.0,89.72,122.58,1.71,29.96,16,1,5,False
57125331401,446.71,42.0,917.0,270.09,338.12,8.83,99.71,15,2,7,False
57125331801,184.88,9.0,365.0,123.26,157.04,3.29,24.5,20,2,8,False
57125331802,206.42,21.0,364.0,116.95,175.42,2.25,28.83,20,1,15,False
57125332401,484.88,41.0,1161.0,313.82,378.83,8.62,97.42,15,2,17,False
57125332601,144.79,7.0,308.0,86.05,110.75,3.33,30.67,12,1,6,False
57125332801,418.08,40.0,887.0,244.98,335.92,7.62,74.58,8,2,7,False
57125333001,473.88,51.0,972.0,285.23,367.0,8.96,97.62,8,2,17,False
57125333601,192.17,9.0,376.0,91.99,152.42,2.42,37.38,22,2,6,False
57125333801,313.58,76.0,457.0,131.46,258.29,4.38,51.0,6,1,19,False
57125334001,413.21,63.0,747.0,186.32,302.88,8.83,101.12,20,3,6,False
57125334201,421.17,67.0,681.0,193.98,298.46,8.75,113.88,18,3,6,False
57125334601,314.54,32.0,594.0,166.11,252.42,6.71,55.46,5,2,7,False
57125336001,202.14,9.0,498.0,117.19,174.24,2.1,25.81,12,23,18,False
57125336401,477.33,71.0,760.0,228.52,367.88,7.54,101.75,9,3,7,False
57125336601,519.17,127.0,766.0,237.48,421.54,6.83,90.88,20,0,16,False
57125340401,322.42,29.0,638.0,195.36,286.92,4.62,30.75,11,2,19,False
57125340601,354.83,28.0,903.0,223.77,309.38,6.21,39.42,19,2,6,False
57125340801,592.38,67.0,1148.0,316.99,466.08,7.58,118.88,15,2,7,False
57125341001,568.12,68.0,1237.0,340.7,459.42,7.29,101.54,20,2,16,False
57125341201,600.58,67.0,1442.0,362.56,489.96,7.71,102.79,12,2,7,False
57125341401,513.42,31.0,951.0,319.97,429.21,6.83,77.46,14,2,9,False
57125341601,999.17,149.0,1967.0,517.93,825.75,7.42,166.0,19,2,6,True
57125341602,903.25,118.0,1755.0,500.51,754.04,7.67,141.5,11,2,16,True
57125341801,1002.83,125.0,1811.0,548.76,853.96,8.92,139.79,20,1,18,True
57125341802,1154.38,142.0,2355.0,629.57,967.75,8.75,178.0,13,2,6,True
57125351401,501.5,106.0,807.0,231.44,405.21,13.08,83.29,21,2,8,False
57125351402,525.54,66.0,1044.0,306.16,456.71,13.38,55.58,20,3,7,False
57125351801,478.29,77.0,772.0,229.3,395.38,12.0,70.92,20,3,17,False
57125351802,480.42,37.0,962.0,274.54,416.04,10.0,54.29,20,1,7,False
57125352001,505.5,39.0,997.0,284.68,430.67,12.42,62.42,10,1,7,False
57125352002,452.67,81.0,776.0,212.64,378.42,12.79,61.62,20,3,16,False
57125352201,420.46,45.0,1078.0,314.56,354.71,11.67,54.08,14,22,7,False
57125352202,391.12,39.0,894.0,229.56,332.88,12.5,45.75,10,1,7,False
57125352401,377.96,38.0,817.0,220.13,321.38,12.75,43.83,19,1,7,False
57125352402,428.29,47.0,1287.0,328.31,358.04,12.83,57.42,13,22,7,False
57125352801,345.29,46.0,775.0,210.28,278.04,10.96,56.29,18,1,7,False
57125352802,395.67,87.0,764.0,239.02,316.79,11.08,67.88,12,22,7,False
57125353401,883.79,186.0,1491.0,435.1,694.5,21.38,168.08,5,1,7,False
57125353402,899.46,160.0,1581.0,438.73,711.25,20.46,167.96,19,2,17,False
57125355401,442.42,68.0,733.0,241.87,339.33,11.38,91.75,20,2,6,False
57125355402,419.29,91.0,804.0,224.53,332.0,12.71,74.5,11,3,8,False
57125356001,449.21,61.0,784.0,243.37,355.58,11.83,81.83,19,1,6,False
57125356002,431.83,75.0,803.0,246.66,345.54,11.88,74.25,12,1,8,False
57125359801,184.79,28.0,384.0,105.17,144.5,3.33,37.0,19,0,6,False
57125359802,210.38,26.0,329.0,109.91,171.25,3.21,35.71,18,0,8,False
57125360001,265.25,19.0,456.0,154.78,212.38,3.75,49.12,21,2,8,False
57125360002,221.08,10.0,597.0,147.43,172.21,3.67,45.0,19,2,6,False
57125360201,467.62,105.0,862.0,250.03,370.46,6.83,90.25,14,3,7,False
57125360801,914.38,142.0,1757.0,493.67,719.25,18.08,176.92,5,1,17,True
57125360802,877.08,127.0,1679.0,455.08,691.96,17.42,167.75,19,1,7,False
57125371201,215.58,102.0,393.0,73.34,176.38,4.25,34.92,15,2,6,False
57125371202,230.67,99.0,508.0,92.52,189.08,4.79,36.71,12,3,5,False
57125387401,188.41,5.0,469.0,127.63,138.64,2.23,47.68,17,2,6,False
57125387601,229.09,13.0,485.0,131.51,172.26,2.74,54.13,12,0,17,False
57125387801,418.75,90.0,886.0,253.55,332.42,11.5,74.88,12,1,7,False
57125387802,410.17,40.0,797.0,233.81,325.5,11.92,72.79,5,1,6,False
57125388001,353.62,37.0,839.0,215.88,288.67,10.71,54.17,4,1,6,False
57125388002,403.04,89.0,867.0,246.33,325.88,11.08,66.25,11,1,7,False
57125388401,228.35,2.0,551.0,141.39,190.22,2.43,35.78,18,3,5,False
57125388402,241.82,1.0,634.0,174.93,208.77,2.32,30.73,9,3,6,False
57125388601,406.92,40.0,778.0,229.61,322.21,11.75,73.04,18,1,6,False
57125388602,414.08,78.0,851.0,251.64,328.21,10.88,75.04,18,1,7,False
57125388801,418.79,75.0,850.0,250.36,335.92,10.67,72.08,18,1,7,False
57125388802,367.58,43.0,636.0,202.17,291.17,10.92,65.5,14,1,7,False
57125389001,172.25,29.0,316.0,85.65,139.12,2.5,30.5,23,3,6,False
57125389002,124.83,8.0,275.0,75.77,94.71,2.88,27.29,5,2,7,False
57125389401,143.54,10.0,298.0,83.24,107.08,2.88,33.46,10,2,11,False
57125390001,196.54,39.0,451.0,113.52,152.5,3.0,41.29,23,3,6,False
57125390201,480.88,53.0,754.0,244.91,354.5,8.88,117.46,5,3,8,False
57125390401,465.21,54.0,712.0,235.15,344.0,8.42,112.71,5,3,8,False
57125398201,254.5,14.0,605.0,161.88,228.86,2.64,22.95,15,4,7,False
57125398202,248.14,0.0,578.0,186.14,226.57,2.05,19.57,18,0,7,False
57125398401,208.08,23.0,349.0,104.35,170.29,4.42,33.42,7,3,18,False
57125398402,281.92,16.0,509.0,142.11,242.08,5.0,34.92,13,2,16,False
57125400601,232.96,73.0,382.0,80.9,198.46,5.67,28.96,4,23,18,False
57125400602,214.62,31.0,425.0,101.94,182.04,6.38,26.21,18,3,8,False
57125401601,259.29,50.0,424.0,102.03,209.21,11.79,38.5,14,2,18,False
57125401602,220.62,34.0,519.0,114.78,176.25,9.17,35.42,22,1,7,False
57125401801,324.92,24.0,628.0,170.12,267.83,15.25,41.75,21,3,6,False
57125401802,254.83,37.0,503.0,115.33,198.58,15.96,40.67,11,2,19,False
57125402001,310.0,69.0,531.0,130.18,246.88,8.62,54.38,5,3,16,False
57125402002,342.67,60.0,727.0,165.44,280.67,8.62,53.29,21,1,6,False
57125404001,434.25,31.0,902.0,256.14,370.58,11.46,52.21,9,2,17,False
57125404002,482.08,34.0,1001.0,284.94,428.5,10.25,43.5,10,2,16,False
57125404601,459.17,40.0,933.0,263.2,397.33,12.38,49.25,8,2,18,False
57125404602,621.62,96.0,1414.0,382.66,567.88,11.46,42.29,20,1,7,False
57125405001,431.25,32.0,927.0,256.2,368.96,12.58,49.79,20,2,18,False
57125405002,460.04,33.0,885.0,260.59,412.04,10.29,37.79,10,2,7,False
57125406001,894.46,154.0,1681.0,475.55,697.71,17.92,178.92,9,1,17,False
57125406002,866.71,129.0,1667.0,450.64,680.46,17.21,168.96,19,1,7,False
57125406201,867.04,132.0,1703.0,450.41,681.67,17.5,168.0,14,1,7,False
57125406202,886.04,181.0,1677.0,464.98,699.08,16.5,170.58,9,1,17,False
57125406401,877.83,125.0,1668.0,458.65,693.38,17.5,167.04,19,1,7,False
57125406402,896.08,154.0,1686.0,479.15,694.79,18.29,182.92,10,1,17,False
57125406801,896.25,159.0,1700.0,473.38,694.08,18.29,184.04,9,1,17,False
57125406802,862.21,124.0,1665.0,445.71,678.79,17.25,166.08,19,1,7,False
57125407001,869.62,121.0,1605.0,448.87,686.17,17.29,166.33,19,1,7,False
57125407002,894.12,154.0,1720.0,478.02,691.54,17.88,184.54,10,1,17,False
57125407601,206.75,2.0,672.0,152.06,165.38,3.04,38.29,6,0,3,False
57125407801,167.75,2.0,429.0,126.25,133.33,2.67,31.96,9,4,7,False
57125408001,132.38,5.0,410.0,97.4,108.42,2.67,21.25,9,0,6,False
57125408002,197.83,1.0,683.0,146.5,161.46,3.83,32.62,10,2,3,False
57125408201,124.5,11.0,387.0,93.82,98.71,2.46,23.46,10,0,6,False
57125408401,171.33,1.0,345.0,110.42,125.25,3.42,42.71,9,2,6,False
57125408801,495.5,40.0,1014.0,282.25,425.88,12.54,57.04,5,1,7,False
57125408802,483.08,59.0,786.0,232.23,396.5,12.5,74.12,5,3,18,False
57125409001,495.75,95.0,789.0,238.29,403.17,12.0,80.46,20,2,8,False
57125409002,528.12,68.0,967.0,297.72,458.54,12.38,57.21,20,3,7,False
57125415901,375.17,64.0,755.0,196.07,256.75,6.58,111.79,20,2,6,False
57125415902,391.62,61.0,761.0,228.31,253.08,6.83,131.62,5,1,6,False
57125416201,314.5,29.0,716.0,207.14,223.79,4.33,86.33,6,0,16,False
57125416202,380.58,28.0,997.0,288.01,291.0,5.71,83.79,17,1,6,False
57125420701,175.59,17.0,586.0,138.92,149.45,2.91,23.23,13,0,14,False
57125420702,188.35,18.0,475.0,123.25,158.61,2.78,26.65,10,1,11,False
57125421001,8.0,8.0,8.0,0.0,8.0,0.0,0.0,20,20,20,False
57125421002,9.0,9.0,9.0,0.0,9.0,0.0,0.0,20,20,20,False
57125421101,173.96,5.0,486.0,146.99,153.79,1.62,18.38,16,3,17,False
57125421102,211.04,19.0,503.0,163.29,186.91,2.3,21.87,11,1,17,False
57125421201,145.29,21.0,328.0,73.01,125.12,2.29,17.71,6,1,5,False
57125421202,206.96,30.0,596.0,134.1,182.5,4.58,20.0,11,3,5,False
57125421301,195.17,0.0,611.0,153.45,174.38,1.92,18.67,4,3,5,False
57125421302,136.29,1.0,412.0,101.27,116.83,1.88,17.42,18,2,5,False
57125421801,202.42,23.0,546.0,137.39,179.21,3.29,20.04,18,1,7,False
57125421802,220.29,26.0,466.0,123.58,196.42,3.33,20.58,20,0,7,False
57125422301,185.58,15.0,339.0,90.87,149.58,4.96,31.0,20,2,6,False
57125422302,195.0,21.0,343.0,108.82,161.83,5.88,27.04,5,3,16,False
57125422601,154.62,19.0,294.0,81.15,128.25,3.12,23.33,19,2,7,False
57125422602,139.58,28.0,271.0,68.07,110.0,3.42,26.08,9,1,5,False
57125422701,161.79,11.0,413.0,96.4,131.88,3.12,26.58,8,2,6,False
57125422702,166.38,21.0,269.0,88.46,141.25,3.88,21.12,10,3,8,False
57125422801,150.12,28.0,318.0,76.19,125.08,3.04,22.0,17,1,6,False
57125422802,140.79,21.0,395.0,92.58,116.62,2.33,22.12,14,0,7,False
57125423101,139.04,18.0,337.0,74.02,115.88,2.0,21.12,9,3,7,False
57125423102,137.0,12.0,271.0,75.41,117.5,2.29,17.17,4,2,6,False
57125423701,147.5,12.0,438.0,99.56,123.12,3.04,21.33,19,3,5,False
57125423702,140.67,21.0,269.0,74.17,118.67,3.12,18.83,8,3,12,False
57125425701,230.58,13.0,550.0,126.97,196.54,4.08,29.96,15,2,6,False
57125425702,238.42,27.0,671.0,138.61,208.0,3.88,26.42,22,1,5,False
57125425801,309.75,72.0,567.0,150.39,249.96,16.71,43.04,5,2,7,False
57125425802,248.96,32.0,463.0,122.85,197.04,15.96,36.12,14,3,17,False
57125426101,184.42,34.0,626.0,108.53,145.38,14.04,24.79,17,2,5,False
57125426102,219.96,70.0,454.0,116.87,170.67,15.5,33.79,13,1,7,False
57125426601,247.58,28.0,725.0,150.23,205.75,13.83,28.12,11,2,5,False
57125426602,207.17,29.0,476.0,94.71,163.42,13.96,29.79,9,2,4,False
57125426801,265.92,31.0,689.0,169.75,220.04,13.96,31.83,19,2,6,False
57125426802,236.21,22.0,461.0,131.73,193.21,12.88,30.25,4,0,7,False
57125427801,414.83,131.0,831.0,183.43,264.83,16.83,133.25,19,1,8,False
57125427901,382.5,42.0,848.0,199.97,239.75,16.71,125.79,20,2,8,False
57125433001,255.68,10.0,425.0,120.95,223.59,2.41,29.91,13,0,7,False
57125433002,185.14,1.0,390.0,119.04,154.95,2.41,27.68,11,0,6,False
57125433101,201.91,5.0,405.0,102.83,172.83,1.96,27.04,15,3,6,False
57125433102,190.67,19.0,428.0,110.85,158.62,3.0,29.19,10,23,6,False
57125433201,214.5,12.0,525.0,153.93,179.83,3.08,31.5,8,2,18,False
57125433202,195.42,28.0,500.0,108.9,147.12,3.25,45.0,17,1,15,False
57125433301,184.7,12.0,282.0,85.08,143.09,2.65,39.3,21,3,15,False
57125433302,174.42,2.0,339.0,104.89,134.62,2.38,37.08,8,3,23,False
57125433701,148.83,28.0,322.0,67.34,123.38,2.83,22.42,10,1,7,False
57125433702,187.08,13.0,326.0,84.46,156.04,4.21,26.79,13,2,6,False
57125434001,164.54,21.0,390.0,88.97,133.12,3.08,28.25,9,1,6,False
57125434002,196.42,39.0,420.0,97.81,158.71,3.83,33.79,10,0,7,False
57125434101,187.46,22.0,378.0,98.36,156.71,4.42,26.29,12,3,6,False
57125434102,192.04,13.0,444.0,96.18,160.5,5.25,26.17,12,2,5,False
57125434201,194.42,12.0,397.0,96.64,151.33,15.12,28.12,20,2,7,False
