gid,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop,outlier_flag
다사686377,12.0,16.0,20.0,22.0,18.0,10.0,17.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686380,14.0,0.0,26.0,15.0,25.0,11.0,34.0,10.0,21.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686381,32.0,24.0,41.0,38.0,37.0,19.0,55.0,29.0,51.0,45.0,25.0,36.0,14.0,22.0,0.0,0.0,0.0,0.0,False
다사686382,30.0,27.0,37.0,21.0,31.0,31.0,55.0,42.0,50.0,40.0,30.0,31.0,9.0,14.0,0.0,0.0,0.0,0.0,False
다사686383,19.0,25.0,39.0,21.0,33.0,25.0,52.0,46.0,61.0,46.0,35.0,42.0,11.0,16.0,0.0,0.0,0.0,0.0,True
다사686384,36.0,25.0,28.0,22.0,24.0,31.0,48.0,44.0,48.0,37.0,26.0,25.0,9.0,17.0,0.0,0.0,0.0,0.0,False
다사686385,21.0,17.0,22.0,19.0,24.0,31.0,39.0,29.0,37.0,44.0,15.0,19.0,7.0,13.0,0.0,0.0,0.0,0.0,False
다사686387,22.0,17.0,71.0,79.0,54.0,56.0,35.0,27.0,11.0,20.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사686388,27.0,20.0,77.0,78.0,76.0,66.0,41.0,48.0,22.0,24.0,10.0,16.0,8.0,11.0,0.0,0.0,0.0,0.0,True
다사686389,11.0,11.0,16.0,15.0,30.0,25.0,40.0,32.0,31.0,18.0,8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686392,24.0,24.0,51.0,60.0,59.0,51.0,37.0,41.0,31.0,38.0,17.0,20.0,0.0,9.0,0.0,0.0,0.0,0.0,False
다사686393,46.0,55.0,65.0,90.0,89.0,86.0,71.0,80.0,68.0,68.0,33.0,42.0,8.0,13.0,0.0,0.0,0.0,0.0,True
다사686394,42.0,26.0,34.0,31.0,42.0,38.0,50.0,55.0,29.0,39.0,18.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사686395,52.0,44.0,64.0,85.0,56.0,55.0,61.0,78.0,52.0,54.0,24.0,25.0,6.0,7.0,0.0,0.0,0.0,0.0,True
다사686402,6.0,9.0,0.0,11.0,10.0,8.0,7.0,13.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686403,16.0,18.0,28.0,29.0,26.0,20.0,25.0,31.0,30.0,33.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686404,11.0,0.0,20.0,11.0,11.0,12.0,6.0,12.0,21.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686406,19.0,11.0,15.0,17.0,12.0,8.0,17.0,23.0,35.0,29.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686407,36.0,34.0,18.0,22.0,38.0,41.0,54.0,59.0,38.0,28.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686408,15.0,19.0,14.0,26.0,66.0,68.0,39.0,37.0,14.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686409,38.0,30.0,31.0,40.0,97.0,115.0,75.0,58.0,22.0,29.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사686410,13.0,9.0,7.0,12.0,33.0,36.0,20.0,12.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사686412,32.0,32.0,13.0,16.0,25.0,26.0,40.0,43.0,33.0,35.0,12.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사686413,28.0,21.0,7.0,6.0,9.0,13.0,33.0,39.0,41.0,31.0,12.0,17.0,7.0,18.0,0.0,0.0,0.0,0.0,False
다사686414,27.0,13.0,7.0,0.0,11.0,6.0,39.0,33.0,37.0,31.0,17.0,19.0,8.0,17.0,0.0,0.0,0.0,0.0,False
다사686415,40.0,34.0,57.0,55.0,40.0,41.0,51.0,63.0,67.0,72.0,30.0,43.0,6.0,24.0,0.0,0.0,0.0,0.0,True
다사686416,13.0,26.0,38.0,29.0,26.0,24.0,25.0,40.0,45.0,49.0,28.0,33.0,7.0,13.0,0.0,0.0,0.0,0.0,False
다사687300,16.0,13.0,23.0,23.0,14.0,10.0,13.0,15.0,13.0,16.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687301,40.0,28.0,57.0,39.0,17.0,18.0,38.0,35.0,33.0,42.0,14.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,False
다사687302,6.0,0.0,12.0,14.0,11.0,10.0,6.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687341,25.0,19.0,55.0,43.0,50.0,55.0,35.0,46.0,39.0,56.0,15.0,17.0,6.0,19.0,0.0,6.0,0.0,0.0,False
다사687342,7.0,0.0,14.0,13.0,7.0,0.0,8.0,10.0,11.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687343,10.0,20.0,25.0,20.0,15.0,16.0,18.0,18.0,28.0,35.0,14.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사687344,9.0,15.0,7.0,10.0,11.0,10.0,10.0,14.0,9.0,13.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687345,0.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,0.0,7.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,False
다사687349,18.0,16.0,18.0,20.0,18.0,20.0,28.0,28.0,17.0,30.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687350,28.0,40.0,33.0,23.0,43.0,43.0,42.0,56.0,44.0,42.0,10.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,False
다사687364,20.0,23.0,36.0,21.0,15.0,11.0,19.0,35.0,39.0,32.0,11.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사687366,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687367,13.0,11.0,13.0,9.0,6.0,9.0,21.0,21.0,24.0,25.0,13.0,12.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사687368,32.0,12.0,36.0,27.0,22.0,23.0,37.0,33.0,41.0,40.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687372,0.0,6.0,0.0,6.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687373,16.0,18.0,11.0,0.0,16.0,13.0,21.0,28.0,23.0,26.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687374,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687375,18.0,11.0,15.0,21.0,14.0,10.0,13.0,18.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687376,33.0,19.0,30.0,50.0,73.0,54.0,32.0,39.0,31.0,25.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687377,18.0,35.0,70.0,90.0,102.0,80.0,42.0,41.0,26.0,27.0,16.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,True
다사687380,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687381,16.0,19.0,55.0,41.0,46.0,31.0,49.0,33.0,41.0,40.0,19.0,22.0,8.0,11.0,0.0,0.0,0.0,0.0,False
다사687382,40.0,37.0,52.0,31.0,45.0,30.0,54.0,51.0,68.0,50.0,24.0,32.0,9.0,14.0,0.0,0.0,0.0,0.0,True
다사687383,26.0,21.0,42.0,18.0,37.0,15.0,65.0,32.0,54.0,63.0,23.0,32.0,10.0,18.0,0.0,0.0,0.0,0.0,False
다사687384,22.0,24.0,35.0,22.0,29.0,24.0,45.0,45.0,65.0,52.0,24.0,27.0,9.0,23.0,0.0,0.0,0.0,0.0,True
다사687385,24.0,19.0,65.0,72.0,63.0,48.0,28.0,41.0,38.0,27.0,16.0,13.0,7.0,10.0,0.0,0.0,0.0,0.0,True
다사687386,60.0,51.0,176.0,203.0,182.0,146.0,70.0,83.0,46.0,67.0,18.0,29.0,6.0,15.0,0.0,0.0,0.0,0.0,True
다사687388,9.0,19.0,67.0,67.0,52.0,54.0,26.0,26.0,16.0,26.0,12.0,15.0,0.0,8.0,0.0,0.0,0.0,0.0,False
다사687389,13.0,21.0,42.0,51.0,32.0,28.0,23.0,19.0,23.0,39.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687391,0.0,0.0,15.0,15.0,12.0,8.0,0.0,8.0,0.0,13.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687392,19.0,11.0,34.0,35.0,26.0,28.0,30.0,33.0,30.0,36.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687393,23.0,20.0,36.0,41.0,38.0,29.0,30.0,41.0,32.0,39.0,16.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사687394,83.0,106.0,112.0,147.0,127.0,122.0,123.0,144.0,124.0,120.0,57.0,58.0,18.0,17.0,0.0,6.0,0.0,0.0,True
다사687395,15.0,18.0,28.0,20.0,31.0,38.0,20.0,22.0,27.0,29.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687402,8.0,6.0,19.0,16.0,18.0,16.0,17.0,15.0,18.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687403,19.0,15.0,19.0,22.0,20.0,22.0,21.0,26.0,35.0,37.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687404,0.0,0.0,20.0,7.0,7.0,9.0,7.0,7.0,21.0,23.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687405,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687406,12.0,13.0,0.0,9.0,7.0,10.0,18.0,20.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687407,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687408,28.0,30.0,28.0,24.0,62.0,81.0,62.0,59.0,24.0,25.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687409,16.0,18.0,22.0,31.0,89.0,105.0,56.0,43.0,17.0,21.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사687410,25.0,28.0,30.0,27.0,64.0,82.0,62.0,40.0,20.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사687414,19.0,21.0,36.0,34.0,26.0,23.0,29.0,34.0,27.0,50.0,24.0,22.0,8.0,9.0,0.0,0.0,0.0,0.0,False
다사687415,22.0,23.0,30.0,34.0,22.0,34.0,20.0,36.0,31.0,61.0,18.0,23.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사687416,16.0,28.0,32.0,41.0,20.0,19.0,26.0,35.0,37.0,57.0,21.0,28.0,8.0,9.0,0.0,0.0,0.0,0.0,False
다사688303,17.0,6.0,20.0,25.0,10.0,9.0,22.0,28.0,29.0,29.0,8.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,False
다사688341,7.0,14.0,10.0,10.0,16.0,22.0,17.0,18.0,14.0,18.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688342,12.0,16.0,30.0,25.0,30.0,28.0,23.0,25.0,26.0,23.0,12.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사688343,16.0,16.0,7.0,12.0,15.0,17.0,17.0,21.0,31.0,28.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688344,21.0,15.0,16.0,22.0,28.0,26.0,31.0,30.0,34.0,47.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688349,23.0,23.0,23.0,25.0,30.0,42.0,49.0,41.0,24.0,29.0,18.0,22.0,11.0,11.0,0.0,0.0,0.0,0.0,False
다사688350,41.0,27.0,25.0,26.0,48.0,62.0,60.0,57.0,31.0,38.0,18.0,24.0,10.0,10.0,0.0,0.0,0.0,0.0,False
다사688364,18.0,11.0,23.0,12.0,17.0,13.0,22.0,26.0,18.0,25.0,10.0,16.0,0.0,8.0,0.0,0.0,0.0,0.0,False
다사688365,0.0,6.0,10.0,0.0,8.0,0.0,9.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688366,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688367,14.0,12.0,11.0,9.0,10.0,9.0,19.0,23.0,22.0,21.0,11.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사688368,8.0,17.0,18.0,15.0,19.0,14.0,28.0,21.0,32.0,35.0,18.0,23.0,0.0,11.0,0.0,0.0,0.0,0.0,False
다사688373,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688374,24.0,19.0,49.0,58.0,70.0,63.0,46.0,43.0,34.0,39.0,8.0,22.0,9.0,6.0,0.0,0.0,0.0,0.0,False
다사688375,19.0,15.0,25.0,25.0,52.0,51.0,34.0,38.0,29.0,25.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688376,17.0,21.0,36.0,48.0,63.0,38.0,22.0,36.0,19.0,22.0,12.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사688377,43.0,38.0,59.0,76.0,108.0,93.0,49.0,53.0,32.0,30.0,14.0,18.0,8.0,8.0,0.0,0.0,0.0,0.0,True
다사688378,12.0,14.0,30.0,37.0,49.0,42.0,20.0,22.0,17.0,17.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688380,7.0,0.0,9.0,12.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688381,44.0,38.0,46.0,24.0,32.0,26.0,43.0,33.0,39.0,33.0,22.0,16.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사688382,29.0,39.0,34.0,27.0,29.0,23.0,54.0,48.0,43.0,45.0,17.0,19.0,11.0,15.0,0.0,0.0,0.0,0.0,False
다사688383,26.0,20.0,54.0,33.0,39.0,21.0,50.0,35.0,52.0,58.0,33.0,40.0,14.0,18.0,0.0,0.0,0.0,0.0,False
다사688384,14.0,8.0,0.0,11.0,12.0,7.0,14.0,15.0,21.0,20.0,12.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사688386,16.0,25.0,42.0,39.0,52.0,48.0,25.0,34.0,24.0,25.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688387,26.0,19.0,38.0,54.0,52.0,39.0,36.0,41.0,14.0,24.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688388,40.0,24.0,75.0,100.0,83.0,72.0,35.0,42.0,38.0,51.0,19.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,True
다사688389,15.0,27.0,93.0,106.0,67.0,53.0,36.0,40.0,32.0,42.0,17.0,31.0,6.0,11.0,0.0,0.0,0.0,0.0,True
다사688390,8.0,0.0,35.0,45.0,27.0,16.0,6.0,9.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688391,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688392,28.0,21.0,58.0,59.0,47.0,50.0,37.0,49.0,42.0,48.0,19.0,19.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사688393,36.0,53.0,101.0,115.0,92.0,81.0,53.0,74.0,65.0,84.0,35.0,43.0,8.0,7.0,0.0,0.0,0.0,0.0,True
다사688394,30.0,27.0,31.0,40.0,31.0,29.0,35.0,50.0,47.0,42.0,19.0,20.0,7.0,7.0,0.0,0.0,0.0,0.0,False
다사688395,16.0,15.0,21.0,24.0,30.0,28.0,13.0,23.0,26.0,30.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688405,0.0,0.0,0.0,7.0,6.0,0.0,7.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688406,0.0,0.0,0.0,7.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688407,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688408,11.0,11.0,10.0,14.0,46.0,68.0,27.0,14.0,11.0,10.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688409,14.0,14.0,19.0,23.0,64.0,72.0,37.0,32.0,17.0,13.0,9.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사688410,0.0,6.0,8.0,15.0,23.0,29.0,18.0,13.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사688415,0.0,7.0,59.0,85.0,84.0,58.0,21.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사688416,20.0,21.0,40.0,56.0,69.0,65.0,49.0,34.0,15.0,14.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사689303,9.0,0.0,0.0,8.0,0.0,7.0,9.0,17.0,15.0,14.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689317,7.0,0.0,0.0,0.0,9.0,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689318,8.0,8.0,22.0,17.0,14.0,18.0,16.0,14.0,14.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689344,11.0,12.0,0.0,13.0,10.0,13.0,10.0,10.0,9.0,16.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689349,0.0,0.0,8.0,10.0,15.0,15.0,7.0,6.0,6.0,15.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689350,11.0,0.0,16.0,16.0,26.0,21.0,13.0,19.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689351,17.0,11.0,18.0,13.0,19.0,18.0,14.0,20.0,14.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689364,6.0,0.0,21.0,15.0,6.0,6.0,10.0,16.0,19.0,27.0,10.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사689365,21.0,13.0,22.0,18.0,27.0,18.0,42.0,18.0,39.0,51.0,35.0,23.0,9.0,21.0,0.0,0.0,0.0,0.0,False
다사689366,49.0,34.0,59.0,47.0,44.0,40.0,63.0,58.0,59.0,61.0,29.0,33.0,9.0,21.0,0.0,0.0,0.0,0.0,True
다사689367,6.0,0.0,6.0,0.0,0.0,0.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689368,16.0,9.0,8.0,8.0,12.0,8.0,31.0,20.0,27.0,25.0,12.0,19.0,10.0,9.0,0.0,0.0,0.0,0.0,False
다사689374,53.0,47.0,42.0,43.0,49.0,53.0,54.0,64.0,51.0,44.0,19.0,25.0,6.0,6.0,0.0,0.0,0.0,0.0,True
다사689375,29.0,20.0,38.0,35.0,42.0,54.0,44.0,51.0,29.0,24.0,15.0,17.0,0.0,7.0,0.0,0.0,0.0,0.0,False
다사689376,8.0,0.0,29.0,35.0,34.0,27.0,10.0,19.0,14.0,14.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689379,21.0,31.0,55.0,41.0,22.0,32.0,48.0,44.0,39.0,60.0,12.0,13.0,9.0,13.0,0.0,0.0,0.0,0.0,False
다사689381,29.0,39.0,42.0,25.0,15.0,19.0,24.0,16.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689382,37.0,40.0,51.0,51.0,29.0,31.0,54.0,44.0,39.0,42.0,18.0,34.0,12.0,14.0,0.0,0.0,0.0,0.0,False
다사689383,8.0,9.0,15.0,12.0,22.0,18.0,32.0,22.0,38.0,37.0,14.0,13.0,7.0,7.0,0.0,0.0,0.0,0.0,False
다사689384,21.0,22.0,18.0,15.0,20.0,21.0,34.0,33.0,25.0,34.0,20.0,22.0,7.0,9.0,0.0,0.0,0.0,0.0,False
다사689385,12.0,6.0,9.0,10.0,12.0,13.0,12.0,14.0,21.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689389,50.0,47.0,66.0,73.0,75.0,61.0,65.0,81.0,48.0,51.0,17.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,True
다사689390,36.0,39.0,103.0,121.0,101.0,85.0,60.0,59.0,33.0,54.0,27.0,28.0,12.0,6.0,0.0,0.0,0.0,0.0,True
다사689391,26.0,27.0,30.0,26.0,33.0,44.0,32.0,34.0,22.0,38.0,21.0,22.0,8.0,11.0,0.0,0.0,0.0,0.0,False
다사689392,26.0,44.0,39.0,49.0,64.0,54.0,46.0,58.0,42.0,49.0,22.0,16.0,7.0,10.0,0.0,0.0,0.0,0.0,False
다사689393,0.0,14.0,21.0,22.0,16.0,14.0,7.0,14.0,12.0,19.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689394,41.0,40.0,58.0,66.0,69.0,63.0,57.0,74.0,51.0,49.0,22.0,28.0,0.0,10.0,0.0,0.0,0.0,0.0,False
다사689395,29.0,40.0,96.0,78.0,50.0,47.0,49.0,64.0,48.0,49.0,29.0,35.0,7.0,7.0,0.0,0.0,0.0,0.0,True
다사689406,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689407,0.0,0.0,7.0,7.0,14.0,14.0,0.0,7.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689408,7.0,0.0,10.0,12.0,32.0,26.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689411,0.0,0.0,22.0,21.0,24.0,25.0,12.0,11.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689412,0.0,0.0,8.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사689415,8.0,16.0,162.0,188.0,144.0,114.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
다사689416,7.0,11.0,29.0,40.0,40.0,35.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690323,0.0,8.0,23.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690343,8.0,7.0,9.0,8.0,6.0,7.0,8.0,10.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690344,16.0,15.0,14.0,20.0,18.0,16.0,21.0,27.0,28.0,33.0,13.0,11.0,7.0,9.0,0.0,0.0,0.0,0.0,False
다사690345,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690349,18.0,19.0,26.0,15.0,14.0,22.0,29.0,46.0,38.0,59.0,23.0,27.0,10.0,10.0,0.0,0.0,0.0,0.0,False
다사690351,9.0,6.0,11.0,14.0,7.0,0.0,11.0,14.0,14.0,8.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,False
다사690352,17.0,11.0,10.0,0.0,13.0,13.0,18.0,16.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690353,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690364,14.0,6.0,0.0,11.0,15.0,8.0,20.0,13.0,22.0,13.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690365,18.0,19.0,22.0,20.0,17.0,18.0,21.0,19.0,30.0,34.0,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690366,28.0,38.0,35.0,33.0,49.0,42.0,34.0,46.0,57.0,71.0,38.0,26.0,0.0,12.0,0.0,0.0,0.0,0.0,True
다사690367,29.0,25.0,23.0,28.0,23.0,31.0,40.0,37.0,45.0,48.0,22.0,21.0,9.0,10.0,0.0,0.0,0.0,0.0,False
다사690368,16.0,11.0,20.0,14.0,16.0,8.0,25.0,21.0,19.0,19.0,10.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,False
다사690369,0.0,0.0,7.0,0.0,6.0,0.0,12.0,12.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690370,14.0,9.0,10.0,7.0,9.0,17.0,15.0,18.0,15.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690371,0.0,0.0,0.0,0.0,7.0,6.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690374,13.0,12.0,13.0,6.0,18.0,14.0,23.0,21.0,11.0,13.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690375,27.0,21.0,38.0,25.0,46.0,54.0,31.0,46.0,33.0,32.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690376,0.0,0.0,27.0,32.0,27.0,19.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
다사690377,16.0,11.0,70.0,70.0,51.0,31.0,25.0,26.0,17.0,35.0,12.0,21.0,7.0,10.0,0.0,0.0,0.0,0.0,True
다사690378,21.0,17.0,37.0,40.0,21.0,26.0,32.0,39.0,31.0,45.0,21.0,13.0,6.0,7.0,0.0,0.0,0.0,0.0,False
다사690379,13.0,17.0,27.0,42.0,31.0,18.0,21.0,23.0,12.0,20.0,14.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,False
다사690381,33.0,28.0,24.0,16.0,25.0,27.0,37.0,45.0,28.0,32.0,14.0,24.0,8.0,10.0,0.0,0.0,0.0,0.0,False
다사690382,13.0,8.0,12.0,15.0,23.0,8.0,20.0,21.0,24.0,11.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,False
