v_link_id,link_id,dir,f_node,t_node,lanes_dir,max_speed,road_name,road_no,road_rank,link_type,pavement,road_type,lanes,oneway,length,level
57165039701,571650397,UP,339493,339852,3,50,탄천로,0,107,32768,0.0,0,5,0,0.076,5.5
57165046101,571650461,UP,339874,339875,1,60,중대로,0,104,2052,0.0,0,1,1,0.063,6.5
57165046201,571650462,UP,339876,339874,1,60,,0,104,2052,0.0,0,1,1,0.061,6.5
57165046701,571650467,UP,338366,339874,2,60,,0,104,2052,0.0,0,4,0,0.052,6.5
57165057001,571650570,UP,338419,339223,1,30,양재대로62길,0,104,32768,0.0,0,2,0,0.195,6.0
57165058401,571650584,UP,338426,338443,1,30,중대로9길,0,104,32768,0.0,0,2,0,0.103,6.0
57165058801,571650588,UP,338419,338424,1,30,중대로9길,0,104,32768,0.0,0,2,0,0.325,6.0
57165074001,571650740,UP,338418,338867,2,50,양재대로,0,104,32768,0.0,0,4,0,0.431,5.5
57165075301,571650753,UP,339889,339890,1,50,삼학사로,0,104,4,0.0,0,1,1,0.042,6.0
57165075401,571650754,UP,338434,339889,1,40,가락로,0,104,4,0.0,0,2,0,0.038,5.5
57165075601,571650756,UP,338434,339890,2,50,삼학사로,0,104,4,0.0,0,4,0,0.039,5.5
57165075701,571650757,UP,339890,645985,2,50,삼학사로,0,104,32768,0.0,0,4,0,0.029,5.5
57165081301,571650813,UP,339162,339163,1,30,가락로16길,0,104,34816,0.0,0,2,0,0.087,6.5
57165117001,571651170,UP,339228,339899,3,50,탄천로,0,107,32768,0.0,0,6,0,0.064,5.5
57165118501,571651185,UP,339901,339902,1,30,,0,107,34816,0.0,0,2,0,0.183,6.5
57165118801,571651188,UP,339901,646043,1,40,,0,107,32768,0.0,0,2,0,0.168,6.5
57165120601,571651206,UP,339766,562891,2,50,탄천로,0,107,32768,0.0,0,4,0,0.382,5.5
57165146501,571651465,UP,338289,339597,2,50,삼전로,0,104,32768,0.0,1,4,0,0.308,5.5
92165150901,921651509,UP,338522,1751534,4,100,수도권제1순환고속도로,100,101,1,0.0,0,4,1,0.366,5.5
57165153601,571651536,UP,339497,339920,3,30,,0,107,34816,0.0,0,6,0,0.048,6.5
57165153701,571651537,UP,339919,339920,3,30,,0,107,34816,0.0,0,6,0,0.056,6.5
57165168201,571651682,UP,339567,339935,1,50,설개로11번길,0,107,32768,0.0,0,2,0,0.022,6.0
57165168701,571651687,UP,339935,339936,1,30,여수대로56번길,0,107,32768,0.0,0,2,0,0.138,6.0
57165170101,571651701,UP,338433,339937,1,30,삼학사로2길,0,104,32768,0.0,0,2,0,0.166,5.5
57165170301,571651703,UP,338281,339937,1,50,탄천동로,0,104,32768,0.0,0,2,0,1.731,5.5
57165170501,571651705,UP,338449,339937,1,50,탄천동로,0,104,32768,0.0,0,2,0,0.334,5.5
57165172501,571651725,UP,339795,339841,1,30,적푸리로,0,107,32768,0.0,0,2,0,0.13,6.0
57165187601,571651876,UP,338411,338412,2,30,,0,104,34816,0.0,0,4,0,0.207,6.5
57165204401,571652044,UP,339874,646051,2,60,,0,104,34816,0.0,0,4,0,0.07,6.5
57165210301,571652103,UP,339991,339992,1,40,,0,107,34816,0.0,0,2,0,0.09,6.5
57165219501,571652195,UP,339568,339994,1,50,설개로,0,107,32768,0.0,0,2,0,0.096,6.0
57165234801,571652348,UP,340013,340017,1,50,,0,104,34816,0.0,0,2,0,0.03,6.5
57165236301,571652363,UP,340020,340021,3,50,충민로,0,104,32768,0.0,0,6,0,0.037,5.5
57165236401,571652364,UP,340022,340023,1,50,,0,104,34816,0.0,0,2,0,0.022,6.5
57165236501,571652365,UP,355628,340022,3,50,충민로,0,104,32768,0.0,0,6,0,0.075,5.5
57165236601,571652366,UP,340021,340022,3,50,충민로,0,104,32768,0.0,0,6,0,0.031,5.5
57165236701,571652367,UP,340024,340025,1,30,,0,104,34816,0.0,0,2,0,0.046,6.5
57165237001,571652370,UP,340017,340026,3,50,충민로,0,104,32768,0.0,0,6,0,0.03,5.5
57165237101,571652371,UP,340024,340026,3,50,충민로,0,104,32768,0.0,0,6,0,0.154,5.5
57165239301,571652393,UP,340018,340031,3,50,새말로,0,104,32768,0.0,0,6,0,0.008,5.5
57165240001,571652400,UP,340020,340024,3,50,충민로,0,104,32768,0.0,0,6,0,0.065,5.5
57165301201,571653012,UP,339568,613679,1,50,설개로2번길,0,107,32768,0.0,0,2,0,0.089,6.0
57165302601,571653026,UP,339555,339557,1,30,신촌로,0,107,32768,0.0,0,2,0,0.143,6.0
57165399601,571653996,UP,338366,339876,3,50,중대로,0,104,4,0.0,0,6,0,0.029,5.5
57165407301,571654073,UP,340067,340066,2,60,용인서울고속도로,171,101,1,0.0,4,2,1,1.117,5.5
57165408101,571654081,UP,340068,340069,2,100,용인서울고속도로,171,101,1,0.0,0,2,1,0.351,5.5
57165408901,571654089,UP,340069,340071,2,100,용인서울고속도로,171,101,1,0.0,4,2,1,1.212,5.5
57165409301,571654093,UP,340072,340070,2,80,용인서울고속도로,171,101,1,0.0,4,2,1,1.198,5.5
57165409901,571654099,UP,340074,340073,1,50,용인서울고속도로,171,108,8,0.0,0,1,1,0.623,5.5
57165410101,571654101,UP,340073,340075,1,50,용인서울고속도로,171,108,8,0.0,0,1,1,0.566,5.5
57165412301,571654123,UP,340075,340077,3,100,용인서울고속도로,171,101,1,0.0,0,3,1,0.316,5.5
57165412701,571654127,UP,340078,340074,3,100,용인서울고속도로,171,101,1,0.0,0,3,1,0.242,5.5
57165421201,571654212,UP,340087,340093,2,100,용인서울고속도로,171,101,1,0.0,4,2,1,0.539,5.5
57165421401,571654214,UP,340071,340094,2,100,용인서울고속도로,171,101,1,0.0,0,2,1,0.491,5.5
57165421601,571654216,UP,340094,340088,2,100,용인서울고속도로,171,101,1,0.0,4,2,1,0.49,5.5
57165421801,571654218,UP,338609,340095,3,50,중대로,0,104,32768,0.0,0,6,0,0.159,5.5
57165422001,571654220,UP,339875,340095,3,50,중대로,0,104,32768,0.0,0,6,0,0.009,5.5
57165422201,571654222,UP,340096,340265,3,50,중대로,0,104,32768,0.0,0,6,0,0.26,5.5
57165422401,571654224,UP,339876,340096,3,50,중대로,0,104,32768,0.0,0,6,0,0.005,5.5
57165459601,571654596,UP,355694,340128,1,30,,0,104,34816,0.0,0,2,0,0.049,6.5
57165459801,571654598,UP,338375,340128,3,50,송이로,0,104,32768,0.0,0,5,0,0.025,5.5
57165460001,571654600,UP,354398,340128,3,50,송이로,0,104,32768,0.0,0,5,0,0.078,5.5
57165460401,571654604,UP,338422,340129,3,50,중대로,0,104,32768,0.0,0,6,0,0.053,5.5
57165460601,571654606,UP,340129,340130,3,50,중대로,0,104,32768,0.0,0,6,0,0.046,5.5
57165460801,571654608,UP,338443,340130,3,50,중대로,0,104,32768,0.0,0,6,0,0.067,5.5
57165473401,571654734,UP,340137,562891,2,50,탄천로,0,107,32768,0.0,0,4,0,0.191,5.5
57165474001,571654740,UP,339767,340138,2,50,탄천로,0,107,32768,0.0,0,4,0,0.009,5.5
57165474201,571654742,UP,340137,340138,2,50,탄천로,0,107,32768,0.0,3,4,0,0.221,5.5
57165480001,571654800,UP,355704,340141,2,60,탄천동로,0,104,32768,0.0,0,4,0,0.128,6.0
57165480401,571654804,UP,339567,339897,1,10,설개로,0,107,32768,0.0,0,2,0,0.09,6.0
57165486001,571654860,UP,339222,339398,1,50,청계산로,0,107,32768,0.0,0,2,0,0.154,6.0
57165487601,571654876,UP,562879,646066,1,50,달래내로,0,107,32768,0.0,0,2,0,0.072,6.0
57165488201,571654882,UP,562899,646065,1,30,,0,107,32768,0.0,0,1,1,0.072,6.0
57165488401,571654884,UP,562879,562899,2,50,달래내로,0,107,32768,0.0,0,2,1,0.016,6.0
57165488801,571654888,UP,646065,646066,1,50,,0,107,32768,0.0,0,2,0,0.036,6.0
57165539001,571655390,UP,339567,340170,1,50,설개로,0,107,32768,0.0,0,2,0,0.007,6.0
57165539201,571655392,UP,339994,340170,1,50,설개로,0,107,32768,0.0,3,2,0,0.012,6.0
57165541801,571655418,UP,338411,340173,3,50,중대로,0,104,32768,0.0,0,6,0,0.046,5.5
57165542001,571655420,UP,340173,340265,3,50,중대로,0,104,32768,0.0,0,6,0,0.127,5.5
57165553001,571655530,UP,339223,339300,1,30,송이로14길,0,104,32768,0.0,0,2,0,0.126,6.0
57165571201,571655712,UP,340193,587929,1,50,설개로14번길,0,107,32768,0.0,0,2,0,0.165,6.0
57165571401,571655714,UP,339567,340194,1,50,설개로14번길,0,107,32768,0.0,0,2,0,0.09,6.0
57165571601,571655716,UP,340193,340194,1,50,설개로14번길,0,107,32768,0.0,3,2,0,0.005,6.0
57165625401,571656254,UP,339570,613626,1,30,심곡로,0,107,32768,0.0,0,2,0,0.117,6.5
57165648201,571656482,UP,339165,354819,1,40,오금로36길,0,104,32768,0.0,0,2,0,0.114,6.0
57165748801,571657488,UP,338411,339688,2,30,중대로8길,0,104,32768,0.0,0,4,0,0.093,6.0
57165749201,571657492,UP,340266,340267,1,40,,0,104,32768,0.0,0,1,1,0.027,6.0
57165809001,571658090,UP,339837,340253,1,40,달래내로377번길,0,107,32768,0.0,0,2,0,0.06,6.0
57165809401,571658094,UP,340253,340254,1,40,달래내로377번길,0,107,32768,0.0,3,2,0,0.025,6.0
57165832001,571658320,UP,338386,340266,1,40,탄천동로,0,104,32768,0.0,0,2,0,0.102,6.0
57165832201,571658322,UP,338901,340266,1,40,탄천동로,0,104,32768,0.0,0,2,0,0.033,6.0
57165832401,571658324,UP,338867,340267,2,40,중대로2길,0,104,32768,0.0,0,4,0,0.036,5.5
57165847401,571658474,UP,355439,339626,1,60,산성대로,0,107,1,0.0,0,1,1,0.073,5.5
57165885601,571658856,UP,338411,340319,3,50,중대로,0,104,32768,0.0,0,6,0,0.13,5.5
57165958601,571659586,UP,340386,340389,1,50,탄천로,0,107,4,0.0,0,1,1,0.048,6.0
57165959001,571659590,UP,340387,340386,2,40,둔촌대로,0,107,1,0.0,0,2,1,0.087,5.5
57165959401,571659594,UP,339497,340387,1,50,둔촌대로,0,107,32768,0.0,0,2,0,0.031,5.5
57165960201,571659602,UP,339498,340389,2,50,탄천로,0,107,32768,0.0,0,4,0,0.092,5.5
57165960401,571659604,UP,339500,340389,2,50,탄천로,0,107,4,0.0,0,4,0,0.026,5.5
57165962401,571659624,UP,340391,339409,1,50,탄천로,0,107,32,0.0,0,1,1,0.036,6.0
57165962601,571659626,UP,340391,339500,1,50,둔촌대로,0,107,32,0.0,0,1,1,0.007,5.5
57165962801,571659628,UP,340386,340391,1,50,둔촌대로,0,107,4,0.0,0,1,1,0.025,5.5
57165998001,571659980,UP,354692,340431,2,50,수정로,0,107,32768,0.0,0,4,0,0.13,5.5
57165998201,571659982,UP,339630,340431,3,50,수정로,0,107,32768,0.0,0,5,0,0.038,5.5
57166021601,571660216,UP,340073,701805,2,50,용인서울고속도로,0,107,32768,0.0,0,3,0,0.048,5.5
57166022601,571660226,UP,354610,340464,3,40,분당수서간고속화도로,0,102,1,0.0,1,3,1,0.303,5.5
57166041401,571660414,UP,339620,340491,5,110,경부고속도로,1,101,1,0.0,0,5,1,3.254,5.5
57166046801,571660468,UP,340499,340501,1,30,,0,104,32768,0.0,0,2,0,0.014,6.5
57166047001,571660470,UP,340500,340501,1,30,,0,104,32768,0.0,0,2,0,0.019,6.5
57166047401,571660474,UP,340017,340501,2,30,,0,104,32768,0.0,0,3,0,0.081,6.0
57166055801,571660558,UP,338785,340511,2,90,분당내곡간고속화도로,0,108,8,0.0,0,2,1,0.063,5.5
57166058601,571660586,UP,339226,340515,3,50,탄천로,0,107,32768,0.0,0,6,0,0.073,5.5
57166058801,571660588,UP,339536,340515,3,50,탄천로,0,107,32768,0.0,0,6,0,0.031,5.5
57166090001,571660900,UP,340254,340552,1,40,달래내로377번길,0,107,32768,0.0,0,2,0,0.374,6.0
57166093201,571660932,UP,340552,562899,1,50,달래내로,0,107,32768,0.0,0,2,0,0.142,6.0
57166099601,571660996,UP,339409,340558,2,50,탄천로,0,107,32768,0.0,0,4,0,0.174,5.5
57166100001,571661000,UP,339495,340559,2,50,탄천로,0,107,32768,0.0,0,4,0,0.005,5.5
57166100201,571661002,UP,340558,340559,2,50,탄천로,0,107,32768,0.0,3,4,0,0.157,5.5
57166106001,571661060,UP,339257,340565,3,60,산성대로,0,107,32768,0.0,0,6,0,0.016,5.5
57166106201,571661062,UP,339499,340565,3,60,산성대로,0,107,32768,0.0,0,6,0,0.016,5.5
57166273401,571662734,UP,339404,563048,1,30,적푸리로,0,107,32768,0.0,0,2,0,0.037,6.0
57166273801,571662738,UP,562887,563048,1,30,적푸리로,0,107,32768,0.0,0,2,0,0.01,6.0
57166282401,571662824,UP,340032,587860,2,50,탄천동로,0,104,32768,0.0,0,2,1,0.198,6.0
57166282601,571662826,UP,587860,587859,2,50,탄천동로,0,104,32768,0.0,1,2,1,0.366,6.0
57166297201,571662972,UP,340141,587877,2,30,탄천동로,0,104,32768,0.0,0,4,0,0.422,6.0
57166301801,571663018,UP,587876,587877,2,30,,0,104,34816,0.0,0,4,0,0.049,6.5
57166303801,571663038,UP,587877,587882,2,30,탄천동로,0,104,32768,0.0,0,4,0,0.097,6.0
57166306401,571663064,UP,587885,587886,1,50,탄천동로,0,104,32,0.0,0,1,1,0.03,6.0
57166306801,571663068,UP,587885,614575,2,50,탄천동로,0,104,1,0.0,0,2,1,0.043,5.5
57166307201,571663072,UP,614559,587886,2,50,탄천동로,0,104,1,0.0,0,2,1,0.051,5.5
57166314201,571663142,UP,340070,340067,2,80,용인서울고속도로,171,101,1,0.0,0,2,1,0.37,5.5
57166317601,571663176,UP,587851,613634,1,50,오야로,0,107,32768,0.0,0,2,0,0.102,6.5
57166330401,571663304,UP,613635,613638,2,30,정의로5길,0,104,32768,0.0,0,4,0,0.119,6.0
57166338001,571663380,UP,613639,613640,1,30,정의로8길,0,104,32768,0.0,0,2,0,0.176,6.0
57166338201,571663382,UP,613638,613640,1,30,정의로7길,0,104,32768,0.0,0,2,0,0.203,6.0
57166338801,571663388,UP,613635,613639,2,30,법원로11길,0,104,32768,0.0,0,4,0,0.104,6.0
57166339001,571663390,UP,613635,613640,2,30,정의로,0,104,32768,0.0,0,4,0,0.092,6.0
57166339401,571663394,UP,587867,587913,1,30,법원로8길,0,104,32768,0.0,0,2,0,0.23,6.0
57166339801,571663398,UP,587866,587913,2,30,법원로,0,104,32768,0.0,0,4,0,0.094,6.0
57166353601,571663536,UP,587929,587930,1,50,설개로2번길,0,107,4,0.0,0,1,1,0.017,6.0
57166353801,571663538,UP,339566,587929,1,50,설개로14번길,0,107,4,0.0,0,2,0,0.014,6.0
57166354201,571663542,UP,339566,587930,1,50,설개로2번길,0,107,4,0.0,0,2,0,0.014,6.0
57166355601,571663556,UP,1701730,1701731,1,60,탄천로,0,107,4,0.0,0,1,1,0.026,6.5
57166355801,571663558,UP,1701729,1701730,1,60,,0,107,4,0.0,0,1,1,0.026,6.5
92166356001,921663560,UP,339769,1701729,2,60,탄천로,0,107,4,0.0,0,3,0,0.02,5.5
57166356401,571663564,UP,339769,1701730,1,60,,0,107,4,0.0,0,2,0,0.017,6.5
92166356801,921663568,UP,339769,1701731,2,60,탄천로,0,107,4,0.0,0,4,0,0.017,5.5
57166369501,571663695,UP,613640,646081,2,30,정의로,0,104,32768,0.0,0,4,0,0.051,6.0
57166369801,571663698,UP,587868,613665,3,30,법원로11길,0,104,32768,0.0,0,6,0,0.031,6.0
57166371201,571663712,UP,613665,613670,3,30,법원로11길,0,104,32768,0.0,0,6,0,0.063,6.0
57166372101,571663721,UP,613675,613676,1,50,,0,107,34816,0.0,0,2,0,0.03,6.5
57166372301,571663723,UP,587930,613676,1,50,설개로2번길,0,107,32768,0.0,0,2,0,0.015,6.0
57166372401,571663724,UP,613679,613677,1,50,,0,107,2052,0.0,0,1,1,0.016,6.5
57166372501,571663725,UP,613677,613680,1,50,,0,107,4,0.0,0,1,1,0.015,6.5
57166372601,571663726,UP,613677,613678,1,30,,0,107,34816,0.0,0,2,0,0.031,6.5
57166372901,571663729,UP,613676,613680,1,50,설개로2번길,0,107,32768,0.0,0,2,0,0.093,6.0
57166373001,571663730,UP,613679,613680,1,50,설개로2번길,0,107,4,0.0,0,2,0,0.018,6.0
57166374201,571663742,UP,613684,339537,2,80,여수대로,0,107,4,0.0,0,2,1,0.045,5.5
57166374401,571663744,UP,613630,613684,3,50,탄천로,0,107,32,0.0,0,6,0,0.057,5.5
57166374501,571663745,UP,339536,613684,3,50,탄천로,0,107,4,0.0,0,6,0,0.027,5.5
57166376201,571663762,UP,613687,613630,1,50,,0,107,32,0.0,0,1,1,0.056,6.0
57166376301,571663763,UP,613688,613684,1,50,,0,107,32,0.0,0,1,1,0.057,6.0
57166376401,571663764,UP,613687,613684,2,50,여수대로,0,107,32,0.0,0,2,1,0.006,5.5
57166376601,571663766,UP,613688,613630,2,70,여수대로,0,107,32,0.0,0,2,1,0.007,5.5
57166376801,571663768,UP,613686,613689,2,60,여수대로,0,107,1,0.0,3,2,1,0.122,5.5
57166376901,571663769,UP,613689,613687,2,50,여수대로,0,107,1,0.0,0,2,1,0.011,5.5
57166377001,571663770,UP,613690,338721,2,60,여수대로,0,107,1,0.0,3,2,1,0.115,5.5
57166377101,571663771,UP,613630,613690,2,70,여수대로,0,107,1,0.0,0,2,1,0.023,5.5
57166395001,571663950,UP,613706,613707,1,30,,0,104,34816,0.0,0,1,1,0.009,6.5
57166395501,571663955,UP,613708,613636,2,30,법원로9길,0,104,32768,0.0,0,2,1,0.041,6.0
57166395601,571663956,UP,613707,613708,2,30,법원로9길,0,104,32768,0.0,0,2,1,0.138,6.0
57166395801,571663958,UP,613708,613711,1,40,법원로9길,0,104,32,0.0,0,1,1,0.053,6.5
57166396301,571663963,UP,613636,613710,1,30,정의로,0,104,32768,0.0,0,2,0,0.034,6.0
57166396501,571663965,UP,613710,613711,2,30,법원로9길,0,104,32768,0.0,0,2,1,0.04,6.0
57166396601,571663966,UP,613670,613712,1,30,,0,104,34816,0.0,0,2,0,0.044,6.5
57166400701,571664007,UP,339226,646083,3,50,탄천로,0,107,32768,0.0,0,6,0,0.272,5.5
57166400801,571664008,UP,339852,646083,3,50,탄천로,0,107,32768,0.0,0,6,0,0.083,5.5
57166402701,571664027,UP,613724,340018,1,50,새말로,0,104,32,0.0,0,1,1,0.055,6.0
57166402801,571664028,UP,613724,340032,2,50,탄천동로,0,104,32,0.0,0,2,1,0.01,5.5
57166414201,571664142,UP,613744,340075,2,50,용인서울고속도로,171,101,1,0.0,0,2,1,0.265,5.5
57166414401,571664144,UP,340074,613745,3,50,용인서울고속도로,171,101,1,0.0,0,3,1,0.345,5.5
57166414601,571664146,UP,340088,613746,2,100,용인서울고속도로,171,101,1,0.0,0,2,1,0.036,5.5
57166414701,571664147,UP,613746,613744,2,100,용인서울고속도로,171,101,1,0.0,3,2,1,0.448,5.5
57166414801,571664148,UP,613747,340087,3,100,용인서울고속도로,171,101,1,0.0,0,3,1,0.021,5.5
57166414901,571664149,UP,613745,613747,2,100,용인서울고속도로,171,101,1,0.0,3,2,1,0.423,5.5
57166435701,571664357,UP,339556,613790,1,30,신촌로,0,107,32768,0.0,0,2,0,0.013,6.0
57166436901,571664369,UP,613795,613688,2,80,여수대로,0,107,4,0.0,0,2,1,0.025,5.5
57166438401,571664384,UP,613797,646078,2,30,법원로,0,104,32768,0.0,0,4,0,0.03,6.0
57166439401,571664394,UP,340093,340072,2,100,용인서울고속도로,171,101,1,0.0,0,2,1,0.491,5.5
57166439601,571664396,UP,613669,613802,1,10,,0,104,64,0.0,0,1,1,0.019,6.0
57166439801,571664398,UP,613803,613669,1,10,,0,104,64,0.0,0,1,1,0.025,6.0
57166439901,571664399,UP,613802,613803,1,40,,0,104,64,0.0,0,1,1,0.032,6.0
57166440001,571664400,UP,613625,613804,1,30,,0,104,34816,0.0,0,2,0,0.013,6.5
57166440101,571664401,UP,340014,613805,1,30,,0,104,34816,0.0,0,2,0,0.035,6.5
57166443101,571664431,UP,646091,646148,1,30,,0,104,34816,0.0,0,2,0,0.076,6.5
57166443201,571664432,UP,613632,646091,2,30,법원로5길,0,104,32768,0.0,0,4,0,0.088,6.0
57166443501,571664435,UP,587913,646092,2,30,법원로,0,104,32768,0.0,0,4,0,0.056,6.0
57166443601,571664436,UP,613709,646092,2,30,법원로,0,104,32768,0.0,0,4,0,0.06,6.0
57166444001,571664440,UP,646093,646094,1,30,,0,104,34816,0.0,0,2,0,0.039,6.5
57166444101,571664441,UP,587866,646094,2,30,법원로5길,0,104,32768,0.0,0,4,0,0.116,6.0
57166444201,571664442,UP,646091,646094,2,30,법원로5길,0,104,32768,0.0,0,4,0,0.142,6.0
57166444601,571664446,UP,646095,646092,2,30,,0,104,34816,0.0,0,2,1,0.032,6.5
57166445401,571664454,UP,646097,340018,2,50,탄천동로,0,104,1,0.0,0,2,1,0.141,6.0
57166445701,571664457,UP,646099,646097,2,50,탄천동로,0,104,1,0.0,0,2,1,0.088,6.0
57166445801,571664458,UP,646098,646099,2,50,탄천동로,0,104,1,0.0,1,2,1,0.395,6.0
57166446101,571664461,UP,338386,646101,1,50,탄천동로,0,104,32768,0.0,0,2,0,0.391,6.0
57166446601,571664466,UP,587859,646102,2,50,탄천동로,0,104,32768,0.0,0,2,1,0.124,6.0
57166446701,571664467,UP,646102,646101,1,50,탄천동로,0,104,32768,0.0,0,1,1,0.111,6.0
57166451901,571664519,UP,338418,646115,1,50,,0,104,34816,0.0,0,2,0,0.02,6.5
57166455801,571664558,UP,646129,646130,1,30,,0,104,34816,0.0,0,2,0,0.014,6.5
57166455901,571664559,UP,613635,646130,2,30,정의로,0,104,32768,0.0,0,4,0,0.064,6.0
57166461101,571664611,UP,338828,646142,3,80,분당수서간고속화도로,0,102,1,0.0,0,3,1,0.812,5.5
57166461701,571664617,UP,646078,646143,2,30,법원로,0,104,32768,0.0,0,4,0,0.016,6.0
57166461801,571664618,UP,613709,646143,2,30,법원로,0,104,32768,0.0,0,4,0,0.014,6.0
57166461901,571664619,UP,646144,646145,1,30,,0,104,34816,0.0,0,2,0,0.013,6.5
57166462001,571664620,UP,613636,646145,2,30,정의로,0,104,32768,0.0,0,4,0,0.06,6.0
57166462101,571664621,UP,646130,646145,2,30,정의로,0,104,32768,0.0,0,4,0,0.048,6.0
57166462201,571664622,UP,613632,646146,1,30,,0,104,34816,0.0,0,2,0,0.065,6.5
57166462301,571664623,UP,613632,646147,1,30,,0,104,34816,0.0,0,2,0,0.043,6.5
57166463301,571664633,UP,646149,646150,1,30,,0,104,34816,0.0,0,2,0,0.012,6.5
57166464001,571664640,UP,613638,646150,1,30,정의로3길,0,104,32768,0.0,0,2,0,0.096,6.0
57166465101,571664651,UP,646151,646152,2,60,고등로,0,107,32768,0.0,0,3,0,0.027,5.5
57166467201,571664672,UP,646158,646159,1,30,,0,104,34816,0.0,0,2,0,0.111,6.5
57166467301,571664673,UP,613636,646159,1,30,정의로3길,0,104,32768,0.0,0,2,0,0.058,6.0
57166467401,571664674,UP,646150,646159,1,30,정의로3길,0,104,32768,0.0,0,2,0,0.119,6.0
57166467501,571664675,UP,613639,646160,2,30,법원로11길,0,104,32768,0.0,0,4,0,0.097,6.0
57166467601,571664676,UP,613670,646160,2,30,법원로11길,0,104,32768,0.0,0,4,0,0.069,6.0
57166468001,571664680,UP,646163,646162,1,30,,0,104,34816,0.0,0,1,1,0.024,6.5
57166468101,571664681,UP,587868,646163,2,30,법원로,0,104,32768,0.0,0,4,0,0.033,6.0
57166468201,571664682,UP,613797,646163,2,30,법원로,0,104,32768,0.0,0,4,0,0.067,6.0
57166472401,571664724,UP,339537,646165,2,80,여수대로,0,107,1,0.0,0,2,1,0.346,5.5
57166477401,571664774,UP,646178,646177,1,40,,0,104,4,0.0,0,1,1,0.045,6.0
57166477501,571664775,UP,338281,646177,1,40,탄천동로,0,104,32768,0.0,0,2,0,0.084,5.5
57166477601,571664776,UP,338282,646177,1,40,탄천동로,0,104,4,0.0,0,2,0,0.042,5.5
57166477701,571664777,UP,338282,646178,1,30,도곡로62길,0,104,4,0.0,0,2,0,0.033,6.0
57166477801,571664778,UP,339671,646178,1,30,도곡로62길,0,104,32768,0.0,0,2,0,0.045,6.0
57166509301,571665093,UP,338373,646196,3,50,백제고분로,0,104,32768,0.0,0,5,0,0.119,5.5
57166509401,571665094,UP,646839,646196,3,50,백제고분로,0,104,32768,0.0,0,5,0,0.029,5.5
57166525101,571665251,UP,646215,646217,1,30,,0,104,34816,0.0,0,2,0,0.006,6.5
57166525201,571665252,UP,646216,646217,1,30,,0,104,34816,0.0,0,2,0,0.016,6.5
57166525301,571665253,UP,340014,646217,2,30,,0,104,32768,0.0,0,3,0,0.08,6.0
57166525401,571665254,UP,340501,646217,2,30,,0,104,32768,0.0,0,3,0,0.153,6.0
57166526001,571665260,UP,646218,646219,1,10,,0,104,34816,0.0,0,2,0,0.007,6.5
57166526101,571665261,UP,613669,646219,1,10,,0,104,32768,0.0,0,2,0,0.015,6.0
57166526201,571665262,UP,613670,646219,1,10,,0,104,32768,0.0,0,2,0,0.059,6.0
57166526301,571665263,UP,646220,646098,2,50,탄천동로,0,104,1,0.0,0,2,1,0.075,6.0
57166526401,571665264,UP,646101,646220,1,50,탄천동로,0,104,1,0.0,0,1,1,0.093,6.0
57166528101,571665281,UP,646227,646228,1,30,,0,104,34816,0.0,0,2,0,0.017,6.5
57166528301,571665283,UP,613632,646228,1,30,정의로,0,104,32768,0.0,0,2,0,0.182,6.0
57166528401,571665284,UP,613710,646228,1,30,정의로,0,104,32768,0.0,0,2,0,0.061,6.0
57166551101,571665511,UP,648456,646263,1,30,,0,104,34816,0.0,0,2,0,0.028,6.5
57166551201,571665512,UP,340014,646263,3,30,법원로,0,104,32768,0.0,0,6,0,0.109,5.5
57166551301,571665513,UP,648459,646263,3,30,법원로,0,104,32768,0.0,0,6,0,0.05,5.5
57166552901,571665529,UP,338438,645944,3,50,백제고분로,0,104,32768,0.0,0,5,0,0.16,5.5
57166556701,571665567,UP,338668,646274,1,30,고산동길,0,107,32768,0.0,0,2,0,0.121,6.0
57166559101,571665591,UP,646281,646280,1,40,,0,104,32,0.0,0,1,1,0.038,6.5
57166559401,571665594,UP,646078,646280,2,30,법원로9길,0,104,32768,0.0,0,2,1,0.05,6.0
57166559501,571665595,UP,646280,613707,2,30,법원로9길,0,104,32768,0.0,0,2,1,0.117,6.0
57166559601,571665596,UP,646281,613709,2,30,법원로9길,0,104,32768,0.0,0,2,1,0.047,6.0
57166559701,571665597,UP,613711,646281,2,30,법원로9길,0,104,32768,0.0,0,2,1,0.259,6.0
57166559801,571665598,UP,354964,646282,2,40,탄천로,0,107,32768,0.0,0,4,0,0.28,5.5
57166559901,571665599,UP,339992,646282,2,40,탄천로,0,107,32768,0.0,0,4,0,0.117,5.5
57166560301,571665603,UP,613795,646284,1,50,탄천로,0,107,4,0.0,0,1,1,0.044,6.0
57166560501,571665605,UP,339228,646284,3,50,탄천로,0,107,32768,0.0,0,6,0,0.087,5.5
57166560601,571665606,UP,340059,646284,3,50,탄천로,0,107,4,0.0,0,6,0,0.006,5.5
57166560701,571665607,UP,340059,613630,3,50,탄천로,0,107,4,0.0,0,6,0,0.019,5.5
57166564001,571665640,UP,587866,587867,2,30,법원로6길,0,104,32768,0.0,0,3,0,0.139,6.0
57166565301,571665653,UP,587868,646293,2,30,법원로,0,104,32768,0.0,0,4,0,0.025,6.0
57166565401,571665654,UP,613668,646293,2,30,법원로,0,104,32768,0.0,0,4,0,0.133,6.0
57166585601,571665856,UP,646274,680711,2,50,청계산로,0,107,32768,0.0,0,4,0,0.059,6.0
