v_link_id,road_rank,k_length,sido_id,sigungu_id,emd_id,sido_name,sigungu_name,emd_name,FRIN_CG
57254893001,107,0.037,31000,31022,31022610,경기도,성남시중원구,도촌동,57.39
47834380202,107,0.057,31000,31240,31240120,경기도,화성시,봉담읍,93.18
57261014302,104,0.267,11000,11240,11240560,서울특별시,송파구,마천2동,39.89
57276896302,107,0.226,31000,31180,31180611,경기도,하남시,미사3동,49.46
57137150801,107,0.223,31000,31240,31240700,경기도,화성시,동탄6동,81.96
57155753001,107,0.011,31000,31023,31023760,경기도,성남시분당구,백현동,39.33
57138885401,107,0.045,31000,31240,31240570,경기도,화성시,화산동,13.66
57171516602,104,0.023,11000,11240,11240510,서울특별시,송파구,풍납1동,93.41
57125532001,107,0.055,31000,31240,31240710,경기도,화성시,동탄8동,81.25
47824249202,107,0.365,31000,31240,31240140,경기도,화성시,향남읍,79.33
47734319601,107,0.621,31000,31240,31240360,경기도,화성시,송산면,12.78
47831012101,106,0.242,31000,31240,31240570,경기도,화성시,화산동,97.11
47734121902,107,0.028,31000,31240,31240150,경기도,화성시,남양읍,94.36
57136089202,107,0.127,31000,31240,31240600,경기도,화성시,동탄2동,41.59
57275046601,107,0.047,31000,31180,31180530,경기도,하남시,신장2동,54.5
57164860602,104,0.065,11000,11240,11240690,서울특별시,송파구,문정2동,95.42
57264137701,104,0.047,11000,11240,11240670,서울특별시,송파구,가락2동,95.18
57274866302,104,0.083,11000,11240,11240600,서울특별시,송파구,오금동,83.7
57154502801,107,0.061,31000,31023,31023750,경기도,성남시분당구,판교동,24.81
57125609401,107,0.065,31000,31240,31240710,경기도,화성시,동탄8동,86.39
47846689501,105,0.384,31000,31240,31240310,경기도,화성시,매송면,1.58
57173976401,104,0.476,11000,11240,11240770,서울특별시,송파구,잠실6동,37.74
47824857501,107,0.36,31000,31240,31240140,경기도,화성시,향남읍,1.43
57174061002,104,0.124,11000,11240,11240510,서울특별시,송파구,풍납1동,80.63
57137042102,107,0.037,31000,31240,31240550,경기도,화성시,반월동,96.69
57266630801,106,0.018,31000,31022,31022570,경기도,성남시중원구,상대원1동,98.43
57134947001,107,0.034,31000,31240,31240610,경기도,화성시,동탄1동,59.12
57166371202,104,0.063,11000,11240,11240690,서울특별시,송파구,문정2동,86.72
47834065201,107,0.048,31000,31240,31240330,경기도,화성시,비봉면,20.46
47825323601,107,0.095,31000,31240,31240420,경기도,화성시,양감면,23.13
57266619101,107,0.199,31000,31180,31180650,경기도,하남시,위례동,76.72
57165236401,104,0.022,11000,11240,11240690,서울특별시,송파구,문정2동,97.09
57125332601,106,0.035,31000,31240,31240700,경기도,화성시,동탄6동,84.34
57136724602,107,0.066,31000,31240,31240650,경기도,화성시,동탄5동,81.04
57137074701,107,0.284,31000,31240,31240640,경기도,화성시,동탄4동,32.23
57139008301,107,0.023,31000,31240,31240570,경기도,화성시,화산동,42.17
47824488802,107,0.03,31000,31240,31240140,경기도,화성시,향남읍,76.02
47735054002,107,0.107,31000,31240,31240150,경기도,화성시,남양읍,70.78
47735135801,107,0.166,31000,31240,31240350,경기도,화성시,마도면,55.13
57125538202,107,0.044,31000,31240,31240710,경기도,화성시,동탄8동,82.38
57254275002,107,0.045,31000,31023,31023630,경기도,성남시분당구,야탑3동,53.92
57264704602,107,0.06,31000,31021,31021670,경기도,성남시수정구,복정동,70.87
57167908701,104,0.211,11000,11240,11240660,서울특별시,송파구,가락1동,28.23
57254073902,107,0.045,31000,31023,31023520,경기도,성남시분당구,수내3동,13.01
57276680402,107,0.223,31000,31180,31180630,경기도,하남시,미사2동,33.64
57166355801,107,0.026,31000,31021,31021540,경기도,성남시수정구,태평1동,20.09
47714204302,107,1.68,31000,31240,31240130,경기도,화성시,우정읍,20.97
47624082201,107,0.11,31000,31240,31240370,경기도,화성시,서신면,61.89
57155676201,107,0.052,31000,31023,31023760,경기도,성남시분당구,백현동,42.79
57278154501,104,0.062,11000,11240,11240590,서울특별시,송파구,오륜동,53.87
47814127401,107,0.234,31000,31240,31240140,경기도,화성시,향남읍,64.25
57177217802,104,0.057,11000,11240,11240770,서울특별시,송파구,잠실6동,93.42
47835360801,107,0.04,31000,31240,31240120,경기도,화성시,봉담읍,59.23
47824319502,107,0.055,31000,31240,31240140,경기도,화성시,향남읍,43.7
47714344201,106,0.587,31000,31240,31240390,경기도,화성시,장안면,98.32
47835430602,103,0.185,31000,31240,31240330,경기도,화성시,비봉면,45.65
57250045102,107,0.101,31000,31023,31023520,경기도,성남시분당구,수내3동,83.26
57154354202,107,0.121,31000,31023,31023530,경기도,성남시분당구,수내1동,1.91
47835467101,102,0.132,31000,31240,31240330,경기도,화성시,비봉면,52.06
57150059402,107,0.059,31000,31023,31023670,경기도,성남시분당구,구미동,64.34
92136704202,107,0.111,31000,31240,31240650,경기도,화성시,동탄5동,83.13
202300035701,107,0.004,31000,31240,31240360,경기도,화성시,송산면,78.4
57234948001,107,0.049,31000,31240,31240650,경기도,화성시,동탄5동,91.67
57136347801,107,0.247,31000,31240,31240550,경기도,화성시,반월동,21.85
47734145402,107,0.223,31000,31240,31240350,경기도,화성시,마도면,68.77
47735683901,103,0.048,31000,31240,31240150,경기도,화성시,남양읍,99.81
57154205502,107,0.036,31000,31023,31023710,경기도,성남시분당구,금곡동,92.98
57168198902,104,0.015,11000,11240,11240690,서울특별시,송파구,문정2동,45.93
57134860502,107,0.142,31000,31240,31240610,경기도,화성시,동탄1동,82.37
57134186101,105,0.019,31000,31240,31240530,경기도,화성시,병점1동,99.55
47814900802,107,0.491,31000,31240,31240140,경기도,화성시,향남읍,43.12
47834537801,107,0.073,31000,31240,31240120,경기도,화성시,봉담읍,47.39
47714957202,107,0.059,31000,31240,31240130,경기도,화성시,우정읍,79.38
47825589201,106,0.02,31000,31240,31240420,경기도,화성시,양감면,100.0
47825235202,107,0.234,31000,31240,31240140,경기도,화성시,향남읍,37.94
57134746701,107,0.018,31000,31240,31240610,경기도,화성시,동탄1동,23.59
57137555601,107,0.128,31000,31240,31240650,경기도,화성시,동탄5동,22.62
47835304801,107,0.049,31000,31240,31240560,경기도,화성시,기배동,29.39
47734059202,107,0.161,31000,31240,31240150,경기도,화성시,남양읍,17.19
57270343801,104,0.037,11000,11240,11240590,서울특별시,송파구,오륜동,27.52
57277871201,101,0.054,31000,31180,31180510,경기도,하남시,천현동,99.9
47724505002,107,1.031,31000,31240,31240380,경기도,화성시,팔탄면,0.71
57278262701,107,0.015,31000,31180,31180630,경기도,하남시,미사2동,96.25
57150065201,107,0.122,31000,31023,31023580,경기도,성남시분당구,서현1동,60.11
57278070102,107,0.031,31000,31180,31180611,경기도,하남시,미사3동,69.43
57250087902,107,0.029,31000,31023,31023640,경기도,성남시분당구,야탑2동,54.65
47834739602,107,0.147,31000,31240,31240380,경기도,화성시,팔탄면,0.75
57125535501,107,0.038,31000,31240,31240710,경기도,화성시,동탄8동,81.25
57125538501,107,0.042,31000,31240,31240710,경기도,화성시,동탄8동,90.87
57136745001,107,0.02,31000,31240,31240640,경기도,화성시,동탄4동,40.88
57150058302,107,0.13,31000,31023,31023780,경기도,성남시분당구,정자동,28.64
57278208101,107,0.014,31000,31180,31180560,경기도,하남시,덕풍3동,91.41
57254123002,107,0.596,31000,31023,31023510,경기도,성남시분당구,분당동,64.88
57254220402,107,0.129,31000,31023,31023670,경기도,성남시분당구,구미동,72.9
57165239301,104,0.008,11000,11240,11240690,서울특별시,송파구,문정2동,28.01
57254166201,107,0.027,31000,31023,31023580,경기도,성남시분당구,서현1동,48.51
57267028302,107,0.024,31000,31021,31021590,경기도,성남시수정구,수진2동,61.87
47834131202,105,0.012,31000,31240,31240310,경기도,화성시,매송면,98.8
57266729102,107,0.021,31000,31022,31022510,경기도,성남시중원구,성남동,79.23
57137229801,107,0.117,31000,31240,31240650,경기도,화성시,동탄5동,45.0
57125467202,107,0.051,31000,31240,31240710,경기도,화성시,동탄8동,87.5
47724187001,107,0.194,31000,31240,31240390,경기도,화성시,장안면,7.92
47815100101,101,0.176,31000,31240,31240140,경기도,화성시,향남읍,54.08
57134905802,107,0.255,31000,31240,31240610,경기도,화성시,동탄1동,0.29
57135596002,107,0.054,31000,31240,31240620,경기도,화성시,동탄3동,97.91
57154247702,107,0.072,31000,31023,31023670,경기도,성남시분당구,구미동,30.17
57278210901,104,0.031,11000,11240,11240590,서울특별시,송파구,오륜동,87.0
47634573802,106,0.052,31000,31240,31240360,경기도,화성시,송산면,99.98
57276725301,107,0.369,31000,31180,31180630,경기도,하남시,미사2동,7.21
57173799401,104,0.096,11000,11240,11240640,서울특별시,송파구,삼전동,5.45
57250096901,107,0.179,31000,31023,31023640,경기도,성남시분당구,야탑2동,39.41
47731014002,106,0.228,31000,31240,31240350,경기도,화성시,마도면,99.87
47745798401,107,0.04,31000,31240,31240670,경기도,화성시,새솔동,95.81
57234941601,105,0.118,31000,31240,31240650,경기도,화성시,동탄5동,16.79
57137230502,107,0.282,31000,31240,31240650,경기도,화성시,동탄5동,59.61
57276865202,107,0.073,31000,31180,31180620,경기도,하남시,미사1동,62.09
57136690201,106,0.075,31000,31240,31240700,경기도,화성시,동탄6동,76.95
202400069501,107,0.136,31000,31240,31240370,경기도,화성시,서신면,14.0
47634250001,106,0.312,31000,31240,31240370,경기도,화성시,서신면,90.68
57254728202,107,0.039,31000,31022,31022610,경기도,성남시중원구,도촌동,99.25
57136875202,107,0.022,31000,31240,31240600,경기도,화성시,동탄2동,95.29
57266227201,107,0.063,31000,31022,31022610,경기도,성남시중원구,도촌동,17.86
47825455802,107,0.371,31000,31240,31240420,경기도,화성시,양감면,68.57
57266432601,107,0.022,31000,31021,31021670,경기도,성남시수정구,복정동,84.34
57254357202,107,0.06,31000,31023,31023510,경기도,성남시분당구,분당동,95.99
57265607001,107,0.094,31000,31022,31022540,경기도,성남시중원구,금광2동,24.8
57155962601,107,0.309,31000,31021,31021660,경기도,성남시수정구,시흥동,73.3
57134273501,107,0.075,31000,31240,31240520,경기도,화성시,진안동,21.28
57264794302,107,0.024,31000,31021,31021600,경기도,성남시수정구,단대동,33.32
47735162901,107,0.174,31000,31240,31240150,경기도,화성시,남양읍,12.1
57125529101,107,0.044,31000,31240,31240710,경기도,화성시,동탄8동,89.17
57167979901,104,0.129,11000,11240,11240660,서울특별시,송파구,가락1동,35.09
57164940802,107,0.122,31000,31021,31021650,경기도,성남시수정구,고등동,49.8
202400065901,107,0.473,31000,31240,31240350,경기도,화성시,마도면,46.83
57125085002,106,0.033,31000,31240,31240700,경기도,화성시,동탄6동,62.05
57276522602,107,0.012,31000,31180,31180530,경기도,하남시,신장2동,62.58
47825155601,107,0.209,31000,31240,31240140,경기도,화성시,향남읍,46.91
57165146502,104,0.308,11000,11240,11240640,서울특별시,송파구,삼전동,35.93
57136244202,107,0.106,31000,31240,31240700,경기도,화성시,동탄6동,78.25
57278197001,104,0.039,11000,11240,11240590,서울특별시,송파구,오륜동,93.41
57275301201,107,0.201,31000,31180,31180530,경기도,하남시,신장2동,80.76
57165480401,107,0.09,31000,31021,31021660,경기도,성남시수정구,시흥동,91.02
47724275802,107,0.008,31000,31240,31240390,경기도,화성시,장안면,98.07
57264668501,107,0.077,31000,31021,31021600,경기도,성남시수정구,단대동,95.75
57135045302,106,0.246,31000,31240,31240550,경기도,화성시,반월동,98.15
47834391901,107,0.418,31000,31240,31240120,경기도,화성시,봉담읍,51.68
57261019501,104,0.453,11000,11240,11240650,서울특별시,송파구,가락본동,70.97
47821002402,103,0.153,31000,31240,31240120,경기도,화성시,봉담읍,99.98
57250047902,107,0.086,31000,31023,31023580,경기도,성남시분당구,서현1동,90.75
57278306301,103,0.018,31000,31180,31180611,경기도,하남시,미사3동,99.94
47825781802,107,0.067,31000,31240,31240140,경기도,화성시,향남읍,91.83
47745775901,103,0.179,31000,31240,31240360,경기도,화성시,송산면,88.93
57134943701,107,0.024,31000,31240,31240610,경기도,화성시,동탄1동,92.14
47834500801,106,0.054,31000,31240,31240120,경기도,화성시,봉담읍,99.62
47724214602,106,0.268,31000,31240,31240380,경기도,화성시,팔탄면,98.69
47834419701,107,0.102,31000,31240,31240120,경기도,화성시,봉담읍,91.1
47634577402,107,0.186,31000,31240,31240370,경기도,화성시,서신면,75.61
57136482002,107,0.101,31000,31240,31240570,경기도,화성시,화산동,86.21
57266625501,106,0.856,31000,31022,31022610,경기도,성남시중원구,도촌동,19.93
57138031801,107,0.083,31000,31240,31240530,경기도,화성시,병점1동,41.37
57137061802,106,0.22,31000,31240,31240570,경기도,화성시,화산동,90.08
57134967002,107,0.095,31000,31240,31240620,경기도,화성시,동탄3동,87.98
57171846902,104,0.023,11000,11240,11240520,서울특별시,송파구,풍납2동,52.15
57166966802,107,0.149,31000,31022,31022510,경기도,성남시중원구,성남동,32.63
47735774001,106,0.034,31000,31240,31240330,경기도,화성시,비봉면,58.9
57267181102,107,0.051,31000,31022,31022540,경기도,성남시중원구,금광2동,6.29
57150067402,107,0.075,31000,31023,31023770,경기도,성남시분당구,정자1동,69.41
57266046201,107,0.036,31000,31021,31021680,경기도,성남시수정구,위례동,18.16
57266638302,104,0.056,11000,11240,11240820,서울특별시,송파구,위례동,49.49
57261052901,104,0.154,11000,11240,11240670,서울특별시,송파구,가락2동,8.14
47814187801,107,0.511,31000,31240,31240140,경기도,화성시,향남읍,0.37
47734249901,107,0.065,31000,31240,31240150,경기도,화성시,남양읍,83.57
47735768702,106,0.011,31000,31240,31240330,경기도,화성시,비봉면,70.67
92166356802,107,0.017,31000,31021,31021540,경기도,성남시수정구,태평1동,39.72
57276703002,107,0.014,31000,31180,31180611,경기도,하남시,미사3동,87.18
57154449702,107,0.21,31000,31023,31023620,경기도,성남시분당구,야탑1동,90.64
57134833402,107,0.063,31000,31240,31240620,경기도,화성시,동탄3동,92.05
57155827702,107,0.056,31000,31021,31021660,경기도,성남시수정구,시흥동,88.77
47735201801,107,0.279,31000,31240,31240330,경기도,화성시,비봉면,0.04
47845462802,107,0.606,31000,31240,31240310,경기도,화성시,매송면,1.62
57154323101,107,0.138,31000,31023,31023720,경기도,성남시분당구,구미1동,14.11
47835384201,107,0.056,31000,31240,31240120,경기도,화성시,봉담읍,38.53
57254144501,107,0.187,31000,31023,31023620,경기도,성남시분당구,야탑1동,97.18
57138983702,107,0.07,31000,31240,31240570,경기도,화성시,화산동,86.79
57265985001,107,0.156,31000,31022,31022570,경기도,성남시중원구,상대원1동,25.12
57154219802,107,0.037,31000,31023,31023780,경기도,성남시분당구,정자동,41.38
47836374301,105,0.005,31000,31240,31240570,경기도,화성시,화산동,76.49
47714764201,107,0.061,31000,31240,31240130,경기도,화성시,우정읍,36.45
47724029601,107,0.064,31000,31240,31240390,경기도,화성시,장안면,31.3
57136281602,107,0.043,31000,31240,31240610,경기도,화성시,동탄1동,88.1
57137816801,107,0.093,31000,31240,31240700,경기도,화성시,동탄6동,84.79
57264038001,107,0.227,31000,31022,31022570,경기도,성남시중원구,상대원1동,77.49
47724569802,107,0.033,31000,31240,31240130,경기도,화성시,우정읍,37.78
57154166201,107,0.273,31000,31023,31023710,경기도,성남시분당구,금곡동,77.64
47836231301,107,0.169,31000,31240,31240120,경기도,화성시,봉담읍,20.25
57134681202,107,0.053,31000,31240,31240610,경기도,화성시,동탄1동,94.64
47834062402,103,0.224,31000,31240,31240330,경기도,화성시,비봉면,65.64
47724112902,107,0.235,31000,31240,31240390,경기도,화성시,장안면,37.93
57154075301,105,0.013,31000,31023,31023760,경기도,성남시분당구,백현동,94.86
57134952302,107,0.062,31000,31240,31240610,경기도,화성시,동탄1동,79.35
47835046602,107,0.038,31000,31240,31240120,경기도,화성시,봉담읍,42.14
47834045401,106,0.077,31000,31240,31240570,경기도,화성시,화산동,99.16
47634551002,107,0.033,31000,31240,31240370,경기도,화성시,서신면,13.84
47734349002,107,0.169,31000,31240,31240150,경기도,화성시,남양읍,80.5
47724157802,107,0.014,31000,31240,31240390,경기도,화성시,장안면,72.72
57155637002,107,0.043,31000,31023,31023740,경기도,성남시분당구,삼평동,72.62
47634501201,107,0.315,31000,31240,31240360,경기도,화성시,송산면,62.05
47824426002,107,0.258,31000,31240,31240380,경기도,화성시,팔탄면,42.81
57136551602,107,0.089,31000,31240,31240570,경기도,화성시,화산동,20.87
47825444502,107,0.06,31000,31240,31240140,경기도,화성시,향남읍,2.22
47724863501,107,0.104,31000,31240,31240390,경기도,화성시,장안면,25.4
47835692902,107,0.028,31000,31240,31240120,경기도,화성시,봉담읍,57.83
57175658401,104,0.009,11000,11240,11240800,서울특별시,송파구,잠실3동,96.36
57275671302,103,0.282,31000,31180,31180510,경기도,하남시,천현동,99.81
57138889201,107,0.331,31000,31240,31240570,경기도,화성시,화산동,19.74
57170933701,104,0.481,11000,11240,11240570,서울특별시,송파구,방이1동,68.31
57177248701,104,0.033,11000,11240,11240710,서울특별시,송파구,잠실본동,59.1
57254303702,107,0.085,31000,31023,31023600,경기도,성남시분당구,이매1동,93.79
47734809601,107,0.027,31000,31240,31240150,경기도,화성시,남양읍,63.61
57265606201,107,0.022,31000,31022,31022540,경기도,성남시중원구,금광2동,60.19
47835666401,107,0.03,31000,31240,31240380,경기도,화성시,팔탄면,47.01
57274863001,104,0.014,11000,11240,11240600,서울특별시,송파구,오금동,14.84
47825087601,103,0.199,31000,31240,31240140,경기도,화성시,향남읍,96.65
57278133302,107,0.2,31000,31180,31180600,경기도,하남시,초이동,71.76
57270446101,101,0.034,31000,31180,31180510,경기도,하남시,천현동,64.73
47734533002,107,0.37,31000,31240,31240350,경기도,화성시,마도면,4.31
57274863302,104,0.028,11000,11240,11240600,서울특별시,송파구,오금동,21.39
57134777601,107,0.089,31000,31240,31240600,경기도,화성시,동탄2동,88.86
47824862501,107,0.249,31000,31240,31240420,경기도,화성시,양감면,82.76
57125442402,107,0.036,31000,31240,31240710,경기도,화성시,동탄8동,21.29
57150110301,107,0.136,31000,31023,31023560,경기도,성남시분당구,정자3동,7.93
57254255002,107,0.094,31000,31023,31023630,경기도,성남시분당구,야탑3동,90.6
57154144201,107,0.04,31000,31021,31021660,경기도,성남시수정구,시흥동,77.58
47824194501,106,1.682,31000,31240,31240430,경기도,화성시,정남면,94.52
47724206602,106,0.028,31000,31240,31240130,경기도,화성시,우정읍,99.53
57174480201,102,0.354,11000,11240,11240790,서울특별시,송파구,잠실2동,58.17
47835692701,107,0.124,31000,31240,31240120,경기도,화성시,봉담읍,79.46
57135671202,107,0.16,31000,31240,31240520,경기도,화성시,진안동,96.19
47745428101,107,1.11,31000,31240,31240330,경기도,화성시,비봉면,2.03
57154441001,107,0.128,31000,31023,31023680,경기도,성남시분당구,운중동,53.98
57134681901,107,0.047,31000,31240,31240610,경기도,화성시,동탄1동,81.66
47734792602,107,0.066,31000,31240,31240150,경기도,화성시,남양읍,96.75
57264674301,107,0.016,31000,31022,31022550,경기도,성남시중원구,은행1동,87.75
57134834602,107,0.048,31000,31240,31240620,경기도,화성시,동탄3동,92.53
57146838002,107,0.118,31000,31023,31023670,경기도,성남시분당구,구미동,45.95
57277549602,107,0.02,31000,31180,31180630,경기도,하남시,미사2동,99.59
47624028801,106,0.179,31000,31240,31240370,경기도,화성시,서신면,96.81
57276772202,107,0.036,31000,31180,31180600,경기도,하남시,초이동,60.07
57168236402,107,0.028,31000,31021,31021640,경기도,성남시수정구,신촌동,56.08
57267244801,103,0.059,11000,11240,11240820,서울특별시,송파구,위례동,99.91
47714686801,107,0.229,31000,31240,31240390,경기도,화성시,장안면,15.46
47824215101,107,0.027,31000,31240,31240380,경기도,화성시,팔탄면,96.11
57154997402,107,0.056,31000,31023,31023740,경기도,성남시분당구,삼평동,78.37
47734642701,107,0.052,31000,31240,31240150,경기도,화성시,남양읍,34.77
57265218401,107,0.108,31000,31022,31022570,경기도,성남시중원구,상대원1동,68.6
57154053002,107,0.065,31000,31023,31023670,경기도,성남시분당구,구미동,61.24
57154793501,107,0.045,31000,31023,31023720,경기도,성남시분당구,구미1동,51.52
47624006502,107,0.996,31000,31240,31240370,경기도,화성시,서신면,8.29
47830045602,106,0.344,31000,31240,31240430,경기도,화성시,정남면,99.16
57266040401,107,0.019,31000,31022,31022560,경기도,성남시중원구,은행2동,91.78
57134862502,107,0.043,31000,31240,31240610,경기도,화성시,동탄1동,84.21
47714683201,107,0.026,31000,31240,31240130,경기도,화성시,우정읍,62.89
57265218202,107,0.065,31000,31022,31022570,경기도,성남시중원구,상대원1동,88.66
57264104602,107,0.205,31000,31022,31022570,경기도,성남시중원구,상대원1동,47.95
57134571001,107,0.077,31000,31240,31240530,경기도,화성시,병점1동,88.4
57125406202,105,0.014,31000,31240,31240710,경기도,화성시,동탄8동,80.53
57250039501,107,0.014,31000,31023,31023630,경기도,성남시분당구,야탑3동,92.42
57254996001,107,0.045,31000,31022,31022610,경기도,성남시중원구,도촌동,44.05
57234798002,107,0.475,31000,31240,31240650,경기도,화성시,동탄5동,7.01
57137204001,106,0.045,31000,31240,31240570,경기도,화성시,화산동,99.88
92166356001,107,0.02,31000,31021,31021540,경기도,성남시수정구,태평1동,31.99
57135902201,107,0.006,31000,31240,31240620,경기도,화성시,동탄3동,21.43
57266408501,102,0.261,11000,11240,11240690,서울특별시,송파구,문정2동,52.87
57177234201,104,0.024,11000,11240,11240750,서울특별시,송파구,잠실4동,82.22
57124878602,107,0.437,31000,31240,31240430,경기도,화성시,정남면,86.59
47835609401,101,0.3,31000,31240,31240430,경기도,화성시,정남면,50.73
47825589501,106,0.025,31000,31240,31240420,경기도,화성시,양감면,99.99
57137037102,106,0.522,31000,31240,31240430,경기도,화성시,정남면,84.94
57264833601,107,0.041,31000,31022,31022510,경기도,성남시중원구,성남동,32.17
57166339402,104,0.23,11000,11240,11240690,서울특별시,송파구,문정2동,71.45
47735253002,103,0.155,31000,31240,31240150,경기도,화성시,남양읍,99.95
47634011901,106,0.028,31000,31240,31240360,경기도,화성시,송산면,99.97
57274680102,107,0.303,31000,31180,31180530,경기도,하남시,신장2동,92.45
57278202201,104,0.101,11000,11240,11240570,서울특별시,송파구,방이1동,58.09
47824305301,107,0.051,31000,31240,31240140,경기도,화성시,향남읍,93.62
47825169802,103,0.13,31000,31240,31240140,경기도,화성시,향남읍,94.64
57154374302,107,0.049,31000,31023,31023710,경기도,성남시분당구,금곡동,93.29
57250057601,107,0.051,31000,31023,31023670,경기도,성남시분당구,구미동,71.59
47824642802,103,0.277,31000,31240,31240140,경기도,화성시,향남읍,42.68
57275439602,107,0.271,31000,31180,31180590,경기도,하남시,춘궁동,62.22
57266691502,104,0.029,11000,11240,11240820,서울특별시,송파구,위례동,81.09
47835556801,107,0.02,31000,31240,31240560,경기도,화성시,기배동,23.27
47724026002,103,0.013,31000,31240,31240130,경기도,화성시,우정읍,100.0
57155638002,107,0.054,31000,31023,31023740,경기도,성남시분당구,삼평동,86.15
57221647102,105,0.118,31000,31240,31240710,경기도,화성시,동탄8동,97.16
57136282602,107,0.276,31000,31240,31240610,경기도,화성시,동탄1동,38.84
47734450801,106,0.004,31000,31240,31240150,경기도,화성시,남양읍,100.0
57154464401,102,0.146,31000,31021,31021660,경기도,성남시수정구,시흥동,30.87
47734844001,106,0.018,31000,31240,31240150,경기도,화성시,남양읍,96.61
57168227101,107,0.075,31000,31021,31021640,경기도,성남시수정구,신촌동,89.81
57135895001,107,0.008,31000,31240,31240610,경기도,화성시,동탄1동,57.43
47824225701,107,0.088,31000,31240,31240140,경기도,화성시,향남읍,71.43
57255502901,107,0.111,31000,31022,31022610,경기도,성남시중원구,도촌동,17.51
47735119402,107,0.034,31000,31240,31240150,경기도,화성시,남양읍,93.38
47724584802,107,0.062,31000,31240,31240380,경기도,화성시,팔탄면,19.98
47724753201,107,0.249,31000,31240,31240130,경기도,화성시,우정읍,6.98
57136726002,107,0.027,31000,31240,31240650,경기도,화성시,동탄5동,65.15
47834363302,107,0.058,31000,31240,31240120,경기도,화성시,봉담읍,78.91
47835615301,107,0.166,31000,31240,31240120,경기도,화성시,봉담읍,65.56
47734095501,106,0.046,31000,31240,31240350,경기도,화성시,마도면,86.46
57137712202,107,0.103,31000,31240,31240650,경기도,화성시,동탄5동,80.42
47825782601,107,0.142,31000,31240,31240420,경기도,화성시,양감면,31.42
47724584601,107,0.067,31000,31240,31240380,경기도,화성시,팔탄면,15.61
57275174701,104,0.056,11000,11240,11240590,서울특별시,송파구,오륜동,82.29
57154188402,107,0.036,31000,31023,31023580,경기도,성남시분당구,서현1동,51.54
57125479302,107,0.033,31000,31240,31240710,경기도,화성시,동탄8동,69.85
47734098401,107,0.066,31000,31240,31240350,경기도,화성시,마도면,83.61
57134217102,106,0.027,31000,31240,31240550,경기도,화성시,반월동,99.84
57250088201,107,0.018,31000,31023,31023630,경기도,성남시분당구,야탑3동,78.48
202400243201,107,0.356,31000,31240,31240370,경기도,화성시,서신면,23.64
47824079002,107,0.197,31000,31240,31240380,경기도,화성시,팔탄면,54.1
47735237702,107,0.214,31000,31240,31240330,경기도,화성시,비봉면,35.76
57136295401,107,0.084,31000,31240,31240700,경기도,화성시,동탄6동,76.26
57134378202,107,0.059,31000,31240,31240570,경기도,화성시,화산동,77.11
57278256801,107,0.341,31000,31180,31180530,경기도,하남시,신장2동,3.29
57125323201,107,0.259,31000,31240,31240700,경기도,화성시,동탄6동,64.93
47724209602,107,0.029,31000,31240,31240390,경기도,화성시,장안면,11.39
47735220701,107,0.229,31000,31240,31240150,경기도,화성시,남양읍,48.77
57171639001,104,0.047,11000,11240,11240800,서울특별시,송파구,잠실3동,57.28
57135667601,107,0.111,31000,31240,31240610,경기도,화성시,동탄1동,37.45
57134644101,107,0.073,31000,31240,31240530,경기도,화성시,병점1동,87.45
57138582101,107,0.146,31000,31240,31240691,경기도,화성시,동탄7동,79.71
47724120801,103,0.349,31000,31240,31240130,경기도,화성시,우정읍,99.39
57254062402,107,0.026,31000,31023,31023510,경기도,성남시분당구,분당동,27.31
57134705301,107,0.054,31000,31240,31240600,경기도,화성시,동탄2동,37.83
47714176101,103,0.734,31000,31240,31240130,경기도,화성시,우정읍,94.44
47735441802,106,0.006,31000,31240,31240150,경기도,화성시,남양읍,98.79
57137067902,107,0.084,31000,31240,31240691,경기도,화성시,동탄7동,49.65
57264657701,107,0.39,31000,31022,31022610,경기도,성남시중원구,도촌동,0.56
47835346802,107,0.163,31000,31240,31240120,경기도,화성시,봉담읍,77.56
47835437002,107,0.191,31000,31240,31240120,경기도,화성시,봉담읍,67.46
47734826201,107,0.18,31000,31240,31240150,경기도,화성시,남양읍,55.27
47634097901,106,0.031,31000,31240,31240370,경기도,화성시,서신면,58.56
47714424202,107,0.377,31000,31240,31240130,경기도,화성시,우정읍,31.09
57137087602,107,0.027,31000,31240,31240700,경기도,화성시,동탄6동,32.11
57136298202,107,0.068,31000,31240,31240700,경기도,화성시,동탄6동,75.68
57165074002,104,0.431,11000,11240,11240660,서울특별시,송파구,가락1동,2.47
47735668101,101,0.727,31000,31240,31240380,경기도,화성시,팔탄면,22.78
47734440802,106,0.036,31000,31240,31240330,경기도,화성시,비봉면,21.01
57264581702,107,0.039,31000,31022,31022510,경기도,성남시중원구,성남동,97.72
57278309601,107,0.02,31000,31180,31180611,경기도,하남시,미사3동,94.35
57171919002,104,0.02,11000,11240,11240570,서울특별시,송파구,방이1동,81.19
57125529802,107,0.081,31000,31240,31240710,경기도,화성시,동탄8동,81.1
47834459802,107,0.094,31000,31240,31240120,경기도,화성시,봉담읍,37.46
57150033201,107,0.044,31000,31023,31023670,경기도,성남시분당구,구미동,77.27
47825218201,107,0.01,31000,31240,31240140,경기도,화성시,향남읍,47.78
57266187701,107,0.028,31000,31022,31022600,경기도,성남시중원구,하대원동,92.74
57266232701,107,0.052,31000,31022,31022510,경기도,성남시중원구,성남동,80.07
