link_id,max_speed,road_name,road_no,road_rank,link_type,pavement,road_type,lanes,oneway,length,level,dir,v_link_id,f_node,t_node,lanes_dir,acc_cnt
477141807,60,버들로,310,106,4,0.0,0,4,0,0.038,5.5,UP,47714180701,195984,195990,2,1
477141809,70,포승향남로,77,103,4,0.0,0,4,0,0.009,5.5,UP,47714180901,195986,195991,2,0
477141811,70,포승향남로,77,103,32768,0.0,0,4,0,0.083,5.5,UP,47714181101,195991,195992,2,0
477141813,70,포승향남로,77,103,32768,0.0,3,4,0,0.119,5.5,UP,47714181301,195992,195993,2,1
477141815,40,포승향남로,301,106,8,0.0,0,1,1,0.236,5.5,UP,47714181501,195898,195994,1,1
477141816,40,기아자동차로,301,106,8,0.0,0,1,1,0.249,5.5,UP,47714181601,195994,195896,1,0
477141829,70,포승향남로,77,103,32768,0.0,0,4,0,0.527,5.5,UP,47714182901,195897,195994,2,0
477141840,60,버들로,310,106,32768,0.0,0,2,0,0.236,5.5,UP,47714184001,195972,196074,1,0
477141841,10,버들로191번길,0,107,32768,0.0,0,2,0,0.163,6.0,UP,47714184101,195972,195995,1,0
477141842,10,버들로191번길,0,107,32768,0.0,3,2,0,0.019,6.0,UP,47714184201,195976,195995,1,0
477141891,60,고온리안길,0,107,32768,0.0,0,2,0,0.535,6.0,UP,47714189101,195766,633609,1,0
477141912,30,,0,107,34816,0.0,0,2,0,0.106,6.5,UP,47714191201,195998,195999,1,0
477141913,10,상두원길,0,107,32768,0.0,0,2,0,0.165,6.0,UP,47714191301,195780,195999,1,0
477141914,10,상두원길,0,107,32768,0.0,0,2,0,0.078,6.0,UP,47714191401,195814,195999,1,0
477141915,40,포승장안로,0,107,32768,0.0,0,2,0,0.223,6.0,UP,47714191501,195966,196000,1,0
477141916,40,포승장안로,0,107,32768,0.0,0,2,0,0.111,6.0,UP,47714191601,195964,196000,1,0
477141917,40,,0,107,32768,0.0,0,2,0,0.147,6.0,UP,47714191701,195965,196000,1,0
477141924,50,장안로,0,107,32768,0.0,0,2,0,0.586,6.0,UP,47714192401,196002,581116,1,0
477141928,50,장안로,0,107,32768,0.0,0,2,0,0.311,6.0,UP,47714192801,605433,196003,1,1
477141930,60,풍무길80번길,0,107,32768,0.0,0,2,0,0.029,6.0,UP,47714193001,195943,196003,1,0
477141959,50,장호동길,0,107,32768,0.0,0,2,0,0.306,6.0,UP,47714195901,195813,195888,1,0
477141961,10,상두원길,0,107,32768,0.0,0,2,0,0.224,6.0,UP,47714196101,195740,195771,1,0
477141999,60,조암북로,0,107,32768,0.0,0,4,0,0.161,5.5,UP,47714199901,196381,196008,2,1
477142000,60,조암서로,0,107,4,0.0,0,4,0,0.024,5.5,UP,47714200001,195883,196008,2,0
477142013,60,남양만로,0,107,32768,0.0,0,2,0,1.504,6.0,UP,47714201301,195890,552078,1,0
477142022,60,포승장안로,0,107,32768,0.0,0,2,0,1.253,5.5,UP,47714202201,195824,196092,1,1
477142039,50,,0,107,34816,0.0,0,2,0,0.03,6.5,UP,47714203901,196010,196011,1,0
477142042,50,,0,107,34816,0.0,0,2,0,0.115,6.5,UP,47714204201,196012,196013,1,0
477142043,50,기아자동차로,0,107,32768,0.0,0,2,0,1.68,6.0,UP,47714204301,195855,196013,1,0
477142056,60,남양황라로,0,107,4,0.0,0,1,1,0.03,6.0,UP,47714205601,196015,196016,1,0
477142060,40,남양호로,0,107,4,0.0,0,2,0,0.055,6.0,UP,47714206001,196014,196015,1,0
477142064,60,남양황라로,302,106,4,0.0,0,2,0,0.058,5.5,UP,47714206401,196014,196016,1,0
477142074,60,수정로,0,107,32768,0.0,0,2,0,0.453,5.5,UP,47714207401,195770,196093,1,0
477142212,30,,0,107,34816,0.0,0,2,0,0.007,6.5,UP,47714221201,195901,196030,1,0
477142214,30,포승향남로,0,107,34816,0.0,0,2,0,0.024,6.5,UP,47714221401,195920,196030,1,0
477142258,30,물미길,0,107,34816,0.0,0,2,0,0.119,6.5,UP,47714225801,196032,196033,1,0
477142266,30,기아자동차로,0,107,34816,0.0,0,2,0,0.089,6.5,UP,47714226601,195982,196034,1,0
477142278,10,버들로191번길,0,107,32768,0.0,0,2,0,0.525,6.0,UP,47714227801,195974,195976,1,0
477142310,60,버들로,310,106,32768,0.0,0,2,0,0.343,5.5,UP,47714231001,195972,195990,1,0
477142324,40,버들로88번길,0,107,32768,0.0,0,2,0,0.101,6.5,UP,47714232401,196035,196036,1,0
477142328,40,버들로88번길,0,107,32768,0.0,0,2,0,0.163,6.5,UP,47714232801,196035,196037,1,0
477142330,30,버들로88번길,0,107,32768,0.0,0,2,0,0.06,6.5,UP,47714233001,196036,196037,1,0
477142340,50,조암남로,0,107,32768,0.0,0,2,0,0.127,5.5,UP,47714234001,195782,196039,1,1
477142342,40,조암서로22번길,0,107,32768,0.0,0,2,0,0.033,6.0,UP,47714234201,195781,196040,1,0
477142348,40,조암남로,0,107,32768,0.0,0,2,0,0.03,6.5,UP,47714234801,196039,196041,1,0
477142350,40,조암서로22번길,0,107,32768,0.0,0,2,0,0.084,6.5,UP,47714235001,196040,196041,1,0
477142392,60,쌍봉로,0,107,32768,0.0,0,4,0,0.282,5.5,UP,47714239201,196043,196379,2,0
477142394,50,포승장안로,0,107,4,0.0,0,4,0,0.03,5.5,UP,47714239401,195730,581135,2,0
477142398,30,조암동로,0,107,32768,0.0,0,4,0,0.095,5.5,UP,47714239801,196047,196049,2,0
477142426,30,조암동로,0,107,32768,0.0,0,4,0,0.11,5.5,UP,47714242601,196394,196049,2,0
477142448,30,조암남로,0,107,32768,0.0,0,2,0,0.208,5.5,UP,47714244801,195877,196049,1,0
477142562,60,수정로,0,107,32768,0.0,0,2,0,0.227,5.5,UP,47714256201,195832,552084,1,0
477142586,30,포승장안로,0,107,32768,0.0,0,2,0,1.063,5.5,UP,47714258601,195831,196104,1,2
477142624,10,덕다길,0,107,32768,0.0,0,2,0,0.457,6.0,UP,47714262401,195775,196057,1,0
477142658,60,고온리안길,0,107,32768,0.0,0,2,0,0.331,6.5,UP,47714265801,195766,195846,1,0
477142780,60,남양호로,0,107,32768,0.0,0,2,0,0.217,6.0,UP,47714278001,210010,196052,1,0
477142782,60,남양호로,0,107,32768,0.0,0,2,0,0.218,6.0,UP,47714278201,195945,196052,1,0
477142788,50,장안로,0,107,32768,0.0,0,2,0,0.679,6.0,UP,47714278801,196053,581116,1,0
477142792,50,장안로,0,107,32768,0.0,0,2,0,0.496,6.0,UP,47714279201,196492,196053,1,1
477142960,30,배미능골길,0,107,32768,0.0,0,2,0,1.073,6.0,UP,47714296001,195939,195940,1,0
477142974,30,덕다길50번길,0,107,32768,0.0,0,2,0,0.405,6.0,UP,47714297401,196056,196057,1,0
477142988,30,덕다길50번길,0,107,32768,0.0,0,2,0,0.154,6.5,UP,47714298801,196056,196059,1,0
477142990,30,덕다길50번길,0,107,32768,0.0,0,2,0,0.104,6.5,UP,47714299001,196059,196060,1,0
477142992,30,덕다길50번길,0,107,32768,0.0,0,2,0,0.186,6.0,UP,47714299201,196056,196060,1,0
477142998,50,덕다길50번길,0,107,32768,0.0,0,2,0,0.122,6.5,UP,47714299801,196058,196060,1,0
477143004,60,사랑길,0,107,32768,0.0,0,2,0,0.109,5.5,UP,47714300401,195977,633603,1,0
477143006,60,사랑길,0,107,32768,0.0,0,2,0,1.183,5.5,UP,47714300601,195797,633603,1,0
477143048,60,포승장안로,0,107,32768,0.0,0,2,0,0.724,5.5,UP,47714304801,195735,195824,1,0
477143176,30,밤밭일원길,0,107,32768,0.0,0,2,0,0.463,6.5,UP,47714317601,633595,633596,1,1
477143180,60,기아자동차로,0,107,32768,0.0,0,2,0,0.42,5.5,UP,47714318001,195734,195980,1,0
477143192,60,기아자동차로,0,107,32768,0.0,0,2,0,0.097,5.5,UP,47714319201,195981,196032,1,1
477143318,10,포승장안로,0,107,32768,0.0,0,2,0,0.297,6.5,UP,47714331801,195811,195812,1,0
477143442,60,포승장안로,313,106,32768,0.0,0,2,0,0.587,5.5,UP,47714344201,195739,195971,1,0
477143848,60,남양호로,0,107,32768,0.0,0,2,0,0.452,6.0,UP,47714384801,210021,196068,1,1
477144136,30,3.1만세로,0,107,32768,0.0,0,4,0,0.1,5.5,UP,47714413601,196048,581105,2,0
477144234,60,화곡로,0,107,32768,0.0,0,2,0,0.67,6.0,UP,47714423401,195925,195978,1,0
477144242,10,버들로191번길,0,107,32768,0.0,0,2,0,0.377,6.5,UP,47714424201,195973,195974,1,0
477144258,60,버들로,310,106,32768,0.0,0,2,0,0.005,5.5,UP,47714425801,195821,196072,1,0
477144272,60,버들로,310,106,32768,0.0,0,2,0,0.004,5.5,UP,47714427201,195822,196074,1,0
477144642,60,남양만로,0,107,32768,0.0,0,2,0,0.553,6.0,UP,47714464201,195875,195899,1,0
477144840,60,남양황라로,302,106,32768,0.0,0,2,0,0.581,5.5,UP,47714484001,196016,604477,1,0
477144846,40,남양호로,0,107,32768,0.0,0,2,0,1.039,6.0,UP,47714484601,196015,633601,1,0
477144854,60,남양황라로,302,106,32768,0.0,0,2,0,2.42,5.5,UP,47714485401,195917,196014,1,0
477144946,70,포승향남로,77,103,32768,0.0,0,4,0,0.245,5.5,UP,47714494601,195929,196083,2,0
477144948,30,,0,107,34816,0.0,0,2,0,0.091,6.5,UP,47714494801,196084,196086,1,0
477144950,70,,0,107,32768,0.0,0,2,0,0.006,6.0,UP,47714495001,195930,196085,1,0
477144954,70,,0,107,32768,0.0,0,1,1,0.103,6.5,UP,47714495401,196083,196086,1,0
477144956,70,,0,107,32768,0.0,0,1,1,0.21,6.5,UP,47714495601,196086,196085,1,0
477145074,70,포승향남로,77,103,32768,0.0,0,4,0,0.886,5.5,UP,47714507401,195924,196083,2,0
477145226,10,남양황라로,0,107,32768,0.0,0,2,0,0.396,6.0,UP,47714522601,195780,195863,1,0
477145330,30,포승장안로,313,106,32768,0.0,0,2,0,0.141,5.5,UP,47714533001,195738,195971,1,1
477145414,50,,0,107,4,0.0,0,1,1,0.028,6.5,UP,47714541401,196089,196090,1,0
477145418,50,장안로,0,107,4,0.0,0,2,0,0.028,6.0,UP,47714541801,196003,196089,1,0
477145420,10,,0,107,4,0.0,0,2,0,0.023,6.5,UP,47714542001,196003,196090,1,0
477145422,10,,0,107,34816,0.0,0,2,0,0.119,6.5,UP,47714542201,196004,196090,1,0
477145472,60,수정로,0,107,32768,0.0,0,2,0,0.494,5.5,UP,47714547201,195736,195832,1,0
477145518,60,사랑길,0,107,32768,0.0,0,2,0,0.169,5.5,UP,47714551801,195789,195823,1,0
477145574,40,포승장안로,0,107,32768,0.0,0,2,0,0.311,6.5,UP,47714557401,196091,196092,1,0
477145604,60,수정로,0,107,32768,0.0,0,2,0,0.35,5.5,UP,47714560401,196397,196093,1,0
477145796,40,매향석천로,0,107,32768,0.0,0,2,0,1.01,6.0,UP,47714579601,195996,196100,1,1
477145984,60,남양황라로,0,107,32768,0.0,0,2,0,0.617,6.0,UP,47714598401,195933,552067,1,0
477146006,30,,0,107,34816,0.0,0,2,0,0.064,6.5,UP,47714600601,195747,196097,1,0
477146012,30,매향석천로,0,107,32768,0.0,0,2,0,0.352,6.0,UP,47714601201,195949,196098,1,0
477146026,30,매향석천로,0,107,32768,0.0,0,2,0,0.283,6.0,UP,47714602601,195949,196006,1,0
477146034,40,매향석천로,0,107,4,0.0,0,1,1,0.036,6.0,UP,47714603401,196098,196100,1,0
477146036,30,매향석천로,0,107,4,0.0,0,1,1,0.038,6.0,UP,47714603601,196099,196098,1,0
477146038,30,매향석천로,0,107,4,0.0,0,2,0,0.028,6.0,UP,47714603801,195774,196098,1,0
477146042,40,띨뿌리길,0,107,4,0.0,0,2,0,0.019,6.0,UP,47714604201,195774,196099,1,0
477146044,10,띨뿌리길,0,107,32768,0.0,0,2,0,0.028,6.0,UP,47714604401,196005,196099,1,0
477146046,60,매향석천로,0,107,4,0.0,0,2,0,0.028,6.0,UP,47714604601,195774,196100,1,0
477146062,50,기아자동차로,0,107,32768,0.0,0,2,0,0.184,6.0,UP,47714606201,552066,552090,1,1
477146088,50,기아자동차로,0,107,32768,0.0,0,2,0,0.177,6.0,UP,47714608801,195983,552066,1,0
477146146,60,남양황라로,302,106,32768,0.0,0,2,0,0.874,5.5,UP,47714614601,195916,195935,1,1
477146160,40,조암서로22번길,0,107,32768,0.0,0,2,0,0.128,6.0,UP,47714616001,195884,196040,1,0
477146164,60,조암서로,0,107,32768,0.0,0,4,0,0.211,5.5,UP,47714616401,195884,195885,2,0
477146220,30,포승장안로1186번길,0,107,32768,0.0,0,2,0,0.224,6.5,UP,47714622001,195959,196104,1,1
477146222,60,포승장안로,0,107,32768,0.0,0,2,0,0.015,5.5,UP,47714622201,195736,196104,1,0
477146248,70,포승향남로,77,103,32768,0.0,0,4,0,1.223,5.5,UP,47714624801,195993,195994,2,1
477146270,60,,0,107,32768,0.0,0,4,0,0.109,5.5,UP,47714627001,196393,196114,2,0
477146280,60,,0,107,4,0.0,0,1,1,0.043,6.5,UP,47714628001,195883,196112,1,0
477146282,60,조암북로19번길,0,107,4,0.0,0,1,1,0.03,6.0,UP,47714628201,196112,1722758,1,0
477146284,60,,0,107,4,0.0,0,4,0,0.03,5.5,UP,47714628401,196008,196112,2,0
477146288,40,조암북로19번길,0,107,32768,0.0,0,2,0,0.044,6.0,UP,47714628801,1722960,1722758,1,0
477146290,60,조암북로19번길,0,107,4,0.0,0,2,0,0.023,6.0,UP,47714629001,196008,1722758,1,0
477146294,60,,0,107,32768,0.0,0,4,0,0.118,5.5,UP,47714629401,196112,196113,2,0
477146300,70,,0,107,2052,0.0,0,1,1,0.027,6.5,UP,47714630001,196115,196118,1,0
477146302,70,,0,107,2052,0.0,0,1,1,0.024,6.5,UP,47714630201,196117,196115,1,0
477146304,30,,0,107,34816,0.0,0,2,0,0.191,6.5,UP,47714630401,196115,196116,1,0
477146308,70,포승향남로,77,103,32768,0.0,0,4,0,0.646,5.5,UP,47714630801,195926,196117,2,1
477146310,70,포승향남로,77,103,32768,0.0,0,4,0,0.308,5.5,UP,47714631001,195923,196118,2,1
477146312,70,포승향남로,77,103,4,0.0,0,4,0,0.034,5.5,UP,47714631201,196117,196118,2,0
477146316,60,조암로,0,107,32768,0.0,0,2,0,0.047,6.0,UP,47714631601,196114,196160,1,0
477146320,40,이화석천로,0,107,32768,0.0,0,2,0,2.367,6.0,UP,47714632001,552079,633608,1,1
477146360,60,남양만로,0,107,32768,0.0,0,2,0,0.153,6.0,UP,47714636001,195784,552069,1,0
477146362,60,남양만로,0,107,32768,0.0,0,2,0,0.19,6.0,UP,47714636201,195892,552069,1,0
477146372,60,남양만로,0,107,32768,0.0,0,2,0,0.271,6.0,UP,47714637201,195747,195899,1,1
477146392,70,포승향남로,77,103,4,0.0,0,4,0,0.018,5.5,UP,47714639201,195902,552070,2,0
477146394,70,포승향남로,77,103,4,0.0,0,4,0,0.025,5.5,UP,47714639401,195924,552070,2,0
477146396,70,포승향남로,77,103,4,0.0,0,4,0,0.018,5.5,UP,47714639601,195902,552071,2,0
477146398,70,포승향남로,77,103,4,0.0,0,4,0,0.018,5.5,UP,47714639801,195926,552071,2,0
477146512,60,기아자동차로,0,107,32768,0.0,0,2,0,0.311,5.5,UP,47714651201,195734,633595,1,0
477146616,40,버들로88번길,0,107,32768,0.0,0,2,0,0.219,6.5,UP,47714661601,196035,196038,1,0
477146622,60,사랑길,0,107,32768,0.0,0,2,0,0.099,5.5,UP,47714662201,196192,552073,1,0
477146624,60,사랑길,0,107,32768,0.0,0,2,0,0.068,5.5,UP,47714662401,195789,552073,1,0
477146680,40,장안로,0,107,34816,0.0,0,2,0,0.079,6.5,UP,47714668001,552074,552075,1,0
477146698,30,조암남로33번길,0,107,32768,0.0,0,2,0,0.205,6.0,UP,47714669801,196113,1722847,1,0
477146810,50,온수골1길,0,107,32768,0.0,0,2,0,0.068,6.0,UP,47714681001,195853,633604,1,0
477146812,10,온수골1길,0,107,32768,0.0,0,2,0,0.021,6.0,UP,47714681201,195887,633604,1,0
477146830,60,화곡로,0,107,4,0.0,0,1,1,0.025,6.0,UP,47714683001,552078,552077,1,0
477146832,60,남양만로,0,107,4,0.0,0,1,1,0.026,6.0,UP,47714683201,552077,552076,1,0
477146834,60,남양만로,0,107,4,0.0,0,2,0,0.015,6.0,UP,47714683401,195759,552076,1,0
477146838,60,화곡로,0,107,4,0.0,0,4,0,0.019,6.0,UP,47714683801,195759,552077,2,0
477146840,60,화곡로,0,107,32768,0.0,0,4,0,0.142,6.0,UP,47714684001,195927,552077,2,0
477146842,60,남양만로,0,107,4,0.0,0,2,0,0.02,6.0,UP,47714684201,195759,552078,1,0
477146848,30,남양만로,0,107,4,0.0,0,1,1,0.034,6.0,UP,47714684801,552079,552080,1,0
477146850,40,이화석천로,0,107,4,0.0,0,2,0,0.028,6.0,UP,47714685001,195889,552079,1,0
477146854,60,남양만로,0,107,4,0.0,0,2,0,0.034,6.0,UP,47714685401,195889,195890,1,0
477146858,30,남양만로,0,107,4,0.0,0,4,0,0.018,6.0,UP,47714685801,195889,552080,2,0
477146860,30,남양만로,0,107,32768,0.0,0,4,0,0.012,6.0,UP,47714686001,552080,633615,2,0
477146868,60,포승장안로,0,107,32768,0.0,0,2,0,0.229,5.5,UP,47714686801,195775,196092,1,0
477146872,60,이화석천로,0,107,4,0.0,0,1,1,0.048,6.0,UP,47714687201,195890,552079,1,0
477146878,30,남양황라로,0,107,4,0.0,0,1,1,0.038,6.0,UP,47714687801,552080,195915,1,0
477146892,30,,0,107,34816,0.0,0,2,0,0.069,6.5,UP,47714689201,552081,552082,1,0
477146944,40,,0,107,32768,0.0,0,2,0,0.338,6.0,UP,47714694401,552075,552083,1,0
477146948,50,장안로,0,107,32768,0.0,0,2,0,0.056,6.0,UP,47714694801,196089,552083,1,0
477146976,60,수정로,0,107,32768,0.0,3,2,0,0.049,5.5,UP,47714697601,552084,552085,1,0
477146996,50,,0,107,34816,0.0,0,2,0,0.022,6.5,UP,47714699601,552089,552090,1,0
477146998,50,기아자동차로,0,107,32768,0.0,0,2,0,0.415,6.0,UP,47714699801,552068,552090,1,1
477147002,50,,0,107,34816,0.0,0,2,0,0.026,6.5,UP,47714700201,552091,552092,1,0
477147004,50,기아자동차로,0,107,32768,0.0,0,4,0,0.089,6.0,UP,47714700401,195855,552092,2,0
477147006,50,기아자동차로,0,107,32768,0.0,0,4,0,0.022,6.0,UP,47714700601,195856,552092,2,1
477147018,60,,0,107,34816,0.0,0,2,0,0.028,6.5,UP,47714701801,552069,552093,1,0
477147064,60,남양만로,0,107,4,0.0,0,1,1,0.028,6.0,UP,47714706401,195756,552097,1,0
477147066,60,남양만로,0,107,4,0.0,0,1,1,0.029,6.0,UP,47714706601,552098,195756,1,0
477147072,30,기아자동차로,301,106,4,0.0,0,1,1,0.022,5.5,UP,47714707201,552099,195748,1,0
477147074,30,기아자동차로,301,106,4,0.0,0,1,1,0.022,5.5,UP,47714707401,195748,552100,1,0
477147078,30,기아자동차로,301,106,64,0.0,0,1,1,0.023,5.5,UP,47714707801,552097,552099,1,0
477147082,30,기아자동차로,301,106,64,0.0,0,1,1,0.019,5.5,UP,47714708201,552098,552097,1,0
477147088,60,기아자동차로,301,106,64,0.0,0,1,1,0.008,5.5,UP,47714708801,552100,581103,1,0
477147090,30,기아자동차로,301,106,64,0.0,0,1,1,0.016,5.5,UP,47714709001,552099,552100,1,0
477147092,50,3.1만세로,0,107,4,0.0,0,1,1,0.055,6.0,UP,47714709201,581135,581105,1,0
477147094,50,3.1만세로,0,107,4,0.0,0,4,0,0.035,5.5,UP,47714709401,195730,581105,2,0
477147118,60,남양만로,0,107,32768,0.0,0,2,0,2.051,6.0,UP,47714711801,195820,581112,1,0
477147152,10,장포길,0,107,32768,0.0,0,2,0,0.06,6.5,UP,47714715201,581103,581114,1,0
477147166,50,장안로,0,107,32768,0.0,0,2,0,0.113,6.5,UP,47714716601,581115,581116,1,0
477147223,30,,0,107,32768,0.0,0,2,0,0.114,6.5,UP,47714722301,604472,604473,1,0
477147225,30,,0,107,32768,0.0,0,2,0,0.078,6.5,UP,47714722501,604473,604474,1,0
477147226,30,,0,107,32768,0.0,0,2,0,0.047,6.5,UP,47714722601,604475,604476,1,0
477147227,40,,0,107,32768,0.0,0,2,0,0.03,6.5,UP,47714722701,604473,604476,1,0
477147228,60,,0,107,32768,0.0,0,2,0,0.033,6.5,UP,47714722801,604476,604477,1,0
477147230,60,남양황라로,302,106,32768,0.0,0,2,0,0.133,5.5,UP,47714723001,195919,604477,1,0
477147282,100,평택시흥고속도로,153,101,1,0.0,0,2,1,0.573,5.5,UP,47714728201,604479,196600,2,0
477147284,100,평택시흥고속도로,153,101,1,0.0,0,2,1,3.74,5.5,UP,47714728401,604480,210281,2,3
477147285,100,평택시흥고속도로,153,101,1,0.0,3,2,1,0.048,5.5,UP,47714728501,604478,604480,2,0
477147286,100,평택시흥고속도로,153,101,1,0.0,0,2,1,3.72,5.5,UP,47714728601,210280,604481,2,2
477147287,100,평택시흥고속도로,153,101,1,0.0,3,2,1,0.052,5.5,UP,47714728701,604481,604479,2,0
477147459,100,평택시흥고속도로,153,101,1,0.0,0,2,1,0.575,5.5,UP,47714745901,196599,604478,2,1
477147460,30,,0,107,34816,0.0,0,2,0,0.101,6.5,UP,47714746001,633605,633606,1,0
477147462,40,,0,107,2052,0.0,0,1,1,0.026,6.5,UP,47714746201,633607,633606,1,0
477147463,40,,0,107,2052,0.0,0,1,1,0.02,6.5,UP,47714746301,633606,633608,1,0
477147464,40,이화석천로,0,107,32768,0.0,0,2,0,0.144,6.0,UP,47714746401,196006,633607,1,0
477147467,40,이화석천로,0,107,4,0.0,0,2,0,0.032,6.0,UP,47714746701,633607,633608,1,0
477147598,60,포승장안로,0,107,32768,0.0,0,2,0,0.156,6.0,UP,47714759801,195809,195948,1,0
477147612,60,고온리안길,0,107,32768,0.0,0,2,0,0.204,6.0,UP,47714761201,195746,633609,1,0
477147639,30,,0,107,34816,0.0,0,4,0,0.059,6.5,UP,47714763901,633609,633613,2,0
477147640,30,,0,107,34816,0.0,0,4,0,0.032,6.5,UP,47714764001,633610,633613,2,0
477147641,30,,0,107,34816,0.0,0,4,0,0.024,6.5,UP,47714764101,633611,633614,2,0
477147642,30,,0,107,34816,0.0,0,4,0,0.061,6.5,UP,47714764201,633612,633614,2,0
477147646,40,남양호로,0,107,32768,0.0,0,2,0,1.318,6.0,UP,47714764601,195777,633601,1,0
477147657,50,남양만로,0,107,4,0.0,0,1,1,0.065,6.0,UP,47714765701,195819,195820,1,0
477147664,50,기아자동차로,0,107,4,0.0,0,1,1,0.021,6.0,UP,47714766401,633616,195819,1,0
477147665,50,기아자동차로,0,107,4,0.0,0,1,1,0.022,6.0,UP,47714766501,195819,633617,1,0
477147670,50,남양만로,0,107,64,0.0,0,1,1,0.007,6.0,UP,47714767001,633616,633617,1,0
477147674,60,남양만로,0,107,4,0.0,0,1,1,0.013,6.0,UP,47714767401,195818,633620,1,0
477147675,60,남양만로,0,107,4,0.0,0,1,1,0.014,6.0,UP,47714767501,633621,195818,1,0
477147676,50,남양만로,0,107,4,0.0,0,1,1,0.031,6.0,UP,47714767601,633618,195820,1,0
477147677,60,남양만로,0,107,4,0.0,0,1,1,0.032,6.0,UP,47714767701,195820,633619,1,0
477147678,50,남양만로,0,107,64,0.0,0,1,1,0.018,6.0,UP,47714767801,633617,633618,1,0
477147680,60,남양만로,0,107,64,0.0,0,1,1,0.027,6.0,UP,47714768001,633619,633621,1,0
477147681,50,남양만로,0,107,64,0.0,0,1,1,0.01,6.0,UP,47714768101,633618,633619,1,0
477147682,50,기아자동차로,0,107,64,0.0,0,1,1,0.017,6.0,UP,47714768201,633620,633616,1,0
477147685,60,남양만로,0,107,64,0.0,0,1,1,0.005,6.0,UP,47714768501,633621,633620,1,0
477147964,70,포승장안로,313,106,32768,0.0,0,4,0,0.233,5.5,UP,47714796401,195807,670642,2,0
477147966,70,포승장안로,313,106,32768,0.0,0,4,0,0.201,5.5,UP,47714796601,195808,670643,2,0
477147967,70,포승장안로,313,106,32768,0.0,3,4,0,0.041,5.5,UP,47714796701,670642,670643,2,0
477149001,30,,0,107,34816,0.0,0,2,0,0.042,6.5,UP,47714900101,1722778,1722779,1,0
477149002,60,기아자동차로,0,107,4,0.0,0,1,1,0.041,6.5,UP,47714900201,1722779,1722780,1,0
477149003,60,,0,107,4,0.0,0,1,1,0.037,6.5,UP,47714900301,1722781,1722779,1,0
477149005,60,기아자동차로,301,106,32768,0.0,0,4,0,0.138,5.5,UP,47714900501,195896,1722780,2,3
477149006,60,기아자동차로,301,106,32768,0.0,0,4,0,0.108,5.5,UP,47714900601,195834,1722781,2,0
477149007,60,기아자동차로,301,106,4,0.0,0,4,0,0.058,5.5,UP,47714900701,1722780,1722781,2,0
477149568,40,,0,107,32768,0.0,0,2,0,0.054,6.0,UP,47714956801,196113,1722963,1,0
477149569,40,,0,107,32768,0.0,0,2,0,0.07,6.5,UP,47714956901,1722965,1722845,1,0
477149571,60,조암북로,0,107,32768,0.0,0,4,0,0.058,5.5,UP,47714957101,196113,1722845,2,0
477149572,60,조암북로,0,107,32768,0.0,0,4,0,0.059,5.5,UP,47714957201,196114,1722845,2,0
477149574,30,,0,107,34816,0.0,0,2,0,0.014,6.5,UP,47714957401,1722846,1722847,1,0
477149575,30,조암남로33번길,0,107,32768,0.0,0,2,0,0.038,6.0,UP,47714957501,195768,1722847,1,0
477210059,60,석포로,0,107,32768,0.0,0,2,0,0.673,6.0,UP,47721005901,196130,196512,1,0
477210062,60,석포로,0,107,32768,0.0,0,2,0,0.679,6.0,UP,47721006201,196169,196512,1,0
477210063,60,석포로,0,107,32768,0.0,0,2,0,0.472,6.0,UP,47721006301,196131,196157,1,0
477210071,50,남양로,77,103,32768,0.0,0,2,0,0.579,5.5,UP,47721007101,196502,196554,1,0
477210107,30,버들로,310,106,32768,0.0,0,2,0,0.078,5.5,UP,47721010701,196126,196148,1,0
477210108,30,버들로,310,106,32768,0.0,0,2,0,0.48,5.5,UP,47721010801,196148,196473,1,0
477210650,50,온천로,310,106,32768,0.0,0,2,0,0.877,5.5,UP,47721065001,196156,196279,1,0
927211065,60,조암로,0,107,32768,0.0,0,2,0,0.076,6.0,UP,92721106501,196160,1722967,1,0
477240161,40,현대연구소로,0,107,32768,0.0,0,4,0,0.018,6.5,UP,47724016101,196121,196175,2,0
477240200,60,쌍봉로,77,103,32768,0.0,0,2,0,0.139,5.5,UP,47724020001,196178,196180,1,0
477240220,60,3.1만세로,0,107,2052,0.0,0,1,1,0.043,6.0,UP,47724022001,196182,196183,1,0
477240222,60,3.1만세로,0,107,2052,0.0,0,1,1,0.05,6.0,UP,47724022201,196183,196181,1,0
477240224,40,3.1만세로,0,107,2052,0.0,0,2,0,0.01,6.0,UP,47724022401,196145,196183,1,0
477240227,60,3.1만세로,0,107,4,0.0,0,2,0,0.049,5.5,UP,47724022701,196145,196181,1,0
477240229,60,3.1만세로,0,107,4,0.0,0,2,0,0.038,5.5,UP,47724022901,196145,196182,1,0
477240258,60,쌍봉로,77,103,32768,0.0,0,2,0,0.027,6.5,UP,47724025801,196187,196188,1,0
477240259,60,쌍봉로,77,103,32768,0.0,0,2,0,0.039,6.5,UP,47724025901,196187,196189,1,0
477240260,60,쌍봉로,77,103,32768,0.0,0,2,0,0.013,6.5,UP,47724026001,196188,196189,1,0
477240269,30,문화마을2길,0,107,32768,0.0,0,2,0,0.148,6.5,UP,47724026901,196179,196180,1,0
477240281,60,쌍봉로,77,103,32768,0.0,0,2,0,0.305,5.5,UP,47724028101,196178,196281,1,0
